location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MN_27081,2020-01-01,ChIJQ8t63nkyiocRCCav9rgKgHY,Q490446,geoId/27081,US,United States of America,MN,Minnesota,27081,Lincoln County,US,USA,2,,,,,,,5665,2867,2798,733,686,516,605,578,742,752,530,523,1739830,44.41,-96.27,1420,81.3,,-5.0,-9.861111,0.75,0.0,-7.522222,82.904978
US_MN_27081,2020-01-02,ChIJQ8t63nkyiocRCCav9rgKgHY,Q490446,geoId/27081,US,United States of America,MN,Minnesota,27081,Lincoln County,US,USA,2,,,,,,,5665,2867,2798,733,686,516,605,578,742,752,530,523,1739830,44.41,-96.27,1420,81.3,,0.2,-1.738889,1.883333,0.0,-1.444444,88.875051
US_MN_27081,2020-01-03,ChIJQ8t63nkyiocRCCav9rgKgHY,Q490446,geoId/27081,US,United States of America,MN,Minnesota,27081,Lincoln County,US,USA,2,,,,,,,5665,2867,2798,733,686,516,605,578,742,752,530,523,1739830,44.41,-96.27,1420,81.3,,-1.066667,-4.716667,1.422222,0.254,-2.005556,93.459926
US_MN_27081,2020-01-04,ChIJQ8t63nkyiocRCCav9rgKgHY,Q490446,geoId/27081,US,United States of America,MN,Minnesota,27081,Lincoln County,US,USA,2,,,,,,,5665,2867,2798,733,686,516,605,578,742,752,530,523,1739830,44.41,-96.27,1420,81.3,,-7.238889,-13.616667,-1.666667,0.042333,-9.105556,86.701152
US_MN_27081,2020-01-05,ChIJQ8t63nkyiocRCCav9rgKgHY,Q490446,geoId/27081,US,United States of America,MN,Minnesota,27081,Lincoln County,US,USA,2,,,,,,,5665,2867,2798,733,686,516,605,578,742,752,530,523,1739830,44.41,-96.27,1420,81.3,,0.916667,-3.583333,4.105556,0.0,-2.633333,77.487738
US_MN_27081,2020-01-06,ChIJQ8t63nkyiocRCCav9rgKgHY,Q490446,geoId/27081,US,United States of America,MN,Minnesota,27081,Lincoln County,US,USA,2,,,,,,,5665,2867,2798,733,686,516,605,578,742,752,530,523,1739830,44.41,-96.27,1420,81.3,,-2.566667,-6.455556,2.383333,0.0,-5.622222,79.936206
US_MN_27081,2020-01-07,ChIJQ8t63nkyiocRCCav9rgKgHY,Q490446,geoId/27081,US,United States of America,MN,Minnesota,27081,Lincoln County,US,USA,2,,,,,,,5665,2867,2798,733,686,516,605,578,742,752,530,523,1739830,44.41,-96.27,1420,81.3,,-4.361111,-11.055556,0.333333,0.0,-7.066667,81.599031
US_MN_27081,2020-01-08,ChIJQ8t63nkyiocRCCav9rgKgHY,Q490446,geoId/27081,US,United States of America,MN,Minnesota,27081,Lincoln County,US,USA,2,,,,,,,5665,2867,2798,733,686,516,605,578,742,752,530,523,1739830,44.41,-96.27,1420,81.3,,-14.505556,-18.638889,-10.211111,0.0,-17.894444,75.447686
US_MN_27081,2020-01-09,ChIJQ8t63nkyiocRCCav9rgKgHY,Q490446,geoId/27081,US,United States of America,MN,Minnesota,27081,Lincoln County,US,USA,2,,,,,,,5665,2867,2798,733,686,516,605,578,742,752,530,523,1739830,44.41,-96.27,1420,81.3,,-5.972222,-11.166667,-2.161111,0.0,-8.527778,82.283912
US_MN_27081,2020-01-10,ChIJQ8t63nkyiocRCCav9rgKgHY,Q490446,geoId/27081,US,United States of America,MN,Minnesota,27081,Lincoln County,US,USA,2,,,,,,,5665,2867,2798,733,686,516,605,578,742,752,530,523,1739830,44.41,-96.27,1420,81.3,,-10.25,-16.411111,-4.883333,0.0,-13.111111,79.818192
US_MN_27081,2020-01-11,ChIJQ8t63nkyiocRCCav9rgKgHY,Q490446,geoId/27081,US,United States of America,MN,Minnesota,27081,Lincoln County,US,USA,2,,,,,,,5665,2867,2798,733,686,516,605,578,742,752,530,523,1739830,44.41,-96.27,1420,81.3,,-20.627778,-24.8,-16.205556,0.0,-23.794444,75.93133
