location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47109,2020-01-01,ChIJlQb3Pq7MfYgR1cM3x5uVE9c,Q501982,geoId/47109,US,United States of America,TN,Tennessee,47109,McNairy County,US,USA,2,,,,,,,26001,12795,13206,2922,3346,2975,2818,3297,3624,3385,2504,1130,1847636,35.18,-88.56,1453,73.657143,,,,,,11.68,18.55,14.43,24.73,,53.58,5.011111,-0.972222,12.727778,0.0,,-2.611111,56.834304
US_TN_47109,2020-01-02,ChIJlQb3Pq7MfYgR1cM3x5uVE9c,Q501982,geoId/47109,US,United States of America,TN,Tennessee,47109,McNairy County,US,USA,2,,,,,,,26001,12795,13206,2922,3346,2975,2818,3297,3624,3385,2504,1130,1847636,35.18,-88.56,1453,73.657143,,,,,,12.91,25.82,12.29,33.19,,52.86,9.972222,6.844444,12.788889,0.73025,,5.261905,71.620678
US_TN_47109,2020-01-03,ChIJlQb3Pq7MfYgR1cM3x5uVE9c,Q501982,geoId/47109,US,United States of America,TN,Tennessee,47109,McNairy County,US,USA,2,,,,,,,26001,12795,13206,2922,3346,2975,2818,3297,3624,3385,2504,1130,1847636,35.18,-88.56,1453,73.657143,,,,,,13.62,20.76,15.57,35.68,11.68,56.44,13.55,11.344444,15.838889,28.927778,,13.031746,96.301591
US_TN_47109,2020-01-04,ChIJlQb3Pq7MfYgR1cM3x5uVE9c,Q501982,geoId/47109,US,United States of America,TN,Tennessee,47109,McNairy County,US,USA,2,,,,,,,26001,12795,13206,2922,3346,2975,2818,3297,3624,3385,2504,1130,1847636,35.18,-88.56,1453,73.657143,,,,,,19.88,21.2,,25.84,,53.0,8.45,3.144444,14.194444,5.616222,,4.484127,77.140647
US_TN_47109,2020-01-05,ChIJlQb3Pq7MfYgR1cM3x5uVE9c,Q501982,geoId/47109,US,United States of America,TN,Tennessee,47109,McNairy County,US,USA,2,,,,,,,26001,12795,13206,2922,3346,2975,2818,3297,3624,3385,2504,1130,1847636,35.18,-88.56,1453,73.657143,,,,,,15.9,28.35,26.28,29.73,13.83,43.56,4.422222,-1.833333,15.538889,1.1176,,-0.190476,69.202859
US_TN_47109,2020-01-06,ChIJlQb3Pq7MfYgR1cM3x5uVE9c,Q501982,geoId/47109,US,United States of America,TN,Tennessee,47109,McNairy County,US,USA,2,,,,,,,26001,12795,13206,2922,3346,2975,2818,3297,3624,3385,2504,1130,1847636,35.18,-88.56,1453,73.657143,,,,,,18.2,16.05,13.38,33.72,9.1,39.07,7.588889,0.877778,15.494444,0.0,,3.126984,72.278931
US_TN_47109,2020-01-07,ChIJlQb3Pq7MfYgR1cM3x5uVE9c,Q501982,geoId/47109,US,United States of America,TN,Tennessee,47109,McNairy County,US,USA,2,,,,,,,26001,12795,13206,2922,3346,2975,2818,3297,3624,3385,2504,1130,1847636,35.18,-88.56,1453,73.657143,,,,,,9.37,11.98,15.62,35.41,,45.3,8.766667,2.75,13.272222,0.0508,,1.015873,58.57501
US_TN_47109,2020-01-08,ChIJlQb3Pq7MfYgR1cM3x5uVE9c,Q501982,geoId/47109,US,United States of America,TN,Tennessee,47109,McNairy County,US,USA,2,,,,,,,26001,12795,13206,2922,3346,2975,2818,3297,3624,3385,2504,1130,1847636,35.18,-88.56,1453,73.657143,,,,,,12.87,19.57,12.87,39.65,,43.77,5.838889,-1.661111,16.616667,0.0,,-2.079365,54.909053
US_TN_47109,2020-01-09,ChIJlQb3Pq7MfYgR1cM3x5uVE9c,Q501982,geoId/47109,US,United States of America,TN,Tennessee,47109,McNairy County,US,USA,2,,,,,,,26001,12795,13206,2922,3346,2975,2818,3297,3624,3385,2504,1130,1847636,35.18,-88.56,1453,73.657143,,,,,,10.12,20.23,12.14,29.34,,45.02,9.788889,3.788889,16.861111,0.0,,0.15873,49.135823
US_TN_47109,2020-01-10,ChIJlQb3Pq7MfYgR1cM3x5uVE9c,Q501982,geoId/47109,US,United States of America,TN,Tennessee,47109,McNairy County,US,USA,2,,,,,,,26001,12795,13206,2922,3346,2975,2818,3297,3624,3385,2504,1130,1847636,35.18,-88.56,1453,73.657143,,,,,,11.95,15.93,15.44,26.39,9.96,39.34,16.344444,14.35,19.366667,0.0,,10.888889,69.097635
