location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MT_30047,2020-01-01,ChIJrxyj8lCkZ1MRep1pUUfm-BU,Q496700,geoId/30047,US,United States of America,MT,Montana,30047,Lake County,US,USA,2,,,,,,,30221,14903,15318,3907,4035,3214,3157,3081,3997,4529,2892,1409,1740632,47.65,-114.09,4283,79.9375,,,,,,6.93,8.47,5.39,,,9.62,6.54,5.39,,,,17.32,6.93,7.31,6.16,36.95,6.16,,3.144444,-0.227778,5.288889,5.0165,30.48,-1.512346,72.66974
US_MT_30047,2020-01-02,ChIJrxyj8lCkZ1MRep1pUUfm-BU,Q496700,geoId/30047,US,United States of America,MT,Montana,30047,Lake County,US,USA,2,,,,,,,30221,14903,15318,3907,4035,3214,3157,3081,3997,4529,2892,1409,1740632,47.65,-114.09,4283,79.9375,,,,,5.1,12.39,6.92,8.02,5.83,5.1,15.67,,9.84,,6.56,8.38,20.77,6.92,6.56,8.02,37.17,8.02,,0.783333,-2.261111,4.455556,4.275667,,-4.382716,68.876089
US_MT_30047,2020-01-03,ChIJrxyj8lCkZ1MRep1pUUfm-BU,Q496700,geoId/30047,US,United States of America,MT,Montana,30047,Lake County,US,USA,2,,,,,,,30221,14903,15318,3907,4035,3214,3157,3081,3997,4529,2892,1409,1740632,47.65,-114.09,4283,79.9375,,,,,5.04,6.48,9.36,11.52,,,12.6,9.72,9.0,,,7.56,24.49,,6.84,,37.09,8.28,6.84,0.127778,-4.1,6.022222,1.342571,,-5.0,68.842582
US_MT_30047,2020-01-04,ChIJrxyj8lCkZ1MRep1pUUfm-BU,Q496700,geoId/30047,US,United States of America,MT,Montana,30047,Lake County,US,USA,2,,,,,,,30221,14903,15318,3907,4035,3214,3157,3081,3997,4529,2892,1409,1740632,47.65,-114.09,4283,79.9375,,,,,,10.99,9.03,5.89,,,16.49,9.81,9.42,,7.46,,22.77,,5.89,7.46,40.43,7.07,,2.466667,-3.277778,6.922222,0.399143,,-5.388889,59.121438
US_MT_30047,2020-01-05,ChIJrxyj8lCkZ1MRep1pUUfm-BU,Q496700,geoId/30047,US,United States of America,MT,Montana,30047,Lake County,US,USA,2,,,,,,,30221,14903,15318,3907,4035,3214,3157,3081,3997,4529,2892,1409,1740632,47.65,-114.09,4283,79.9375,,,,,5.41,6.57,7.72,8.11,6.18,8.5,10.04,5.41,5.41,5.79,,5.41,22.4,7.34,5.41,5.41,34.76,8.5,6.57,-1.566667,-4.666667,4.388889,1.354667,,-8.969136,57.720971
US_MT_30047,2020-01-06,ChIJrxyj8lCkZ1MRep1pUUfm-BU,Q496700,geoId/30047,US,United States of America,MT,Montana,30047,Lake County,US,USA,2,,,,,,,30221,14903,15318,3907,4035,3214,3157,3081,3997,4529,2892,1409,1740632,47.65,-114.09,4283,79.9375,,,,,,5.91,8.4,4.98,9.96,6.54,9.65,,7.78,5.6,,8.71,18.05,9.34,4.67,5.91,48.56,6.85,6.54,-1.077778,-4.183333,2.016667,0.762,,-7.623457,61.798278
US_MT_30047,2020-01-07,ChIJrxyj8lCkZ1MRep1pUUfm-BU,Q496700,geoId/30047,US,United States of America,MT,Montana,30047,Lake County,US,USA,2,,,,,,,30221,14903,15318,3907,4035,3214,3157,3081,3997,4529,2892,1409,1740632,47.65,-114.09,4283,79.9375,,,,,,8.9,7.67,7.67,6.75,5.22,9.52,6.75,13.2,4.91,,8.9,19.95,5.83,8.6,5.83,44.82,6.75,4.91,0.838889,-3.822222,4.383333,5.475111,78.74,-2.790123,77.177772
US_MT_30047,2020-01-08,ChIJrxyj8lCkZ1MRep1pUUfm-BU,Q496700,geoId/30047,US,United States of America,MT,Montana,30047,Lake County,US,USA,2,,,,,,,30221,14903,15318,3907,4035,3214,3157,3081,3997,4529,2892,1409,1740632,47.65,-114.09,4283,79.9375,,,,,,9.62,10.25,5.9,5.9,8.07,9.0,6.21,9.94,,,4.35,26.7,4.66,7.14,4.97,41.91,11.49,,1.416667,-3.905556,4.5,4.699,78.74,-3.290123,71.946354
US_MT_30047,2020-01-09,ChIJrxyj8lCkZ1MRep1pUUfm-BU,Q496700,geoId/30047,US,United States of America,MT,Montana,30047,Lake County,US,USA,2,,,,,,,30221,14903,15318,3907,4035,3214,3157,3081,3997,4529,2892,1409,1740632,47.65,-114.09,4283,79.9375,,,,,5.67,5.04,6.93,7.25,,,8.51,,10.4,5.99,4.41,,21.12,5.67,5.04,4.41,47.59,7.56,6.3,-7.761111,-11.155556,0.055556,2.074333,,-10.709877,76.517357
US_MT_30047,2020-01-10,ChIJrxyj8lCkZ1MRep1pUUfm-BU,Q496700,geoId/30047,US,United States of America,MT,Montana,30047,Lake County,US,USA,2,,,,,,,30221,14903,15318,3907,4035,3214,3157,3081,3997,4529,2892,1409,1740632,47.65,-114.09,4283,79.9375,,,,,,4.85,6.79,7.12,5.18,6.15,9.38,,6.47,,,5.18,24.59,5.5,4.53,5.18,44.33,8.09,,-10.988889,-17.716667,-2.944444,0.846667,30.48,-14.67284,73.16459
