location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01001,2021-04-19,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,0,0,6763,106,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,4,5,,-14,3,2.61,4.76,4.31,2.83,11.56,6.92,5.33,2.49,2.49,4.65,3.51,2.83,2.72,7.71,2.95,4.31,3.51,2.04,,9.98,4.54,,4.65,2.72,3.29,2.95,4.2,2.38,7.71,19.84,6.01,1.81,7.6,2.61,3.97,4.88,3.51,4.31,42.51,3.85,7.03,2.38,6.8,4.65,4.99,1.93,2.15,2.83,,15.727778,8.022222,22.172222,0.0,6.166667,51.639573
US_AL_01001,2021-04-20,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,10,0,6773,106,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,7,6,,-14,3,2.87,4.43,5.38,2.75,13.52,6.82,4.79,2.15,4.9,4.31,4.19,2.39,3.59,8.73,3.47,5.14,3.59,6.1,1.79,11.12,3.23,1.68,5.14,4.55,5.26,2.75,4.31,3.35,8.25,20.93,4.79,2.03,7.89,,4.43,4.55,2.03,4.07,37.56,4.07,7.54,3.23,4.9,3.83,3.23,1.79,2.99,,,16.533333,9.911111,24.6,0.0,8.509259,57.747639
US_AL_01001,2021-04-21,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,20,1,6793,107,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,4,9,,-17,4,2.24,4.48,5.66,,12.96,7.9,5.42,2.48,2.71,4.12,3.42,2.24,2.95,7.9,2.48,4.95,3.65,3.54,,9.66,3.3,2.95,3.89,2.71,3.65,3.54,3.42,3.54,6.72,21.57,5.07,3.54,7.19,2.24,4.83,3.54,2.83,4.95,34.65,2.59,5.66,2.59,5.78,4.12,3.65,2.48,,2.59,2.24,13.511111,9.233333,22.655556,0.0508,5.148148,56.345392
US_AL_01001,2021-04-22,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,26,0,6819,107,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,3,15,,-16,4,1.9,3.67,6.16,3.08,12.44,5.69,4.74,2.72,2.13,4.97,4.15,1.9,1.9,7.22,3.67,5.92,2.72,4.97,1.9,8.29,3.55,2.84,4.86,2.72,4.74,3.67,3.08,3.79,8.29,19.43,4.26,2.96,5.21,3.32,3.67,2.01,3.08,3.91,39.21,5.09,6.4,2.13,4.97,4.26,4.15,3.08,2.25,3.79,1.9,10.05,2.1,18.55,0.0,-0.611111,45.193294
US_AL_01001,2021-04-23,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,16,0,6835,107,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-6,5,,-16,4,1.87,2.75,7.86,2.75,12.98,5.49,5.74,2.0,2.87,4.37,3.99,2.25,3.12,7.61,2.5,4.37,2.25,4.37,,8.73,4.12,2.62,4.99,3.99,3.99,3.62,3.0,3.62,7.11,20.34,7.11,1.75,5.24,2.75,3.62,2.12,3.62,3.74,33.94,4.49,5.74,2.87,4.62,4.74,2.75,2.37,3.49,3.87,,13.660494,5.209877,21.969136,0.028222,4.462963,52.488226
US_AL_01001,2021-04-24,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,41,0,6876,107,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-8,-4,,-16,6,1.7,3.4,5.83,4.0,10.92,8.01,4.85,,3.15,3.88,2.67,3.15,1.82,7.89,4.61,3.88,2.55,3.76,,7.77,,2.31,2.79,3.4,3.64,3.52,3.15,2.31,4.85,16.02,4.49,3.28,5.46,3.28,3.64,2.06,,4.49,30.95,3.64,5.58,,3.76,3.88,2.79,,2.06,3.28,2.91,18.814815,11.876543,27.62963,28.16225,13.842593,71.907178
US_AL_01001,2021-04-25,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,3,0,6879,107,,,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-2,7,,-11,1,,3.65,6.67,2.27,11.33,7.93,3.9,,3.53,5.04,3.78,3.9,1.89,7.93,3.9,4.41,3.65,3.78,2.02,6.42,3.02,2.02,3.9,3.27,3.02,4.79,3.9,1.76,5.42,15.49,3.78,,6.67,2.14,2.9,4.41,2.02,4.03,33.75,2.77,5.79,1.89,5.67,2.64,4.41,2.9,4.16,2.52,,18.407407,12.055556,25.919753,29.21,10.37963,58.904007
US_AL_01001,2021-04-26,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,3,0,6882,107,,8727,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,2,11,,-22,5,2.67,3.44,5.0,2.33,12.33,6.33,4.0,1.55,2.78,3.44,3.11,3.78,2.33,11.0,3.56,7.55,3.33,3.44,1.55,6.55,3.0,,4.0,4.0,2.89,3.56,2.78,3.11,7.33,21.55,6.55,1.89,7.78,2.89,3.44,3.56,3.11,5.44,38.54,2.78,7.33,1.55,5.89,3.44,4.78,2.22,3.67,2.67,1.78,17.538889,9.472222,26.288889,0.0,9.25,59.306095
US_AL_01001,2021-04-27,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,7,0,6889,107,75,8802,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,5,7,,-15,4,2.24,4.01,6.25,2.71,13.92,6.61,6.61,3.07,4.13,6.49,4.96,2.12,3.78,11.21,3.89,6.25,2.95,4.01,2.48,8.02,4.6,3.3,4.6,3.89,4.96,3.07,4.96,2.71,6.61,23.6,5.66,2.36,8.26,3.3,4.84,5.78,2.01,5.55,38.82,4.6,9.56,1.77,5.66,4.25,4.37,1.89,4.13,3.54,1.89,19.777778,11.122222,28.655556,0.0,13.509259,66.274666
US_AL_01001,2021-04-28,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,1,0,6890,107,171,8973,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,9,11,,-17,4,2.9,4.99,6.04,,13.35,5.22,5.22,3.02,4.18,5.22,3.83,1.97,2.9,10.1,2.32,6.85,3.13,3.83,2.55,9.52,2.32,2.9,3.83,2.79,4.88,4.76,5.69,2.09,8.82,26.46,5.57,2.79,7.08,2.09,3.95,6.5,1.62,5.8,41.44,4.29,6.15,3.25,6.5,4.41,4.29,2.67,1.97,3.37,,22.983333,16.983333,28.744444,0.0,15.833333,62.841113
US_AL_01001,2021-04-29,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,7,0,6897,107,194,9167,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,4,13,,-16,3,2.44,3.88,6.64,2.33,12.29,6.31,4.1,3.1,3.32,4.21,2.77,,2.88,7.97,2.99,5.87,3.54,2.99,,9.19,2.77,2.33,4.76,1.99,3.32,3.21,4.1,3.65,9.85,20.48,5.09,1.99,6.53,1.55,3.54,4.43,1.77,5.42,35.65,3.88,6.31,2.33,4.65,4.54,5.2,2.66,2.99,2.77,,21.377778,16.677778,27.572222,0.0,17.296296,77.007867
US_AL_01001,2021-04-30,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,7,0,6904,107,236,9403,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-1,5,,-17,3,2.03,3.63,3.73,2.13,11.41,4.69,3.31,1.6,2.35,2.88,3.09,2.67,2.45,8.21,2.45,3.63,2.99,1.81,,8.74,2.56,2.56,4.69,2.13,3.2,2.35,3.31,1.81,6.61,17.81,4.37,,5.65,2.77,2.67,4.16,2.56,4.05,32.95,2.77,5.97,,5.76,5.01,3.2,2.24,2.35,1.6,2.03,22.016667,18.761111,25.711111,0.127,15.453704,65.186834
US_AL_01001,2021-05-01,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,3,0,6907,107,277,9680,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,0,11,,-14,-1,2.07,2.97,5.69,1.94,13.44,3.23,2.07,,3.1,5.82,4.01,2.97,1.94,9.18,2.2,4.65,,1.81,,7.63,3.88,,4.39,2.46,3.1,3.49,2.58,3.75,7.11,17.45,2.71,2.07,10.08,2.2,2.07,2.46,2.2,4.91,34.12,2.71,8.66,,4.26,3.36,4.91,3.23,,,,19.466667,11.177778,27.55,0.0,8.712963,48.787898
US_AL_01001,2021-05-02,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,2,0,6909,107,0,9680,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-1,4,,-10,1,2.4,4.8,4.92,3.36,12.11,6.71,4.08,2.52,2.04,5.16,2.64,2.28,,10.31,3.72,5.28,3.72,3.72,2.76,6.36,3.72,2.28,2.52,2.88,2.64,3.48,3.96,2.16,6.71,16.55,3.24,2.52,9.47,1.68,2.16,4.08,1.68,3.48,34.53,3.0,8.75,1.92,5.4,3.0,3.12,3.72,1.92,4.8,,20.061111,13.805556,26.822222,0.0,13.398148,64.04901
US_AL_01001,2021-05-03,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,1,0,6910,107,31,9711,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,3,12,,-15,4,2.35,5.12,6.24,3.38,11.26,6.75,2.97,2.25,3.17,4.81,3.07,3.38,2.97,7.57,2.35,4.61,2.66,3.79,2.56,7.27,2.87,2.46,4.2,3.68,4.2,3.68,3.99,2.35,7.57,22.51,3.68,2.97,7.98,4.09,3.58,3.99,1.53,4.71,39.09,3.68,8.39,2.97,4.91,3.99,3.07,2.87,2.97,3.27,1.84,23.566667,18.683333,29.65,2.003778,20.027778,79.105342
US_AL_01001,2021-05-04,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,0,0,6910,107,48,9759,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,2,14,,-15,2,2.77,3.51,5.74,2.34,11.8,5.85,5.0,1.49,3.72,4.36,3.62,2.23,,7.23,2.87,4.36,2.23,2.87,,8.4,3.19,2.02,4.15,3.62,3.3,2.77,3.62,1.59,7.66,17.02,4.68,2.66,6.28,2.77,2.87,3.51,2.87,3.51,36.8,4.15,6.49,3.08,3.62,2.98,3.83,1.81,2.55,2.45,,24.833333,19.144444,30.561111,7.676444,20.972222,80.314594
US_AL_01001,2021-05-05,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,4,1,6914,108,194,9953,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,22,17,,-27,1,2.03,3.11,3.94,,11.83,5.5,2.51,1.79,2.99,4.54,3.46,2.39,2.15,7.41,2.99,6.09,2.03,2.99,1.79,6.69,3.23,,3.58,3.94,4.78,3.94,4.42,3.23,6.33,21.14,5.02,1.79,5.26,,5.61,3.58,,5.26,33.8,2.51,6.33,2.87,5.73,3.23,4.54,3.35,2.99,,,20.205556,17.794444,26.722222,40.244889,17.62963,83.384237
US_AL_01001,2021-05-06,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,0,0,6914,108,16,9969,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,10,19,,-16,1,1.61,5.04,5.69,2.58,11.69,6.01,5.36,,3.0,3.33,2.25,2.04,3.54,5.58,2.36,4.83,1.61,3.43,,6.97,2.68,2.25,4.4,2.79,3.11,3.0,3.0,2.58,5.69,19.2,4.18,1.93,6.22,1.5,3.65,2.58,2.04,4.51,37.23,3.75,5.26,,5.15,4.08,4.08,2.36,2.68,2.58,1.61,18.361111,12.266667,24.038889,0.2032,11.166667,61.538216
US_AL_01001,2021-05-07,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,4,0,6918,108,421,10390,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,4,14,,-17,3,,3.28,4.52,2.26,9.38,4.52,3.28,2.6,2.49,3.73,3.39,2.15,,7.46,2.83,4.97,2.83,4.41,1.7,5.65,2.15,2.37,3.39,3.84,1.92,1.92,3.05,,8.02,16.16,3.96,2.26,7.12,,4.07,2.83,1.58,4.63,36.04,5.31,6.44,2.03,4.18,2.6,3.62,2.26,3.05,1.81,,16.661111,9.994444,23.061111,0.0,7.444444,53.687372
US_AL_01001,2021-05-08,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,0,0,6918,108,260,10650,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,10,20,,-13,-1,,4.28,5.61,2.14,12.43,6.01,2.54,2.14,3.07,2.67,3.21,,,8.28,4.81,4.14,2.27,3.47,2.54,6.95,2.4,2.54,2.27,3.07,5.21,3.21,4.14,4.01,5.48,15.5,3.88,2.14,7.75,,4.01,2.67,,2.94,30.73,3.07,8.95,,5.34,3.21,4.68,3.21,,,,16.344444,8.333333,26.005556,0.0,7.435185,54.991062
US_AL_01001,2021-05-09,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,2,0,6920,108,47,10697,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,2,20,,-12,-1,1.78,2.92,5.33,2.03,11.81,6.1,3.81,,2.92,3.81,2.29,1.78,,7.88,3.68,3.81,1.91,3.81,2.79,7.11,4.83,1.91,4.19,3.56,3.81,3.17,3.81,2.41,4.32,19.43,3.94,1.91,7.24,2.79,2.92,3.68,,3.94,32.9,3.43,7.11,,5.84,2.03,3.17,,1.91,2.41,,20.377778,11.088889,29.566667,0.0,13.092593,62.213454
US_AL_01001,2021-05-10,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,0,0,6920,108,26,10723,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-2,16,,-16,3,3.06,2.96,5.29,1.8,13.64,6.13,4.23,2.22,2.75,3.7,2.22,2.22,2.85,9.2,2.33,4.12,1.9,4.33,1.69,8.56,3.49,2.85,4.54,4.02,8.67,2.54,3.06,6.98,9.83,19.34,6.03,,9.62,2.11,3.38,3.49,2.22,3.38,38.37,3.38,7.08,2.54,6.87,4.65,4.23,2.22,1.48,2.64,1.48,21.833333,15.977778,27.011111,6.152444,17.592593,75.409687
US_AL_01001,2021-05-11,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,6,0,6926,108,0,10723,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-2,18,,-17,4,2.66,4.05,5.54,2.13,10.33,6.28,5.64,2.02,3.94,5.11,3.09,2.88,2.88,8.41,3.83,5.22,1.6,3.41,2.34,8.2,5.43,1.92,2.88,3.51,7.03,2.88,3.51,4.69,5.96,18.96,5.22,2.88,7.03,3.09,2.98,3.62,1.81,4.9,39.62,4.9,6.92,2.13,4.58,4.9,4.26,,1.6,3.09,,21.588889,18.544444,25.65,10.498667,18.759259,82.605491
US_AL_01001,2021-05-12,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,2,0,6928,108,110,10833,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,3,15,,-17,5,1.54,3.39,4.83,2.47,9.15,5.96,4.53,1.85,4.63,3.81,2.67,2.06,1.95,5.86,2.37,3.7,3.08,3.19,,7.82,3.39,2.57,3.81,4.63,4.94,2.16,5.04,2.57,6.58,18.61,3.19,2.67,6.48,2.26,4.11,4.53,2.16,4.83,37.85,4.63,6.38,1.65,4.94,4.32,3.29,,2.26,2.26,,19.122222,16.344444,23.572222,4.515556,16.712963,85.140954
US_AL_01001,2021-05-13,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,10,0,6938,108,303,11136,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,4,22,,-17,3,1.46,3.54,4.06,1.67,10.73,6.35,3.96,1.56,2.81,4.58,3.02,2.5,2.29,8.02,3.75,4.37,,4.17,,7.29,2.71,1.77,3.12,2.71,4.27,3.12,1.46,2.81,6.67,18.75,5.31,1.56,6.04,1.77,3.02,2.71,3.02,5.83,35.41,3.96,5.62,2.4,5.73,4.69,3.33,1.98,1.98,2.92,,16.05,11.038889,22.75,7.902222,10.009259,66.967445
US_AL_01001,2021-05-14,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,33,0,6971,108,194,11330,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-5,10,,-17,3,1.83,3.77,5.07,2.05,8.73,6.79,4.42,1.73,2.91,3.88,2.91,2.37,1.73,8.52,3.02,5.93,2.37,4.64,2.48,8.3,3.02,1.94,3.56,2.16,5.39,2.16,3.13,2.69,5.61,16.6,4.74,2.26,3.99,2.26,3.77,1.94,1.83,4.1,33.1,3.23,6.14,2.37,5.39,3.99,3.02,,2.26,3.56,1.73,16.833333,9.25,24.461111,0.4572,8.972222,58.498475
US_AL_01001,2021-05-15,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,30,0,7001,108,197,11527,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-1,4,,-15,-1,,2.74,4.95,3.65,10.3,5.47,4.56,,4.04,2.87,,4.69,2.35,7.17,3.26,4.69,3.0,3.0,2.61,4.17,4.3,,3.0,2.61,,2.22,3.39,2.48,4.56,18.12,4.69,,8.34,2.22,3.65,2.74,,4.17,30.63,3.13,8.34,,4.95,2.87,4.69,,,2.74,,17.944444,9.75,25.905556,0.0,9.944444,58.818827
US_AL_01001,2021-05-16,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,4,0,7005,108,9,11536,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-4,8,,-4,1,,4.81,4.94,2.59,11.36,6.17,3.58,,2.1,4.94,3.7,2.1,2.84,9.51,3.09,5.92,2.47,4.44,,6.29,1.85,2.35,4.2,2.1,2.47,3.33,2.47,,5.8,16.05,3.95,2.35,8.02,2.35,5.31,3.58,,2.84,30.86,2.1,6.54,,4.94,3.58,2.84,2.35,3.21,2.47,2.35,19.244444,11.1,27.0,0.0,10.740741,56.676213
US_AL_01001,2021-05-17,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,5,0,7010,108,0,11536,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-1,12,,-14,3,2.37,4.54,5.88,2.58,13.42,7.33,4.13,1.55,3.3,3.41,3.72,2.06,3.1,8.57,3.1,5.57,1.45,4.23,2.48,7.12,3.92,1.86,4.03,3.2,2.68,2.17,3.92,2.27,6.19,20.02,4.44,1.86,8.77,2.58,3.92,3.41,,6.5,38.81,3.1,6.61,2.48,6.19,4.33,4.13,2.17,1.55,4.13,1.55,20.194444,11.888889,28.183333,0.0,13.018519,61.82133
US_AL_01001,2021-05-18,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,5,0,7015,108,103,11639,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,6,15,,-14,4,2.98,4.15,5.85,2.77,11.49,7.76,4.25,3.51,3.4,4.68,3.94,2.34,2.98,7.87,3.19,4.25,2.02,4.68,1.59,8.51,3.62,1.81,4.57,3.3,3.4,3.62,2.66,,7.12,21.8,5.53,3.3,6.38,2.23,5.42,3.72,2.66,4.89,39.88,3.51,6.59,2.87,5.64,4.25,5.53,2.23,2.45,1.7,1.7,23.122222,17.044444,28.122222,0.056444,14.861111,58.493943
US_AL_01001,2021-05-19,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,2,0,7017,108,0,11639,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,11,22,,-14,3,1.81,5.0,7.77,3.09,12.98,6.28,4.58,2.34,1.92,4.15,2.66,2.87,2.87,8.73,3.4,4.58,3.19,4.26,1.81,6.28,3.83,1.7,4.04,3.09,2.34,2.55,5.43,1.6,6.17,18.73,4.58,3.19,7.56,2.87,4.58,5.0,,6.49,42.57,3.94,5.85,2.66,5.96,2.87,4.68,2.45,2.87,3.19,2.77,23.75,19.483333,28.927778,0.0254,15.462963,58.403332
US_AL_01001,2021-05-20,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,32,1,7049,109,178,11817,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,3,17,,-16,3,1.65,4.51,7.16,4.07,13.76,8.7,4.95,2.2,2.2,3.3,3.63,2.64,2.31,7.26,3.19,4.62,3.96,2.97,2.2,7.49,3.85,2.42,5.5,3.96,2.53,2.75,3.19,1.65,6.5,17.39,4.4,3.52,8.15,,4.95,4.62,2.64,4.84,39.3,4.18,6.05,3.3,4.95,3.41,4.84,1.76,2.09,2.64,2.2,23.622222,18.405556,28.983333,0.0,14.5,55.511088
US_AL_01001,2021-05-21,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,57,0,7106,109,0,11817,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-5,11,,-16,3,1.8,5.97,6.42,3.15,9.58,7.55,3.94,,2.82,4.28,4.06,2.59,2.25,8.11,1.8,5.75,,3.83,,6.42,4.84,1.69,4.28,2.82,3.94,1.92,2.25,3.04,5.52,18.59,3.94,2.25,8.45,,3.6,2.48,1.92,3.04,36.73,3.15,5.86,1.8,4.28,2.7,2.93,1.92,3.49,2.7,,23.094444,17.061111,29.655556,0.0,13.481481,53.796318
US_AL_01001,2021-05-22,ChIJg9z7ewWPjogRA_8QrB0va7o,Q156168,geoId/01001,US,United States of America,AL,Alabama,01001,Autauga County,US,USA,2,7,1,7113,110,107,11924,55390,27010,28380,6839,7670,6939,7075,7589,7840,5688,3861,1889,1848758,32.536667,-86.648333,1540,75.32,-2,9,,-5,-1,,2.64,5.94,2.9,12.28,5.02,4.36,2.51,3.17,4.75,2.51,2.51,2.38,9.64,4.09,5.28,3.43,2.64,3.04,6.34,4.36,3.56,2.9,3.3,2.51,2.24,3.83,,4.49,18.08,5.94,1.98,8.84,2.38,,2.9,2.38,4.88,35.24,4.88,9.11,4.22,5.94,3.83,3.56,2.64,3.96,2.24,2.51,22.85,16.661111,29.211111,0.0,15.12037,60.041071
