location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54019,2020-01-01,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,5.51,9.71,8.66,13.65,8.4,,4.99,7.09,18.38,12.6,5.78,5.51,,4.2,4.99,4.2,6.04,5.51,7.88,33.6,,7.35,5.25,,8.93,40.43,,8.14,6.56,,3.94,3.216667,0.95,7.038889,0.0,,-2.483333,66.797877
US_WV_54019,2020-01-02,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,6.01,7.06,6.28,14.38,5.75,6.28,6.8,6.01,21.18,14.12,6.28,6.28,7.32,4.97,,4.18,,7.06,8.11,31.64,6.28,8.11,5.23,4.71,5.49,44.97,3.92,5.75,5.23,,4.45,3.533333,-1.938889,10.483333,0.0,,-2.65,64.664117
US_WV_54019,2020-01-03,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,4.61,8.19,4.09,13.56,10.24,7.42,7.42,4.61,22.26,12.03,10.49,10.49,,6.4,5.63,4.86,,5.12,6.91,28.92,7.68,10.49,9.98,4.09,7.68,40.17,4.61,8.45,6.65,4.09,,9.35,4.966667,12.155556,6.313714,,8.6,95.187209
US_WV_54019,2020-01-04,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,5.69,9.05,3.88,12.15,9.82,6.46,4.65,,19.91,17.32,7.24,7.24,5.17,5.17,5.17,8.02,4.4,4.4,11.12,32.58,5.43,11.12,4.14,,7.5,42.41,5.69,,5.17,,6.21,9.422222,1.844444,13.055556,4.910667,,8.072222,91.425215
US_WV_54019,2020-01-05,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,5.87,12.02,4.0,10.68,8.01,4.81,8.28,6.41,19.76,10.68,5.07,6.94,5.34,6.14,3.74,5.34,4.81,5.34,8.28,32.84,4.0,8.81,5.34,4.54,5.34,37.38,4.54,10.68,6.14,3.74,6.14,0.511111,-1.361111,6.577778,4.275667,,-3.544444,75.143486
US_WV_54019,2020-01-06,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,6.45,5.95,3.97,14.13,10.66,7.44,6.45,4.71,14.38,6.69,5.21,10.16,5.7,6.69,4.96,5.95,6.45,3.72,7.68,24.05,6.94,8.18,3.97,4.21,6.69,38.67,5.45,6.69,4.71,4.46,7.19,3.027778,-1.816667,7.116667,0.0508,30.48,-3.8,61.861299
US_WV_54019,2020-01-07,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,5.35,11.42,4.13,10.69,8.51,4.62,5.83,3.89,12.64,8.99,,9.96,5.1,8.26,,4.37,,,10.45,30.86,6.56,6.32,3.4,3.65,5.1,35.72,3.65,8.51,5.83,5.59,5.35,-0.316667,-3.111111,5.85,1.741714,64.77,-4.3,74.930608
US_WV_54019,2020-01-08,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,,6.07,,9.36,9.36,4.55,6.83,4.3,14.42,7.84,6.83,8.85,4.55,10.37,5.57,4.05,,6.83,9.11,33.64,4.3,5.57,,,6.58,41.48,,13.66,7.59,5.57,5.82,1.922222,-2.55,5.927778,2.286,50.8,-5.527778,58.797661
US_WV_54019,2020-01-09,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,6.98,4.65,4.91,11.63,16.28,10.34,6.98,,16.79,8.53,5.43,11.37,6.46,9.3,6.2,,6.72,5.43,8.79,33.07,6.46,9.04,5.94,5.94,4.91,47.02,5.43,8.53,7.23,,3.62,1.988889,-3.95,9.538889,0.1016,53.34,-7.966667,48.46981
US_WV_54019,2020-01-10,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,5.96,6.22,4.15,13.48,9.33,7.26,5.18,,16.85,8.55,7.52,11.66,4.41,5.44,,4.92,4.15,5.96,11.4,33.95,6.48,8.55,5.96,4.92,5.18,41.47,,9.85,,7.78,8.81,7.033333,-0.05,13.505556,0.0,78.74,0.983333,66.660364
US_WV_54019,2020-01-11,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,10.02,7.58,5.96,7.58,8.94,6.5,,6.23,14.89,10.83,3.79,8.39,5.69,4.06,4.6,5.14,6.5,,6.77,31.41,6.23,6.23,4.33,,,41.7,,11.1,7.04,4.33,,14.8,9.238889,20.116667,1.850571,,10.794444,78.540874
US_WV_54019,2020-01-12,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,5.07,13.08,,8.81,8.01,8.81,8.01,4.0,15.75,10.15,,9.88,,4.27,4.27,6.14,6.67,,7.48,25.63,6.41,8.54,,,4.81,38.72,5.07,8.28,4.81,4.27,4.27,13.3,8.011111,19.533333,16.618857,,8.261111,71.901729
US_WV_54019,2020-01-13,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,6.77,6.27,,11.03,9.02,8.27,8.27,,14.54,9.78,6.02,10.28,4.76,8.77,5.01,5.26,,,7.02,28.83,6.02,7.02,6.52,6.02,7.02,43.87,8.02,6.02,7.52,7.77,5.77,8.261111,4.455556,14.811111,0.2032,,4.072222,76.172482
US_WV_54019,2020-01-14,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,6.26,6.76,5.75,13.51,8.01,5.75,6.51,7.01,15.51,11.26,,13.01,,5.75,5.0,,4.25,4.75,12.51,26.02,6.26,10.01,4.25,5.5,8.01,43.54,7.76,8.76,7.26,6.51,5.75,9.727778,5.183333,14.177778,4.318,,8.427778,91.69814
US_WV_54019,2020-01-15,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,,9.49,5.27,8.44,11.07,,5.8,5.01,18.19,10.02,7.64,12.13,6.33,4.75,,5.27,3.95,,13.97,26.36,8.96,11.34,6.85,3.95,6.85,43.49,6.59,8.44,5.8,8.44,5.01,9.538889,4.55,15.366667,0.508,,7.466667,87.195662
US_WV_54019,2020-01-16,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,4.77,8.75,5.57,12.99,7.42,5.83,8.22,5.3,17.77,13.52,6.89,9.02,5.83,4.51,6.63,3.98,4.51,,10.87,29.7,4.51,7.16,4.24,6.63,7.96,43.76,7.16,8.22,5.83,5.57,7.16,9.144444,2.716667,14.805556,0.395111,,2.361111,62.982441
US_WV_54019,2020-01-17,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,3.94,11.02,,8.4,6.56,3.94,4.72,4.46,19.68,8.66,4.46,14.43,4.46,6.82,,,6.3,,10.5,31.22,4.46,7.87,3.67,,5.77,38.31,3.67,11.54,6.56,8.13,6.56,-1.194444,-4.883333,3.183333,0.0254,,-9.922222,52.239692
US_WV_54019,2020-01-18,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,3.9,7.54,6.5,10.4,8.84,7.28,6.5,,22.88,11.18,4.94,9.88,4.16,6.76,4.42,6.76,6.5,4.94,8.84,23.92,5.72,8.58,4.42,5.2,8.32,45.5,3.9,9.1,6.76,5.98,3.9,2.261111,-2.483333,6.461111,0.798286,,-6.25,54.060016
US_WV_54019,2020-01-19,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,4.7,9.91,3.91,8.09,6.26,6.0,8.09,,16.43,10.69,,9.91,6.52,5.48,6.52,4.7,,6.26,8.61,33.91,4.17,8.09,4.7,6.0,6.0,49.29,3.65,10.17,,5.48,4.96,1.727778,-5.027778,8.5,4.0132,,-2.822222,72.413522
US_WV_54019,2020-01-20,ChIJw28VitK_TogRSV1Lf5u_Br8,Q504830,geoId/54019,US,United States of America,WV,West Virginia,54019,Fayette County,US,USA,2,,,,,,,43607,22016,21591,5031,4933,4768,5024,5441,6046,6538,3675,2151,1913184,38.03,-81.09,1731,76.416667,,,,,5.85,7.12,4.32,14.24,7.63,6.36,6.36,4.07,22.12,8.9,5.59,13.73,4.32,8.64,7.37,6.61,6.61,6.36,12.71,31.53,6.61,9.15,5.59,5.85,5.34,44.24,6.36,11.7,5.08,4.58,6.61,-6.722222,-9.511111,-3.644444,0.0,,-11.688889,68.665211
