location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OH_39175,2020-01-19,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,7.73,7.3,9.02,,17.61,9.02,,22.77,,6.87,40.81,,6.44,-7.227778,-11.344444,3.322222,5.49275,30.48,-10.583333,77.009709
US_OH_39175,2020-01-20,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,7.38,11.89,6.15,,17.23,,,30.35,,14.77,40.19,14.77,10.25,-8.461111,-12.1,-3.566667,0.127,,-11.549383,77.367872
US_OH_39175,2020-01-21,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,9.45,8.72,,10.54,19.99,8.36,11.99,32.35,8.0,9.81,39.62,6.54,6.91,-6.266667,-11.072222,-2.638889,0.0,30.48,-10.395062,71.448615
US_OH_39175,2020-01-22,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,5.29,9.93,,6.29,16.54,5.29,,22.83,6.29,7.28,36.39,4.63,6.95,-4.911111,-9.538889,1.244444,0.0,,-8.644444,75.462506
US_OH_39175,2020-01-23,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,6.95,8.28,10.26,8.61,15.89,9.93,6.62,30.13,9.6,5.96,30.46,6.62,4.63,0.644444,-6.077778,5.711111,0.0,,-6.1,60.796741
US_OH_39175,2020-01-24,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,5.23,7.19,5.23,6.87,24.19,7.85,9.15,27.79,5.23,6.21,37.27,4.9,,4.127778,0.733333,6.566667,0.15875,,0.344444,77.091394
US_OH_39175,2020-01-25,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,,11.88,13.2,,25.08,12.32,,23.32,,,37.4,7.04,,2.45,0.111111,5.572222,5.08,,1.648148,93.562373
US_OH_39175,2020-01-26,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,6.06,7.27,6.86,,24.63,8.07,9.29,30.68,,,37.15,7.67,6.06,0.088889,-0.188889,2.427778,0.66675,,-1.074074,91.392218
US_OH_39175,2020-01-27,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,,9.46,8.11,,26.7,12.51,8.11,37.85,,10.14,32.11,4.73,,0.35,-0.561111,1.322222,0.03175,30.48,-1.08642,89.39197
US_OH_39175,2020-01-28,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,9.13,10.14,14.88,6.42,25.36,10.82,,39.22,7.44,5.75,34.48,10.48,5.07,0.222222,-0.622222,1.05,0.0,30.48,-1.740741,86.054697
US_OH_39175,2020-01-29,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,8.53,,7.87,,26.23,12.79,5.25,33.12,6.23,6.23,36.39,6.23,6.56,-0.422222,-1.092593,0.58642,0.1905,,-3.296296,80.278938
US_OH_39175,2020-01-30,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,7.78,7.45,9.81,,29.44,8.8,9.81,37.9,7.11,8.12,35.53,8.8,6.77,-0.688889,-1.277778,0.172222,0.0,,-4.6,75.069576
US_OH_39175,2020-01-31,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,8.36,7.03,9.03,8.03,26.1,6.69,6.36,32.12,7.36,5.02,35.13,7.36,5.35,-0.283333,-1.288889,1.638889,0.0,,-3.561111,78.83214
US_OH_39175,2020-02-01,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,7.21,10.6,,6.78,27.13,12.72,7.63,29.25,,8.48,35.19,6.78,8.05,0.588889,-1.238889,2.655556,0.0,,-1.679012,84.501652
US_OH_39175,2020-02-02,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,,,,,26.0,8.39,,28.09,,8.81,31.45,,8.39,4.822222,0.027778,13.744444,0.338667,,0.37037,72.393223
US_OH_39175,2020-02-03,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,5.06,11.12,7.75,5.39,23.26,7.75,,25.96,,6.41,35.73,7.08,,7.277778,-0.322222,14.872222,0.0,,2.683333,72.82951
US_OH_39175,2020-02-04,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,,8.45,5.74,6.08,14.19,6.08,9.12,24.66,6.08,,32.09,5.74,,7.116667,0.077778,13.277778,0.0,,3.111111,75.94325
US_OH_39175,2020-02-05,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,5.18,,9.38,6.47,19.41,7.76,10.35,24.26,6.15,,30.41,6.79,,-0.522222,-1.988889,0.972222,4.15925,,-3.95679,77.063511
US_OH_39175,2020-02-06,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,,7.05,6.68,5.57,30.81,9.28,,26.35,6.31,9.65,30.43,10.02,,-1.55,-2.5,-0.077778,3.71475,,-2.617284,91.716168
US_OH_39175,2020-02-07,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,9.69,,,6.59,19.0,8.14,8.53,29.08,,,30.24,5.82,,-2.266667,-3.4,0.122222,0.8255,,-4.598765,83.192113
US_OH_39175,2020-02-08,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,6.52,10.86,6.95,8.69,23.89,,13.47,25.63,,,37.36,,,-2.227778,-5.433333,0.394444,0.1905,30.48,-4.253086,84.92351
US_OH_39175,2020-02-09,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,8.93,9.33,6.9,10.55,17.04,10.14,9.33,24.35,,,44.23,7.3,,-0.822222,-5.288889,1.1,0.03175,30.48,-2.574074,86.904877
US_OH_39175,2020-02-10,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,8.43,10.05,8.43,,14.26,10.7,9.4,24.96,,,34.36,7.78,4.54,2.672222,-1.188889,4.438889,4.92125,30.48,1.32716,89.957881
US_OH_39175,2020-02-11,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,4.88,4.55,6.18,,17.89,8.79,8.46,32.86,6.51,5.21,35.79,,4.55,1.1,-0.361111,3.627778,1.27,,-1.166667,84.305201
US_OH_39175,2020-02-12,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,6.03,6.34,,,13.64,12.05,8.25,22.21,,,32.36,,,-0.518519,-3.67284,2.91358,0.0,,-4.131944,75.997235
US_OH_39175,2020-02-13,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,,5.69,6.45,,14.04,11.76,6.83,23.52,,9.48,39.83,6.83,6.07,-0.228395,-3.080247,1.524691,5.81025,,-1.5,90.450575
US_OH_39175,2020-02-14,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,,,,,,5.88,7.51,5.55,,10.45,7.84,,21.23,4.57,4.57,34.3,5.23,,-7.740741,-11.530864,-0.345679,0.66675,50.8,-12.969136,66.64095
US_OH_39175,2020-02-15,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,6,-4,4,2,,7.84,8.28,8.71,6.97,13.06,6.97,,23.08,7.84,9.15,41.81,6.53,8.28,-8.012346,-14.45679,1.487654,0.028222,78.74,-12.54321,70.304475
US_OH_39175,2020-02-16,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,23,12,9,4,,7.22,11.89,8.92,8.49,18.26,8.92,6.79,26.75,,10.62,43.31,,6.37,2.179012,-0.419753,4.450617,0.0,78.74,-2.901235,69.412773
US_OH_39175,2020-02-17,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,13,-9,-2,-14,,9.09,13.63,6.43,8.33,18.55,18.17,5.68,22.33,6.06,8.71,40.13,9.84,12.87,0.864198,-4.339506,6.018519,0.0,50.8,-2.932099,76.010676
US_OH_39175,2020-02-18,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,8,3,-1,1,0,6.66,6.0,6.66,,18.99,10.0,8.66,26.66,7.33,6.66,33.65,4.67,,5.339506,-1.432099,8.506173,2.8575,30.48,1.734568,77.66849
US_OH_39175,2020-02-19,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,7,-7,-7,4,0,4.32,7.41,11.74,4.63,13.28,12.04,4.94,26.25,,6.49,31.81,9.88,,-1.277778,-3.672222,4.705556,0.635,,-5.772222,71.844464
US_OH_39175,2020-02-20,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,0,7,2,3,0,5.53,7.67,7.06,,12.59,9.21,8.6,21.79,6.45,7.67,35.91,7.06,4.3,-4.266667,-6.861111,-0.122222,0.0,,-10.477778,62.387378
US_OH_39175,2020-02-21,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,5,-10,3,4,-1,4.7,7.21,9.09,,13.16,7.52,5.96,17.86,5.33,5.01,34.79,,5.96,-5.233333,-9.661111,1.038889,0.0254,,-11.166667,63.380602
US_OH_39175,2020-02-22,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,12,-1,5,8,,7.28,6.85,6.42,,17.56,10.28,7.28,25.27,7.71,8.56,33.83,13.28,,0.222222,-7.427778,7.961111,0.0,,-9.011111,50.140218
US_OH_39175,2020-02-23,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,17,25,8,0,,8.27,6.61,14.47,,14.05,,7.85,15.29,6.2,7.03,31.82,11.16,6.2,2.872222,-3.672222,10.305556,0.0,,-5.905556,52.665684
US_OH_39175,2020-02-24,ChIJLSjq3DFEOYgRUmCEnLRKoHg,Q403319,geoId/39175,US,United States of America,OH,Ohio,39175,Wyandot County,US,USA,2,,,,,,,22063,10968,11095,2671,2844,2440,2605,2666,3142,2843,1725,1127,911296,40.85,-83.3,1056,80.733333,17,-3,-3,2,1,7.56,8.5,8.5,4.41,11.02,11.02,6.3,26.45,,6.61,28.96,9.13,5.35,3.927778,-0.838889,8.705556,0.0,,-0.783333,71.557508
