location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_grocery_and_pharmacy,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48385,2020-01-01,ChIJXXQtVDwyWYYRg2NwVkIi8MA,Q26710,geoId/48385,US,United States of America,TX,Texas,48385,Real County,US,USA,2,,,,,,,3417,1706,1711,314,321,339,283,363,451,654,460,232,1827065,29.84,-99.81,1813,78.3,,10.08642,8.234568,12.462963,0.0,,0.191358,50.381848
US_TX_48385,2020-01-02,ChIJXXQtVDwyWYYRg2NwVkIi8MA,Q26710,geoId/48385,US,United States of America,TX,Texas,48385,Real County,US,USA,2,,,,,,,3417,1706,1711,314,321,339,283,363,451,654,460,232,1827065,29.84,-99.81,1813,78.3,,11.855556,7.788889,19.15,0.0,,7.516667,75.237231
US_TX_48385,2020-01-03,ChIJXXQtVDwyWYYRg2NwVkIi8MA,Q26710,geoId/48385,US,United States of America,TX,Texas,48385,Real County,US,USA,2,,,,,,,3417,1706,1711,314,321,339,283,363,451,654,460,232,1827065,29.84,-99.81,1813,78.3,,11.794444,6.127778,17.816667,0.0,,3.061111,55.456168
US_TX_48385,2020-01-04,ChIJXXQtVDwyWYYRg2NwVkIi8MA,Q26710,geoId/48385,US,United States of America,TX,Texas,48385,Real County,US,USA,2,,,,,,,3417,1706,1711,314,321,339,283,363,451,654,460,232,1827065,29.84,-99.81,1813,78.3,,8.755556,-1.177778,20.977778,0.0,,-1.461111,48.810109
US_TX_48385,2020-01-05,ChIJXXQtVDwyWYYRg2NwVkIi8MA,Q26710,geoId/48385,US,United States of America,TX,Texas,48385,Real County,US,USA,2,,,,,,,3417,1706,1711,314,321,339,283,363,451,654,460,232,1827065,29.84,-99.81,1813,78.3,,10.733333,0.238889,23.672222,0.0,,-2.422222,39.999752
US_TX_48385,2020-01-06,ChIJXXQtVDwyWYYRg2NwVkIi8MA,Q26710,geoId/48385,US,United States of America,TX,Texas,48385,Real County,US,USA,2,,,,,,,3417,1706,1711,314,321,339,283,363,451,654,460,232,1827065,29.84,-99.81,1813,78.3,,11.194444,1.461111,24.911111,0.0,,-0.494444,44.95529
US_TX_48385,2020-01-07,ChIJXXQtVDwyWYYRg2NwVkIi8MA,Q26710,geoId/48385,US,United States of America,TX,Texas,48385,Real County,US,USA,2,,,,,,,3417,1706,1711,314,321,339,283,363,451,654,460,232,1827065,29.84,-99.81,1813,78.3,,11.222222,-0.772222,20.594444,0.0,,-6.333333,29.006905
US_TX_48385,2020-01-08,ChIJXXQtVDwyWYYRg2NwVkIi8MA,Q26710,geoId/48385,US,United States of America,TX,Texas,48385,Real County,US,USA,2,,,,,,,3417,1706,1711,314,321,339,283,363,451,654,460,232,1827065,29.84,-99.81,1813,78.3,,8.005556,-0.355556,19.127778,0.0,,-3.888889,43.148208
US_TX_48385,2020-01-09,ChIJXXQtVDwyWYYRg2NwVkIi8MA,Q26710,geoId/48385,US,United States of America,TX,Texas,48385,Real County,US,USA,2,,,,,,,3417,1706,1711,314,321,339,283,363,451,654,460,232,1827065,29.84,-99.81,1813,78.3,,17.688889,15.094444,22.45,0.0,,12.494444,71.707399
US_TX_48385,2020-01-10,ChIJXXQtVDwyWYYRg2NwVkIi8MA,Q26710,geoId/48385,US,United States of America,TX,Texas,48385,Real County,US,USA,2,,,,,,,3417,1706,1711,314,321,339,283,363,451,654,460,232,1827065,29.84,-99.81,1813,78.3,,18.766667,13.433333,25.605556,0.0,,14.144444,74.619953
