location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OK_40111,2020-01-01,ChIJTVIgJkcltIcRKluvVGJqiMU,Q495930,geoId/40111,US,United States of America,OK,Oklahoma,40111,Okmulgee County,US,USA,2,,,,,,,38819,19136,19683,5043,5464,4987,4399,4254,5096,4739,3084,1753,1822233,35.64,-95.97,1819,73.79,,,,,,5.82,9.25,,13.7,9.25,,4.79,5.82,23.98,16.78,,8.9,,7.88,5.48,,5.82,7.88,30.48,7.54,,5.82,,6.17,48.98,,6.85,6.17,5.14,,5.377778,-0.822222,13.505556,0.0,,-4.705556,48.580192
US_OK_40111,2020-01-02,ChIJTVIgJkcltIcRKluvVGJqiMU,Q495930,geoId/40111,US,United States of America,OK,Oklahoma,40111,Okmulgee County,US,USA,2,,,,,,,38819,19136,19683,5043,5464,4987,4399,4254,5096,4739,3084,1753,1822233,35.64,-95.97,1819,73.79,,,,,,4.72,12.26,5.03,14.46,10.06,,,4.4,23.9,10.69,6.6,12.89,4.4,,4.4,4.4,5.03,11.95,41.5,6.6,8.49,,6.29,10.06,41.82,7.23,11.95,5.34,5.66,6.29,10.233333,6.5,14.761111,0.0,,4.894444,69.547252
US_OK_40111,2020-01-03,ChIJTVIgJkcltIcRKluvVGJqiMU,Q495930,geoId/40111,US,United States of America,OK,Oklahoma,40111,Okmulgee County,US,USA,2,,,,,,,38819,19136,19683,5043,5464,4987,4399,4254,5096,4739,3084,1753,1822233,35.64,-95.97,1819,73.79,,,,,,4.87,11.57,4.57,10.36,4.87,7.62,6.4,4.87,19.19,10.97,5.18,11.27,,,7.31,4.57,,8.83,29.85,11.57,6.09,4.26,4.26,7.92,43.25,7.01,4.87,5.48,5.48,5.18,8.294444,4.216667,12.605556,0.0,,3.644444,72.615642
US_OK_40111,2020-01-04,ChIJTVIgJkcltIcRKluvVGJqiMU,Q495930,geoId/40111,US,United States of America,OK,Oklahoma,40111,Okmulgee County,US,USA,2,,,,,,,38819,19136,19683,5043,5464,4987,4399,4254,5096,4739,3084,1753,1822233,35.64,-95.97,1819,73.79,,,,,,5.11,11.59,,10.22,6.48,,7.16,,22.5,16.7,6.48,7.5,5.45,5.11,4.77,8.18,,9.88,34.42,7.5,7.5,,6.48,4.77,46.01,,6.13,6.48,,6.82,4.972222,-0.8,11.022222,0.0,,-4.627778,50.621319
US_OK_40111,2020-01-05,ChIJTVIgJkcltIcRKluvVGJqiMU,Q495930,geoId/40111,US,United States of America,OK,Oklahoma,40111,Okmulgee County,US,USA,2,,,,,,,38819,19136,19683,5043,5464,4987,4399,4254,5096,4739,3084,1753,1822233,35.64,-95.97,1819,73.79,,,,,,4.64,9.29,,12.6,7.3,,5.64,,25.87,13.27,6.96,7.63,,6.3,5.97,8.29,9.29,8.96,26.87,5.64,7.3,8.29,7.3,6.3,45.77,,4.64,6.3,,4.64,7.388889,1.238889,16.194444,0.0,,-3.611111,45.96736
US_OK_40111,2020-01-06,ChIJTVIgJkcltIcRKluvVGJqiMU,Q495930,geoId/40111,US,United States of America,OK,Oklahoma,40111,Okmulgee County,US,USA,2,,,,,,,38819,19136,19683,5043,5464,4987,4399,4254,5096,4739,3084,1753,1822233,35.64,-95.97,1819,73.79,,,,,,5.14,9.14,,16.0,4.0,6.57,7.43,6.0,23.14,12.86,6.0,9.14,4.57,,5.71,4.57,5.71,10.0,31.72,8.57,9.14,5.71,6.0,6.0,39.72,5.71,6.29,5.43,5.71,7.43,5.972222,-1.033333,14.922222,0.0,,-3.816667,50.037132
US_OK_40111,2020-01-07,ChIJTVIgJkcltIcRKluvVGJqiMU,Q495930,geoId/40111,US,United States of America,OK,Oklahoma,40111,Okmulgee County,US,USA,2,,,,,,,38819,19136,19683,5043,5464,4987,4399,4254,5096,4739,3084,1753,1822233,35.64,-95.97,1819,73.79,,,,,,6.61,10.05,3.7,10.84,6.35,6.08,7.93,5.29,16.66,7.67,4.23,10.84,4.76,6.35,7.41,5.03,3.97,12.43,24.07,5.29,5.29,3.97,5.03,7.14,41.26,5.82,7.67,7.93,,4.76,5.972222,-2.061111,16.1,0.0,,-5.461111,43.837382
US_OK_40111,2020-01-08,ChIJTVIgJkcltIcRKluvVGJqiMU,Q495930,geoId/40111,US,United States of America,OK,Oklahoma,40111,Okmulgee County,US,USA,2,,,,,,,38819,19136,19683,5043,5464,4987,4399,4254,5096,4739,3084,1753,1822233,35.64,-95.97,1819,73.79,,,,,,4.17,7.55,4.17,9.9,8.07,7.81,,5.73,12.76,4.95,4.69,13.8,4.43,6.77,5.73,,6.51,9.38,30.21,7.55,10.94,5.21,6.77,6.51,41.15,5.73,11.72,8.33,6.77,5.73,8.516667,1.672222,17.538889,0.0,,-6.35,34.845801
US_OK_40111,2020-01-09,ChIJTVIgJkcltIcRKluvVGJqiMU,Q495930,geoId/40111,US,United States of America,OK,Oklahoma,40111,Okmulgee County,US,USA,2,,,,,,,38819,19136,19683,5043,5464,4987,4399,4254,5096,4739,3084,1753,1822233,35.64,-95.97,1819,73.79,,,,,,6.99,6.73,,10.35,6.21,8.8,8.28,,16.05,7.25,5.43,9.83,,6.21,4.4,,,9.06,31.83,7.5,7.5,6.73,,5.18,37.27,,8.54,4.66,5.18,6.21,13.955556,10.477778,17.2,0.0,,5.627778,57.490623
US_OK_40111,2020-01-10,ChIJTVIgJkcltIcRKluvVGJqiMU,Q495930,geoId/40111,US,United States of America,OK,Oklahoma,40111,Okmulgee County,US,USA,2,,,,,,,38819,19136,19683,5043,5464,4987,4399,4254,5096,4739,3084,1753,1822233,35.64,-95.97,1819,73.79,,,,,,4.11,6.67,,8.98,5.13,7.19,6.16,3.59,16.69,6.93,4.88,8.98,9.5,5.65,3.85,,3.59,7.19,30.81,8.73,7.7,4.36,,7.7,34.14,,8.21,5.65,5.91,3.85,15.927778,8.911111,19.238889,9.7155,,14.6,91.922503
