location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01025,2020-01-01,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,10.69,16.98,22.64,37.73,6.583333,0.872222,14.805556,0.0,-0.055556,66.947044
US_AL_01025,2020-01-02,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,10.44,19.31,20.36,47.49,13.705556,9.738889,20.538889,2.921,9.458333,80.367145
US_AL_01025,2020-01-03,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,8.51,13.83,21.81,39.89,18.861111,15.333333,22.583333,20.955,17.055556,90.98446
US_AL_01025,2020-01-04,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,,14.17,25.88,42.51,14.516667,11.066667,16.544444,9.68375,8.791667,71.220455
US_AL_01025,2020-01-05,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,,19.4,18.18,35.16,7.055556,0.283333,15.077778,0.084667,0.041667,64.671612
US_AL_01025,2020-01-06,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,9.71,11.87,22.12,30.21,9.433333,2.855556,19.583333,0.0,4.555556,73.00478
US_AL_01025,2020-01-07,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,8.4,11.37,26.19,37.07,12.861111,8.683333,17.105556,0.0,4.444444,58.057971
US_AL_01025,2020-01-08,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,9.61,20.18,31.71,33.63,7.455556,-0.755556,18.044444,0.0,-1.444444,56.100169
US_AL_01025,2020-01-09,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,,15.94,24.37,31.4,8.961111,1.438889,19.694444,0.0,2.333333,67.688052
US_AL_01025,2020-01-10,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,14.89,,15.85,33.62,18.205556,15.133333,22.783333,0.0,11.986111,67.580666
US_AL_01025,2020-01-11,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,,,24.89,40.9,20.844444,18.066667,23.227778,6.88975,17.944444,82.857292
US_AL_01025,2020-01-12,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,12.26,11.65,20.23,31.88,14.555556,10.405556,19.25,17.145,10.777778,82.129391
US_AL_01025,2020-01-13,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,9.29,8.83,25.55,42.28,16.883333,14.55,20.244444,2.69875,14.25,87.802931
US_AL_01025,2020-01-14,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,7.63,14.3,24.31,41.47,19.833333,17.261111,22.477778,32.41675,18.333333,92.482485
US_AL_01025,2020-01-15,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,13.32,14.74,26.64,44.71,18.15,14.2,22.772222,16.891,16.652778,90.437803
US_AL_01025,2020-01-16,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,,12.79,21.8,39.33,18.772222,16.444444,21.088889,0.0635,15.486111,81.981053
US_AL_01025,2020-01-17,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,,8.6,24.85,35.36,15.138889,10.338889,21.216667,0.0,1.458333,40.464708
US_AL_01025,2020-01-18,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,,12.13,17.23,39.57,16.127778,13.261111,18.877778,0.0,7.277778,56.363753
US_AL_01025,2020-01-19,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,,,23.03,30.91,12.322222,6.122222,18.094444,6.858,2.708333,54.415782
US_AL_01025,2020-01-20,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,,14.98,26.08,35.52,4.111111,-0.505556,9.455556,1.2446,-7.416667,44.952812
US_AL_01025,2020-01-21,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,,12.26,21.7,34.9,1.338889,-2.866667,6.677778,0.0,-7.458333,54.260269
US_AL_01025,2020-01-22,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,11.24,14.18,34.22,37.64,2.322222,-3.066667,10.238889,0.0,-6.833333,52.844318
US_AL_01025,2020-01-23,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,11.59,19.93,24.56,42.17,7.616667,4.622222,10.8,0.254,1.75,69.981309
US_AL_01025,2020-01-24,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,16.24,15.26,23.13,32.48,12.416667,8.894444,17.355556,8.4455,7.333333,73.855936
US_AL_01025,2020-01-25,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,14.13,17.35,28.27,35.98,7.766667,0.661111,14.827778,0.0762,1.041667,67.298693
US_AL_01025,2020-01-26,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,,25.73,27.96,32.44,7.477778,2.566667,12.588889,0.0,3.597222,79.787407
US_AL_01025,2020-01-27,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,10.61,20.74,27.97,37.14,10.538889,8.194444,14.438889,1.93675,7.875,83.948106
US_AL_01025,2020-01-28,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,,19.76,22.17,36.15,8.772222,2.105556,18.25,0.254,3.277778,68.994526
US_AL_01025,2020-01-29,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,7.65,16.65,39.15,34.65,9.633333,6.533333,14.688889,0.03175,5.430556,76.860039
US_AL_01025,2020-01-30,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,11.75,27.27,39.02,35.26,8.85,2.455556,17.033333,6.180667,4.680556,76.510028
US_AL_01025,2020-01-31,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,7.58,27.95,20.84,32.68,10.616667,7.466667,14.311111,0.0,7.027778,81.370585
US_AL_01025,2020-02-01,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,13.04,19.87,31.05,34.15,10.783333,8.966667,13.083333,0.66675,6.708333,77.945276
US_AL_01025,2020-02-02,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,,23.08,31.81,40.54,9.027778,1.105556,20.677778,0.0254,1.833333,61.464303
US_AL_01025,2020-02-03,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,11.25,16.87,29.52,33.74,13.216667,5.427778,22.905556,0.0,6.513889,64.348016
US_AL_01025,2020-02-04,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,12.42,19.77,27.13,45.07,17.338889,13.561111,22.322222,0.0,12.625,73.156738
US_AL_01025,2020-02-05,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,10.92,19.57,28.66,36.85,19.65,17.961111,21.961111,0.9525,18.069444,89.996939
US_AL_01025,2020-02-06,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,9.09,21.22,27.71,30.74,17.25,9.594444,23.177778,30.4165,14.430556,88.702975
US_AL_01025,2020-02-07,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,7.23,20.25,36.16,28.93,6.827778,1.516667,12.35,27.2415,0.805556,67.998575
US_AL_01025,2020-02-08,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,18.42,13.34,27.95,37.48,8.783333,2.805556,17.138889,0.127,2.680556,70.227995
US_AL_01025,2020-02-09,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,11.33,17.0,27.07,41.55,11.294444,5.15,20.761111,0.254,5.208333,70.4851
US_AL_01025,2020-02-10,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,8.07,30.94,37.22,44.84,16.888889,13.122222,22.016667,0.1905,11.305556,69.782243
US_AL_01025,2020-02-11,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,8.95,21.93,32.23,42.97,19.894444,16.755556,23.461111,28.575,17.75,87.513426
US_AL_01025,2020-02-12,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,9.39,12.97,42.48,41.58,18.259259,14.944444,24.790123,4.600222,14.685185,80.461007
US_AL_01025,2020-02-13,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,11.48,14.03,28.91,38.68,17.481481,10.425926,23.641975,6.12775,13.481481,80.60365
US_AL_01025,2020-02-14,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,,,,7.34,10.56,16.52,25.7,8.493827,3.209877,13.969136,6.745111,-0.555556,55.460018
US_AL_01025,2020-02-15,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,7,-18,0,11.04,18.18,25.98,32.47,8.061728,0.388889,17.407407,0.0,-3.37037,46.601103
US_AL_01025,2020-02-16,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,-7,-35,-2,,22.99,30.86,32.67,10.561728,7.351852,15.222222,0.98425,6.222222,75.905962
US_AL_01025,2020-02-17,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,-3,-23,-14,12.15,15.32,25.35,42.78,13.882716,11.524691,18.728395,6.462889,11.407407,84.36333
US_AL_01025,2020-02-18,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,-2,-10,4,11.9,16.41,27.08,42.67,18.592593,15.209877,23.783951,0.635,16.592593,87.21278
US_AL_01025,2020-02-19,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,-1,-8,2,11.02,,25.43,36.02,16.355556,13.016667,21.388889,6.88975,12.916667,89.539905
US_AL_01025,2020-02-20,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,-9,-19,-2,12.3,14.05,25.03,36.45,12.155556,8.722222,14.172222,8.28675,9.472222,90.828222
US_AL_01025,2020-02-21,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,0,-16,2,8.04,13.71,28.36,31.67,6.616667,2.422222,10.788889,31.3055,-0.236111,64.92731
US_AL_01025,2020-02-22,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,1,-22,4,15.89,22.25,24.79,34.96,5.65,-1.005556,14.627778,0.0,-2.555556,58.204511
US_AL_01025,2020-02-23,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,1,-31,-6,,11.97,20.35,32.92,8.594444,2.433333,16.027778,0.0,1.402778,62.991393
US_AL_01025,2020-02-24,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,4,-19,1,12.56,17.76,29.02,39.42,14.005556,10.527778,18.444444,0.0,8.083333,70.384053
US_AL_01025,2020-02-25,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,7,-12,0,7.21,14.43,35.17,40.59,16.933333,13.816667,18.6,4.5085,13.041667,80.333114
US_AL_01025,2020-02-26,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,22,-2,1,10.76,26.91,49.34,33.19,11.416667,8.272222,16.194444,0.0,6.986111,78.569132
US_AL_01025,2020-02-27,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,17,-6,1,8.68,22.18,46.28,33.75,7.077778,2.672222,12.061111,0.1778,-2.888889,50.507879
US_AL_01025,2020-02-28,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,17,0,-1,11.15,22.81,37.0,29.9,6.822222,-0.561111,17.711111,0.0,-1.75,57.145871
US_AL_01025,2020-02-29,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,20,-4,6,13.85,31.65,37.58,35.6,10.705556,2.088889,20.027778,0.0254,-0.736111,46.802024
US_AL_01025,2020-03-01,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,25,8,0,12.87,19.0,34.93,39.84,11.155556,3.744444,20.616667,0.0,3.180556,59.361897
US_AL_01025,2020-03-02,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,24,-8,2,9.18,17.9,39.92,34.42,16.777778,13.461111,22.383333,0.28575,11.333333,70.09957
US_AL_01025,2020-03-03,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,31,17,2,10.81,22.53,40.1,35.6,19.783333,16.955556,23.144444,2.44475,17.458333,84.279428
US_AL_01025,2020-03-04,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,12,2,-1,12.57,21.1,41.31,40.86,17.211111,14.144444,21.733333,16.383,15.0,89.14409
US_AL_01025,2020-03-05,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,21,12,2,12.28,26.83,34.56,38.66,13.805556,12.427778,16.411111,38.481,11.097222,84.15386
US_AL_01025,2020-03-06,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,12,-9,3,13.96,18.3,27.44,33.22,13.105556,7.877778,18.427778,6.223,3.777778,53.864452
US_AL_01025,2020-03-07,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,14,-13,13,15.48,17.5,36.35,26.93,10.544444,3.544444,17.894444,0.0,-1.972222,42.73025
US_AL_01025,2020-03-08,ChIJQZySLbnLmogRyygQkshn9-Q,Q111273,geoId/01025,US,United States of America,AL,Alabama,01025,Clarke County,US,USA,2,,,,,,,24063,11345,12718,2723,3107,2913,2618,2903,3487,2988,2157,1167,1848765,31.673611,-87.838056,86,3244,74.3875,8,-11,10,14.19,22.57,39.98,29.02,11.95,5.183333,21.211111,0.0,1.597222,49.701681
