location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AR_05057,2020-01-11,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,16.1,16.1,9.29,27.24,9.91,34.67,11.14,10.855556,1.861111,21.583333,45.593,9.222222,89.738475
US_AR_05057,2020-01-12,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,10.27,16.04,,26.31,18.61,39.78,9.62,2.183333,0.444444,6.588889,2.314222,-0.166667,84.56023
US_AR_05057,2020-01-13,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,9.27,9.71,8.82,22.94,,33.09,,5.0,0.072222,14.5,0.0,2.580247,84.18855
US_AR_05057,2020-01-14,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,7.1,11.69,10.44,23.38,9.18,35.48,7.1,11.933333,10.194444,14.355556,5.954889,10.54321,90.379529
US_AR_05057,2020-01-15,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,8.63,9.87,6.17,19.73,,36.17,,16.427778,13.333333,21.705556,0.310444,15.635802,93.735752
US_AR_05057,2020-01-16,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,,9.63,8.8,20.11,6.7,31.42,6.7,14.35,7.6,19.816667,0.846667,10.805556,79.61576
US_AR_05057,2020-01-17,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,11.29,16.73,10.46,20.49,9.2,29.28,,7.216667,5.672222,9.755556,2.032,2.161111,70.468567
US_AR_05057,2020-01-18,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,13.06,15.68,,26.12,,41.15,,13.733333,8.627778,18.05,6.067778,10.038889,78.541683
US_AR_05057,2020-01-19,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,,16.93,9.77,20.84,,43.63,,5.505556,-1.4,12.027778,2.427111,-5.216667,46.371244
US_AR_05057,2020-01-20,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,11.84,13.71,9.35,28.05,11.84,38.64,,2.888889,-2.605556,9.283333,0.0,-5.038889,56.849116
US_AR_05057,2020-01-21,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,,13.03,7.82,19.97,,24.75,,0.883333,-3.533333,6.711111,0.0,-4.655556,66.664447
US_AR_05057,2020-01-22,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,6.28,17.17,8.37,22.61,7.12,32.66,6.7,0.905556,-0.655556,3.244444,1.044222,-2.172222,80.029885
US_AR_05057,2020-01-23,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,9.1,16.13,8.69,28.54,,36.4,,4.322222,1.711111,8.622222,19.388667,3.222222,92.362053
US_AR_05057,2020-01-24,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,,21.86,7.72,29.58,,33.01,,5.088889,1.177778,9.366667,3.781778,1.738889,79.061859
US_AR_05057,2020-01-25,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,10.79,23.5,,28.57,,30.48,,4.011111,-2.638889,14.494444,0.0,-0.261111,73.884849
US_AR_05057,2020-01-26,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,11.12,19.32,11.71,30.44,,49.18,,9.555556,7.627778,12.194444,2.003778,6.75,82.787026
US_AR_05057,2020-01-27,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,10.01,21.69,6.26,33.38,7.51,31.29,6.26,9.716667,6.077778,15.011111,0.508,7.530864,85.157215
US_AR_05057,2020-01-28,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,6.42,23.53,8.98,31.66,6.42,31.66,10.27,7.094444,3.3,11.405556,0.0,6.240741,92.873043
US_AR_05057,2020-01-29,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,9.16,26.23,7.5,37.06,6.66,39.97,17.07,8.755556,7.422222,9.988889,8.748889,7.366667,91.101488
US_AR_05057,2020-01-30,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,8.2,29.91,6.56,34.83,8.2,31.55,6.56,6.388889,5.322222,8.166667,0.395111,4.494444,87.846169
US_AR_05057,2020-01-31,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,,30.89,7.83,28.42,,25.13,,7.088889,5.533333,10.416667,0.112889,4.594444,84.337429
US_AR_05057,2020-02-01,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,,26.2,,28.12,,37.71,,7.672222,0.394444,15.927778,0.0,1.783333,66.503009
US_AR_05057,2020-02-02,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,,23.71,,34.94,11.86,28.7,9.98,10.822222,1.488889,25.388889,0.0,0.977778,51.555954
US_AR_05057,2020-02-03,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,8.26,19.99,6.95,29.11,6.52,33.89,,14.716667,8.205556,20.633333,0.0,6.783333,60.210812
US_AR_05057,2020-02-04,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,,18.47,,21.34,6.98,34.47,,17.194444,12.094444,20.477778,1.072444,15.067901,87.455111
US_AR_05057,2020-02-05,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,8.28,26.49,9.52,29.8,,33.94,6.62,7.916667,4.977778,12.95,12.163778,6.638889,91.721657
US_AR_05057,2020-02-06,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,9.52,22.94,8.22,26.84,11.69,38.96,,2.544444,0.5,5.316667,6.914444,0.538889,86.810648
US_AR_05057,2020-02-07,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,,22.86,7.93,30.32,,31.72,10.73,1.683333,-3.972222,11.477778,0.395111,-2.672222,72.969725
US_AR_05057,2020-02-08,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,,14.62,13.35,36.23,,43.85,,6.472222,-0.4,16.35,0.0,0.283333,64.79822
US_AR_05057,2020-02-09,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,10.69,13.06,,30.27,,43.93,,13.144444,8.955556,19.755556,0.0,5.344444,59.300525
US_AR_05057,2020-02-10,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,9.73,20.27,,22.3,8.51,30.4,8.11,15.388889,11.25,18.288889,16.792222,13.905556,90.909896
US_AR_05057,2020-02-11,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,9.21,21.63,8.81,24.83,6.81,30.44,,8.083333,6.1,12.011111,25.258889,6.477778,89.767664
US_AR_05057,2020-02-12,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,7.96,15.53,7.56,27.47,7.56,29.46,6.37,5.65,4.105556,8.605556,15.014222,4.617284,92.831804
US_AR_05057,2020-02-13,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,7.79,16.81,6.56,27.47,,24.19,9.43,6.383333,4.327778,8.6,19.896667,2.566667,76.839845
US_AR_05057,2020-02-14,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,,,,,7.57,14.19,,26.02,,27.91,,2.177778,-3.322222,9.094444,0.056444,-5.061111,59.173603
US_AR_05057,2020-02-15,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,1,3,-1,,,14.53,10.74,20.85,,29.7,,4.416667,-2.616667,14.688889,0.0,-2.344444,61.685931
US_AR_05057,2020-02-16,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,5,-2,-3,,,28.98,11.97,26.46,,43.47,,12.05,8.522222,17.172222,0.0254,7.694444,75.006675
US_AR_05057,2020-02-17,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,-5,-8,-23,,10.86,20.57,12.0,26.86,9.14,44.0,9.14,15.044444,12.894444,19.672222,0.0,12.685185,85.71758
US_AR_05057,2020-02-18,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,-7,-14,-2,,7.1,17.96,10.02,24.64,9.61,39.26,7.1,15.788889,7.805556,20.144444,7.112,14.088889,89.763825
US_AR_05057,2020-02-19,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,-3,-6,1,,8.02,18.45,13.23,26.47,6.42,37.3,,7.194444,3.644444,10.938889,11.571111,1.9,69.816764
US_AR_05057,2020-02-20,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,1,-4,1,,6.49,17.43,7.7,27.15,,24.72,,6.027778,3.605556,9.166667,12.050889,2.1,76.50951
US_AR_05057,2020-02-21,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,-1,-7,1,,11.35,16.39,10.09,25.22,7.57,33.21,,2.883333,-2.433333,9.072222,1.128889,-4.833333,57.397032
US_AR_05057,2020-02-22,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,1,-2,6,,,18.52,,18.52,13.58,29.62,,3.255556,-2.822222,12.133333,0.0,-3.65,60.933683
US_AR_05057,2020-02-23,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,-1,-1,0,,,21.01,,32.41,,35.41,,8.305556,4.988889,11.605556,0.0,3.188889,70.45954
US_AR_05057,2020-02-24,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,6,-2,6,,,20.99,6.3,25.19,7.56,34.85,6.72,14.35,9.772222,19.711111,3.132667,10.505556,77.749195
US_AR_05057,2020-02-25,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,4,-1,4,,,27.13,9.63,40.7,6.56,35.01,,10.977778,6.844444,15.5,0.508,5.25,67.983458
US_AR_05057,2020-02-26,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,15,17,2,,9.89,27.08,7.74,25.8,6.88,28.8,,6.638889,3.638889,12.044444,0.22225,1.183333,68.395107
US_AR_05057,2020-02-27,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,16,6,1,,6.36,24.6,,33.5,6.36,29.68,6.79,2.994444,-4.194444,12.583333,0.395111,-4.738889,57.091896
US_AR_05057,2020-02-28,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,15,13,0,,7.39,22.18,,36.53,,23.92,,7.666667,0.638889,16.938889,0.0,-1.883333,51.149956
US_AR_05057,2020-02-29,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,18,12,4,,,22.96,11.48,26.79,,37.64,,9.888889,-0.122222,23.272222,0.0,-0.138889,50.0129
US_AR_05057,2020-03-01,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,22,10,-5,,10.29,33.45,,37.31,11.58,46.95,,15.494444,10.522222,20.583333,0.0,7.783333,60.349626
US_AR_05057,2020-03-02,ChIJsRNK65CBM4YRCGzUaS34WMU,Q61355,geoId/05057,US,United States of America,AR,Arkansas,05057,Hempstead County,US,USA,2,,,,,,,21876,10509,11367,3205,2956,2495,2398,2465,3030,2619,1739,969,1826822,33.7353,-93.66844,106,1920,76.72,18,21,4,,7.28,21.04,10.52,31.96,6.07,31.96,,18.861111,16.177778,23.5,0.084667,14.577778,76.374974
