location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MO_29186,2020-01-11,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,14.53,18.16,20.34,32.69,7.444444,0.7,16.75,64.233778,30.48,6.405556,93.226181
US_MO_29186,2020-01-12,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,17.53,10.52,14.73,36.47,-0.955556,-2.738889,1.288889,11.345333,50.8,-2.672222,88.23853
US_MO_29186,2020-01-13,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,,14.41,37.47,36.32,1.544444,-0.7,4.816667,0.0508,30.48,-0.144444,88.658458
US_MO_29186,2020-01-14,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,,10.16,24.51,50.82,4.738889,-0.344444,12.183333,0.0,50.8,3.194444,89.775605
US_MO_29186,2020-01-15,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,12.16,13.99,27.97,38.92,8.977778,2.483333,14.672222,0.0254,,7.594444,91.073644
US_MO_29186,2020-01-16,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,,21.23,22.41,27.72,1.155556,-4.2,11.883333,0.0,,-3.644444,70.398222
US_MO_29186,2020-01-17,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,13.15,11.84,21.7,31.57,-1.811111,-3.755556,1.811111,0.798286,,-6.205556,72.064964
US_MO_29186,2020-01-18,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,,14.44,13.68,28.89,5.227778,-0.322222,11.916667,26.641778,,2.455556,82.445553
US_MO_29186,2020-01-19,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,,10.71,21.41,43.54,-4.527778,-8.366667,1.238889,2.032,,-12.511111,53.784361
US_MO_29186,2020-01-20,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,20.04,20.71,34.74,48.77,-7.366667,-9.294444,-3.861111,0.0,,-11.45,72.682881
US_MO_29186,2020-01-21,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,17.29,19.08,25.05,41.15,-4.655556,-8.094444,0.222222,0.0,,-8.2,76.327671
US_MO_29186,2020-01-22,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,11.88,15.28,28.3,33.96,-2.433333,-6.183333,2.2,0.0,,-6.922222,71.451149
US_MO_29186,2020-01-23,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,12.3,23.95,23.31,31.08,0.955556,-1.316667,2.983333,3.160889,30.48,-1.311111,85.203298
US_MO_29186,2020-01-24,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,16.07,25.45,34.82,44.87,1.65,0.605556,3.122222,9.369778,30.48,1.05,95.834298
US_MO_29186,2020-01-25,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,,17.79,28.62,46.41,1.294444,0.455556,2.661111,1.044222,30.48,-1.155556,83.828868
US_MO_29186,2020-01-26,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,,,20.16,44.34,1.227778,-3.344444,8.588889,0.0,,-1.311111,83.25675
US_MO_29186,2020-01-27,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,10.63,27.17,30.72,33.08,0.666667,-2.038889,5.372222,0.0,,-0.588889,91.402576
US_MO_29186,2020-01-28,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,11.93,23.29,43.16,48.28,-0.794444,-1.727778,0.672222,0.0,,-1.833333,92.797226
US_MO_29186,2020-01-29,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,15.64,19.55,29.33,44.97,-0.088889,-1.25,1.683333,0.79375,,-1.455556,90.608082
US_MO_29186,2020-01-30,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,10.48,25.27,59.16,43.75,0.877778,-0.5,3.422222,0.762,,-0.65,89.602873
US_MO_29186,2020-01-31,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,10.55,27.31,44.07,35.38,3.366667,1.216667,6.644444,0.508,,1.333333,86.609328
US_MO_29186,2020-02-01,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,11.39,25.82,43.29,35.69,4.888889,1.188889,8.244444,0.254,,1.177778,76.977258
US_MO_29186,2020-02-02,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,18.88,,41.54,40.03,9.511111,0.4,20.955556,0.0,,0.45,53.634039
US_MO_29186,2020-02-03,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,9.98,26.19,46.14,42.4,11.705556,4.511111,20.1,0.0,,4.372222,60.967085
US_MO_29186,2020-02-04,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,10.03,20.07,44.27,36.0,9.75,3.361111,17.661111,4.797778,,6.644444,81.305406
US_MO_29186,2020-02-05,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,13.09,19.35,43.25,46.09,1.244444,0.261111,3.2,8.269111,,-0.4,88.945296
US_MO_29186,2020-02-06,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,,17.18,32.38,33.04,-0.988889,-2.161111,0.788889,6.57225,,-2.844444,87.372508
US_MO_29186,2020-02-07,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,9.17,15.28,34.83,37.27,-0.266667,-2.916667,3.866667,0.09525,,-5.344444,68.705135
US_MO_29186,2020-02-08,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,22.38,27.6,21.63,32.82,0.85,-1.672222,3.988889,0.73025,,-3.555556,72.465499
US_MO_29186,2020-02-09,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,,,20.6,40.48,4.255556,-1.9,14.761111,0.0635,,0.416667,76.200982
US_MO_29186,2020-02-10,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,12.78,28.6,37.12,45.03,4.927778,0.627778,13.522222,17.667111,,3.577778,91.056371
US_MO_29186,2020-02-11,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,,15.57,26.95,37.14,2.227778,0.155556,7.0,1.467556,,-1.116667,78.747604
US_MO_29186,2020-02-12,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,,19.25,36.24,30.58,1.805556,0.055556,4.783333,0.225778,,-0.011111,87.87591
US_MO_29186,2020-02-13,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,10.63,16.54,27.76,32.49,-1.622222,-8.616667,2.627778,14.816667,,-3.777778,85.296863
US_MO_29186,2020-02-14,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,,,,,19.61,22.77,25.94,-9.805556,-13.955556,-1.933333,0.1778,,-15.872222,61.361373
US_MO_29186,2020-02-15,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,-8,21,-4,14.98,12.73,26.97,41.2,-1.044444,-7.233333,8.305556,0.0,,-8.222222,58.459079
US_MO_29186,2020-02-16,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,5,17,13,,26.94,21.84,51.69,5.461111,-1.088889,11.461111,0.0,,-0.788889,64.280525
US_MO_29186,2020-02-17,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,4,14,-22,,21.3,40.61,47.94,6.944444,2.0,12.333333,0.036286,,3.577778,79.188994
US_MO_29186,2020-02-18,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,-4,-3,-3,14.38,24.15,28.75,47.15,7.15,2.755556,11.9,2.032,,4.216667,81.710451
US_MO_29186,2020-02-19,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,7,14,1,8.78,15.22,32.78,46.82,1.161111,-3.655556,8.361111,0.0,,-4.277778,67.1874
US_MO_29186,2020-02-20,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,0,22,2,,23.77,20.8,32.09,0.061111,-2.744444,4.394444,0.0,,-6.455556,61.690585
US_MO_29186,2020-02-21,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,11,21,15,,18.76,29.04,28.44,-3.244444,-9.361111,5.244444,0.0762,,-11.872222,51.483123
US_MO_29186,2020-02-22,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,9,20,-4,14.51,23.94,18.14,41.35,1.627778,-6.833333,11.027778,0.0,,-8.627778,47.052131
US_MO_29186,2020-02-23,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,12,27,-2,11.31,20.5,20.5,45.23,7.638889,1.705556,14.8,0.0,,-1.527778,52.931346
US_MO_29186,2020-02-24,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,4,2,0,8.68,20.83,23.14,45.7,7.611111,5.877778,11.661111,7.196667,,5.955556,89.433552
US_MO_29186,2020-02-25,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,-4,8,-4,16.1,40.82,37.37,43.7,5.505556,2.833333,8.616667,9.059333,,4.694444,94.599111
US_MO_29186,2020-02-26,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,-7,2,-5,,26.48,43.58,40.27,1.283333,-0.411111,3.905556,0.959556,30.48,-1.322222,82.866666
US_MO_29186,2020-02-27,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,13,10,3,11.95,39.44,47.8,35.25,0.827778,-5.044444,6.972222,0.3048,30.48,-5.722222,61.690691
US_MO_29186,2020-02-28,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,9,17,13,,43.9,65.86,32.32,3.572222,-2.855556,8.755556,0.028222,,-2.561111,64.321086
US_MO_29186,2020-02-29,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,3,27,7,,36.49,47.66,49.15,1.95,-5.238889,9.838889,0.0,,-4.577778,62.073379
US_MO_29186,2020-03-01,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,18,24,9,11.41,34.23,39.94,39.94,9.188889,1.694444,19.35,0.0,,1.794444,60.069917
US_MO_29186,2020-03-02,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,-1,10,-1,8.78,34.54,50.93,45.66,11.666667,7.3,17.244444,7.986889,,8.044444,78.71779
US_MO_29186,2020-03-03,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,4,4,-2,11.73,28.75,46.34,58.66,10.733333,4.955556,16.622222,3.8354,,3.322222,60.479978
US_MO_29186,2020-03-04,ChIJy-NIAHBj2IcR4zzrOO9UU4w,Q489847,geoId/29186,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2,,,,,,,17792,9009,8783,1992,2216,1944,1933,2077,2831,2544,1397,858,1180447,37.893333,-90.203333,1318,77.375,2,17,0,10.98,33.51,42.76,37.56,8.238889,1.305556,14.477778,0.0,,-0.272222,55.328923
