location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01087,2020-01-11,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,11.69,12.15,,20.57,11.69,31.32,11.22,20.253086,16.740741,23.5,8.607778,17.214286,82.807286
US_AL_01087,2020-01-12,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,9.2,6.9,6.9,19.32,9.2,34.03,8.28,15.567901,9.567901,20.462963,23.537333,13.309524,85.905447
US_AL_01087,2020-01-13,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,13.66,10.07,13.66,34.51,12.22,39.54,6.83,17.617284,13.679012,20.197531,16.256,16.857143,95.28205
US_AL_01087,2020-01-14,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,8.71,15.6,9.07,25.76,7.26,33.38,,18.654321,15.987654,21.746914,22.916444,17.801587,95.705659
US_AL_01087,2020-01-15,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,10.05,11.16,6.7,31.63,7.82,36.47,10.05,17.030864,13.240741,21.709877,22.295556,15.984127,93.712783
US_AL_01087,2020-01-16,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,8.99,12.36,7.12,44.2,6.37,34.84,5.99,18.641975,14.530864,22.216049,0.536222,13.642857,74.341533
US_AL_01087,2020-01-17,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,13.95,11.9,,29.96,6.98,34.06,,14.080247,9.932099,20.425926,0.479778,-2.349206,32.984801
US_AL_01087,2020-01-18,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,10.99,12.42,12.9,26.27,,29.62,8.6,12.345679,9.135802,17.58642,0.0,4.333333,58.741593
US_AL_01087,2020-01-19,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,6.97,12.55,,19.99,8.83,33.94,,11.845679,5.691358,17.0,6.886222,4.373016,60.769356
US_AL_01087,2020-01-20,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,8.11,14.87,,26.59,9.46,32.45,10.37,2.802469,-1.895062,8.253086,6.124222,-7.253968,47.686534
US_AL_01087,2020-01-21,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,15.5,12.18,7.75,28.42,7.01,33.59,8.12,0.135802,-4.567901,6.728395,0.0,-7.968254,53.966134
US_AL_01087,2020-01-22,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,10.44,15.48,9.0,30.23,8.64,31.31,8.64,2.104938,-4.864198,11.45679,0.0,-7.960317,47.097816
US_AL_01087,2020-01-23,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,8.44,16.15,12.11,26.8,9.18,31.57,5.87,6.82716,1.876543,10.018519,0.620889,-1.095238,57.233978
US_AL_01087,2020-01-24,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,8.97,18.32,,24.95,7.02,27.68,,11.759259,6.524691,15.660494,17.695333,8.753968,82.198978
US_AL_01087,2020-01-25,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,14.65,12.82,,25.64,11.9,36.62,10.53,7.04321,0.518519,14.290123,1.524,1.396825,67.39432
US_AL_01087,2020-01-26,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,12.99,18.11,7.48,27.16,,31.09,,6.685185,0.864198,12.388889,0.0,2.150794,73.291066
US_AL_01087,2020-01-27,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,7.12,17.81,6.77,40.95,,32.05,5.34,9.5,4.216049,13.641975,0.790222,7.174603,84.471815
US_AL_01087,2020-01-28,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,6.23,18.31,8.42,39.19,7.69,37.36,9.89,8.104938,1.098765,17.58642,0.310444,2.507937,68.619092
US_AL_01087,2020-01-29,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,8.36,15.32,9.4,53.29,6.97,25.77,11.49,7.833333,2.888889,15.074074,0.479778,3.333333,73.755021
US_AL_01087,2020-01-30,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,,20.77,,37.96,8.6,23.99,11.1,8.216049,1.364198,16.308642,5.108222,3.84127,73.593509
US_AL_01087,2020-01-31,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,10.78,24.25,6.93,37.73,8.85,35.8,8.08,8.932099,5.055556,14.388889,0.141111,5.650794,81.111573
US_AL_01087,2020-02-01,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,6.79,,,33.96,8.15,27.62,,7.993827,6.432099,11.345679,0.366889,5.833333,85.818056
US_AL_01087,2020-02-02,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,9.53,13.26,7.05,24.04,10.36,24.04,8.29,8.351852,0.41358,18.91358,0.084667,1.738095,63.250902
US_AL_01087,2020-02-03,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,8.78,13.91,6.95,34.4,5.86,40.98,,12.080247,2.685185,23.734568,0.0,4.293651,60.214585
US_AL_01087,2020-02-04,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,6.99,13.97,8.46,37.5,8.46,33.46,6.25,15.925926,8.969136,22.790123,0.028222,11.34127,74.350775
US_AL_01087,2020-02-05,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,,10.98,6.22,28.19,9.15,25.99,6.22,18.265432,14.635802,21.62963,0.677333,16.650794,90.054418
US_AL_01087,2020-02-06,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,9.09,13.64,,31.07,9.09,31.82,,18.5,12.135802,23.753086,39.821556,17.071429,91.461311
US_AL_01087,2020-02-07,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,7.44,11.36,8.23,30.55,6.66,28.2,,6.87037,2.493827,12.41358,42.672,2.912698,75.068888
US_AL_01087,2020-02-08,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,,17.15,,31.59,8.57,32.49,7.22,5.561728,0.098765,13.555556,0.762,2.436508,81.396842
US_AL_01087,2020-02-09,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,,14.87,9.62,37.19,,32.37,7.88,8.932099,1.641975,18.364198,0.620889,3.936508,71.628057
US_AL_01087,2020-02-10,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,11.74,19.21,9.25,37.35,6.4,35.93,6.4,13.981481,7.351852,20.679012,0.0,9.015873,73.508271
US_AL_01087,2020-02-11,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,8.65,12.11,11.76,38.75,8.3,38.41,,20.179012,13.697531,25.790123,15.522222,17.484127,85.892954
US_AL_01087,2020-02-12,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,7.09,9.79,15.2,29.72,8.44,42.21,,18.993827,15.018519,26.104938,3.697111,16.190476,84.365748
US_AL_01087,2020-02-13,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,11.06,11.77,12.84,38.87,7.85,29.96,,18.234568,10.820988,24.37037,7.253111,15.301587,82.734005
US_AL_01087,2020-02-14,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,,,,,8.14,10.86,7.37,36.45,7.75,23.65,,8.444444,2.45679,15.716049,7.535333,-0.404762,53.444114
US_AL_01087,2020-02-15,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,13,8,9,-3,12.76,12.76,,23.15,,34.49,8.03,7.12963,-0.950617,16.388889,0.0,-3.246032,47.789845
US_AL_01087,2020-02-16,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,0,-4,9,-8,9.64,9.22,,18.86,8.38,33.95,,9.197531,4.104938,14.481481,1.524,5.507937,78.477988
US_AL_01087,2020-02-17,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,-9,-3,10,-17,9.09,13.28,11.53,36.34,7.34,31.1,5.24,11.685185,8.376543,15.302469,7.648222,10.380952,91.773336
US_AL_01087,2020-02-18,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,-10,16,-10,-5,9.09,10.1,10.43,37.69,9.76,33.66,6.06,16.382716,11.82716,22.308642,15.098889,15.055556,93.56975
US_AL_01087,2020-02-19,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,-6,17,-12,-3,14.91,11.1,10.41,31.91,7.28,34.69,7.98,16.512346,13.493827,20.722222,23.622,15.134921,92.389642
US_AL_01087,2020-02-20,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,-2,-14,-9,-4,11.87,9.35,14.03,28.41,8.27,37.04,,10.796296,5.95679,14.703704,9.906,9.150794,91.220496
US_AL_01087,2020-02-21,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,5,-17,8,2,9.52,10.29,11.05,28.57,9.52,30.86,,5.919753,2.475309,10.833333,32.286222,0.587302,68.444596
US_AL_01087,2020-02-22,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,10,-1,0,9,11.51,8.75,6.91,26.25,,29.47,7.83,4.753086,-2.04321,13.648148,0.0,-3.301587,55.951112
US_AL_01087,2020-02-23,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,14,-8,1,-8,9.13,10.0,10.43,26.52,10.0,33.91,6.52,6.95679,-0.493827,14.438272,0.0,-1.055556,57.649104
US_AL_01087,2020-02-24,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,-2,-6,-12,-4,11.25,15.0,12.28,36.14,7.84,41.6,7.16,11.666667,7.858025,15.592593,0.169333,6.849206,73.763144
US_AL_01087,2020-02-25,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,9,2,-5,-5,11.81,15.13,9.97,36.91,,36.17,7.75,16.839506,12.524691,19.259259,21.420667,13.992063,83.459049
US_AL_01087,2020-02-26,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,22,1,1,-4,13.02,18.81,5.43,55.71,8.68,35.09,9.77,11.166667,7.691358,18.135802,0.903111,7.920635,80.637662
US_AL_01087,2020-02-27,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,29,4,-6,-4,13.73,20.07,8.1,47.54,9.51,28.17,8.45,6.191358,2.209877,11.703704,0.084667,-3.357143,49.988627
US_AL_01087,2020-02-28,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,29,6,4,0,9.9,19.01,7.92,40.0,7.13,33.66,9.11,5.858025,-2.117284,15.981481,0.0,-2.619048,54.482163
US_AL_01087,2020-02-29,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,36,12,2,-6,12.18,27.63,7.49,35.12,7.02,35.59,,9.506173,-0.080247,17.58642,0.0,-1.18254,47.775809
US_AL_01087,2020-03-01,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,49,7,10,-8,10.64,13.75,8.43,33.26,8.87,31.48,7.98,10.030864,1.598765,20.061728,0.0,0.960317,54.756555
US_AL_01087,2020-03-02,ChIJMaX_VbNVjIgRP0NEpma8y8w,Q502777,geoId/01087,US,United States of America,AL,Alabama,01087,Macon County,US,USA,2,,,,,,,18793,8604,10189,1794,2543,3567,1689,1850,2439,2552,1554,805,1850806,32.385278,-85.693611,1588,73.072727,31,15,-9,-1,10.46,19.17,9.06,35.55,5.58,29.62,8.71,13.851852,8.302469,19.907407,2.878667,8.230159,69.974613
