location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19139,2020-01-11,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,3.41,5.82,7.23,5.62,8.03,7.03,3.62,,5.62,6.63,4.82,,3.81,18.47,,7.63,2.81,4.82,,8.63,5.22,4.22,4.02,5.62,2.81,3.62,5.02,5.22,,22.29,6.02,,7.83,4.42,4.22,5.02,3.62,5.02,39.16,,6.83,,5.02,4.42,2.81,4.22,4.02,,3.41,-2.227778,-4.9,1.2,15.832667,,-3.811111,89.074608
US_IA_19139,2020-01-12,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,,4.09,10.01,3.47,9.6,10.42,4.09,,3.06,3.27,4.29,,,15.94,3.47,8.99,5.72,3.27,3.88,6.33,4.09,4.09,4.29,4.7,3.88,5.31,6.54,3.06,10.01,19.2,4.5,4.29,7.36,,5.11,6.95,3.88,4.7,33.1,4.5,5.92,,6.13,3.68,4.5,2.86,3.88,3.06,,-4.366667,-6.072222,-1.944444,0.762,,-6.688889,84.050431
US_IA_19139,2020-01-13,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,3.39,5.53,8.92,3.39,8.03,6.25,3.39,,4.64,5.35,3.75,3.39,2.68,14.63,3.21,9.46,,4.64,,7.32,4.1,3.39,3.92,5.35,3.57,3.92,5.17,4.1,7.49,30.87,6.07,2.68,9.28,3.75,2.68,4.64,3.03,3.57,38.9,3.92,7.67,,4.64,4.46,3.57,3.39,4.64,3.75,,-1.238889,-3.25,0.261111,0.0635,30.48,-2.888889,88.693755
US_IA_19139,2020-01-14,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,,4.38,7.54,4.03,10.87,8.07,4.38,,4.38,9.47,4.21,3.16,,13.5,5.26,6.14,,4.21,2.81,7.89,4.21,3.16,4.91,4.74,5.26,2.81,3.51,4.74,9.82,23.15,8.07,3.68,6.14,6.14,4.21,2.63,,4.03,37.0,4.21,4.56,3.16,5.61,3.51,2.98,2.46,,3.33,,1.316667,-1.411111,3.15,0.072571,30.48,-0.088889,90.54424
US_IA_19139,2020-01-15,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,,6.11,9.45,3.33,8.71,6.67,5.0,,2.96,6.3,3.52,4.45,,12.23,2.96,5.74,2.78,4.82,2.59,6.48,3.15,,5.19,4.26,3.71,2.96,3.71,2.59,6.11,22.79,6.48,2.78,8.89,3.15,4.82,3.71,,6.3,39.09,4.82,8.89,2.78,6.48,4.45,4.45,3.15,3.15,2.78,2.59,-1.427778,-3.955556,1.077778,0.635,,-2.351852,93.437903
US_IA_19139,2020-01-16,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,,3.22,8.41,3.4,11.63,5.19,3.94,,4.12,4.12,,4.47,3.58,17.54,3.4,7.16,3.58,3.58,3.76,9.85,4.65,,5.19,3.4,5.55,2.86,3.04,,7.88,26.85,5.55,4.47,8.23,4.12,4.83,4.12,,2.86,36.34,6.26,6.44,,6.26,4.12,2.86,2.86,,4.83,2.51,-11.272222,-16.011111,-2.544444,0.0254,,-15.1,73.537516
US_IA_19139,2020-01-17,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,,4.9,7.62,3.99,9.61,5.8,3.44,,,4.53,2.72,,3.44,11.79,2.72,7.98,,5.8,,6.35,3.26,3.63,3.99,4.71,2.54,4.9,4.53,,6.17,23.75,4.35,,6.89,2.9,3.99,3.63,,3.99,32.82,3.63,6.53,2.72,3.26,2.72,5.44,3.63,,3.44,3.99,-8.072222,-12.461111,-3.155556,0.0,,-10.8,80.981996
US_IA_19139,2020-01-18,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,,4.79,8.32,,6.66,5.62,4.58,,,7.28,4.16,2.91,2.91,12.9,4.16,8.11,,4.16,,8.11,4.99,3.54,3.33,4.58,4.16,4.58,3.75,3.12,4.79,21.43,5.62,3.12,9.36,3.95,2.91,3.33,,,44.31,3.33,6.87,,5.62,3.54,3.95,,4.58,,,-3.472222,-13.727778,1.255556,11.43,,-5.355556,86.92618
US_IA_19139,2020-01-19,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,3.65,4.46,8.91,2.84,8.1,6.48,5.67,,2.84,6.48,3.04,,,14.79,5.06,7.49,3.44,5.47,2.84,7.09,3.85,,3.44,5.06,4.05,3.24,3.85,3.04,5.27,17.82,4.66,,6.48,3.04,6.28,3.65,4.05,6.08,36.26,4.46,7.09,,6.08,3.04,4.66,,,3.04,3.04,-15.788889,-18.161111,-12.127778,0.435429,99.06,-19.633333,72.557754
US_IA_19139,2020-01-20,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,,4.99,8.64,4.8,12.29,8.45,6.53,3.46,3.65,6.53,4.8,,,14.6,4.42,10.76,4.03,4.42,3.27,6.72,5.38,2.69,3.46,6.53,4.99,3.84,4.23,2.69,4.61,24.78,6.72,4.61,9.8,2.88,5.38,,,4.61,44.95,4.99,8.64,3.84,6.53,3.27,4.61,,,,,-11.808642,-14.450617,-7.592593,0.0,78.74,-14.635802,79.751299
US_IA_19139,2020-01-21,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,2.52,3.97,6.85,3.79,8.65,7.21,4.15,,4.69,7.21,4.69,3.79,2.52,15.86,6.31,6.67,,6.49,,9.91,3.06,2.88,4.33,3.42,3.06,3.42,5.41,3.06,3.79,25.78,7.21,4.15,8.83,4.87,3.6,5.59,,6.31,40.02,3.42,6.85,,4.15,4.15,2.52,3.42,,4.51,2.52,-12.072222,-17.766667,-5.027778,0.0,78.74,-14.240741,82.710523
US_IA_19139,2020-01-22,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,2.5,4.29,6.97,3.93,10.36,7.86,4.82,,4.82,6.25,3.39,,3.04,16.43,2.5,7.68,5.54,6.79,,6.79,5.0,4.47,3.75,7.32,3.93,4.82,7.32,,5.54,25.01,4.47,,6.25,2.68,4.64,6.07,,9.47,36.62,3.22,6.79,2.68,4.82,3.93,,3.39,3.22,3.39,2.68,-3.188889,-6.472222,0.111111,0.0,78.74,-6.083333,80.769443
US_IA_19139,2020-01-23,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,,2.83,8.5,2.48,8.14,5.67,3.19,,2.65,6.02,3.19,,3.54,18.76,4.6,7.61,3.01,5.84,3.01,8.5,4.25,,5.84,7.97,3.36,4.43,3.01,2.48,7.79,26.91,4.43,3.19,7.08,,7.43,3.54,2.83,5.31,33.28,4.78,7.26,,6.55,5.13,3.54,,3.54,5.67,,-0.061111,-1.544444,1.466667,1.27,78.74,-1.290123,91.642589
US_IA_19139,2020-01-24,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,,6.11,6.48,,10.38,8.34,3.33,,,5.0,3.71,3.15,,23.16,3.89,10.75,2.78,5.74,,10.56,4.63,,5.93,6.86,3.33,3.33,7.04,2.59,8.89,31.5,5.19,3.15,6.48,,3.71,3.15,2.59,7.04,34.83,3.71,4.45,,4.45,5.74,4.08,3.33,3.15,3.52,,0.75,0.111111,1.811111,4.191,129.54,0.016667,94.958225
US_IA_19139,2020-01-25,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,,7.59,6.94,,5.42,4.56,3.69,,,6.73,7.16,,,21.7,6.73,7.59,3.04,3.04,3.47,8.03,7.38,4.12,5.21,6.08,,4.77,7.38,3.47,5.21,32.33,5.21,,8.68,,4.34,5.21,,4.34,36.67,4.12,5.86,,7.16,,4.77,3.04,4.77,,,0.327778,-0.75,1.766667,1.566333,180.34,-1.155556,89.960467
US_IA_19139,2020-01-26,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,3.41,6.81,6.01,6.21,8.82,8.02,6.21,3.81,,4.41,,4.01,,30.06,3.41,11.42,2.81,3.41,4.21,8.22,4.81,,5.01,7.42,3.01,3.21,6.01,,4.81,38.88,5.81,,7.62,3.01,4.21,3.21,,3.61,40.48,6.01,5.61,,5.21,4.61,3.41,,3.61,3.01,,-2.605556,-5.716667,0.261111,0.0,129.54,-4.5,85.472934
US_IA_19139,2020-01-27,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,,6.04,6.21,3.73,8.88,8.17,7.81,,3.73,6.04,4.26,2.49,,29.47,2.49,11.01,4.44,4.44,,6.92,3.37,3.91,8.52,6.21,4.97,4.44,5.86,4.79,5.86,37.64,6.75,,6.75,,8.35,7.28,,4.62,41.37,5.5,6.92,5.5,6.92,3.73,,3.37,3.2,4.79,2.66,-1.561111,-2.816667,-0.088889,0.0,129.54,-2.777778,91.511215
US_IA_19139,2020-01-28,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,,7.97,6.02,5.31,8.33,7.79,4.07,3.54,5.14,3.54,3.19,,,30.82,,11.16,2.83,5.85,3.01,10.63,3.54,3.72,4.07,7.62,4.96,4.25,5.49,,8.33,42.34,6.73,3.54,7.62,,6.91,4.61,,4.43,38.62,8.86,6.38,2.66,9.74,4.25,5.31,,2.83,,,-3.488889,-5.138889,-1.266667,0.0,99.06,-4.955556,89.762924
US_IA_19139,2020-01-29,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,3.57,5.72,6.61,5.54,6.79,7.68,4.29,,4.11,4.47,3.22,2.5,2.68,28.94,4.47,11.26,3.75,4.11,2.68,12.33,4.47,,6.43,6.08,6.97,3.04,5.9,4.11,5.18,33.23,5.0,3.04,6.43,4.82,5.72,4.64,,6.43,37.34,3.93,9.11,2.5,4.47,4.29,5.0,,,3.4,,-4.422222,-5.516667,-2.4,0.0,99.06,-6.061728,87.731826
US_IA_19139,2020-01-30,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,3.38,5.52,8.19,3.74,9.25,7.65,5.69,3.2,4.27,5.52,3.74,3.02,,36.66,4.63,10.68,,4.98,3.38,12.28,6.05,2.85,5.52,7.47,4.09,3.56,5.69,2.67,8.54,45.2,5.69,3.56,8.9,,5.34,4.98,3.74,6.05,38.26,4.8,8.54,3.38,4.8,6.94,5.52,3.92,,2.67,2.85,-2.638889,-4.011111,-0.65,0.0,99.06,-4.477778,87.374382
US_IA_19139,2020-01-31,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,,4.15,5.77,3.61,8.12,5.59,4.33,2.52,,6.85,3.79,,2.52,31.2,2.89,10.82,3.43,3.79,3.79,7.58,5.23,3.25,6.49,5.23,5.41,4.69,5.41,3.25,4.51,33.01,3.43,3.79,7.76,3.43,5.05,5.23,,6.13,31.56,4.69,5.59,,7.21,5.05,2.52,,3.79,3.07,,-0.85,-3.844444,2.133333,0.0,99.06,-2.493827,88.47306
US_IA_19139,2020-02-01,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,3.43,4.5,6.22,5.79,10.5,6.86,8.57,,3.43,4.72,3.0,3.0,3.64,25.73,4.5,10.93,4.93,4.5,,6.0,4.72,,3.86,5.57,3.43,3.86,4.93,3.22,5.79,34.3,7.72,,4.93,,,3.86,,5.57,37.09,3.86,8.57,,9.0,3.43,5.57,,4.07,3.86,4.29,1.338889,0.183333,2.827778,1.185333,99.06,-0.094444,90.294838
US_IA_19139,2020-02-02,ChIJu9rUGNDw44cRGzo8MSTSxpE,Q491390,geoId/19139,US,United States of America,IA,Iowa,19139,Muscatine County,US,USA,2,,,,,,,42872,21382,21490,5773,5975,5368,5274,5051,5772,5112,2891,1656,1791861,41.481111,-91.119722,199,1163,80.15,,,,,3.44,3.04,7.5,5.47,7.09,8.51,4.05,,2.84,8.31,,3.04,3.65,22.09,2.84,10.54,3.44,4.46,,6.89,5.67,4.26,3.04,6.89,4.46,3.44,3.65,3.65,3.24,25.33,4.26,,7.9,4.66,,3.24,4.05,3.65,38.1,3.85,8.51,,5.07,4.26,4.05,,4.46,,,5.055556,1.488889,11.416667,0.0,129.54,0.105556,70.713613
