location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IA_19149,2020-01-01,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,11.2,13.35,,6.03,6.03,24.98,9.48,8.18,,30.15,9.05,10.34,8.62,41.78,,,-3.511111,-8.327778,2.316667,0.0,64.77,-6.227778,81.723251
US_IA_19149,2020-01-02,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,8.3,11.54,6.85,,,17.68,10.1,5.41,,33.19,6.49,8.66,,34.99,9.38,,0.872222,-3.0,2.766667,0.036286,99.06,-0.827778,88.59797
US_IA_19149,2020-01-03,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,10.52,9.82,5.26,5.61,,16.83,8.77,,5.96,29.11,,8.42,5.96,36.12,7.71,,-0.811111,-3.727778,1.922222,0.0,78.74,-2.088889,91.267619
US_IA_19149,2020-01-04,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,9.87,10.76,,,11.21,21.98,,8.52,12.56,30.95,,7.62,,33.64,8.52,,-3.977778,-10.211111,2.661111,0.4064,78.74,-6.388889,83.677566
US_IA_19149,2020-01-05,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,9.32,8.47,13.13,,5.93,18.22,,,6.36,30.93,6.78,6.36,,41.94,8.9,,2.588889,-0.55,5.011111,0.0,50.8,-1.861111,72.754217
US_IA_19149,2020-01-06,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,7.78,9.54,,,4.95,13.43,8.48,,,26.87,6.36,7.42,4.95,36.41,,9.54,-1.172222,-4.644444,2.916667,0.0,50.8,-3.427778,84.862367
US_IA_19149,2020-01-07,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,10.77,12.21,9.7,,5.75,20.11,11.49,7.54,5.39,21.9,5.75,8.26,5.03,38.78,,,-1.861111,-6.705556,2.494444,0.0508,30.48,-4.35,83.427848
US_IA_19149,2020-01-08,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,6.19,8.01,9.46,6.19,7.64,15.65,6.92,,7.64,36.4,8.74,,10.56,39.31,8.37,6.19,-7.755556,-11.794444,-1.572222,0.0,30.48,-13.016667,66.065941
US_IA_19149,2020-01-09,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,9.12,7.3,5.84,5.47,,14.96,6.57,,5.47,23.72,8.39,,8.39,32.11,13.13,,-1.638889,-7.005556,2.866667,0.0,,-6.105556,71.686215
US_IA_19149,2020-01-10,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,10.33,8.85,5.16,5.16,5.53,14.02,8.85,,5.9,21.76,,7.01,5.16,32.83,7.75,5.9,-6.3,-12.138889,-1.561111,0.0,,-9.1,80.762769
US_IA_19149,2020-01-11,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,7.63,7.63,,,,22.89,,,8.53,27.39,7.18,8.08,,41.75,11.67,7.63,-14.9,-18.894444,-8.627778,0.084667,,-19.544444,67.889263
US_IA_19149,2020-01-12,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,10.46,13.07,12.63,6.97,6.53,14.81,10.02,6.97,,20.04,6.1,,6.97,40.51,9.15,10.02,-11.144444,-16.455556,-5.322222,0.254,30.48,-13.216667,84.916669
US_IA_19149,2020-01-13,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,10.47,11.96,7.1,5.23,5.23,22.43,10.47,7.48,5.61,32.52,6.73,7.85,,38.87,13.08,5.23,-5.811111,-12.461111,-1.438889,2.2352,30.48,-6.574074,93.686934
US_IA_19149,2020-01-14,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,9.59,8.86,9.59,5.17,5.9,21.03,7.75,7.75,7.01,38.01,,7.01,8.49,41.7,5.9,5.54,-4.327778,-9.95,-0.044444,0.042333,64.77,-6.477778,85.08214
US_IA_19149,2020-01-15,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,8.48,5.53,7.74,,5.9,18.43,12.16,,,29.49,6.27,,,37.6,5.53,5.9,-9.555556,-16.644444,-5.172222,0.0635,64.77,-11.672222,84.753353
US_IA_19149,2020-01-16,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,7.91,7.19,,,,11.51,6.47,6.83,6.83,25.53,,5.03,8.99,30.56,5.75,6.83,-19.65,-24.372222,-14.388889,0.0254,64.77,-23.805556,69.643575
US_IA_19149,2020-01-17,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,8.4,9.66,,,7.14,16.81,,,8.82,28.16,7.14,6.3,7.14,43.7,6.3,,-9.205556,-15.7,-3.444444,0.0635,64.77,-11.461111,83.875693
US_IA_19149,2020-01-18,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,,6.21,10.21,,10.21,15.98,8.88,,,23.96,,,,44.38,8.43,9.32,-9.916667,-17.122222,-1.522222,5.545667,64.77,-11.927778,85.424557
US_IA_19149,2020-01-19,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,8.59,,8.16,6.01,10.3,17.18,9.45,,,23.19,9.02,,6.01,42.51,,10.73,-18.755556,-21.183333,-16.233333,0.3048,205.74,-22.872222,70.147733
US_IA_19149,2020-01-20,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,8.04,9.14,6.95,6.21,6.21,24.86,6.58,5.85,10.97,29.61,5.48,,7.68,43.13,6.95,8.04,-19.377778,-23.233333,-13.983333,0.0,205.74,-22.411111,77.024007
US_IA_19149,2020-01-21,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,10.13,10.88,8.63,6.38,6.75,28.52,10.13,10.51,6.38,31.52,9.76,7.88,5.63,35.65,,6.38,-16.694444,-22.655556,-7.866667,0.0,205.74,-19.038889,82.24741
US_IA_19149,2020-01-22,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,11.19,11.19,,,,23.21,9.12,,7.46,38.13,7.04,,,47.66,7.04,,-0.901235,-7.135802,1.45679,0.725714,231.14,-2.240741,90.8082
US_IA_19149,2020-01-23,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,5.71,7.85,8.21,,5.35,23.2,7.85,7.5,6.07,33.55,7.14,,7.5,34.27,,5.71,-0.283333,-1.883333,0.808642,0.931333,190.5,-0.905556,95.637462
US_IA_19149,2020-01-24,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,9.06,7.18,,5.67,6.42,27.95,10.2,7.18,,29.84,,,5.67,36.26,,8.69,-1.772222,-2.461111,-0.922222,0.197556,149.86,-2.7,93.50982
US_IA_19149,2020-01-25,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,9.9,11.88,10.39,,,29.7,11.38,7.42,,50.98,9.4,9.9,8.91,37.12,8.41,10.39,-2.788889,-5.45,-1.466667,0.0,149.86,-4.405556,88.795049
US_IA_19149,2020-01-26,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,11.46,9.7,,7.5,6.61,37.04,,,7.05,36.59,7.94,11.02,,43.21,7.05,,-2.734568,-8.166667,1.962963,0.0508,149.86,-3.902778,91.338834
US_IA_19149,2020-01-27,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,7.08,5.22,11.92,6.71,5.59,28.69,12.67,,5.59,46.2,5.96,7.08,,45.45,8.2,6.71,-1.65,-4.188889,0.777778,0.03175,149.86,-2.761111,92.283189
US_IA_19149,2020-01-28,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,5.5,6.59,10.99,6.59,,21.25,10.99,6.96,5.5,32.98,6.96,7.33,,40.3,10.26,,-5.272222,-6.977778,-2.933333,0.0,129.54,-6.216049,91.651916
US_IA_19149,2020-01-29,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,9.08,7.19,7.57,7.57,6.05,23.83,13.99,10.59,7.57,39.34,5.29,9.46,,37.82,8.32,,-5.75,-8.211111,-3.294444,0.2032,129.54,-6.95,91.41961
US_IA_19149,2020-01-30,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,12.02,9.61,12.82,6.01,,33.25,9.61,,8.81,35.65,6.41,10.41,8.81,41.26,9.61,,-2.511111,-5.816667,1.133333,0.0,129.54,-3.277778,93.300381
US_IA_19149,2020-01-31,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,,12.18,,5.89,7.46,32.2,8.25,6.68,7.46,34.56,,7.07,6.68,39.27,9.82,7.07,0.183333,-1.283951,1.37037,0.381,129.54,-0.376543,95.180844
US_IA_19149,2020-02-01,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,13.05,13.05,,,,29.0,10.63,,10.63,31.42,,8.7,,46.89,8.22,,-0.061111,-4.772222,4.588889,0.1016,129.54,-1.772222,88.46327
US_IA_19149,2020-02-02,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,7.8,8.72,7.8,,,25.24,,,7.34,33.96,,11.47,,35.34,,,4.716667,1.316667,7.583333,0.0,99.06,0.494444,74.60865
US_IA_19149,2020-02-03,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,6.59,8.42,6.95,5.86,9.15,22.32,8.05,6.59,5.12,36.6,10.25,6.22,,43.92,6.95,,-1.038889,-3.705556,3.555556,0.0,88.9,-4.094444,80.053662
US_IA_19149,2020-02-04,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,8.14,7.4,,,,17.02,5.92,,5.92,31.09,,5.18,10.36,25.54,6.29,7.03,-7.077778,-10.027778,-2.827778,0.0,40.64,-11.844444,69.096937
US_IA_19149,2020-02-05,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,9.55,9.55,7.64,,6.88,23.3,11.08,8.02,5.73,29.8,,5.35,8.79,32.47,9.55,5.35,-6.833333,-10.277778,-1.111111,0.0,40.64,-10.994444,72.552794
US_IA_19149,2020-02-06,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,6.41,8.67,7.54,6.79,7.16,25.64,6.79,7.16,5.28,34.31,6.79,,5.66,39.21,5.28,,-5.577778,-10.627778,0.805556,0.0,40.64,-8.394444,80.768769
US_IA_19149,2020-02-07,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,,5.84,10.51,,7.79,24.91,,,5.84,31.53,5.84,7.4,,39.7,8.56,,-5.511111,-9.205556,-0.188889,0.381,40.64,-7.566667,85.669582
US_IA_19149,2020-02-08,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,11.4,,7.6,,9.5,27.56,7.6,8.08,,30.88,,,,41.81,10.45,,-9.955556,-16.0,-1.6,0.09525,40.64,-12.911111,79.251308
US_IA_19149,2020-02-09,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,11.8,12.25,9.53,,,24.05,7.71,,,22.69,10.89,7.71,9.07,43.56,10.44,,-2.661111,-7.738889,0.405556,1.0668,40.64,-5.216667,82.968698
US_IA_19149,2020-02-10,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,7.75,6.27,10.33,,9.96,22.5,5.9,,,27.66,7.75,5.9,,45.36,7.38,7.01,-6.561111,-12.988889,2.6,0.036286,64.77,-9.066667,82.795635
US_IA_19149,2020-02-11,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,6.15,10.38,7.69,5.77,,20.38,10.0,5.77,9.61,35.0,6.92,8.08,,36.15,7.31,,-3.011111,-9.711111,2.472222,0.0,54.61,-6.505556,77.290987
US_IA_19149,2020-02-12,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,,5.29,5.66,,5.66,21.14,9.06,10.57,8.31,26.81,,7.17,6.42,34.74,5.29,7.93,-2.888889,-15.972222,1.361111,0.0,78.74,-6.666667,75.53047
US_IA_19149,2020-02-13,ChIJPdAlqOvdjYcRonLUvepA1NQ,Q485710,geoId/19149,US,United States of America,IA,Iowa,19149,Plymouth County,US,USA,2,,,,,,,25060,12443,12617,3340,3501,2623,2899,2944,3496,3115,1806,1336,1739845,42.738333,-96.220278,358,2238,80.75,,,,,10.3,10.68,5.72,5.34,,22.51,9.92,5.72,,33.2,,,6.11,33.96,,5.72,-20.488889,-24.622222,-14.761111,0.0508,78.74,-25.627778,63.547174
