location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_IL_17191,2020-01-01,ChIJ-Yc-aj1pcYgRh9aQHOU5fQU,Q113793,geoId/17191,US,United States of America,IL,Illinois,17191,Wayne County,US,USA,2,,,,,,,16412,8089,8323,2051,1999,1733,1902,1812,2289,2168,1548,910,1801539,38.43,-88.42,715,78.66,,,,,24.63,39.91,3.666667,-1.866667,11.177778,0.0,-2.222222,66.13304
US_IL_17191,2020-01-02,ChIJ-Yc-aj1pcYgRh9aQHOU5fQU,Q113793,geoId/17191,US,United States of America,IL,Illinois,17191,Wayne County,US,USA,2,,,,,,,16412,8089,8323,2051,1999,1733,1902,1812,2289,2168,1548,910,1801539,38.43,-88.42,715,78.66,,,,,37.57,48.76,7.311111,4.022222,11.388889,0.564444,0.922222,64.836819
US_IL_17191,2020-01-03,ChIJ-Yc-aj1pcYgRh9aQHOU5fQU,Q113793,geoId/17191,US,United States of America,IL,Illinois,17191,Wayne County,US,USA,2,,,,,,,16412,8089,8323,2051,1999,1733,1902,1812,2289,2168,1548,910,1801539,38.43,-88.42,715,78.66,,,,,24.66,46.13,8.066667,4.738889,9.316667,4.741333,7.45,96.107749
US_IL_17191,2020-01-04,ChIJ-Yc-aj1pcYgRh9aQHOU5fQU,Q113793,geoId/17191,US,United States of America,IL,Illinois,17191,Wayne County,US,USA,2,,,,,,,16412,8089,8323,2051,1999,1733,1902,1812,2289,2168,1548,910,1801539,38.43,-88.42,715,78.66,,,,,33.02,45.87,2.805556,0.727778,4.877778,0.762,0.85,87.258322
US_IL_17191,2020-01-05,ChIJ-Yc-aj1pcYgRh9aQHOU5fQU,Q113793,geoId/17191,US,United States of America,IL,Illinois,17191,Wayne County,US,USA,2,,,,,,,16412,8089,8323,2051,1999,1733,1902,1812,2289,2168,1548,910,1801539,38.43,-88.42,715,78.66,,,,,23.38,45.02,2.283333,-3.138889,11.605556,0.3556,-2.205556,72.731833
US_IL_17191,2020-01-06,ChIJ-Yc-aj1pcYgRh9aQHOU5fQU,Q113793,geoId/17191,US,United States of America,IL,Illinois,17191,Wayne County,US,USA,2,,,,,,,16412,8089,8323,2051,1999,1733,1902,1812,2289,2168,1548,910,1801539,38.43,-88.42,715,78.66,,,,,34.8,39.06,3.422222,-3.227778,8.855556,0.1778,-3.194444,62.670773
US_IL_17191,2020-01-07,ChIJ-Yc-aj1pcYgRh9aQHOU5fQU,Q113793,geoId/17191,US,United States of America,IL,Illinois,17191,Wayne County,US,USA,2,,,,,,,16412,8089,8323,2051,1999,1733,1902,1812,2289,2168,1548,910,1801539,38.43,-88.42,715,78.66,,,,,29.33,47.22,1.777778,-4.216667,8.338889,0.0254,-3.438889,68.818542
US_IL_17191,2020-01-08,ChIJ-Yc-aj1pcYgRh9aQHOU5fQU,Q113793,geoId/17191,US,United States of America,IL,Illinois,17191,Wayne County,US,USA,2,,,,,,,16412,8089,8323,2051,1999,1733,1902,1812,2289,2168,1548,910,1801539,38.43,-88.42,715,78.66,,,,,35.17,43.78,2.327778,-1.694444,6.738889,0.0,-6.138889,54.009242
US_IL_17191,2020-01-09,ChIJ-Yc-aj1pcYgRh9aQHOU5fQU,Q113793,geoId/17191,US,United States of America,IL,Illinois,17191,Wayne County,US,USA,2,,,,,,,16412,8089,8323,2051,1999,1733,1902,1812,2289,2168,1548,910,1801539,38.43,-88.42,715,78.66,,,,15.7,27.99,43.02,6.438889,0.766667,13.611111,0.042333,-2.666667,52.891191
US_IL_17191,2020-01-10,ChIJ-Yc-aj1pcYgRh9aQHOU5fQU,Q113793,geoId/17191,US,United States of America,IL,Illinois,17191,Wayne County,US,USA,2,,,,,,,16412,8089,8323,2051,1999,1733,1902,1812,2289,2168,1548,910,1801539,38.43,-88.42,715,78.66,,,,10.15,26.38,37.2,12.061111,8.922222,14.338889,21.662571,9.744444,85.926583
