location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_KY_21207,2020-01-29,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,16.36,22.91,,38.8,,36.47,7.95,2.314815,-0.37037,5.216049,0.0,-0.902778,79.52171
US_KY_21207,2020-01-30,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,11.96,32.66,7.82,34.96,7.82,32.66,6.9,2.877778,0.344444,7.05,0.254,0.216049,82.705349
US_KY_21207,2020-01-31,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,12.73,33.19,12.27,27.28,7.73,32.28,,5.044444,2.472222,7.872222,0.0,2.487654,83.280328
US_KY_21207,2020-02-01,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,15.73,29.22,,31.46,8.43,38.77,,5.2,3.55,7.25,2.249714,3.944444,91.669144
US_KY_21207,2020-02-02,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,9.71,19.99,15.42,25.7,,38.27,,6.477778,0.55,17.377778,0.2032,0.691358,66.773432
US_KY_21207,2020-02-03,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,8.65,23.21,10.47,29.58,10.01,36.41,6.83,12.8,6.322222,21.394444,0.0,1.611111,47.046676
US_KY_21207,2020-02-04,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,10.89,26.33,7.72,28.6,,36.31,7.26,14.161111,10.111111,19.433333,4.318,8.475309,69.119368
US_KY_21207,2020-02-05,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,7.38,27.2,8.76,24.89,,38.26,7.84,7.240741,2.802469,14.320988,17.695333,7.159722,98.680198
US_KY_21207,2020-02-06,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,15.62,23.43,9.89,32.8,12.5,40.62,7.81,5.766667,2.0,8.788889,6.894286,5.839506,98.41295
US_KY_21207,2020-02-07,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,12.51,32.85,10.95,28.16,9.91,29.72,8.34,-0.544444,-2.272222,2.027778,2.6035,-1.783951,90.925406
US_KY_21207,2020-02-08,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,13.01,27.15,9.62,32.24,9.62,42.42,15.84,0.2,-3.411111,5.383333,1.11125,-2.716049,81.348093
US_KY_21207,2020-02-09,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,13.69,21.68,8.56,24.53,10.84,35.37,,1.472222,-4.95,13.205556,0.0508,-2.314815,76.533654
US_KY_21207,2020-02-10,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,12.74,14.56,7.74,33.67,9.56,40.95,8.65,9.8,7.661111,11.894444,1.80975,5.506173,75.431544
US_KY_21207,2020-02-11,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,12.4,17.45,10.56,27.1,,39.96,8.73,6.283333,3.488889,9.755556,16.401143,5.451389,95.304919
US_KY_21207,2020-02-12,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,7.38,19.84,10.15,30.91,,35.99,8.3,3.316667,1.805556,8.433333,2.467429,2.487654,94.271912
US_KY_21207,2020-02-13,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,,22.01,8.53,22.01,6.74,29.19,7.19,5.316667,0.911111,9.75,13.280571,4.62963,94.004798
US_KY_21207,2020-02-14,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,,,,14.15,15.13,,25.87,7.32,28.8,,-3.827778,-7.444444,0.983333,0.28575,-8.740741,67.589623
US_KY_21207,2020-02-15,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,0,11,,10.96,14.42,19.61,26.53,,34.03,,-2.611111,-9.838889,9.066667,0.0,-9.12963,61.054115
US_KY_21207,2020-02-16,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,0,12,,9.48,22.88,11.16,25.11,,36.27,,7.272222,4.083333,11.627778,0.0,-1.925926,52.571992
US_KY_21207,2020-02-17,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,4,-2,-10,12.23,19.14,14.89,28.18,7.97,44.66,17.54,6.116667,-0.483333,15.888889,0.0,1.339506,72.954477
US_KY_21207,2020-02-18,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,0,10,7,13.39,21.43,7.14,34.38,,39.29,,11.65,6.966667,14.166667,1.741714,8.395062,80.675325
US_KY_21207,2020-02-19,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,0,12,2,14.25,20.22,,20.22,,37.68,,3.961111,-0.166667,9.016667,2.921,-0.407407,73.097812
US_KY_21207,2020-02-20,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,7,6,5,13.79,14.24,8.27,30.33,10.57,44.57,6.89,2.233333,0.222222,5.655556,0.0,-4.308642,62.680922
US_KY_21207,2020-02-21,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,0,7,9,14.38,15.28,10.33,20.22,11.23,32.8,,-2.455556,-7.872222,3.377778,0.0,-10.444444,54.526871
US_KY_21207,2020-02-22,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,19,17,,10.91,14.36,9.19,22.97,,39.06,,-0.483333,-8.183333,10.572222,0.0,-9.438272,51.63006
US_KY_21207,2020-02-23,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,10,18,,14.83,20.53,11.97,22.24,,32.5,8.55,3.75,-4.233333,12.888889,0.0,-5.839506,51.100851
US_KY_21207,2020-02-24,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,0,-2,7,,19.25,10.09,32.55,,33.01,8.25,6.788889,3.777778,10.027778,0.41275,2.388889,73.999738
US_KY_21207,2020-02-25,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,10,19,10,14.56,32.3,,28.66,6.83,35.94,,10.016667,7.083333,12.294444,5.805714,7.962963,87.315241
US_KY_21207,2020-02-26,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,15,11,1,9.92,29.77,7.67,41.5,6.77,48.71,8.57,6.144444,1.333333,9.85,1.052286,5.141975,92.397372
US_KY_21207,2020-02-27,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,13,4,-9,13.76,19.88,10.19,44.85,7.64,36.7,7.64,0.05,-2.461111,4.772222,1.124857,-5.197531,68.182802
US_KY_21207,2020-02-28,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,10,7,3,11.68,28.04,12.62,33.18,,37.38,,1.8,-2.122222,6.672222,0.036286,-4.561728,63.501032
US_KY_21207,2020-02-29,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,25,23,,11.57,25.89,11.02,33.59,,40.2,,0.75,-4.338889,5.555556,0.326571,-5.981481,61.104502
US_KY_21207,2020-03-01,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,28,30,,,18.75,10.8,24.44,,42.63,,4.122222,-4.366667,18.366667,0.0254,-5.376543,51.264297
US_KY_21207,2020-03-02,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,14,1,3,18.96,30.7,10.38,41.54,,37.93,11.29,11.4,7.994444,14.561111,1.886857,5.518519,67.722285
US_KY_21207,2020-03-03,ChIJ-eSwTJv3Z4gRmFaK3lw9ir8,Q373348,geoId/21207,US,United States of America,KY,Kentucky,21207,Russell County,US,USA,2,,,,,,,17723,8732,8991,2260,2073,1952,1877,2252,2553,2421,1512,823,1846583,36.99,-85.06,732,74.3,27,25,10,9.45,23.39,8.99,32.38,6.75,38.23,6.75,12.777778,9.311111,17.155556,21.916571,9.191358,79.307636
