location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ND_38077,2020-01-01,ChIJ1yEb4KDHzlIR0KMRg8-D3Qs,Q126829,geoId/38077,US,United States of America,ND,North Dakota,38077,Richland County,US,USA,2,,,,,,,16287,8395,7892,1993,2298,2477,1774,1530,2193,2055,1049,918,1739847,46.27,-96.95,3744,81.083333,,,,,12.34,21.87,,20.19,,34.2,,-6.819444,-13.625,-0.576389,0.0,339.09,-9.486111,81.739767
US_ND_38077,2020-01-02,ChIJ1yEb4KDHzlIR0KMRg8-D3Qs,Q126829,geoId/38077,US,United States of America,ND,North Dakota,38077,Richland County,US,USA,2,,,,,,,16287,8395,7892,1993,2298,2477,1774,1530,2193,2055,1049,918,1739847,46.27,-96.95,3744,81.083333,,,,,8.15,12.95,,27.81,,33.08,8.63,-0.876543,-2.388889,1.111111,0.3556,328.93,-2.709877,87.589655
US_ND_38077,2020-01-03,ChIJ1yEb4KDHzlIR0KMRg8-D3Qs,Q126829,geoId/38077,US,United States of America,ND,North Dakota,38077,Richland County,US,USA,2,,,,,,,16287,8395,7892,1993,2298,2477,1774,1530,2193,2055,1049,918,1739847,46.27,-96.95,3744,81.083333,,,,,9.03,17.59,7.61,19.49,8.08,28.05,,-2.701389,-5.673611,0.090278,0.381,320.04,-4.583333,87.103214
US_ND_38077,2020-01-04,ChIJ1yEb4KDHzlIR0KMRg8-D3Qs,Q126829,geoId/38077,US,United States of America,ND,North Dakota,38077,Richland County,US,USA,2,,,,,,,16287,8395,7892,1993,2298,2477,1774,1530,2193,2055,1049,918,1739847,46.27,-96.95,3744,81.083333,,,,,,21.24,,23.01,,30.68,,-9.4375,-15.229167,-3.277778,0.9652,328.93,-11.305556,86.418093
US_ND_38077,2020-01-05,ChIJ1yEb4KDHzlIR0KMRg8-D3Qs,Q126829,geoId/38077,US,United States of America,ND,North Dakota,38077,Richland County,US,USA,2,,,,,,,16287,8395,7892,1993,2298,2477,1774,1530,2193,2055,1049,918,1739847,46.27,-96.95,3744,81.083333,,,,,,15.64,,14.56,,40.44,,-1.625,-7.0625,3.034722,0.0,344.17,-5.506944,75.174012
US_ND_38077,2020-01-06,ChIJ1yEb4KDHzlIR0KMRg8-D3Qs,Q126829,geoId/38077,US,United States of America,ND,North Dakota,38077,Richland County,US,USA,2,,,,,,,16287,8395,7892,1993,2298,2477,1774,1530,2193,2055,1049,918,1739847,46.27,-96.95,3744,81.083333,,,,,,13.8,6.9,22.09,,38.2,,-7.006944,-11.958333,-1.763889,0.0,314.96,-10.0,79.679325
US_ND_38077,2020-01-07,ChIJ1yEb4KDHzlIR0KMRg8-D3Qs,Q126829,geoId/38077,US,United States of America,ND,North Dakota,38077,Richland County,US,USA,2,,,,,,,16287,8395,7892,1993,2298,2477,1774,1530,2193,2055,1049,918,1739847,46.27,-96.95,3744,81.083333,,,,,6.86,14.64,,18.76,,36.15,,-8.138889,-16.770833,-2.305556,0.0,306.07,-12.104167,73.488222
US_ND_38077,2020-01-08,ChIJ1yEb4KDHzlIR0KMRg8-D3Qs,Q126829,geoId/38077,US,United States of America,ND,North Dakota,38077,Richland County,US,USA,2,,,,,,,16287,8395,7892,1993,2298,2477,1774,1530,2193,2055,1049,918,1739847,46.27,-96.95,3744,81.083333,,,,,7.74,14.11,10.02,31.87,7.28,30.96,10.93,-19.930556,-25.979167,-14.784722,0.084667,290.83,-23.263889,74.864689
US_ND_38077,2020-01-09,ChIJ1yEb4KDHzlIR0KMRg8-D3Qs,Q126829,geoId/38077,US,United States of America,ND,North Dakota,38077,Richland County,US,USA,2,,,,,,,16287,8395,7892,1993,2298,2477,1774,1530,2193,2055,1049,918,1739847,46.27,-96.95,3744,81.083333,,,,,9.87,16.6,,25.13,,26.02,9.87,-9.694444,-14.373016,-6.041667,0.0,306.07,-13.444444,74.442702
US_ND_38077,2020-01-10,ChIJ1yEb4KDHzlIR0KMRg8-D3Qs,Q126829,geoId/38077,US,United States of America,ND,North Dakota,38077,Richland County,US,USA,2,,,,,,,16287,8395,7892,1993,2298,2477,1774,1530,2193,2055,1049,918,1739847,46.27,-96.95,3744,81.083333,,,,,,15.05,,18.7,,35.12,,-14.131944,-20.125,-7.326389,0.0,306.07,-18.465278,69.92606
