location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_PA_42109,2020-01-01,ChIJ68-JifXezokRiBp2TDjLiwc,Q495595,geoId/42109,US,United States of America,PA,Pennsylvania,42109,Snyder County,US,USA,2,,,,,,,40594,20129,20465,4434,5840,5449,4328,4728,5676,4909,3235,1995,416674,40.77,-77.08,860,81.171429,,,,,6.95,10.1,9.15,9.15,6.0,,7.58,6.31,22.41,11.37,,10.42,,6.0,8.21,,,6.0,6.31,31.57,7.26,6.0,,4.42,5.68,47.35,,,5.68,6.63,,1.955556,-1.644444,6.977778,0.22225,,-4.755556,61.574831
US_PA_42109,2020-01-02,ChIJ68-JifXezokRiBp2TDjLiwc,Q495595,geoId/42109,US,United States of America,PA,Pennsylvania,42109,Snyder County,US,USA,2,,,,,,,40594,20129,20465,4434,5840,5449,4328,4728,5676,4909,3235,1995,416674,40.77,-77.08,860,81.171429,,,,,4.87,10.03,4.87,7.17,6.02,6.88,5.45,5.45,22.93,12.9,4.87,11.18,4.58,5.45,9.17,6.02,,7.74,6.59,30.09,7.74,5.73,,7.45,6.59,43.27,,6.59,6.02,5.16,,0.355556,-5.377778,8.15,0.0,,-4.716667,69.121147
US_PA_42109,2020-01-03,ChIJ68-JifXezokRiBp2TDjLiwc,Q495595,geoId/42109,US,United States of America,PA,Pennsylvania,42109,Snyder County,US,USA,2,,,,,,,40594,20129,20465,4434,5840,5449,4328,4728,5676,4909,3235,1995,416674,40.77,-77.08,860,81.171429,,,,,,9.11,5.25,8.01,5.8,,7.18,5.25,19.33,12.15,,6.35,4.7,,4.42,3.87,,3.87,5.52,29.82,6.9,7.73,6.08,4.97,5.52,30.93,6.35,10.77,6.08,8.56,4.42,6.111111,3.966667,7.85,0.931333,,3.161111,81.589839
US_PA_42109,2020-01-04,ChIJ68-JifXezokRiBp2TDjLiwc,Q495595,geoId/42109,US,United States of America,PA,Pennsylvania,42109,Snyder County,US,USA,2,,,,,,,40594,20129,20465,4434,5840,5449,4328,4728,5676,4909,3235,1995,416674,40.77,-77.08,860,81.171429,,,,,5.67,10.45,4.78,4.78,8.06,,5.08,,20.61,12.24,,5.38,5.97,4.48,4.18,4.78,4.78,6.87,5.38,28.97,11.95,5.97,,5.08,,40.32,,6.87,5.67,4.18,4.48,7.6,4.827778,11.044444,5.503333,,5.961111,89.436705
US_PA_42109,2020-01-05,ChIJ68-JifXezokRiBp2TDjLiwc,Q495595,geoId/42109,US,United States of America,PA,Pennsylvania,42109,Snyder County,US,USA,2,,,,,,,40594,20129,20465,4434,5840,5449,4328,4728,5676,4909,3235,1995,416674,40.77,-77.08,860,81.171429,,,,,6.82,8.68,,7.13,7.75,5.27,6.2,,22.32,12.09,5.58,10.23,5.27,7.13,5.58,,6.2,7.75,7.13,23.25,6.2,4.96,,6.51,,36.26,5.58,7.75,5.89,,,2.694444,0.155556,9.233333,2.3495,,-4.683333,58.597891
US_PA_42109,2020-01-06,ChIJ68-JifXezokRiBp2TDjLiwc,Q495595,geoId/42109,US,United States of America,PA,Pennsylvania,42109,Snyder County,US,USA,2,,,,,,,40594,20129,20465,4434,5840,5449,4328,4728,5676,4909,3235,1995,416674,40.77,-77.08,860,81.171429,,,,,4.11,9.31,,11.5,5.48,6.57,4.93,4.11,23.55,10.13,7.39,9.04,4.66,5.2,6.85,4.11,,5.75,7.12,25.2,6.85,7.39,5.2,5.2,5.48,43.0,4.38,8.22,4.38,4.66,5.2,3.105556,-0.672222,8.45,0.15875,,-4.45,57.970337
US_PA_42109,2020-01-07,ChIJ68-JifXezokRiBp2TDjLiwc,Q495595,geoId/42109,US,United States of America,PA,Pennsylvania,42109,Snyder County,US,USA,2,,,,,,,40594,20129,20465,4434,5840,5449,4328,4728,5676,4909,3235,1995,416674,40.77,-77.08,860,81.171429,,,,,6.45,7.25,3.76,11.02,7.52,6.18,4.57,5.11,15.85,10.75,,6.72,6.45,5.64,6.72,,4.03,11.28,7.52,24.72,4.84,5.11,5.64,,7.52,29.02,,7.25,4.57,,,0.888889,-2.716667,7.655556,0.15875,64.77,-4.75,66.160967
US_PA_42109,2020-01-08,ChIJ68-JifXezokRiBp2TDjLiwc,Q495595,geoId/42109,US,United States of America,PA,Pennsylvania,42109,Snyder County,US,USA,2,,,,,,,40594,20129,20465,4434,5840,5449,4328,4728,5676,4909,3235,1995,416674,40.77,-77.08,860,81.171429,,,,,5.44,8.71,4.9,9.8,5.99,5.17,6.8,4.63,15.79,7.08,,8.17,,4.36,6.53,,,4.36,5.72,25.59,5.99,5.72,,4.9,4.9,33.48,3.81,10.07,7.08,,3.81,-1.711111,-6.988889,3.05,4.98475,44.026667,-5.394444,76.027465
US_PA_42109,2020-01-09,ChIJ68-JifXezokRiBp2TDjLiwc,Q495595,geoId/42109,US,United States of America,PA,Pennsylvania,42109,Snyder County,US,USA,2,,,,,,,40594,20129,20465,4434,5840,5449,4328,4728,5676,4909,3235,1995,416674,40.77,-77.08,860,81.171429,,,,,4.17,7.51,3.89,8.07,8.35,5.84,6.68,,23.09,10.29,,6.95,6.68,4.73,8.9,5.29,,7.51,5.29,25.87,7.23,8.9,4.45,4.45,5.84,32.55,4.45,6.12,5.29,3.89,,-4.794444,-11.088889,1.15,0.395111,46.566667,-12.227778,56.225357
US_PA_42109,2020-01-10,ChIJ68-JifXezokRiBp2TDjLiwc,Q495595,geoId/42109,US,United States of America,PA,Pennsylvania,42109,Snyder County,US,USA,2,,,,,,,40594,20129,20465,4434,5840,5449,4328,4728,5676,4909,3235,1995,416674,40.77,-77.08,860,81.171429,,,,,5.37,4.57,3.76,7.79,6.98,6.72,5.37,4.03,16.66,9.67,6.98,9.94,4.3,4.57,6.18,4.03,5.37,,6.18,22.03,5.64,5.1,5.1,,,36.53,,5.64,5.1,4.03,,0.822222,-7.594444,7.777778,0.0,40.64,-4.416667,68.159025
