location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_OK_40013,2020-01-01,ChIJu5EEKQRpS4YR9JFUq8Ssssk,Q491616,geoId/40013,US,United States of America,OK,Oklahoma,40013,Bryan County,US,USA,2,,,,,,,46481,22710,23771,6115,6165,6657,5772,5288,5529,5241,3750,1964,1822193,33.97,-96.25,2443,76.918182,,,,,,10.16,5.6,4.98,12.03,6.84,6.43,6.01,4.35,3.32,18.04,3.11,10.78,3.52,,8.29,3.94,3.52,5.39,,4.77,5.18,,7.88,23.64,8.09,3.73,6.01,3.11,5.8,6.22,5.39,37.53,,6.22,3.52,4.98,4.15,,,5.882716,1.222222,12.074074,0.0,-2.209877,56.538763
US_OK_40013,2020-01-02,ChIJu5EEKQRpS4YR9JFUq8Ssssk,Q491616,geoId/40013,US,United States of America,OK,Oklahoma,40013,Bryan County,US,USA,2,,,,,,,46481,22710,23771,6115,6165,6657,5772,5288,5529,5241,3750,1964,1822193,33.97,-96.25,2443,76.918182,,,,,,3.64,7.28,3.45,12.25,8.62,6.7,7.47,5.17,,24.89,3.06,16.27,3.64,5.55,10.91,5.17,7.66,5.55,5.17,3.64,4.59,3.06,13.59,29.48,5.17,3.25,6.13,3.83,3.06,9.0,5.93,41.35,3.83,3.83,4.59,4.79,6.32,3.83,4.59,11.228395,9.030864,15.135802,0.0,6.611111,73.289794
US_OK_40013,2020-01-03,ChIJu5EEKQRpS4YR9JFUq8Ssssk,Q491616,geoId/40013,US,United States of America,OK,Oklahoma,40013,Bryan County,US,USA,2,,,,,,,46481,22710,23771,6115,6165,6657,5772,5288,5529,5241,3750,1964,1822193,33.97,-96.25,2443,76.918182,,,,,,6.96,6.78,,15.06,8.66,4.71,6.4,4.33,4.14,20.33,3.2,12.04,4.14,4.52,9.41,3.76,4.89,6.21,5.83,3.58,4.71,3.01,8.09,29.92,6.78,3.76,5.08,3.76,3.95,4.52,5.83,41.78,2.82,6.59,3.76,5.08,7.15,2.82,4.14,9.234568,5.697531,13.969136,0.0,5.222222,76.111243
US_OK_40013,2020-01-04,ChIJu5EEKQRpS4YR9JFUq8Ssssk,Q491616,geoId/40013,US,United States of America,OK,Oklahoma,40013,Bryan County,US,USA,2,,,,,,,46481,22710,23771,6115,6165,6657,5772,5288,5529,5241,3750,1964,1822193,33.97,-96.25,2443,76.918182,,,,,,5.87,6.08,5.24,11.32,5.03,5.03,3.77,4.19,,22.85,6.92,13.21,,4.19,7.55,4.61,4.4,,2.94,4.82,5.66,4.82,9.64,32.07,7.55,5.45,5.66,3.56,,5.87,5.45,37.94,5.45,6.08,5.87,3.56,4.61,3.56,4.4,5.882716,-0.308642,13.333333,0.0,-1.765432,58.178897
US_OK_40013,2020-01-05,ChIJu5EEKQRpS4YR9JFUq8Ssssk,Q491616,geoId/40013,US,United States of America,OK,Oklahoma,40013,Bryan County,US,USA,2,,,,,,,46481,22710,23771,6115,6165,6657,5772,5288,5529,5241,3750,1964,1822193,33.97,-96.25,2443,76.918182,,,,,,6.03,7.9,,12.27,6.66,5.62,7.9,4.37,4.58,21.63,4.58,11.03,3.54,,7.7,4.16,3.12,5.62,3.95,7.28,,,9.57,28.5,5.62,3.74,7.28,4.58,3.54,4.16,6.03,40.77,,6.66,7.07,4.78,5.2,3.54,,8.111111,1.425926,17.808642,0.0,-0.654321,54.181698
US_OK_40013,2020-01-06,ChIJu5EEKQRpS4YR9JFUq8Ssssk,Q491616,geoId/40013,US,United States of America,OK,Oklahoma,40013,Bryan County,US,USA,2,,,,,,,46481,22710,23771,6115,6165,6657,5772,5288,5529,5241,3750,1964,1822193,33.97,-96.25,2443,76.918182,,,,,,5.8,9.56,2.9,9.9,7.17,5.29,3.76,2.9,3.59,14.17,3.42,10.93,5.12,4.95,8.2,4.95,6.15,4.44,7.0,2.9,5.98,3.59,10.07,26.81,6.32,2.56,8.2,3.24,3.24,4.44,7.68,40.12,2.9,9.05,7.0,2.56,4.95,3.76,5.12,7.635802,0.302469,16.530864,0.0,-0.222222,57.675514
US_OK_40013,2020-01-07,ChIJu5EEKQRpS4YR9JFUq8Ssssk,Q491616,geoId/40013,US,United States of America,OK,Oklahoma,40013,Bryan County,US,USA,2,,,,,,,46481,22710,23771,6115,6165,6657,5772,5288,5529,5241,3750,1964,1822193,33.97,-96.25,2443,76.918182,,,,,,4.96,5.98,4.27,12.82,8.38,4.45,4.62,3.08,,16.24,2.91,10.09,3.59,3.42,7.35,5.81,5.81,5.13,5.3,3.08,4.79,4.1,9.57,27.87,5.13,3.93,6.33,,5.47,3.76,6.67,31.12,3.76,7.69,7.35,4.1,4.45,,3.93,7.438272,-0.895062,17.234568,0.0,-3.833333,45.049358
US_OK_40013,2020-01-08,ChIJu5EEKQRpS4YR9JFUq8Ssssk,Q491616,geoId/40013,US,United States of America,OK,Oklahoma,40013,Bryan County,US,USA,2,,,,,,,46481,22710,23771,6115,6165,6657,5772,5288,5529,5241,3750,1964,1822193,33.97,-96.25,2443,76.918182,,,,,,6.47,6.13,5.28,13.45,7.32,3.92,5.45,3.06,,16.86,3.41,8.0,3.23,4.6,10.73,4.26,3.23,5.28,5.28,3.41,4.94,2.55,7.66,29.46,5.79,4.43,5.96,4.09,5.11,4.94,6.64,41.38,5.45,11.58,5.96,5.96,4.94,2.38,3.58,7.993827,-0.259259,17.0,0.0,-4.296296,41.865785
US_OK_40013,2020-01-09,ChIJu5EEKQRpS4YR9JFUq8Ssssk,Q491616,geoId/40013,US,United States of America,OK,Oklahoma,40013,Bryan County,US,USA,2,,,,,,,46481,22710,23771,6115,6165,6657,5772,5288,5529,5241,3750,1964,1822193,33.97,-96.25,2443,76.918182,,,,,,4.91,4.74,3.21,9.81,9.14,5.25,6.26,4.06,,14.38,4.57,8.63,5.58,5.92,9.31,5.75,3.72,5.42,3.55,2.71,4.57,2.37,11.0,33.67,4.06,2.71,7.61,4.4,6.09,7.61,5.92,40.95,3.21,12.86,6.43,6.09,3.55,3.21,,13.944444,11.0,18.283951,0.0,8.648148,70.516244
US_OK_40013,2020-01-10,ChIJu5EEKQRpS4YR9JFUq8Ssssk,Q491616,geoId/40013,US,United States of America,OK,Oklahoma,40013,Bryan County,US,USA,2,,,,,,,46481,22710,23771,6115,6165,6657,5772,5288,5529,5241,3750,1964,1822193,33.97,-96.25,2443,76.918182,,,,,,3.15,7.14,4.98,7.97,5.64,6.97,5.15,4.65,2.49,9.79,2.99,7.47,2.32,3.98,9.63,2.49,3.82,,3.32,2.66,4.48,3.15,7.8,24.24,5.64,3.98,7.64,3.98,5.15,3.49,6.64,40.51,4.15,7.3,5.48,2.99,3.98,3.82,2.99,17.567901,14.197531,20.271605,0.635,16.222222,91.956635
