location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AR_05139,2020-01-01,ChIJu8Sy4FUBMoYRZvJs1yXueYc,Q61129,geoId/05139,US,United States of America,AR,Arkansas,05139,Union County,US,USA,2,,,,,,,39460,19257,20203,5277,5063,4640,4698,4670,5418,5051,2956,1687,1826828,33.187222,-92.591389,2733,74.11,,,,,5.94,10.56,6.6,11.22,8.58,,,8.25,17.82,5.94,10.23,5.28,7.59,5.28,6.93,8.91,,5.94,8.91,8.58,9.24,28.39,4.95,9.57,5.94,5.61,6.6,44.56,5.61,6.27,8.58,,5.61,4.969136,0.271605,11.530864,0.0,,-0.5,67.667973
US_AR_05139,2020-01-02,ChIJu8Sy4FUBMoYRZvJs1yXueYc,Q61129,geoId/05139,US,United States of America,AR,Arkansas,05139,Union County,US,USA,2,,,,,,,39460,19257,20203,5277,5063,4640,4698,4670,5418,5051,2956,1687,1826828,33.187222,-92.591389,2733,74.11,,,,,7.99,10.47,,14.61,9.1,9.92,9.37,7.99,17.91,6.06,13.5,6.06,7.17,10.2,,6.61,6.06,4.13,3.86,6.06,12.68,35.28,9.92,9.37,7.17,6.89,6.89,48.23,8.54,9.92,6.34,5.79,4.96,10.85,8.705556,13.866667,4.953,,7.635802,80.588528
US_AR_05139,2020-01-03,ChIJu8Sy4FUBMoYRZvJs1yXueYc,Q61129,geoId/05139,US,United States of America,AR,Arkansas,05139,Union County,US,USA,2,,,,,,,39460,19257,20203,5277,5063,4640,4698,4670,5418,5051,2956,1687,1826828,33.187222,-92.591389,2733,74.11,,,,,,9.37,5.27,16.4,4.98,6.74,6.44,7.32,19.04,5.86,11.42,5.86,,10.54,4.1,4.69,4.69,4.98,6.15,8.2,11.42,29.0,,6.74,4.98,7.62,4.69,42.76,6.44,9.08,6.15,,5.27,14.816667,12.7,18.116667,21.1455,,13.179012,90.094295
US_AR_05139,2020-01-04,ChIJu8Sy4FUBMoYRZvJs1yXueYc,Q61129,geoId/05139,US,United States of America,AR,Arkansas,05139,Union County,US,USA,2,,,,,,,39460,19257,20203,5277,5063,4640,4698,4670,5418,5051,2956,1687,1826828,33.187222,-92.591389,2733,74.11,,,,,7.3,9.21,,9.53,8.57,5.71,6.99,6.67,14.61,4.76,13.97,6.99,4.45,11.43,,5.08,4.45,5.4,5.4,5.4,7.62,32.7,7.62,10.16,5.08,6.35,6.35,49.53,,6.03,6.03,,7.94,9.744444,3.3,14.788889,1.016,,2.770833,61.626883
US_AR_05139,2020-01-05,ChIJu8Sy4FUBMoYRZvJs1yXueYc,Q61129,geoId/05139,US,United States of America,AR,Arkansas,05139,Union County,US,USA,2,,,,,,,39460,19257,20203,5277,5063,4640,4698,4670,5418,5051,2956,1687,1826828,33.187222,-92.591389,2733,74.11,,,,,6.42,9.95,5.78,8.02,8.98,,,5.13,17.65,,11.55,,6.1,11.87,,6.1,,5.78,8.02,5.13,12.51,29.2,6.42,7.06,,4.49,5.78,43.95,,7.38,4.81,5.78,7.06,8.638889,1.172222,20.772222,0.0,,1.919753,62.898373
US_AR_05139,2020-01-06,ChIJu8Sy4FUBMoYRZvJs1yXueYc,Q61129,geoId/05139,US,United States of America,AR,Arkansas,05139,Union County,US,USA,2,,,,,,,39460,19257,20203,5277,5063,4640,4698,4670,5418,5051,2956,1687,1826828,33.187222,-92.591389,2733,74.11,,,,,4.01,8.55,4.81,12.56,6.41,6.68,5.34,5.08,16.57,4.28,10.96,,,13.09,,9.35,6.68,,5.88,4.01,10.15,28.86,3.74,6.14,,7.21,5.61,39.54,,8.28,6.68,7.48,5.08,10.988889,4.038889,19.344444,0.0,,6.111111,72.03222
US_AR_05139,2020-01-07,ChIJu8Sy4FUBMoYRZvJs1yXueYc,Q61129,geoId/05139,US,United States of America,AR,Arkansas,05139,Union County,US,USA,2,,,,,,,39460,19257,20203,5277,5063,4640,4698,4670,5418,5051,2956,1687,1826828,33.187222,-92.591389,2733,74.11,,,,,5.33,7.18,4.4,13.9,9.03,6.95,3.94,5.33,20.38,,10.19,4.86,5.79,7.87,4.4,5.56,3.71,4.63,3.71,6.02,9.96,27.33,5.09,5.56,4.86,5.33,,39.84,3.47,4.4,5.09,4.4,5.79,9.661111,2.744444,16.777778,0.0,,0.567901,53.202523
US_AR_05139,2020-01-08,ChIJu8Sy4FUBMoYRZvJs1yXueYc,Q61129,geoId/05139,US,United States of America,AR,Arkansas,05139,Union County,US,USA,2,,,,,,,39460,19257,20203,5277,5063,4640,4698,4670,5418,5051,2956,1687,1826828,33.187222,-92.591389,2733,74.11,,,,,4.67,6.67,4.67,9.12,11.35,6.9,7.79,3.78,13.35,3.34,6.67,4.23,7.34,7.12,3.56,5.56,3.56,5.34,,4.89,9.12,27.81,4.0,7.34,4.67,,5.78,42.04,,10.9,5.34,5.56,5.78,6.611111,-1.372222,18.45,0.0,,-0.888889,58.636027
US_AR_05139,2020-01-09,ChIJu8Sy4FUBMoYRZvJs1yXueYc,Q61129,geoId/05139,US,United States of America,AR,Arkansas,05139,Union County,US,USA,2,,,,,,,39460,19257,20203,5277,5063,4640,4698,4670,5418,5051,2956,1687,1826828,33.187222,-92.591389,2733,74.11,,,,,5.04,6.36,,8.77,6.79,5.7,7.67,6.79,14.03,5.04,9.86,3.73,3.94,12.27,4.38,5.26,3.51,5.26,,4.16,8.77,32.44,8.11,3.29,5.04,3.07,7.67,43.4,4.38,11.62,5.26,7.67,5.7,11.5,5.583333,19.111111,0.0,,5.055556,64.721748
US_AR_05139,2020-01-10,ChIJu8Sy4FUBMoYRZvJs1yXueYc,Q61129,geoId/05139,US,United States of America,AR,Arkansas,05139,Union County,US,USA,2,,,,,,,39460,19257,20203,5277,5063,4640,4698,4670,5418,5051,2956,1687,1826828,33.187222,-92.591389,2733,74.11,,,,,4.21,5.05,3.79,9.05,8.84,2.95,,3.37,12.42,2.95,7.58,3.58,4.42,7.37,,3.58,,2.95,4.0,4.63,8.21,22.94,5.05,8.0,5.68,3.16,4.84,32.2,,4.84,4.21,,5.26,18.672222,16.411111,22.133333,0.689429,,15.701389,82.050966
