location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OK_40137,2020-01-01,ChIJv4O7ReJZrYcRdStgNabEhIM,Q495581,geoId/40137,US,United States of America,OK,Oklahoma,40137,Stephens County,US,USA,2,,,,,,,43340,20980,22360,5351,5664,4859,5197,4842,5950,5640,3569,2268,1822243,34.48,-97.86,2308,75.190909,,,,,,,6.84,5.07,7.6,6.08,6.33,7.85,,23.81,4.3,16.46,7.85,6.33,3.8,,7.09,5.32,,5.57,9.62,31.4,6.08,8.61,3.8,,5.57,42.29,,7.09,5.57,4.3,4.81,5.512346,-1.641975,13.253086,0.0,,-2.037037,58.552646
US_OK_40137,2020-01-02,ChIJv4O7ReJZrYcRdStgNabEhIM,Q495581,geoId/40137,US,United States of America,OK,Oklahoma,40137,Stephens County,US,USA,2,,,,,,,43340,20980,22360,5351,5664,4859,5197,4842,5950,5640,3569,2268,1822243,34.48,-97.86,2308,75.190909,,,,,,5.17,5.4,4.0,12.45,10.57,6.81,8.69,4.0,22.09,4.93,14.33,7.05,10.57,5.64,5.17,7.28,6.34,4.93,6.34,11.51,33.6,8.46,7.52,6.11,5.17,4.7,45.35,5.17,5.64,5.64,3.29,6.58,11.253086,6.679012,16.222222,0.0,,5.450617,67.710708
US_OK_40137,2020-01-03,ChIJv4O7ReJZrYcRdStgNabEhIM,Q495581,geoId/40137,US,United States of America,OK,Oklahoma,40137,Stephens County,US,USA,2,,,,,,,43340,20980,22360,5351,5664,4859,5197,4842,5950,5640,3569,2268,1822243,34.48,-97.86,2308,75.190909,,,,,,3.76,8.22,,15.74,6.34,5.64,6.34,4.23,22.32,,12.22,6.11,10.57,4.7,5.17,5.4,6.81,3.29,5.17,9.87,44.64,11.04,8.46,5.4,7.75,8.93,42.06,6.81,7.05,4.46,4.7,5.64,8.82716,5.358025,14.783951,0.0,,2.666667,65.557604
US_OK_40137,2020-01-04,ChIJv4O7ReJZrYcRdStgNabEhIM,Q495581,geoId/40137,US,United States of America,OK,Oklahoma,40137,Stephens County,US,USA,2,,,,,,,43340,20980,22360,5351,5664,4859,5197,4842,5950,5640,3569,2268,1822243,34.48,-97.86,2308,75.190909,,,,,,5.04,6.3,4.54,10.33,4.79,4.28,5.04,5.8,20.92,,11.85,4.28,11.59,4.79,4.28,7.06,5.8,5.54,,7.06,29.23,5.04,8.82,4.28,,5.8,41.33,4.03,7.81,4.54,5.29,8.06,5.450617,-1.351852,13.635802,0.0,,-2.234568,57.868102
US_OK_40137,2020-01-05,ChIJv4O7ReJZrYcRdStgNabEhIM,Q495581,geoId/40137,US,United States of America,OK,Oklahoma,40137,Stephens County,US,USA,2,,,,,,,43340,20980,22360,5351,5664,4859,5197,4842,5950,5640,3569,2268,1822243,34.48,-97.86,2308,75.190909,,,,,,6.31,6.57,4.8,10.1,6.57,5.3,6.82,3.79,18.69,3.54,12.63,6.82,8.08,,4.54,6.31,5.3,4.04,4.29,6.82,27.27,9.34,5.81,4.54,7.83,6.82,42.42,,,,4.29,6.57,8.061728,-0.12963,16.907407,0.0,,-0.703704,54.082619
US_OK_40137,2020-01-06,ChIJv4O7ReJZrYcRdStgNabEhIM,Q495581,geoId/40137,US,United States of America,OK,Oklahoma,40137,Stephens County,US,USA,2,,,,,,,43340,20980,22360,5351,5664,4859,5197,4842,5950,5640,3569,2268,1822243,34.48,-97.86,2308,75.190909,,,,,,5.66,6.92,,11.11,5.03,6.92,11.11,3.35,23.47,,8.8,3.77,13.2,,3.14,9.01,4.82,,5.87,9.01,31.44,11.53,7.33,4.19,5.24,6.08,40.87,5.87,4.19,4.82,6.08,5.45,6.611111,-1.104938,16.024691,0.0,,-1.771605,55.311926
US_OK_40137,2020-01-07,ChIJv4O7ReJZrYcRdStgNabEhIM,Q495581,geoId/40137,US,United States of America,OK,Oklahoma,40137,Stephens County,US,USA,2,,,,,,,43340,20980,22360,5351,5664,4859,5197,4842,5950,5640,3569,2268,1822243,34.48,-97.86,2308,75.190909,,,,,,4.61,3.56,,12.36,8.38,5.03,5.45,5.24,22.83,,11.1,6.7,10.26,4.4,6.28,6.49,3.56,3.56,,9.01,27.02,7.75,4.82,6.7,3.14,6.07,37.9,3.77,6.07,5.45,5.65,6.28,6.358025,-2.888889,17.432099,0.0,,-5.561728,42.494954
US_OK_40137,2020-01-08,ChIJv4O7ReJZrYcRdStgNabEhIM,Q495581,geoId/40137,US,United States of America,OK,Oklahoma,40137,Stephens County,US,USA,2,,,,,,,43340,20980,22360,5351,5664,4859,5197,4842,5950,5640,3569,2268,1822243,34.48,-97.86,2308,75.190909,,,,,,8.33,5.42,3.12,13.54,9.16,4.17,6.46,4.79,16.66,4.79,14.37,3.96,8.54,5.0,6.04,4.79,2.92,,4.58,7.29,37.08,8.75,5.62,5.83,2.92,4.17,37.29,,13.12,4.79,3.96,5.83,7.882716,-1.783951,18.148148,0.0,,-4.518519,41.56565
US_OK_40137,2020-01-09,ChIJv4O7ReJZrYcRdStgNabEhIM,Q495581,geoId/40137,US,United States of America,OK,Oklahoma,40137,Stephens County,US,USA,2,,,,,,,43340,20980,22360,5351,5664,4859,5197,4842,5950,5640,3569,2268,1822243,34.48,-97.86,2308,75.190909,,,,,,5.61,7.89,4.98,11.63,7.27,5.19,4.98,,17.86,4.98,8.51,3.74,10.38,6.44,4.98,3.94,3.74,3.53,4.57,11.42,30.31,8.72,8.51,6.64,5.81,7.68,36.33,2.91,9.97,5.81,4.78,4.78,14.975309,11.401235,21.246914,0.0,,8.376543,64.731521
US_OK_40137,2020-01-10,ChIJv4O7ReJZrYcRdStgNabEhIM,Q495581,geoId/40137,US,United States of America,OK,Oklahoma,40137,Stephens County,US,USA,2,,,,,,,43340,20980,22360,5351,5664,4859,5197,4842,5950,5640,3569,2268,1822243,34.48,-97.86,2308,75.190909,,,,,,3.51,,,10.74,6.82,4.75,6.41,,15.08,,9.5,5.99,9.5,4.96,3.51,4.34,3.72,,5.79,7.85,25.41,5.99,9.3,5.17,5.37,7.23,41.74,4.75,8.47,5.17,3.93,4.75,16.345679,9.765432,22.209877,4.699,,14.228395,87.422835
