location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_autoimmune_disease,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_bruise,search_trends_burn,search_trends_candidiasis,search_trends_chest_pain,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_panic_attack,search_trends_paresthesia,search_trends_perspiration,search_trends_psychosis,search_trends_scar,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48213,2022-06-27,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,32915,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,10,18,,-18,4,2.88,6.42,5.57,3.14,14.21,4.06,8.38,5.48,2.0,2.96,3.11,8.7,5.49,2.3,3.35,,2.49,2.99,,9.3,4.41,6.2,5.66,3.22,5.65,1.66,11.71,7.72,,3.93,4.84,5.61,7.99,2.41,3.75,3.15,1.76,3.63,2.35,3.97,11.55,3.51,25.16,6.38,4.65,11.02,4.14,5.83,5.08,2.47,1.8,6.36,44.78,,2.41,1.78,2.01,1.83,2.33,4.31,10.91,1.71,1.79,3.11,4.33,9.4,6.68,5.79,3.64,4.0,4.45,,29.827778,23.683333,37.383333,0.3556,19.67284,54.671631
US_TX_48213,2022-06-28,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,32915,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,10,22,,-20,5,2.18,6.55,7.92,4.5,13.93,3.37,7.05,5.86,,2.82,2.48,7.38,5.67,2.61,3.48,2.44,3.65,4.0,,9.12,3.45,6.87,4.58,2.2,3.55,1.69,14.9,4.2,2.83,1.99,2.95,5.36,4.71,3.5,5.15,3.79,,4.7,4.03,4.16,12.44,2.17,24.08,4.51,2.61,9.49,4.81,3.33,5.15,4.0,1.88,8.26,49.02,,2.27,2.01,2.21,2.33,2.52,4.14,10.83,4.09,,3.24,3.73,9.32,7.32,6.62,3.11,3.46,4.2,,28.055556,22.072222,33.816667,0.0,15.283951,46.104999
US_TX_48213,2022-06-29,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,32915,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,21,28,,-17,4,3.53,7.02,5.52,7.54,14.35,1.72,8.13,6.41,,4.18,,5.81,4.73,3.3,2.09,,1.91,5.7,1.88,8.52,4.19,5.06,4.31,2.37,4.11,2.45,12.17,5.43,2.9,4.34,5.33,5.51,4.7,3.23,5.36,3.53,,4.93,,2.35,11.37,2.97,37.23,10.29,4.01,10.94,4.05,4.88,4.99,1.89,3.09,7.19,44.26,1.68,1.68,,,2.4,3.78,4.69,11.48,1.76,2.05,1.91,3.71,9.47,6.51,8.09,4.73,4.16,3.55,2.13,27.655556,20.688889,35.072222,0.0,13.123457,41.071061
US_TX_48213,2022-06-30,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,36,32951,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,20,35,,-18,3,3.31,6.45,5.16,4.17,14.84,3.4,8.82,5.09,1.75,4.07,,7.26,5.83,2.7,4.06,1.93,3.09,3.69,,8.56,4.05,6.1,3.5,1.77,4.62,2.84,10.54,7.2,2.23,2.26,2.84,5.79,5.21,3.28,4.66,3.67,1.94,4.1,3.02,3.84,9.59,2.17,29.28,9.97,4.35,12.07,3.72,3.75,5.34,3.71,2.19,5.38,46.45,1.76,2.1,2.48,,1.94,,5.47,10.29,2.1,4.45,2.2,1.7,9.02,5.76,6.8,4.32,3.97,4.01,,28.877778,22.1,35.933333,0.0,17.388889,50.145542
US_TX_48213,2022-07-01,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,32951,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,25,43,,-18,4,,6.8,6.25,6.04,13.55,4.02,6.55,5.85,1.94,3.53,1.8,8.4,4.09,1.84,1.8,1.74,,,,8.64,4.62,5.17,3.76,2.84,4.35,2.09,11.37,4.68,,2.81,4.31,4.94,6.25,1.92,3.95,3.73,1.69,1.91,3.53,3.35,9.77,2.38,26.45,7.11,2.58,9.18,4.03,4.46,4.29,3.15,2.43,4.87,40.95,,2.54,2.1,2.11,,2.67,4.27,8.56,,,1.71,5.82,8.41,6.54,7.64,3.68,3.55,2.28,2.16,28.022222,21.911111,34.744444,1.241778,20.833333,65.045645
US_TX_48213,2022-07-02,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,32951,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,16,47,,-12,2,2.9,4.97,3.37,6.46,13.21,2.31,6.62,3.76,2.73,3.23,,5.09,3.96,2.86,3.05,3.14,3.26,3.34,2.37,10.42,4.15,5.17,3.39,3.11,4.72,3.47,11.32,5.28,3.08,2.65,3.92,4.67,4.89,2.57,4.38,5.06,,5.3,3.24,2.83,6.41,,25.33,5.51,3.1,11.07,4.1,3.28,3.29,1.86,1.93,3.99,39.62,,1.66,1.97,2.08,1.78,1.74,4.6,9.34,,2.08,2.53,3.54,7.26,5.61,5.48,3.87,3.49,2.53,2.57,27.661111,22.511111,33.922222,0.0,22.185185,72.270755
US_TX_48213,2022-07-03,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,32951,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,15,53,,-8,0,2.2,5.05,6.5,3.87,16.52,3.0,6.99,6.89,1.84,2.2,,4.88,4.27,2.19,3.48,2.52,4.01,2.87,,8.85,3.92,4.75,5.31,2.38,3.82,2.44,10.93,5.41,,2.78,2.97,4.74,2.87,2.9,4.56,5.19,1.55,4.93,1.66,2.61,6.83,,23.99,6.4,3.37,10.31,2.18,4.59,4.01,2.99,3.05,3.62,45.17,1.7,3.43,2.66,2.15,2.71,2.75,5.21,8.6,,,1.7,3.09,8.05,5.53,7.65,4.21,2.86,2.17,,29.916667,24.883333,37.3,3.7846,22.111111,63.211179
US_TX_48213,2022-07-04,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,32951,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,1,20,,-68,16,,9.96,5.79,5.33,17.35,2.47,6.64,4.69,1.56,4.73,2.09,6.4,5.54,2.71,3.36,2.23,4.46,4.32,1.77,9.46,4.78,5.14,5.44,3.34,4.46,3.26,9.99,6.15,1.88,1.7,4.14,5.24,5.72,2.9,4.66,3.92,2.31,4.04,1.99,4.47,8.07,2.27,26.87,6.95,3.58,12.02,3.62,3.8,3.95,3.08,2.36,5.58,44.73,,1.92,3.1,2.26,3.43,2.44,5.18,11.98,2.8,2.87,2.67,2.77,7.32,4.46,5.01,2.32,3.33,4.15,3.13,30.944444,24.383333,36.972222,0.0,20.481481,53.909886
US_TX_48213,2022-07-05,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,32951,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,19,27,,-26,6,3.38,5.85,6.3,5.27,16.77,4.88,7.83,5.79,3.84,4.21,,6.77,5.77,2.53,4.59,,4.17,3.21,1.9,11.38,4.39,6.51,3.12,2.58,5.43,4.45,9.71,6.42,2.66,2.17,3.94,6.56,3.55,,4.3,5.96,1.89,5.23,3.16,2.7,12.94,1.55,25.59,5.66,3.33,12.28,4.29,3.54,7.41,2.56,1.87,6.21,44.98,1.95,2.27,2.42,1.69,3.35,2.24,5.27,11.5,1.99,1.95,2.53,2.88,6.9,4.7,6.54,3.79,4.64,3.98,,30.683333,24.2,37.183333,0.0,20.401235,54.370887
US_TX_48213,2022-07-06,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,32951,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,22,23,,-22,5,1.9,6.23,5.46,4.31,16.31,3.79,9.45,5.79,2.88,5.26,,6.56,4.71,1.68,4.97,2.77,2.31,3.3,1.66,9.23,4.42,6.74,4.92,3.77,4.68,3.33,13.47,3.85,3.58,2.78,5.07,6.69,4.96,2.04,4.23,4.59,2.36,4.41,1.7,3.38,8.99,2.3,31.04,7.53,4.08,11.19,3.48,3.25,5.42,2.81,3.52,7.4,47.07,2.75,2.78,2.73,3.83,,2.42,4.15,10.03,2.52,2.08,2.07,3.45,7.42,8.37,6.58,4.53,3.82,4.16,2.09,31.133333,24.944444,37.927778,0.0,19.858025,51.355045
US_TX_48213,2022-07-07,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,35,32986,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,18,28,,-20,3,3.16,7.57,5.84,4.47,14.64,4.03,8.9,6.58,,4.62,,6.08,5.17,1.77,3.94,1.84,2.78,3.33,2.81,10.83,3.82,6.34,3.62,2.21,5.19,2.89,10.41,6.05,3.46,4.45,4.41,5.18,6.73,,3.84,5.3,2.93,5.62,,1.99,8.42,2.39,27.83,7.31,4.25,12.13,4.31,4.72,6.2,3.17,2.18,5.53,41.94,2.73,2.87,3.82,1.68,2.64,3.04,5.39,9.09,1.74,2.69,4.14,2.38,7.27,5.06,6.5,3.77,2.32,4.4,2.4,31.3,25.255556,37.816667,0.2032,20.734568,53.614051
US_TX_48213,2022-07-08,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,32986,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,9,24,,-18,5,2.17,5.81,5.45,4.56,12.64,4.13,8.33,5.65,,2.38,2.5,5.28,4.92,2.22,6.35,2.21,2.75,4.12,1.71,9.04,5.73,5.11,4.46,3.12,4.27,2.58,11.6,6.17,2.29,2.43,4.37,3.38,3.93,,4.2,4.77,3.01,4.92,3.2,3.6,12.48,3.57,29.55,6.59,5.04,10.92,2.54,1.88,4.79,3.06,2.81,5.9,44.39,,3.95,2.62,,3.03,,4.7,7.87,,2.0,2.35,2.45,9.16,6.61,6.29,4.83,4.46,3.75,1.77,31.977778,25.705556,38.738889,0.0,20.45679,50.576848
US_TX_48213,2022-07-09,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,32986,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,4,23,,-4,3,,6.08,6.5,6.36,13.98,2.62,5.03,3.89,,2.21,2.01,5.72,4.39,2.05,4.36,2.38,3.22,3.72,2.23,8.6,6.24,3.84,4.32,2.63,3.38,4.73,8.85,5.97,3.5,2.39,3.71,5.82,4.78,1.83,5.3,4.75,,2.92,,3.84,8.21,,25.7,7.3,2.53,11.09,4.21,3.4,3.3,2.77,4.0,5.25,42.0,1.85,2.28,4.91,2.28,2.15,2.0,5.18,11.54,1.8,,3.39,2.56,6.21,4.28,5.46,3.0,3.43,3.38,,32.894444,25.911111,40.65,0.0762,19.882716,46.308995
US_TX_48213,2022-07-10,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,32986,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,9,24,,-4,3,2.69,7.39,5.48,3.51,12.6,2.83,6.91,5.95,3.02,2.5,,3.88,4.71,3.37,2.04,2.03,2.38,2.12,,7.98,5.75,3.85,3.47,1.69,3.76,4.08,9.05,5.7,,3.23,4.36,6.99,5.7,2.81,4.76,5.01,,3.4,,3.21,9.45,,25.66,6.29,4.04,10.04,1.7,4.21,3.36,2.35,1.87,6.17,40.73,,2.52,3.28,,,1.67,6.42,10.12,,2.46,2.51,3.29,7.76,6.7,5.74,3.54,3.35,2.43,3.18,32.944444,25.622222,39.588889,0.0254,20.074074,47.038801
US_TX_48213,2022-07-11,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,32986,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,12,19,,-19,5,1.77,5.83,6.85,4.8,13.9,3.52,6.81,5.42,2.86,2.38,1.86,5.54,5.72,2.46,3.2,,,4.63,,9.13,5.55,5.91,4.32,1.97,4.91,3.87,12.45,4.11,2.93,2.87,4.93,4.48,3.78,2.0,4.07,3.07,2.93,4.32,2.95,3.77,9.27,2.64,27.39,6.62,5.16,10.71,4.7,3.9,6.12,2.06,2.57,8.68,40.45,,1.8,2.46,1.9,3.67,,3.55,8.89,2.2,2.55,2.52,3.5,8.41,6.87,7.09,3.52,2.55,4.3,,31.733333,25.127778,39.011111,0.0,21.487654,55.144382
US_TX_48213,2022-07-12,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,32986,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,12,24,,-21,5,3.47,5.31,7.52,4.17,13.01,2.27,8.37,5.94,3.38,3.68,2.22,6.51,4.81,2.73,3.29,,3.05,2.5,2.18,9.24,5.44,4.57,3.18,2.89,5.42,3.04,13.48,6.18,2.96,4.63,3.53,3.91,4.2,,3.7,3.46,2.53,4.58,3.02,3.04,9.76,2.07,23.7,6.26,2.49,10.37,3.84,5.39,5.39,3.22,2.64,6.91,44.48,,2.48,2.56,,2.43,,5.25,10.31,2.54,3.58,3.18,3.53,7.02,6.52,7.18,3.03,3.05,4.21,1.78,32.505556,24.622222,40.234568,0.0,19.203704,45.834363
US_TX_48213,2022-07-13,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,32986,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,18,24,,-18,5,3.63,6.04,9.11,5.14,13.98,3.73,7.69,5.86,2.49,3.96,2.21,8.23,4.66,,4.42,2.5,3.69,5.13,2.85,9.23,5.41,5.59,4.58,2.09,4.45,3.26,15.44,3.95,3.69,2.59,4.13,5.14,5.13,2.01,4.12,4.38,1.71,4.43,2.1,2.98,11.71,2.56,32.04,5.09,5.13,10.15,4.92,3.54,4.27,3.69,3.19,6.09,45.12,,2.0,3.19,1.99,3.0,1.77,6.53,9.34,,3.02,3.13,3.37,7.78,7.47,7.63,5.48,3.88,3.25,1.84,32.394444,24.244444,40.477778,0.0,17.765432,42.003825
US_TX_48213,2022-07-14,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,44,33030,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,11,21,,-18,5,2.51,5.59,5.39,4.22,12.09,3.04,7.55,7.19,2.27,3.66,2.6,6.96,6.26,3.16,2.18,2.5,,4.55,,7.98,3.86,4.23,4.06,2.06,4.4,,12.15,4.57,2.44,1.72,3.23,5.55,5.05,2.75,3.98,3.05,2.38,3.79,2.3,3.8,10.28,2.56,24.87,5.64,4.89,8.71,3.84,5.41,4.86,2.25,2.17,7.49,46.7,1.65,2.32,3.62,,,1.8,5.3,9.46,2.87,2.08,1.83,4.65,5.51,8.02,6.61,2.92,3.87,3.38,2.53,29.338889,22.116667,39.25,0.0,20.246914,58.011235
US_TX_48213,2022-07-15,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,33030,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,7,20,,-15,6,2.03,5.75,6.24,5.29,14.45,6.32,9.13,7.84,2.95,3.44,1.72,6.39,3.67,3.38,4.21,4.17,4.45,3.99,2.3,8.62,5.01,5.41,4.0,2.68,5.94,2.05,13.4,4.56,2.79,3.96,4.94,3.52,4.57,2.32,4.96,4.33,1.68,3.57,1.77,4.28,11.56,2.45,26.52,7.43,3.51,10.48,3.16,6.03,5.11,3.29,3.04,5.55,45.11,2.36,2.48,3.16,2.21,2.13,2.2,2.71,10.14,2.53,1.9,1.93,2.42,7.18,6.77,7.07,,3.83,3.08,2.6,28.461111,21.888889,35.844444,5.5626,20.419753,61.855903
US_TX_48213,2022-07-16,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,33030,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,6,26,,1,3,3.53,5.26,6.25,4.32,13.84,3.31,8.44,5.3,1.93,,2.57,5.75,5.8,3.05,3.29,2.4,,1.97,,9.23,3.58,5.56,5.58,,3.16,2.01,11.15,5.51,1.87,3.59,2.97,3.91,4.41,,5.82,4.81,1.84,4.31,,4.61,8.62,2.07,27.11,4.8,3.48,11.69,2.32,5.43,4.79,1.83,2.36,6.2,40.01,,2.29,3.59,,,,5.18,10.47,,,1.95,2.89,8.0,5.72,6.45,3.21,3.82,2.66,2.4,29.583333,23.2,36.694444,0.0,20.641975,58.634489
US_TX_48213,2022-07-17,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,33030,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,6,25,,-2,3,2.7,6.05,8.17,5.37,13.59,2.86,7.58,5.58,1.87,3.32,,6.83,3.12,3.36,2.87,1.84,2.7,2.58,,11.61,4.53,6.72,4.85,2.18,4.39,1.72,13.01,4.58,2.24,3.11,3.47,5.26,5.81,2.79,3.33,3.47,,4.15,2.12,3.62,7.16,1.91,27.9,6.28,4.04,10.62,2.47,2.84,4.04,2.23,2.75,5.55,42.13,,2.87,1.77,,,2.48,4.89,7.19,1.97,,3.65,4.59,6.87,6.83,6.01,3.69,3.49,4.81,,31.227778,24.727778,38.372222,0.0,18.765432,47.576269
US_TX_48213,2022-07-18,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,33030,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,7,14,,-19,9,3.23,6.64,5.08,6.2,17.3,5.42,8.14,5.37,2.92,3.5,,7.42,4.81,2.81,3.34,1.6,2.45,3.41,,9.37,6.37,5.99,4.29,3.02,2.98,4.29,10.79,5.81,2.33,3.81,3.5,4.99,4.92,1.59,5.61,5.19,2.11,4.89,3.0,3.03,12.04,2.49,29.58,7.96,2.34,12.77,3.52,5.81,5.37,2.78,2.42,4.97,45.87,1.95,2.65,2.93,1.74,2.24,,6.54,10.39,2.14,3.71,2.89,4.99,5.93,7.91,7.14,3.99,3.75,3.76,,32.088889,25.833333,39.566667,0.0,18.141975,43.667253
US_TX_48213,2022-07-19,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,33030,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,7,19,,-21,11,2.89,5.43,6.38,2.65,12.06,5.15,7.24,6.55,,3.43,,6.71,6.47,3.33,2.66,,3.68,4.42,2.46,8.18,4.1,6.4,3.61,,4.11,1.74,12.58,5.29,3.21,3.45,1.86,4.99,4.53,2.19,4.38,4.56,,5.56,2.27,1.92,11.48,3.2,28.59,7.38,3.81,10.21,3.35,4.46,4.85,4.52,2.68,6.89,44.22,1.6,1.97,2.47,2.05,1.76,1.95,4.37,8.14,2.9,2.21,,3.97,8.38,7.08,6.47,5.06,3.1,2.88,2.02,32.738889,26.238889,39.761111,0.0,19.117284,44.754251
US_TX_48213,2022-07-20,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,33030,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,18,20,,-18,5,3.06,4.7,6.88,4.75,13.02,2.96,7.84,6.01,2.17,3.26,2.12,5.3,5.96,4.26,4.23,2.24,3.79,2.29,1.65,9.32,5.26,4.4,4.38,3.24,5.41,3.75,12.27,6.19,2.86,4.69,3.83,5.76,6.27,2.45,3.73,6.84,,4.95,3.02,2.49,10.93,,33.26,7.23,3.74,11.88,3.25,6.58,5.66,2.55,,6.12,46.88,2.64,2.76,2.74,2.0,3.03,3.24,7.72,10.99,2.78,3.12,2.58,3.73,6.91,7.54,7.52,3.62,3.87,3.3,1.84,32.733333,25.688889,40.222222,0.0,20.012346,47.157981
US_TX_48213,2022-07-21,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,47,33077,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,16,23,,-16,4,2.23,4.74,5.34,4.57,12.98,4.32,8.97,6.49,1.76,4.55,1.78,7.16,6.26,3.85,3.43,2.32,,2.83,1.92,10.06,4.65,5.31,5.04,2.6,7.0,2.43,11.33,5.01,2.27,3.85,4.2,5.39,5.82,2.74,4.0,3.61,3.5,3.98,4.58,3.31,10.15,2.51,34.86,6.62,4.46,11.87,3.73,5.29,5.9,2.13,2.44,7.33,43.27,,1.88,2.02,2.45,2.01,2.85,7.4,10.16,3.11,3.37,2.99,2.96,6.65,6.68,6.76,4.08,3.05,2.2,2.7,32.055556,26.35,38.85,0.0,20.419753,50.356496
US_TX_48213,2022-07-22,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,33077,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,10,23,,-16,6,1.97,5.7,7.12,5.14,13.54,3.4,11.59,5.44,1.94,2.21,2.46,4.89,5.2,2.69,3.6,3.25,1.85,2.35,2.03,8.64,4.4,4.66,3.04,,4.38,2.53,13.29,6.08,2.15,5.76,3.57,5.32,4.53,3.7,4.68,5.29,2.29,5.92,2.68,2.46,10.33,2.02,26.73,5.62,5.43,8.34,3.04,5.3,7.59,2.19,1.89,6.15,43.4,3.24,2.76,2.68,,,,4.98,9.82,2.46,3.06,2.31,2.65,6.9,6.88,8.26,3.65,3.13,3.4,1.81,30.177778,25.144444,35.933333,0.0,20.95679,58.806015
US_TX_48213,2022-07-23,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,,,,,0,33077,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,8,21,,-1,4,2.28,5.04,5.52,4.96,11.4,2.84,7.73,6.1,2.13,3.05,1.69,5.85,4.59,1.78,1.99,2.37,2.05,3.37,1.72,8.39,5.77,4.39,2.82,3.01,4.14,2.53,11.25,4.74,2.39,6.42,4.02,5.54,4.46,2.48,3.87,2.94,,6.01,2.08,4.34,9.42,,21.98,5.01,3.35,8.54,2.27,4.98,5.66,3.02,2.5,5.99,40.77,3.05,2.05,,1.92,2.53,2.63,4.81,7.52,,2.98,2.5,3.67,7.15,6.1,6.89,2.77,3.66,3.79,,28.883333,23.216667,37.327778,0.0254,20.91358,62.201656
