location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_autoimmune_disease,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_bruise,search_trends_burn,search_trends_candidiasis,search_trends_chest_pain,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_dizziness,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_hypothyroidism,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_panic_attack,search_trends_paresthesia,search_trends_perspiration,search_trends_psychosis,search_trends_scar,search_trends_sinusitis,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48213,2020-08-05,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,5,0,609,11,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,5,5,,-27,6,2.87,5.37,7.28,4.06,15.87,2.63,8.59,5.85,2.15,3.22,,7.28,5.73,1.79,2.98,,2.75,3.7,,7.76,2.63,5.85,3.34,4.18,5.61,3.58,11.58,4.06,2.03,3.46,1.67,6.09,3.34,2.63,4.18,4.06,2.27,4.06,2.51,3.1,8.83,,25.18,6.92,2.63,11.22,3.58,4.89,2.98,2.51,2.98,8.47,42.97,2.03,1.79,1.91,,2.15,1.79,4.54,9.43,,2.51,2.27,1.79,6.21,6.45,4.54,3.58,2.15,4.77,2.15,27.55,23.661111,33.0,0.0,19.820988,63.526953
US_TX_48213,2020-08-06,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,12,0,621,11,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,1,2,,-26,4,2.76,6.71,9.35,2.76,14.27,3.24,9.47,7.67,3.48,3.36,2.04,4.56,3.84,,3.24,3.96,2.04,2.52,,6.83,4.08,3.72,4.32,3.12,4.2,2.64,10.79,5.28,2.28,2.88,3.12,4.08,2.64,2.4,3.24,4.56,2.76,2.88,2.04,3.12,9.95,2.64,27.1,7.07,3.72,11.75,2.28,5.04,4.44,3.72,,7.07,43.05,2.28,2.16,1.68,3.36,2.52,,5.4,9.71,,2.04,2.16,4.08,8.75,6.95,4.2,3.96,2.28,3.12,,27.983333,22.927778,35.405556,0.0254,21.91358,70.089147
US_TX_48213,2020-08-07,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,12,1,633,12,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,-3,3,,-27,6,5.67,4.07,8.99,3.57,11.7,,7.88,5.05,2.96,2.09,,4.8,4.19,2.34,2.83,2.83,3.82,2.83,2.34,7.88,3.57,5.3,2.59,2.83,4.07,,9.73,4.31,2.22,3.33,2.46,6.04,2.71,3.7,5.54,3.82,2.22,5.79,2.83,4.19,8.01,,27.35,7.51,4.68,10.22,3.82,3.82,6.04,,2.09,5.17,43.12,,1.97,2.71,2.22,,,4.56,8.5,1.73,3.45,,2.46,8.25,5.05,5.05,2.71,3.08,3.2,2.22,29.805556,24.227778,35.922222,0.0,21.679012,61.857533
US_TX_48213,2020-08-08,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,8,0,641,12,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,-5,5,,-12,2,2.51,5.27,8.53,11.92,12.67,2.51,7.28,6.53,,2.26,,5.9,3.51,2.76,3.26,2.26,3.39,4.02,1.76,7.15,4.27,3.77,4.14,3.51,4.89,,7.4,4.14,,,3.39,5.14,3.26,1.76,4.39,4.77,2.76,4.52,2.13,3.39,7.28,1.88,22.21,11.17,4.14,8.66,2.51,3.51,4.27,2.51,2.13,5.14,35.76,1.76,,2.89,,2.38,2.26,3.64,8.16,1.76,2.51,,2.26,6.9,4.89,5.14,3.77,2.51,,,29.966667,24.322222,35.661111,0.0,21.444444,60.435295
US_TX_48213,2020-08-09,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,641,12,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,-4,5,,-16,2,2.46,5.89,9.09,5.16,14.37,1.84,7.0,6.02,1.72,2.58,1.97,4.67,4.54,3.56,2.46,,3.93,2.46,2.7,5.77,3.81,3.81,2.58,,4.79,2.33,8.97,5.4,,2.09,3.81,4.05,5.16,2.58,3.81,6.14,,1.97,1.97,3.44,7.37,2.21,25.55,4.54,4.18,9.95,2.7,4.42,3.56,1.97,2.21,5.28,44.34,1.84,1.72,2.21,,2.95,,4.42,10.69,2.21,2.21,,2.09,8.23,4.79,3.69,3.81,2.95,2.09,3.44,29.753086,24.555556,35.87037,0.0,21.75,62.433291
US_TX_48213,2020-08-10,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,641,12,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,-6,-3,,-28,5,2.95,2.27,7.95,5.22,12.38,2.95,9.2,4.54,3.18,2.5,,5.34,6.13,1.7,2.95,2.04,1.59,2.27,,8.18,4.09,4.32,,2.84,4.2,3.86,9.99,3.63,2.04,3.52,4.32,6.02,3.07,,5.11,4.43,2.61,4.54,3.52,2.61,8.4,1.82,28.16,5.68,3.07,10.45,3.63,3.52,4.66,2.73,1.59,5.56,39.63,2.73,2.73,3.52,2.38,,2.5,5.56,10.67,,3.41,,2.27,7.15,5.34,5.11,2.38,1.82,3.75,4.2,30.422222,25.355556,36.316667,0.0,21.703704,59.803383
US_TX_48213,2020-08-11,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,641,12,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,-5,6,,-28,6,3.41,5.29,7.29,4.35,14.11,2.82,7.64,5.88,3.29,3.17,1.88,5.88,4.94,2.82,3.76,2.59,4.23,3.29,1.76,8.46,4.7,4.82,4.35,2.7,4.0,2.94,10.11,2.82,,4.0,3.76,4.7,6.35,2.82,4.12,4.35,2.47,4.47,2.82,3.88,7.76,2.94,24.92,6.35,4.12,9.29,3.06,4.82,4.82,1.88,1.88,6.23,43.38,1.76,1.65,2.23,,,2.47,6.94,9.64,1.76,2.47,2.23,2.12,6.35,5.76,4.7,5.05,3.88,3.17,,30.261111,25.161111,36.488889,0.0,21.919753,61.105232
US_TX_48213,2020-08-12,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,16,0,657,12,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,0,5,,-26,6,2.67,5.8,6.5,3.83,12.65,2.44,8.59,5.8,2.44,1.97,,6.27,4.53,1.62,3.83,,2.44,2.67,1.74,6.04,3.71,4.29,5.46,2.79,3.6,2.44,10.68,5.46,2.21,3.48,2.44,5.22,4.29,,3.71,3.95,1.74,5.57,,3.02,8.94,2.55,25.89,7.43,3.48,11.14,3.25,3.95,5.69,,2.55,4.76,44.34,,2.67,3.02,,2.55,,4.99,10.33,1.97,1.97,,1.97,7.31,6.27,4.76,3.6,3.71,3.83,1.74,30.4,25.488889,36.027778,0.0,22.512346,63.014361
US_TX_48213,2020-08-13,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,7,0,664,12,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,-4,2,,-27,5,,3.98,7.74,3.63,11.48,2.58,8.91,5.27,2.34,3.4,2.58,9.26,4.69,2.23,3.87,2.34,2.69,1.99,2.58,9.26,4.34,4.34,2.93,2.23,5.51,2.11,12.19,5.62,2.34,2.46,3.28,5.16,5.39,2.11,4.8,3.05,1.64,5.98,,3.52,11.6,2.11,25.78,4.92,3.98,10.66,3.98,4.92,5.16,2.81,,5.62,38.79,1.76,2.11,3.87,1.99,3.63,2.69,4.22,7.85,3.05,,,2.81,7.97,5.51,5.04,1.76,2.34,5.04,1.76,30.444444,24.766667,37.683333,0.381,22.716049,63.598781
US_TX_48213,2020-08-14,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,13,0,677,12,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,-4,1,,-26,6,,3.62,7.48,4.71,12.55,2.9,7.0,6.63,2.41,2.17,,5.55,3.62,,3.38,,2.29,2.9,,7.36,4.46,3.38,3.38,2.17,3.62,1.81,10.98,4.46,,2.29,3.14,5.19,3.98,1.93,4.1,3.98,1.69,4.34,2.05,3.5,8.45,1.69,26.42,4.34,3.26,8.08,2.53,3.74,4.34,1.69,2.53,4.1,37.28,,2.41,2.65,,3.14,,4.1,7.48,1.69,2.41,,3.38,7.84,6.39,4.34,4.34,3.38,2.41,2.29,30.9,25.116667,37.194444,0.0,21.191358,56.303947
US_TX_48213,2020-08-15,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,20,0,697,12,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,-3,7,,-13,3,1.75,5.64,7.39,11.02,10.65,,7.14,6.26,2.38,2.63,,4.88,3.26,2.0,2.5,,3.38,3.01,,7.51,6.01,3.76,3.51,3.88,4.76,1.75,9.39,5.14,2.76,,4.38,5.14,3.38,1.88,4.88,4.76,,3.76,,,7.26,1.75,21.29,5.51,4.88,7.39,2.0,3.51,3.01,2.5,2.38,5.76,36.2,3.26,2.5,2.25,2.76,2.76,,3.51,7.26,2.13,4.38,2.63,1.88,5.76,4.88,5.26,5.14,2.63,2.63,,31.172222,25.005556,39.055556,0.0,21.364198,56.173403
US_TX_48213,2020-08-16,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,697,12,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,-9,5,,-13,3,2.21,5.16,7.62,12.41,12.65,2.21,9.34,6.39,1.84,3.81,1.72,5.4,4.42,2.21,3.19,1.84,2.46,2.7,1.97,7.37,3.81,5.53,4.79,2.09,3.07,,14.37,5.4,2.09,4.67,3.56,4.3,3.44,,3.19,5.16,,4.91,2.46,2.83,7.74,,22.36,7.98,3.44,9.34,2.21,3.32,2.7,2.09,,5.04,41.02,1.72,,2.7,1.72,2.83,1.97,4.67,8.72,2.09,2.95,,3.44,6.14,2.95,4.05,3.07,2.83,2.95,3.07,31.538889,24.561111,38.911111,0.0,21.722222,56.279877
US_TX_48213,2020-08-17,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,697,12,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,-28,5,2.83,4.76,6.57,4.19,11.56,1.93,8.95,5.67,1.81,4.19,,6.01,5.1,1.7,2.95,,1.7,1.93,1.59,7.03,4.08,3.85,3.74,2.15,5.1,2.38,13.83,4.19,1.59,2.49,3.29,3.97,2.49,2.04,4.42,2.83,,6.69,2.15,4.53,8.61,2.72,23.8,4.99,4.42,7.71,2.38,4.42,5.1,2.04,2.49,5.33,41.82,2.49,2.49,1.7,,1.59,,5.21,8.05,1.93,2.04,,2.72,6.23,5.55,5.67,3.29,2.27,3.06,1.59,26.894444,21.127778,35.233333,10.8712,20.154321,66.282256
US_TX_48213,2020-08-18,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,15,1,712,13,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,-25,5,2.63,4.8,6.63,5.03,8.91,2.63,7.43,6.63,2.29,3.31,,6.4,5.6,2.29,2.29,2.06,,1.71,,7.54,3.77,3.88,3.66,1.94,2.74,2.97,10.63,5.26,,3.08,3.77,5.14,4.23,1.71,3.77,3.66,1.94,5.26,2.63,2.74,10.63,2.51,24.45,4.68,2.63,8.57,4.68,4.46,4.68,2.63,,4.91,38.96,,1.94,2.06,1.71,,,4.91,7.54,3.54,2.63,,3.54,6.63,5.83,5.37,2.74,2.51,3.31,1.94,27.955556,22.316667,34.655556,1.0922,19.654321,60.958587
US_TX_48213,2020-08-19,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,14,0,726,13,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,-25,4,2.12,4.57,6.24,5.57,12.91,2.45,8.24,6.35,1.56,2.56,,4.12,3.67,1.89,3.79,,,3.67,1.78,8.68,5.57,5.01,2.67,3.23,4.23,2.34,11.47,4.45,2.0,2.12,4.12,5.34,3.79,2.67,5.01,3.9,2.23,3.12,3.01,3.79,8.13,3.23,27.72,6.68,3.45,8.68,,4.79,4.34,1.56,2.45,5.34,38.52,1.89,1.89,2.78,1.89,2.45,1.67,3.56,7.46,2.34,1.89,1.78,3.67,6.68,5.9,5.57,2.56,2.56,2.67,,26.955556,19.922222,33.472222,0.0,14.617284,47.112396
US_TX_48213,2020-08-20,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,15,0,741,13,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,-24,4,2.36,4.94,8.09,4.94,9.21,1.91,5.73,5.95,1.8,4.27,2.25,4.72,4.38,2.02,3.48,,2.47,3.48,,8.42,3.48,4.16,3.71,2.25,5.39,3.26,11.9,4.72,1.68,2.81,2.81,5.39,4.16,1.91,4.94,4.27,,5.5,2.36,2.92,7.75,2.13,30.66,4.72,3.03,7.07,2.92,5.84,3.71,2.25,2.69,4.72,35.48,,1.68,1.57,2.02,2.13,1.91,4.38,5.05,1.68,,,1.91,6.29,4.72,4.6,3.48,1.8,3.14,1.91,26.116667,19.783333,32.716667,0.0,16.12963,54.388475
US_TX_48213,2020-08-21,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,4,1,745,14,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,-1,,,-24,5,3.93,4.15,8.64,3.59,11.68,2.58,6.17,6.85,3.03,2.69,,6.17,2.13,1.91,,,3.26,3.03,,7.63,4.15,3.03,3.26,2.13,4.83,2.36,9.88,4.15,,4.38,3.14,4.71,3.93,1.68,3.82,3.71,2.13,5.39,1.8,2.36,7.86,2.13,29.41,4.71,3.71,8.53,1.8,3.03,4.27,2.36,2.25,4.49,36.6,2.47,2.36,,,2.47,1.68,5.72,8.2,2.36,2.36,1.68,1.68,5.05,4.83,5.28,4.38,2.81,3.26,1.57,25.777778,17.755556,33.35,0.0,15.981481,54.929137
US_TX_48213,2020-08-22,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,10,1,755,15,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,-3,,,,2,,4.3,7.46,4.42,14.92,,8.09,3.92,,1.77,,6.45,3.79,2.91,2.4,3.54,2.65,4.55,,7.58,3.92,3.29,3.79,2.02,3.54,2.02,8.34,3.92,,1.9,2.02,6.45,3.79,2.4,2.78,3.41,2.4,5.69,,2.15,9.48,2.27,20.1,6.07,2.78,11.76,2.27,4.04,3.92,2.4,1.9,4.55,39.95,,,,,2.27,,4.8,9.86,,,2.53,2.91,7.58,4.68,5.82,3.67,2.53,2.91,1.9,26.788889,20.594444,34.416667,0.0,17.006173,55.164191
US_TX_48213,2020-08-23,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,755,15,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,2,2.83,5.9,9.09,5.28,13.88,,8.11,8.11,2.83,2.7,,5.16,2.58,,3.93,2.21,2.83,3.19,1.72,8.72,5.28,5.65,2.95,1.72,5.28,2.95,12.65,3.56,2.7,2.21,2.58,7.0,4.91,2.95,2.83,2.58,2.46,4.42,,2.83,6.26,2.46,24.57,6.63,3.32,9.09,2.33,3.32,3.81,3.19,2.58,3.69,40.9,1.97,,3.19,1.97,1.97,,4.3,8.6,4.67,5.28,2.7,2.46,6.26,5.65,6.39,2.58,,2.46,1.97,27.188889,20.522222,34.8,0.0,18.62963,59.732464
US_TX_48213,2020-08-24,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,755,15,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,-24,4,1.8,4.35,6.36,3.5,10.82,2.54,8.91,6.79,2.65,4.14,2.54,5.3,5.2,2.44,3.29,2.44,1.49,2.86,,8.8,3.29,5.41,3.18,,3.61,1.49,9.01,5.2,2.44,2.23,3.71,4.03,4.24,2.33,4.14,4.24,,5.2,1.49,2.86,10.07,1.59,25.98,7.11,4.03,8.17,3.29,3.39,3.92,1.7,2.44,4.03,37.75,2.12,1.8,,1.59,1.91,1.91,4.45,8.91,3.18,1.59,1.7,2.76,4.88,4.35,5.41,2.33,3.08,2.76,2.54,28.259259,21.216049,34.932099,0.0,17.236111,51.576095
US_TX_48213,2020-08-25,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,10,1,765,16,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,-25,5,2.37,4.53,6.26,4.21,12.41,2.91,8.2,5.07,,2.27,2.16,5.72,3.35,2.59,3.13,1.94,1.51,3.24,2.59,8.74,3.78,5.61,2.7,1.51,4.53,2.59,9.39,2.48,1.83,2.48,3.99,6.26,3.99,3.02,3.45,2.91,2.05,4.32,2.05,3.24,7.12,2.05,26.87,5.94,3.56,7.66,1.73,3.88,5.61,2.16,,3.13,35.4,1.73,2.59,2.81,,,,4.21,7.23,2.7,2.48,1.73,4.21,5.61,4.21,5.07,3.24,1.51,4.53,2.7,29.172222,22.927778,35.483333,0.0,19.604938,56.538131
US_TX_48213,2020-08-26,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,6,0,771,16,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,-22,4,,4.32,5.14,4.73,9.77,2.57,7.82,5.76,1.44,2.57,,6.38,4.73,2.57,2.78,,1.65,2.57,1.65,8.12,4.52,4.42,2.98,2.16,4.11,2.57,9.87,3.7,,2.37,1.54,4.42,4.83,,3.29,4.52,,4.73,,2.57,6.89,1.44,24.27,5.76,3.29,9.05,3.7,4.32,5.14,2.67,2.57,4.63,38.15,1.85,1.95,2.37,,2.06,2.06,3.08,7.09,,2.26,1.85,1.75,5.35,4.73,5.45,2.57,2.16,2.16,1.85,28.183333,24.811111,33.561111,0.0,22.222222,70.245486
US_TX_48213,2020-08-27,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,15,0,786,16,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,-23,4,1.62,5.38,7.1,2.94,11.57,2.13,7.51,5.78,2.13,3.04,,8.62,3.65,3.35,2.23,1.52,3.55,2.33,1.73,7.0,4.06,3.65,3.86,2.13,4.46,2.33,10.76,4.77,1.52,2.74,2.23,5.17,2.64,1.73,3.04,3.04,,5.68,2.84,2.33,7.0,1.42,27.09,4.97,3.86,8.22,4.16,4.67,5.38,2.64,2.74,4.46,39.47,1.42,1.73,1.83,1.93,1.42,,4.57,7.0,,2.33,,2.94,5.99,4.87,4.16,2.94,3.04,3.04,1.93,26.372222,22.466667,33.388889,8.424333,20.950617,72.50646
US_TX_48213,2020-08-28,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,8,0,794,16,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,-1,,,-21,5,,4.54,8.21,3.78,12.75,2.05,7.45,4.54,1.73,3.56,,6.48,3.13,2.16,3.67,,1.95,4.11,2.27,7.45,3.02,4.86,3.56,,4.43,,9.72,4.0,2.48,3.13,2.92,5.29,3.78,2.48,2.7,3.35,1.73,3.67,1.95,1.84,8.53,,23.23,5.29,3.56,9.51,1.73,3.46,4.97,2.27,,4.11,34.89,,2.38,3.67,2.48,1.73,1.95,3.02,10.05,,1.95,,1.62,5.08,4.21,4.54,2.81,3.13,2.81,,28.611111,22.683333,36.877778,1.143,21.925926,67.479677
US_TX_48213,2020-08-29,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,21,0,815,16,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,-4,,,,2,,8.02,7.78,4.86,14.09,2.06,5.95,5.59,1.94,3.28,,5.83,4.25,2.67,2.31,3.16,2.55,3.77,,5.71,2.55,4.37,4.5,2.19,4.37,2.79,8.02,3.77,2.67,2.92,3.28,4.5,4.74,,4.13,5.59,3.16,4.74,2.92,2.31,8.75,2.79,20.78,4.25,2.19,9.6,3.16,3.16,3.28,,,4.62,38.39,1.82,1.7,,2.79,2.19,,5.59,10.81,2.06,2.06,,2.31,6.44,3.65,4.86,3.65,1.82,2.92,,29.083333,23.916667,37.166667,1.1684,22.833333,69.189464
US_TX_48213,2020-08-30,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,815,16,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,,3,3.95,5.99,7.54,3.59,13.05,,5.87,6.47,2.52,3.23,1.68,6.35,3.95,,3.47,1.8,1.8,3.59,1.8,9.22,3.23,3.83,3.83,2.87,4.91,2.27,7.54,3.71,2.27,2.75,3.23,4.31,3.71,2.27,4.19,3.23,,3.83,2.63,3.23,8.62,,25.51,6.95,4.31,9.1,2.27,2.87,2.63,1.92,2.27,4.19,43.23,1.92,1.92,2.75,2.75,2.87,,4.43,10.18,1.68,2.27,3.35,2.63,5.03,4.19,4.67,3.35,3.59,2.63,,29.238889,23.427778,35.177778,0.725714,22.277778,66.770931
US_TX_48213,2020-08-31,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,0,0,815,16,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,-24,4,2.7,6.64,6.54,4.15,12.04,2.9,8.61,6.95,,3.63,1.76,7.58,3.63,2.18,3.32,1.97,1.97,3.63,,9.13,3.94,3.84,3.42,3.42,4.77,2.49,10.58,4.25,2.49,3.11,2.7,6.85,4.15,1.87,3.53,3.22,1.76,4.88,3.01,3.22,9.34,2.18,23.14,6.33,4.77,8.09,1.87,5.29,5.5,3.63,3.42,5.92,40.99,2.39,2.49,3.42,1.76,2.49,2.49,8.2,8.2,1.97,2.9,1.87,3.53,6.23,4.77,4.98,3.63,2.28,2.28,,30.344444,26.361111,36.422222,1.3208,23.648148,67.756736
US_TX_48213,2020-09-01,ChIJyesZukIGSYYRXjVusCd2qyE,Q112793,geoId/48213,US,United States of America,TX,Texas,48213,Henderson County,US,USA,2,10,0,825,16,,,80954,39552,41402,9242,10014,8894,8711,9083,11296,11453,8166,4095,1839045,32.21,-95.85,2458,75.453333,,,,-23,4,2.42,4.63,5.26,2.84,11.68,3.58,9.36,4.84,,5.15,2.42,5.05,5.05,2.84,3.47,2.52,1.79,2.52,2.1,7.47,3.58,5.36,2.94,5.26,5.68,1.68,9.89,3.89,1.58,2.52,2.94,4.21,3.15,2.63,2.94,4.0,,3.15,3.05,2.63,13.67,1.79,24.51,5.79,4.94,9.57,2.52,5.05,3.79,2.73,,8.1,37.34,1.89,2.1,2.63,,2.42,,3.79,8.31,1.47,2.21,3.05,3.58,5.79,4.94,5.05,2.31,2.63,3.26,1.79,30.316667,26.644444,35.227778,0.0,23.660494,67.879154
