location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AL_01013,2020-01-11,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,,8.75,18.48,26.26,21.155556,17.633333,24.038889,0.366889,17.574074,78.363518
US_AL_01013,2020-01-12,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,8.2,7.68,18.44,34.83,15.305556,10.661111,19.561111,28.2194,12.981481,84.420098
US_AL_01013,2020-01-13,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,,9.87,15.5,41.34,18.061111,14.866667,20.844444,18.513778,16.787037,90.139024
US_AL_01013,2020-01-14,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,8.01,,25.93,33.47,20.005556,17.216667,23.805556,41.938222,18.62963,90.192092
US_AL_01013,2020-01-15,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,9.85,11.26,16.42,39.41,17.794444,13.427778,23.394444,19.304,16.166667,88.066735
US_AL_01013,2020-01-16,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,10.27,8.31,22.5,29.34,19.405556,16.038889,22.577778,0.366889,16.342593,81.05423
US_AL_01013,2020-01-17,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,11.81,11.81,11.31,25.09,15.227778,9.983333,22.111111,0.112889,0.185185,34.922966
US_AL_01013,2020-01-18,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,,15.18,17.71,23.79,14.35,11.011111,18.705556,0.0,6.972222,60.073671
US_AL_01013,2020-01-19,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,8.55,9.03,10.93,27.08,12.527778,6.122222,18.177778,11.204222,4.981481,58.986934
US_AL_01013,2020-01-20,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,9.44,11.33,25.96,32.1,3.583333,-0.983333,9.022222,7.7216,-7.101852,44.504054
US_AL_01013,2020-01-21,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,7.45,13.9,17.87,38.23,0.605556,-4.105556,6.883333,0.0,-7.75,51.966158
US_AL_01013,2020-01-22,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,12.09,11.59,18.64,31.23,2.116667,-4.655556,11.161111,0.0,-6.990741,49.318748
US_AL_01013,2020-01-23,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,12.79,13.28,23.11,35.41,7.344444,4.261111,10.4,0.931333,1.444444,64.661416
US_AL_01013,2020-01-24,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,8.47,18.44,23.43,26.42,12.411111,8.416667,16.588889,14.139333,8.453704,75.015004
US_AL_01013,2020-01-25,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,10.2,23.08,26.84,27.37,7.477778,0.633333,14.688889,1.1176,1.388889,63.759839
US_AL_01013,2020-01-26,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,,13.42,22.52,25.4,6.738889,1.488889,12.544444,0.0,3.037037,76.267666
US_AL_01013,2020-01-27,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,9.51,19.02,30.53,37.04,9.805556,6.583333,14.011111,2.116667,7.287037,81.889757
US_AL_01013,2020-01-28,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,11.31,22.62,42.29,26.07,8.416667,1.427778,18.277778,0.705556,2.675926,66.11338
US_AL_01013,2020-01-29,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,10.74,17.75,35.96,26.15,8.011111,4.472222,13.083333,0.028222,4.537037,78.296551
US_AL_01013,2020-01-30,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,14.03,27.08,27.57,37.24,8.327778,1.444444,16.927778,9.8298,4.157407,73.028343
US_AL_01013,2020-01-31,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,10.81,31.02,28.2,30.55,10.072222,7.227778,13.25,0.0254,7.111111,80.395337
US_AL_01013,2020-02-01,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,8.54,17.59,25.62,25.62,9.311111,7.738889,12.261111,1.27,6.851852,82.405908
US_AL_01013,2020-02-02,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,8.86,20.17,26.07,24.6,8.811111,0.544444,19.877778,0.127,1.805556,59.805688
US_AL_01013,2020-02-03,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,7.92,18.63,24.22,32.13,12.688889,3.772222,23.866667,0.0,5.666667,61.927854
US_AL_01013,2020-02-04,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,7.08,20.29,19.34,32.08,16.605556,10.672222,23.15,0.0,12.203704,73.639196
US_AL_01013,2020-02-05,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,8.65,16.4,19.13,29.61,19.038889,16.144444,22.238889,1.072444,17.212963,87.498279
US_AL_01013,2020-02-06,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,7.54,17.75,21.3,27.95,18.772222,10.672222,24.15,35.052,16.796296,86.889857
US_AL_01013,2020-02-07,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,,15.8,23.24,25.57,6.85,1.705556,11.65,38.269333,1.472222,66.951099
US_AL_01013,2020-02-08,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,10.64,21.28,22.24,29.01,6.605556,0.627778,15.472222,0.592667,3.240741,78.188335
US_AL_01013,2020-02-09,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,8.72,17.44,26.17,26.68,10.405556,3.0,20.538889,0.8128,5.490741,69.852734
US_AL_01013,2020-02-10,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,10.53,14.65,26.11,36.64,15.677778,10.022222,21.744444,0.028222,10.777778,71.060268
US_AL_01013,2020-02-11,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,10.31,15.0,21.56,30.93,21.305556,17.127778,26.472222,12.163778,18.111111,80.402694
US_AL_01013,2020-02-12,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,10.79,13.73,23.05,34.33,19.733333,15.933333,26.461111,1.6002,16.305556,78.242873
US_AL_01013,2020-02-13,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,12.5,8.8,31.48,31.02,18.183333,10.538889,23.927778,5.813778,15.0,80.49798
US_AL_01013,2020-02-14,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,,,,,11.29,16.42,19.5,33.35,8.7,2.766667,15.305556,9.3218,0.092593,53.133351
US_AL_01013,2020-02-15,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,2,-15,-4,0,,13.97,16.12,36.53,7.594444,-0.811111,17.388889,0.0,-3.527778,44.107643
US_AL_01013,2020-02-16,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,2,-10,,-8,,8.01,27.04,22.54,9.722222,5.75,14.561111,0.987778,6.037037,76.782453
US_AL_01013,2020-02-17,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,1,-2,,-16,9.71,11.56,24.96,35.6,12.927778,10.738889,17.483333,13.5636,11.37037,88.143717
US_AL_01013,2020-02-18,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,0,-11,,-2,9.67,16.11,25.32,29.93,18.183333,14.072222,24.988889,2.568222,16.361111,87.30302
US_AL_01013,2020-02-19,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,2,-13,,-1,10.16,13.4,19.41,35.11,17.511111,14.288889,22.477778,14.054667,15.787037,88.493711
US_AL_01013,2020-02-20,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,-6,-8,,-1,8.16,11.79,23.57,32.19,12.45,7.661111,14.488889,7.986889,10.962963,89.466363
US_AL_01013,2020-02-21,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,6,-8,,-2,7.2,13.44,24.0,30.24,6.716667,3.016667,11.811111,39.144222,0.537037,62.797408
US_AL_01013,2020-02-22,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,8,6,,15,10.3,,22.15,22.67,5.388889,-1.488889,14.327778,0.0,-3.240741,52.120944
US_AL_01013,2020-02-23,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,15,3,,-2,14.57,11.45,15.61,33.82,7.805556,0.755556,16.205556,0.0,-0.555556,54.295933
US_AL_01013,2020-02-24,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,-7,-15,,-4,12.51,15.75,21.32,31.97,13.377778,10.161111,18.144444,0.0,7.833333,67.645453
US_AL_01013,2020-02-25,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,16,2,,-2,8.71,18.38,33.86,31.44,17.45,15.055556,19.144444,10.950222,14.5,80.879962
US_AL_01013,2020-02-26,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,39,0,,0,,21.96,29.91,40.19,11.377778,8.305556,17.016667,0.931333,7.796296,77.594521
US_AL_01013,2020-02-27,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,28,7,,0,11.9,15.7,30.93,27.6,6.627778,2.405556,11.588889,0.1524,-3.009259,48.553147
US_AL_01013,2020-02-28,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,20,6,,-1,9.24,19.95,28.7,36.49,6.2,-1.816667,17.172222,0.0,-2.435185,52.506807
US_AL_01013,2020-02-29,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,16,1,,0,8.69,,27.08,30.14,10.45,1.0,18.883333,0.0254,-1.268519,42.788462
US_AL_01013,2020-03-01,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,38,12,,-4,,16.28,29.51,30.02,10.527778,1.722222,20.944444,0.0,2.046296,55.511553
US_AL_01013,2020-03-02,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,8,3,,-1,9.73,19.92,35.67,37.99,15.855556,12.0,22.188889,0.0,9.888889,65.874106
US_AL_01013,2020-03-03,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,42,10,,-1,6.87,16.48,32.5,27.92,20.277778,16.433333,24.75,1.975556,17.055556,80.012755
US_AL_01013,2020-03-04,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,19,-22,,-3,7.08,21.69,29.65,28.77,17.405556,13.916667,21.566667,10.611556,15.833333,88.038112
US_AL_01013,2020-03-05,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,18,15,,0,8.13,23.95,33.44,32.09,13.487654,11.969136,16.518519,67.97675,11.177778,81.955887
US_AL_01013,2020-03-06,ChIJvwuytCw6jogR94Yjx8idafg,Q108871,geoId/01013,US,United States of America,AL,Alabama,01013,Butler County,US,USA,2,,,,,,,19888,9289,10599,2422,2523,2337,2397,2286,2564,2667,1649,1043,1848762,31.749444,-86.682222,109,2012,73.3875,6,-1,,-2,,14.31,33.55,31.08,12.925926,7.722222,17.981481,5.503333,4.711111,54.712875
