location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48331,2020-01-01,ChIJ_yDEnRaqRYYROllTQ1UVjjo,Q26716,geoId/48331,US,United States of America,TX,Texas,48331,Milam County,US,USA,2,,,,,,,24939,12221,12718,3269,3483,2696,2670,2814,3331,3242,2116,1318,1837641,30.79,-96.98,1646,77.585714,,,,,,7.9,10.69,14.4,7.9,,26.48,6.97,46.46,10.22,10.544444,7.1,13.666667,0.0,0.677778,50.594271
US_TX_48331,2020-01-02,ChIJ_yDEnRaqRYYROllTQ1UVjjo,Q26716,geoId/48331,US,United States of America,TX,Texas,48331,Milam County,US,USA,2,,,,,,,24939,12221,12718,3269,3483,2696,2670,2814,3331,3242,2116,1318,1837641,30.79,-96.98,1646,77.585714,,,,,6.85,10.96,,19.17,11.41,7.3,26.02,,39.71,,12.327778,9.972222,15.138889,0.7112,9.733333,84.219468
US_TX_48331,2020-01-03,ChIJ_yDEnRaqRYYROllTQ1UVjjo,Q26716,geoId/48331,US,United States of America,TX,Texas,48331,Milam County,US,USA,2,,,,,,,24939,12221,12718,3269,3483,2696,2670,2814,3331,3242,2116,1318,1837641,30.79,-96.98,1646,77.585714,,,,,8.94,9.88,,15.52,10.82,10.35,25.4,,41.87,,11.344444,6.377778,16.877778,0.4572,7.6,78.018079
US_TX_48331,2020-01-04,ChIJ_yDEnRaqRYYROllTQ1UVjjo,Q26716,geoId/48331,US,United States of America,TX,Texas,48331,Milam County,US,USA,2,,,,,,,24939,12221,12718,3269,3483,2696,2670,2814,3331,3242,2116,1318,1837641,30.79,-96.98,1646,77.585714,,,,,9.95,12.93,,18.9,8.46,,23.87,7.46,41.78,11.94,11.194444,2.005556,21.283333,0.0254,0.361111,47.422101
US_TX_48331,2020-01-05,ChIJ_yDEnRaqRYYROllTQ1UVjjo,Q26716,geoId/48331,US,United States of America,TX,Texas,48331,Milam County,US,USA,2,,,,,,,24939,12221,12718,3269,3483,2696,2670,2814,3331,3242,2116,1318,1837641,30.79,-96.98,1646,77.585714,,,,,8.25,19.41,,15.05,10.68,,18.93,7.77,27.67,,13.616667,5.777778,24.161111,0.0,1.372222,43.61396
US_TX_48331,2020-01-06,ChIJ_yDEnRaqRYYROllTQ1UVjjo,Q26716,geoId/48331,US,United States of America,TX,Texas,48331,Milam County,US,USA,2,,,,,,,24939,12221,12718,3269,3483,2696,2670,2814,3331,3242,2116,1318,1837641,30.79,-96.98,1646,77.585714,,,,,,28.55,,15.2,9.21,7.37,21.65,11.05,33.16,7.37,13.083333,3.938889,22.488889,0.0,5.05,58.369394
US_TX_48331,2020-01-07,ChIJ_yDEnRaqRYYROllTQ1UVjjo,Q26716,geoId/48331,US,United States of America,TX,Texas,48331,Milam County,US,USA,2,,,,,,,24939,12221,12718,3269,3483,2696,2670,2814,3331,3242,2116,1318,1837641,30.79,-96.98,1646,77.585714,,,,,,17.32,6.18,21.03,10.31,,19.79,6.6,32.16,,12.016667,2.966667,19.505556,0.0,-1.161111,40.289172
US_TX_48331,2020-01-08,ChIJ_yDEnRaqRYYROllTQ1UVjjo,Q26716,geoId/48331,US,United States of America,TX,Texas,48331,Milam County,US,USA,2,,,,,,,24939,12221,12718,3269,3483,2696,2670,2814,3331,3242,2116,1318,1837641,30.79,-96.98,1646,77.585714,,,,,8.4,14.8,8.0,18.0,11.2,,32.0,6.0,33.2,10.8,9.505556,0.033333,20.266667,0.0,-1.527778,46.698688
US_TX_48331,2020-01-09,ChIJ_yDEnRaqRYYROllTQ1UVjjo,Q26716,geoId/48331,US,United States of America,TX,Texas,48331,Milam County,US,USA,2,,,,,,,24939,12221,12718,3269,3483,2696,2670,2814,3331,3242,2116,1318,1837641,30.79,-96.98,1646,77.585714,,,,,,16.67,,19.77,12.4,7.36,30.23,,29.46,10.46,18.144444,15.155556,23.877778,0.0,14.233333,77.986425
US_TX_48331,2020-01-10,ChIJ_yDEnRaqRYYROllTQ1UVjjo,Q26716,geoId/48331,US,United States of America,TX,Texas,48331,Milam County,US,USA,2,,,,,,,24939,12221,12718,3269,3483,2696,2670,2814,3331,3242,2116,1318,1837641,30.79,-96.98,1646,77.585714,,,,,8.36,12.0,,9.45,9.09,7.63,20.72,,33.45,8.73,21.211111,19.677778,23.316667,0.254,18.111111,82.561339
