location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47021,2020-01-01,ChIJi_YPrUmeZIgRo5ciMDc_CWw,Q495072,geoId/47021,US,United States of America,TN,Tennessee,47021,Cheatham County,US,USA,2,,,,,,,40366,20064,20302,4700,5306,4751,5028,5540,6491,4960,2540,1050,1847614,36.27,-87.08,795,75.0,,,,,,5.27,9.48,6.32,11.17,7.8,4.64,9.06,2.95,17.07,4.64,9.48,4.42,4.21,10.75,3.58,3.58,3.58,4.42,5.27,6.53,7.38,21.71,5.06,7.59,3.79,4.42,4.64,42.99,,7.8,4.21,,4.21,4.487654,-1.04321,11.259259,0.028222,,-3.882716,54.729455
US_TN_47021,2020-01-02,ChIJi_YPrUmeZIgRo5ciMDc_CWw,Q495072,geoId/47021,US,United States of America,TN,Tennessee,47021,Cheatham County,US,USA,2,,,,,,,40366,20064,20302,4700,5306,4751,5028,5540,6491,4960,2540,1050,1847614,36.27,-87.08,795,75.0,,,,,,5.59,6.66,9.03,9.03,9.03,6.88,7.09,,16.98,3.01,10.53,,3.87,7.74,5.16,6.66,,7.52,4.73,5.16,9.89,23.86,6.02,7.95,4.3,4.73,6.45,42.99,,4.73,4.08,,5.16,9.185185,5.660494,11.407407,1.326444,,2.740741,64.140693
US_TN_47021,2020-01-03,ChIJi_YPrUmeZIgRo5ciMDc_CWw,Q495072,geoId/47021,US,United States of America,TN,Tennessee,47021,Cheatham County,US,USA,2,,,,,,,40366,20064,20302,4700,5306,4751,5028,5540,6491,4960,2540,1050,1847614,36.27,-87.08,795,75.0,,,,,,4.34,8.46,4.99,11.72,6.08,5.86,6.95,3.25,17.58,3.04,10.2,3.91,4.78,8.25,6.95,4.99,5.21,4.34,5.86,5.64,9.33,26.04,6.29,6.51,5.43,4.78,5.21,38.85,4.78,5.21,5.64,7.16,4.56,12.333333,10.511111,14.538889,12.2174,,11.85,96.92726
US_TN_47021,2020-01-04,ChIJi_YPrUmeZIgRo5ciMDc_CWw,Q495072,geoId/47021,US,United States of America,TN,Tennessee,47021,Cheatham County,US,USA,2,,,,,,,40366,20064,20302,4700,5306,4751,5028,5540,6491,4960,2540,1050,1847614,36.27,-87.08,795,75.0,,,,,,3.8,7.59,4.01,10.97,9.49,6.33,6.96,3.59,17.3,5.91,8.23,3.16,,8.23,5.27,5.27,3.59,5.7,6.54,3.59,10.34,24.68,6.54,7.17,4.22,4.43,3.38,41.77,3.59,6.12,5.49,4.22,5.49,7.472222,3.211111,13.361111,4.1656,,5.011111,84.525601
US_TN_47021,2020-01-05,ChIJi_YPrUmeZIgRo5ciMDc_CWw,Q495072,geoId/47021,US,United States of America,TN,Tennessee,47021,Cheatham County,US,USA,2,,,,,,,40366,20064,20302,4700,5306,4751,5028,5540,6491,4960,2540,1050,1847614,36.27,-87.08,795,75.0,,,,,,9.25,10.11,,5.16,9.25,8.39,6.67,3.23,18.08,4.73,11.19,4.52,3.66,7.1,,,5.16,5.16,3.23,7.1,7.75,26.04,7.32,7.53,4.73,5.81,7.1,49.28,4.95,9.04,5.59,3.66,8.82,3.981481,-2.314815,12.95679,0.423333,,-1.475309,67.745635
US_TN_47021,2020-01-06,ChIJi_YPrUmeZIgRo5ciMDc_CWw,Q495072,geoId/47021,US,United States of America,TN,Tennessee,47021,Cheatham County,US,USA,2,,,,,,,40366,20064,20302,4700,5306,4751,5028,5540,6491,4960,2540,1050,1847614,36.27,-87.08,795,75.0,,,,,,7.64,9.44,3.6,7.64,7.42,5.84,10.11,4.94,17.53,5.39,10.56,,5.84,10.34,5.39,6.52,4.04,5.62,5.39,5.84,8.99,26.74,4.94,7.19,4.27,8.99,4.27,47.19,4.49,6.29,4.94,5.17,6.97,5.427778,-2.011111,11.877778,0.1778,,-0.966667,63.85645
US_TN_47021,2020-01-07,ChIJi_YPrUmeZIgRo5ciMDc_CWw,Q495072,geoId/47021,US,United States of America,TN,Tennessee,47021,Cheatham County,US,USA,2,,,,,,,40366,20064,20302,4700,5306,4751,5028,5540,6491,4960,2540,1050,1847614,36.27,-87.08,795,75.0,,,,,,,5.2,5.2,9.28,6.56,6.56,4.53,4.3,16.74,5.66,7.69,,5.43,9.28,,6.11,5.43,6.79,4.75,3.85,8.82,23.08,6.34,6.79,3.39,4.98,5.66,42.77,,5.66,5.88,3.85,7.92,7.083333,0.333333,11.7,0.2032,,-1.688889,53.913142
US_TN_47021,2020-01-08,ChIJi_YPrUmeZIgRo5ciMDc_CWw,Q495072,geoId/47021,US,United States of America,TN,Tennessee,47021,Cheatham County,US,USA,2,,,,,,,40366,20064,20302,4700,5306,4751,5028,5540,6491,4960,2540,1050,1847614,36.27,-87.08,795,75.0,,,,,,5.96,6.65,4.13,12.39,11.24,8.26,8.26,4.59,19.04,3.44,8.72,4.13,5.51,11.47,5.05,7.11,5.96,5.05,4.59,5.05,6.65,35.1,9.18,7.8,6.42,4.13,4.13,47.49,6.88,11.24,6.42,6.2,,5.933333,-0.105556,14.016667,0.1016,,-3.094444,52.573156
US_TN_47021,2020-01-09,ChIJi_YPrUmeZIgRo5ciMDc_CWw,Q495072,geoId/47021,US,United States of America,TN,Tennessee,47021,Cheatham County,US,USA,2,,,,,,,40366,20064,20302,4700,5306,4751,5028,5540,6491,4960,2540,1050,1847614,36.27,-87.08,795,75.0,,,,,,6.4,8.22,4.11,11.42,8.22,8.22,6.62,5.25,13.48,6.85,8.91,,,9.6,3.88,7.08,5.48,6.17,4.11,4.57,10.51,28.56,5.25,6.4,3.43,,4.57,39.75,6.85,8.91,6.85,4.34,5.94,7.172222,0.116667,15.95,0.0508,,-2.433333,50.910272
US_TN_47021,2020-01-10,ChIJi_YPrUmeZIgRo5ciMDc_CWw,Q495072,geoId/47021,US,United States of America,TN,Tennessee,47021,Cheatham County,US,USA,2,,,,,,,40366,20064,20302,4700,5306,4751,5028,5540,6491,4960,2540,1050,1847614,36.27,-87.08,795,75.0,,,,,,6.04,5.59,4.03,11.18,6.49,5.59,4.47,4.47,15.88,3.8,7.6,5.14,,11.63,4.47,5.14,6.71,6.49,,5.59,10.29,21.47,5.59,6.26,,5.37,6.93,37.8,4.47,7.38,5.14,5.59,3.13,16.138889,13.844444,19.188889,0.3556,,7.972222,58.53968
