location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_MD_24011,2020-01-01,ChIJITWtO65luIkR9XoMjpi3O5U,Q501242,geoId/24011,US,United States of America,MD,Maryland,24011,Caroline County,US,USA,2,,,,,,,33096,16255,16841,4180,4377,3990,4006,4092,4956,3911,2378,1206,935821,38.8667,-75.8167,844,75.833333,,,,,,8.58,6.09,7.75,3.88,4.98,18.55,12.18,6.09,9.69,4.98,4.71,,4.15,,6.92,22.7,4.15,7.47,,5.81,35.71,,,4.43,5.81,4.15,6.598765,3.635802,9.216049,0.0,,-2.37037,53.689459
US_MD_24011,2020-01-02,ChIJITWtO65luIkR9XoMjpi3O5U,Q501242,geoId/24011,US,United States of America,MD,Maryland,24011,Caroline County,US,USA,2,,,,,,,33096,16255,16841,4180,4377,3990,4006,4092,4956,3911,2378,1206,935821,38.8667,-75.8167,844,75.833333,,,,,4.87,6.66,13.31,8.45,7.42,6.4,14.85,6.14,3.84,4.87,3.58,5.89,4.35,,5.63,6.14,22.27,5.38,8.96,3.58,4.87,39.17,4.87,5.12,7.94,,5.63,4.037037,-1.259259,11.259259,0.0,,-0.481481,73.174769
US_MD_24011,2020-01-03,ChIJITWtO65luIkR9XoMjpi3O5U,Q501242,geoId/24011,US,United States of America,MD,Maryland,24011,Caroline County,US,USA,2,,,,,,,33096,16255,16841,4180,4377,3990,4006,4092,4956,3911,2378,1206,935821,38.8667,-75.8167,844,75.833333,,,,,5.13,6.59,10.01,7.57,4.15,5.62,17.58,9.52,5.62,8.55,,4.88,,3.66,3.66,7.57,26.62,6.59,6.35,,6.11,31.5,4.39,4.88,3.91,4.39,,9.648148,7.87037,11.574074,1.27,,6.787037,81.731771
US_MD_24011,2020-01-04,ChIJITWtO65luIkR9XoMjpi3O5U,Q501242,geoId/24011,US,United States of America,MD,Maryland,24011,Caroline County,US,USA,2,,,,,,,33096,16255,16841,4180,4377,3990,4006,4092,4956,3911,2378,1206,935821,38.8667,-75.8167,844,75.833333,,,,,4.85,8.09,8.09,9.71,,7.01,16.18,9.71,5.12,8.36,6.47,3.77,4.85,5.93,4.04,5.66,24.54,5.12,4.85,3.77,4.85,38.56,,4.85,5.12,3.77,5.12,11.179012,8.740741,13.45679,0.907143,,11.5,98.848606
US_MD_24011,2020-01-05,ChIJITWtO65luIkR9XoMjpi3O5U,Q501242,geoId/24011,US,United States of America,MD,Maryland,24011,Caroline County,US,USA,2,,,,,,,33096,16255,16841,4180,4377,3990,4006,4092,4956,3911,2378,1206,935821,38.8667,-75.8167,844,75.833333,,,,,6.35,8.28,11.04,6.9,4.14,7.73,14.63,10.77,3.87,11.32,6.35,,3.87,5.25,4.97,4.97,25.4,8.83,6.9,5.52,4.97,38.37,4.14,6.9,5.8,3.87,5.52,5.932099,3.141975,10.648148,2.54,,-1.009259,60.914468
US_MD_24011,2020-01-06,ChIJITWtO65luIkR9XoMjpi3O5U,Q501242,geoId/24011,US,United States of America,MD,Maryland,24011,Caroline County,US,USA,2,,,,,,,33096,16255,16841,4180,4377,3990,4006,4092,4956,3911,2378,1206,935821,38.8667,-75.8167,844,75.833333,,,,,4.26,6.27,14.04,6.77,5.27,6.02,15.55,8.28,8.03,7.77,4.01,6.27,,4.51,4.26,12.04,23.57,5.77,10.28,5.52,5.77,39.37,6.52,9.28,4.76,6.52,6.77,4.938272,0.197531,11.17284,0.028222,,-2.138889,61.024736
US_MD_24011,2020-01-07,ChIJITWtO65luIkR9XoMjpi3O5U,Q501242,geoId/24011,US,United States of America,MD,Maryland,24011,Caroline County,US,USA,2,,,,,,,33096,16255,16841,4180,4377,3990,4006,4092,4956,3911,2378,1206,935821,38.8667,-75.8167,844,75.833333,,,,,6.83,6.83,11.38,9.61,6.07,6.83,14.17,8.6,5.31,9.61,3.54,7.08,4.05,4.81,8.1,11.38,20.49,4.81,9.87,5.06,3.79,40.22,,5.82,6.58,4.05,3.79,3.533333,-1.038889,8.705556,0.79375,,-2.674603,66.292363
US_MD_24011,2020-01-08,ChIJITWtO65luIkR9XoMjpi3O5U,Q501242,geoId/24011,US,United States of America,MD,Maryland,24011,Caroline County,US,USA,2,,,,,,,33096,16255,16841,4180,4377,3990,4006,4092,4956,3911,2378,1206,935821,38.8667,-75.8167,844,75.833333,,,,,6.04,9.57,10.07,8.81,5.54,3.52,14.6,9.32,5.79,11.83,,5.04,6.8,4.78,5.79,9.82,26.44,7.55,7.3,4.28,,37.52,6.04,6.8,4.78,3.78,3.52,3.41358,0.030864,7.469136,1.11125,,-1.981481,68.07983
US_MD_24011,2020-01-09,ChIJITWtO65luIkR9XoMjpi3O5U,Q501242,geoId/24011,US,United States of America,MD,Maryland,24011,Caroline County,US,USA,2,,,,,,,33096,16255,16841,4180,4377,3990,4006,4092,4956,3911,2378,1206,935821,38.8667,-75.8167,844,75.833333,,,,,5.87,7.4,10.21,7.15,7.91,7.66,16.59,5.62,4.34,7.91,,,5.11,,5.87,10.21,22.47,7.66,5.11,4.6,5.87,39.32,,7.4,4.85,,4.34,0.339506,-2.469136,4.623457,0.0,,-9.453704,48.179024
US_MD_24011,2020-01-10,ChIJITWtO65luIkR9XoMjpi3O5U,Q501242,geoId/24011,US,United States of America,MD,Maryland,24011,Caroline County,US,USA,2,,,,,,,33096,16255,16841,4180,4377,3990,4006,4092,4956,3911,2378,1206,935821,38.8667,-75.8167,844,75.833333,,,,,4.26,10.04,5.27,7.03,,4.77,14.3,7.78,,11.29,,4.01,4.52,4.52,,6.77,29.11,3.76,5.77,,5.77,31.11,,6.02,,4.52,,5.283951,-0.901235,12.58642,0.0,,1.537037,76.110192
