location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_AK_02180,2020-01-01,ChIJ6ftI2sg4MVcRD6MakZY-GXk,Q503023,geoId/02180,US,United States of America,AK,Alaska,02180,Nome,US,USA,2,,,,,,,10025,5302,4723,2117,1671,1564,1322,997,1123,796,321,114,2605295,64.74,-164.19,28278,82.2,,-21.759259,-24.265432,-18.851852,0.056444,-25.430556,73.175497
US_AK_02180,2020-01-02,ChIJ6ftI2sg4MVcRD6MakZY-GXk,Q503023,geoId/02180,US,United States of America,AK,Alaska,02180,Nome,US,USA,2,,,,,,,10025,5302,4723,2117,1671,1564,1322,997,1123,796,321,114,2605295,64.74,-164.19,28278,82.2,,-16.641975,-21.845679,-15.141975,0.084667,-19.770833,77.814098
US_AK_02180,2020-01-03,ChIJ6ftI2sg4MVcRD6MakZY-GXk,Q503023,geoId/02180,US,United States of America,AK,Alaska,02180,Nome,US,USA,2,,,,,,,10025,5302,4723,2117,1671,1564,1322,997,1123,796,321,114,2605295,64.74,-164.19,28278,82.2,,-18.055556,-20.654321,-15.203704,0.056444,-21.395833,76.833168
US_AK_02180,2020-01-04,ChIJ6ftI2sg4MVcRD6MakZY-GXk,Q503023,geoId/02180,US,United States of America,AK,Alaska,02180,Nome,US,USA,2,,,,,,,10025,5302,4723,2117,1671,1564,1322,997,1123,796,321,114,2605295,64.74,-164.19,28278,82.2,,-20.314815,-22.925926,-17.166667,0.0,-24.215278,73.680709
US_AK_02180,2020-01-05,ChIJ6ftI2sg4MVcRD6MakZY-GXk,Q503023,geoId/02180,US,United States of America,AK,Alaska,02180,Nome,US,USA,2,,,,,,,10025,5302,4723,2117,1671,1564,1322,997,1123,796,321,114,2605295,64.74,-164.19,28278,82.2,,-23.645833,-26.833333,-18.715278,0.0,-27.714286,73.517616
US_AK_02180,2020-01-06,ChIJ6ftI2sg4MVcRD6MakZY-GXk,Q503023,geoId/02180,US,United States of America,AK,Alaska,02180,Nome,US,USA,2,,,,,,,10025,5302,4723,2117,1671,1564,1322,997,1123,796,321,114,2605295,64.74,-164.19,28278,82.2,,-25.617284,-28.117284,-21.67284,0.0,-29.173611,73.960139
US_AK_02180,2020-01-07,ChIJ6ftI2sg4MVcRD6MakZY-GXk,Q503023,geoId/02180,US,United States of America,AK,Alaska,02180,Nome,US,USA,2,,,,,,,10025,5302,4723,2117,1671,1564,1322,997,1123,796,321,114,2605295,64.74,-164.19,28278,82.2,,-27.530864,-30.197531,-23.771605,0.0,-29.960317,74.863484
US_AK_02180,2020-01-08,ChIJ6ftI2sg4MVcRD6MakZY-GXk,Q503023,geoId/02180,US,United States of America,AK,Alaska,02180,Nome,US,USA,2,,,,,,,10025,5302,4723,2117,1671,1564,1322,997,1123,796,321,114,2605295,64.74,-164.19,28278,82.2,,-27.506173,-30.388889,-24.17284,0.0,-29.698413,73.295166
US_AK_02180,2020-01-09,ChIJ6ftI2sg4MVcRD6MakZY-GXk,Q503023,geoId/02180,US,United States of America,AK,Alaska,02180,Nome,US,USA,2,,,,,,,10025,5302,4723,2117,1671,1564,1322,997,1123,796,321,114,2605295,64.74,-164.19,28278,82.2,,-20.246914,-28.135802,-16.833333,0.0,-24.936508,63.977119
US_AK_02180,2020-01-10,ChIJ6ftI2sg4MVcRD6MakZY-GXk,Q503023,geoId/02180,US,United States of America,AK,Alaska,02180,Nome,US,USA,2,,,,,,,10025,5302,4723,2117,1671,1564,1322,997,1123,796,321,114,2605295,64.74,-164.19,28278,82.2,,-16.277778,-21.290123,-12.111111,0.0,-23.590278,57.390864
