location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OH_39131,2020-01-01,ChIJnSr6YeHjRogR77ailw4sWxY,Q489919,geoId/39131,US,United States of America,OH,Ohio,39131,Pike County,US,USA,2,,,,,,,28088,13972,14116,3490,3808,3261,3151,3559,4023,3454,2092,1250,911307,39.08,-83.07,1150,73.65,,,,,9.53,7.15,15.25,,7.15,20.49,8.58,,,30.02,,,10.96,43.84,9.53,,2.938272,0.67284,7.734568,0.0,,-2.425926,67.931949
US_OH_39131,2020-01-02,ChIJnSr6YeHjRogR77ailw4sWxY,Q489919,geoId/39131,US,United States of America,OH,Ohio,39131,Pike County,US,USA,2,,,,,,,28088,13972,14116,3490,3808,3261,3151,3559,4023,3454,2092,1250,911307,39.08,-83.07,1150,73.65,,,,,8.31,10.93,10.06,,13.56,22.74,13.12,,8.31,40.67,7.87,14.43,9.62,43.73,10.06,7.43,3.697531,-1.234568,10.944444,0.042333,,-1.512346,69.201414
US_OH_39131,2020-01-03,ChIJnSr6YeHjRogR77ailw4sWxY,Q489919,geoId/39131,US,United States of America,OH,Ohio,39131,Pike County,US,USA,2,,,,,,,28088,13972,14116,3490,3808,3261,3151,3559,4023,3454,2092,1250,911307,39.08,-83.07,1150,73.65,,,,,9.21,9.61,9.61,,,21.21,6.8,6.8,8.81,26.82,6.0,10.01,6.8,50.03,6.0,,9.771605,5.611111,11.895062,10.16,,9.425926,97.743653
US_OH_39131,2020-01-04,ChIJnSr6YeHjRogR77ailw4sWxY,Q489919,geoId/39131,US,United States of America,OH,Ohio,39131,Pike County,US,USA,2,,,,,,,28088,13972,14116,3490,3808,3261,3151,3559,4023,3454,2092,1250,911307,39.08,-83.07,1150,73.65,,,,,11.4,,11.4,,6.84,21.43,12.77,,,32.38,,,,47.88,,,6.611111,1.203704,11.419753,7.493,,5.783951,94.504764
US_OH_39131,2020-01-05,ChIJnSr6YeHjRogR77ailw4sWxY,Q489919,geoId/39131,US,United States of America,OH,Ohio,39131,Pike County,US,USA,2,,,,,,,28088,13972,14116,3490,3808,3261,3151,3559,4023,3454,2092,1250,911307,39.08,-83.07,1150,73.65,,,,,8.86,10.72,10.72,,8.39,21.44,7.92,,11.65,25.17,,,,47.08,7.46,,1.808642,-0.148148,7.58642,1.5875,,-2.265432,74.462126
US_OH_39131,2020-01-06,ChIJnSr6YeHjRogR77ailw4sWxY,Q489919,geoId/39131,US,United States of America,OH,Ohio,39131,Pike County,US,USA,2,,,,,,,28088,13972,14116,3490,3808,3261,3151,3559,4023,3454,2092,1250,911307,39.08,-83.07,1150,73.65,,,,,6.13,8.3,15.15,6.49,7.94,14.07,7.58,,9.38,18.76,5.05,5.77,8.66,37.16,5.41,,3.407407,-0.858025,7.314815,0.028222,,-2.302469,66.355249
US_OH_39131,2020-01-07,ChIJnSr6YeHjRogR77ailw4sWxY,Q489919,geoId/39131,US,United States of America,OH,Ohio,39131,Pike County,US,USA,2,,,,,,,28088,13972,14116,3490,3808,3261,3151,3559,4023,3454,2092,1250,911307,39.08,-83.07,1150,73.65,,,,,7.86,11.62,6.49,6.49,,16.4,9.23,,7.52,23.58,4.78,5.47,,39.3,4.78,,1.537037,-3.561728,9.197531,0.0,,-4.061728,66.52621
US_OH_39131,2020-01-08,ChIJnSr6YeHjRogR77ailw4sWxY,Q489919,geoId/39131,US,United States of America,OH,Ohio,39131,Pike County,US,USA,2,,,,,,,28088,13972,14116,3490,3808,3261,3151,3559,4023,3454,2092,1250,911307,39.08,-83.07,1150,73.65,,,,,5.42,8.47,9.48,6.43,6.43,13.89,6.1,5.08,8.81,24.39,8.13,6.77,8.47,34.21,6.43,4.74,2.222222,-3.098765,6.518519,0.0,,-6.425926,53.120922
US_OH_39131,2020-01-09,ChIJnSr6YeHjRogR77ailw4sWxY,Q489919,geoId/39131,US,United States of America,OH,Ohio,39131,Pike County,US,USA,2,,,,,,,28088,13972,14116,3490,3808,3261,3151,3559,4023,3454,2092,1250,911307,39.08,-83.07,1150,73.65,,,,,7.48,11.4,8.9,,6.41,16.03,8.55,,9.26,32.77,6.05,7.12,6.77,36.68,8.55,8.9,0.987654,-5.376543,12.95679,0.0,,-6.703704,56.920624
US_OH_39131,2020-01-10,ChIJnSr6YeHjRogR77ailw4sWxY,Q489919,geoId/39131,US,United States of America,OH,Ohio,39131,Pike County,US,USA,2,,,,,,,28088,13972,14116,3490,3808,3261,3151,3559,4023,3454,2092,1250,911307,39.08,-83.07,1150,73.65,,,,,5.42,7.97,9.25,4.79,,14.04,10.21,,7.97,21.37,,4.47,,34.13,7.34,4.79,11.08642,5.061728,16.314815,1.016,,3.32716,59.398019
