location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13213,2020-04-11,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,2,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,,-39,,7.5,8.02,,16.81,4.91,4.14,5.69,,9.57,4.66,5.95,6.47,4.91,,3.88,,3.88,4.4,4.14,23.28,6.72,12.41,,5.43,,30.0,4.14,10.09,,5.17,4.91,9.827778,0.333333,21.738889,0.0,,-1.87037,43.683913
US_GA_13213,2020-04-12,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,0,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,-28,-45,,4.92,4.69,,11.48,9.61,3.98,4.45,,10.31,3.28,,4.69,,3.98,3.75,,3.28,4.45,5.62,23.9,6.09,8.2,,4.45,6.33,29.29,,7.03,6.56,3.28,,13.427778,4.338889,20.738889,4.064,,7.382716,67.119806
US_GA_13213,2020-04-13,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,1,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,7,-48,6,4.99,8.31,,14.68,6.37,,,6.09,7.2,,,5.82,,,,,4.43,5.54,5.82,22.16,3.88,8.87,,4.71,,38.79,,9.42,6.09,,,18.038889,11.655556,21.583333,92.456,,13.845679,75.574558
US_GA_13213,2020-04-14,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,1,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,,-38,10,4.4,7.25,,13.21,4.14,,5.44,,8.81,4.14,,10.88,,6.22,3.89,3.89,3.63,4.92,8.55,27.2,,11.4,4.14,,3.63,32.12,4.66,6.48,6.74,6.48,3.89,11.588889,5.661111,19.061111,7.0866,,5.0,63.365188
US_GA_13213,2020-04-15,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,1,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,,-36,11,4.31,12.45,4.07,14.84,5.27,3.59,3.83,3.59,11.25,,4.07,5.51,,5.27,4.79,5.27,,,5.75,27.53,4.55,11.01,4.55,3.35,6.46,27.05,,10.77,4.55,,6.46,9.038889,2.822222,17.138889,0.0,,-2.993827,42.400196
US_GA_13213,2020-04-16,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,0,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,8,-37,13,5.38,11.0,6.84,14.18,8.56,4.16,5.13,,11.49,7.09,,6.36,5.62,5.13,4.64,,,3.91,6.84,22.73,4.64,10.02,3.67,,6.36,38.87,5.38,7.33,4.16,4.64,,8.988889,0.072222,19.027778,0.0,,-0.876543,49.653594
US_GA_13213,2020-04-17,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,1,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,2,-40,14,,12.93,,16.91,8.45,5.97,4.23,,8.21,,,7.96,,6.71,5.22,6.22,3.98,5.97,9.45,23.37,5.72,11.69,3.48,3.48,5.97,34.81,4.48,9.95,6.96,4.72,,12.383333,1.388889,23.244444,0.0,,3.833333,56.286387
US_GA_13213,2020-04-18,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,23,-28,,,10.7,3.82,18.86,7.9,4.33,6.88,3.57,13.76,4.84,5.1,8.66,4.33,4.33,5.1,3.57,,4.33,7.64,24.46,3.82,14.78,5.1,4.59,,36.95,4.33,11.98,3.82,5.86,4.08,15.572222,9.844444,20.966667,2.939143,,7.024691,56.237422
US_GA_13213,2020-04-19,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,-2,-29,,6.07,12.87,,13.84,6.31,4.61,3.88,3.88,11.9,3.4,5.34,5.58,4.86,4.61,,3.88,,4.86,7.04,23.8,5.1,11.41,4.37,5.1,6.8,34.97,6.31,11.17,3.88,4.86,6.07,10.638889,4.344444,18.5,4.529667,,6.703704,76.314282
US_GA_13213,2020-04-20,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,6,-34,12,5.29,8.51,4.37,12.19,6.9,4.37,5.52,,11.27,4.37,3.45,8.05,4.37,3.68,6.44,3.91,3.22,4.14,6.9,26.21,,9.89,4.6,4.37,4.6,33.57,4.83,9.43,5.29,3.68,4.14,14.866667,9.177778,21.75,24.710571,,10.024691,72.68087
US_GA_13213,2020-04-21,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,1,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,,-35,12,,8.97,3.4,20.38,9.95,5.34,7.28,6.31,12.61,,,9.46,3.88,4.12,5.09,4.37,,4.37,8.25,26.93,5.09,8.25,5.09,3.88,6.55,39.54,,11.64,6.31,6.31,4.12,14.961111,7.561111,23.355556,5.4102,,7.104938,59.169567
US_GA_13213,2020-04-22,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,0,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,,-37,13,,8.57,,18.33,5.71,4.52,,5.48,12.38,4.52,9.52,9.29,3.57,3.33,7.14,8.1,4.29,6.19,5.71,28.81,5.95,8.81,,4.52,8.57,38.09,4.76,8.1,6.91,6.43,5.24,14.133333,5.011111,22.711111,0.0,,2.54321,45.198784
US_GA_13213,2020-04-23,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,0,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,-2,-38,17,5.45,12.03,4.77,16.8,12.49,5.45,6.58,,15.89,8.85,,8.17,3.63,5.9,6.81,4.77,,5.22,8.4,28.61,6.13,12.03,3.63,,7.04,34.28,4.77,10.9,3.4,3.18,6.36,14.033333,8.194444,19.888889,14.260286,,11.111111,82.151627
US_GA_13213,2020-04-24,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,3,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,5,-39,15,4.51,10.21,4.99,11.88,7.13,5.7,5.7,3.56,7.36,5.46,3.56,5.94,4.28,3.56,4.51,4.99,,3.33,9.27,30.64,4.75,12.12,3.56,5.7,4.75,39.67,5.7,10.45,4.28,5.23,4.75,16.938889,12.805556,20.977778,12.264571,,13.425926,79.462801
US_GA_13213,2020-04-25,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,2,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,17,-25,,5.91,11.33,,15.02,5.66,,9.6,4.92,,,4.19,9.6,3.69,4.19,3.69,5.91,4.19,4.68,5.66,22.9,8.62,13.05,,,3.94,38.66,6.4,12.07,6.89,3.94,4.68,16.027778,9.894444,24.933333,0.211667,,11.635802,74.868559
US_GA_13213,2020-04-26,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,0,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,5,-25,,5.57,10.65,,12.83,6.53,5.32,9.92,4.11,13.07,,6.78,8.71,4.6,3.39,4.6,5.81,4.11,,5.57,32.19,7.26,9.68,4.36,,5.32,41.62,3.39,8.95,,4.84,5.08,14.155556,10.422222,22.622222,0.762,,7.277778,63.138282
US_GA_13213,2020-04-27,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,1,0,25,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,10,-34,11,3.59,8.62,4.31,13.88,8.14,5.98,5.26,,9.09,,4.55,11.97,4.79,4.79,6.46,4.31,3.59,4.07,5.26,27.04,5.03,12.68,6.94,4.07,5.5,38.77,4.31,7.18,5.26,5.98,4.79,12.05,3.788889,21.633333,0.2032,,3.82716,56.277485
US_GA_13213,2020-04-28,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,2,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,,-35,6,4.08,9.11,4.08,18.7,8.63,4.55,8.15,4.79,13.42,,3.6,13.18,4.32,4.79,4.08,5.03,6.23,4.55,8.87,36.68,5.27,10.79,5.75,4.32,6.95,45.55,4.55,11.99,6.23,7.67,4.55,15.088889,5.238889,25.805556,0.0,,6.290123,55.553642
US_GA_13213,2020-04-29,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,3,0,30,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,,-36,15,4.43,8.65,3.99,10.2,7.32,4.88,7.09,3.77,10.64,4.21,5.54,9.98,4.88,3.33,4.66,5.32,4.21,3.99,6.21,25.27,5.54,7.32,3.99,4.88,5.32,46.34,,6.65,4.66,3.99,5.32,18.038889,10.527778,24.111111,5.503333,,10.987654,63.514639
US_GA_13213,2020-04-30,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,1,0,31,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,14,-36,12,4.74,8.57,4.06,15.79,8.35,5.19,4.51,5.19,14.21,5.41,3.16,6.77,,4.96,,5.19,4.74,3.61,7.67,24.13,3.61,9.02,,3.83,12.86,37.66,3.83,10.38,6.32,4.06,5.19,12.911111,9.422222,18.466667,13.843,,9.895062,81.707383
US_GA_13213,2020-05-01,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,1,1,32,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,14,-37,12,3.94,8.38,3.45,10.1,9.12,6.9,5.67,4.19,8.87,3.7,3.94,8.38,3.94,3.7,3.45,4.19,4.19,5.17,4.68,24.89,5.42,8.87,5.67,6.65,6.9,39.67,5.17,8.38,7.64,,4.43,14.255556,6.055556,23.372222,0.0508,,5.611111,55.154642
US_GA_13213,2020-05-02,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,1,0,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,25,-20,,,9.74,,11.85,10.53,5.53,5.27,5.53,11.06,4.48,4.48,8.43,5.27,3.95,,,3.95,,,24.75,5.53,9.74,,,4.21,39.49,,7.9,9.48,3.69,3.95,16.438889,6.188889,27.783333,0.0,,7.197531,53.994663
US_GA_13213,2020-05-03,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,0,0,33,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,17,-20,,,5.33,4.06,18.79,10.41,,4.57,,10.16,4.32,5.59,7.62,4.57,4.06,,3.81,5.84,7.87,6.6,18.79,4.57,15.74,5.33,6.86,7.11,33.77,6.35,12.95,6.6,4.32,4.06,19.633333,8.322222,29.383333,0.0,,11.055556,57.3955
US_GA_13213,2020-05-04,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,1,0,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,13,-30,9,5.41,10.34,3.29,18.09,8.93,5.64,6.11,3.52,9.63,6.34,11.75,6.82,5.88,6.34,4.0,3.29,4.46,5.64,4.46,26.79,5.17,12.69,6.11,4.46,5.64,39.01,,13.39,9.63,4.46,,21.516667,13.466667,28.322222,0.0,,14.475309,63.452012
US_GA_13213,2020-05-05,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,0,0,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,,-30,11,6.08,8.88,3.27,17.3,7.95,5.61,5.14,5.14,8.88,4.44,,8.65,,3.74,8.18,7.95,,,7.95,25.01,7.48,12.62,6.08,3.27,5.84,41.61,4.21,13.09,7.01,3.27,7.71,20.694444,14.938889,26.672222,12.7,,17.506173,81.355455
US_GA_13213,2020-05-06,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,1,0,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,,-31,12,4.77,11.92,4.05,8.34,7.63,5.25,9.06,5.96,9.54,3.81,5.01,12.87,5.01,4.05,8.11,5.01,3.81,4.29,5.72,29.56,5.96,10.01,5.01,3.34,4.53,38.38,3.58,8.58,5.48,3.34,5.72,14.405556,8.038889,22.433333,7.62,,9.04321,69.710435
US_GA_13213,2020-05-07,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,7,0,42,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,14,-32,11,7.2,8.44,3.48,13.16,7.45,5.46,7.7,4.96,11.92,3.97,,8.94,5.46,4.22,6.21,4.22,4.72,3.72,11.17,26.07,5.46,11.67,,6.95,5.71,38.48,7.2,12.66,7.7,4.72,3.72,10.45,2.95,19.8,0.127,,2.895062,59.138434
US_GA_13213,2020-05-08,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,3,0,45,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,0,-33,14,,8.51,4.0,9.51,6.01,5.0,3.75,,12.76,7.01,4.25,7.76,,4.0,6.51,4.75,5.0,5.25,5.25,30.03,6.76,11.26,,4.25,,41.04,4.5,8.51,7.26,,5.51,10.894444,5.083333,18.005556,2.648857,,7.790123,80.949037
US_GA_13213,2020-05-09,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,1,0,46,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,,-17,,4.84,11.57,,10.22,5.11,,3.77,,6.46,,,6.46,4.3,6.46,4.57,5.38,,5.92,6.46,22.6,5.65,10.76,,6.46,6.73,44.12,,9.96,9.15,,7.53,10.311111,4.322222,16.411111,5.446889,,1.691358,54.797839
US_GA_13213,2020-05-10,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,1,0,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,,-20,,6.64,7.96,,13.8,5.04,,5.31,,9.03,4.25,4.25,7.43,,,5.57,7.7,3.72,3.72,6.37,23.89,,12.21,5.04,3.72,5.04,33.18,5.04,11.41,7.17,,,10.783333,1.366667,21.461111,0.0,,1.777778,53.449393
US_GA_13213,2020-05-11,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,0,0,47,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,14,-27,9,6.5,5.75,,14.25,7.0,7.5,5.75,3.5,9.0,5.75,,7.25,3.5,4.75,4.25,5.0,5.0,5.5,5.75,21.5,7.0,9.0,8.5,5.0,5.25,44.49,4.25,11.5,8.25,4.5,,12.922222,3.727778,20.172222,0.0,,1.549383,45.615977
US_GA_13213,2020-05-12,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,2,0,49,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,,-27,10,6.38,10.22,,16.35,8.43,5.36,7.41,,10.47,,3.58,11.49,4.09,5.36,7.41,6.38,,7.15,6.13,27.33,6.38,8.94,,4.6,,51.08,4.34,8.17,5.36,5.36,4.6,11.777778,4.572222,19.244444,0.0,,3.185185,55.47792
US_GA_13213,2020-05-13,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,4,0,53,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,,,-27,10,5.33,10.9,,14.71,7.1,6.09,,6.34,9.89,3.8,5.07,10.4,3.8,6.09,6.09,5.58,5.58,4.82,9.38,29.67,5.83,12.93,4.57,5.58,3.8,38.8,6.85,9.38,4.82,6.85,5.33,15.644444,7.722222,23.6,0.03175,,9.703704,67.842591
US_GA_13213,2020-05-14,ChIJc0shFb7fX4gRe7WArmQeifg,Q493074,geoId/13213,US,United States of America,GA,Georgia,13213,Murray County,US,USA,2,2,0,55,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39803,19534,20269,5213,5649,5101,4869,5359,5592,4239,2704,1077,534697,34.78,-84.75,892,74.6625,13,9,-27,7,5.86,11.22,,10.45,8.41,4.08,6.37,,9.69,4.59,4.08,6.63,,5.35,7.39,3.57,5.1,4.59,6.12,23.2,7.39,8.67,4.33,5.86,7.39,40.54,5.61,10.2,5.35,3.57,6.63,20.0,13.555556,26.927778,0.1016,,13.32716,65.937111
