location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_ID_16085,2020-08-08,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,2,0,59,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,22,,,-7,14.48,9.15,20.2,9.53,40.02,18.422222,7.577778,29.255556,0.0,,3.077778,36.852592
US_ID_16085,2020-08-09,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,59,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,11.73,,21.5,10.95,36.36,20.666667,9.055556,29.466667,0.0,,5.361111,37.611401
US_ID_16085,2020-08-10,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,2,0,61,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-12,10.33,7.32,19.36,,40.45,20.611111,10.394444,30.55,0.0,,4.061111,34.16817
US_ID_16085,2020-08-11,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,4,0,65,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-19,11.26,7.79,21.64,8.22,28.57,21.233333,9.227778,32.705556,0.0,,4.983333,35.013746
US_ID_16085,2020-08-12,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,1,0,66,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-16,13.66,,17.62,,29.96,22.094444,11.305556,32.288889,0.0,,2.177778,28.169502
US_ID_16085,2020-08-13,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,3,0,69,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-16,16.97,9.38,20.99,,29.48,18.366667,9.072222,28.355556,0.0,,3.222222,37.992498
US_ID_16085,2020-08-14,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,2,0,71,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-19,11.01,6.35,16.1,8.9,31.35,18.805556,7.444444,29.466667,0.0,,0.444444,29.922658
US_ID_16085,2020-08-15,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,3,0,74,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,26,,,-1,12.71,6.75,16.29,11.52,35.36,20.0,6.872222,33.383333,0.0,,1.894444,30.508576
US_ID_16085,2020-08-16,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,2,0,76,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,10.32,7.43,20.23,7.84,33.45,22.688889,9.266667,35.027778,0.0,,4.605556,31.517086
US_ID_16085,2020-08-17,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,76,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,6.92,6.49,22.48,7.78,23.78,25.527778,13.05,36.511111,0.0,,8.683333,34.8664
US_ID_16085,2020-08-18,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,76,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,15.15,,11.84,,38.82,25.422222,15.5,36.222222,0.1016,,9.772222,37.789964
US_ID_16085,2020-08-19,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,1,0,77,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,8.12,,16.69,,27.97,25.283333,16.733333,35.277778,0.6096,,10.55,40.407732
US_ID_16085,2020-08-20,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,1,0,78,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,,21.53,,28.86,22.205556,13.6,31.922222,0.0,,9.005556,43.848236
US_ID_16085,2020-08-21,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,78,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,12.37,8.53,18.77,,26.88,20.927778,11.327778,32.05,0.0,,5.744444,38.061419
US_ID_16085,2020-08-22,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,78,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,17.77,7.02,14.05,9.5,26.03,20.772222,11.277778,31.422222,0.0,,6.661111,41.804523
US_ID_16085,2020-08-23,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,78,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,10.86,,19.21,7.1,34.66,20.522222,10.644444,31.855556,0.0,,7.961111,45.603087
US_ID_16085,2020-08-24,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,78,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,17.95,,15.19,,29.0,20.744444,11.066667,31.916667,0.0,,8.127778,45.884771
US_ID_16085,2020-08-25,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,78,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,10.88,,12.3,,28.39,20.2,12.516667,29.622222,0.0762,,10.488889,54.907002
US_ID_16085,2020-08-26,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,1,0,79,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,10.69,,20.9,,37.91,19.944444,11.755556,30.311111,1.143,,10.822222,56.530948
US_ID_16085,2020-08-27,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,1,0,80,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,9.79,,15.67,7.34,34.76,21.011111,12.494444,29.561111,1.1684,,8.983333,48.165103
US_ID_16085,2020-08-28,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,1,0,81,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,10.31,,20.15,,28.11,19.1,8.983333,29.588889,0.0762,,5.777778,42.857612
US_ID_16085,2020-08-29,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,3,0,84,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,9.83,,17.87,12.51,27.25,19.294444,8.144444,31.05,0.0,,4.811111,38.944648
US_ID_16085,2020-08-30,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,84,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,,15.28,,36.12,18.516667,8.094444,30.55,0.0,,-0.927778,27.142578
US_ID_16085,2020-08-31,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,84,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,10.51,,16.24,,35.35,14.433333,8.211111,23.716667,0.0254,,0.705556,40.397276
US_ID_16085,2020-09-01,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,84,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,13.15,,16.3,,31.03,14.822222,5.605556,28.074074,0.3302,,4.161111,49.353065
US_ID_16085,2020-09-02,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,84,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,8.75,,17.5,8.75,33.46,19.433333,6.638889,32.061111,0.0,,5.983333,41.720065
US_ID_16085,2020-09-03,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,1,0,85,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,,15.44,,36.85,21.133333,8.522222,32.833333,0.0,,4.644444,34.421194
US_ID_16085,2020-09-04,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,85,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,11.65,,13.44,9.41,25.54,21.122222,9.077778,35.41358,0.0,,4.572222,34.481086
US_ID_16085,2020-09-05,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,85,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,14.97,,12.72,6.36,34.42,22.494444,10.244444,35.466667,0.0,,3.861111,30.398401
US_ID_16085,2020-09-06,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,85,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,10.0,7.5,14.64,10.36,35.35,21.394444,9.127778,34.444444,0.0,,2.983333,30.433554
US_ID_16085,2020-09-07,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,34,0,119,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,14.94,8.08,17.37,8.48,27.87,18.361111,8.783333,31.694444,0.0,,1.788889,33.961729
US_ID_16085,2020-09-08,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,-33,0,86,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,11.45,,18.12,,34.34,10.738889,3.011111,22.805556,0.0,,-5.761111,32.001547
US_ID_16085,2020-09-09,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,86,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,,17.61,7.34,27.39,11.577778,1.1,24.648148,0.0,,-5.988889,29.476517
US_ID_16085,2020-09-10,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,86,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,9.87,7.99,15.97,,24.9,14.583333,1.994444,27.811111,0.0,,-3.05,30.085136
US_ID_16085,2020-09-11,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,86,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-19,13.43,,18.98,,29.17,16.5,3.938889,29.238889,0.0,,-0.738889,31.516419
US_ID_16085,2020-09-12,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,86,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,16,,,-7,8.84,11.94,14.15,,25.2,16.522222,4.994444,29.327778,0.0,,0.05,33.737624
US_ID_16085,2020-09-13,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,86,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,11.28,6.68,14.62,,30.07,15.377778,5.644444,28.925926,0.0,,0.966667,38.57833
US_ID_16085,2020-09-14,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,86,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,0,7.35,,18.37,,29.4,16.383333,5.533333,28.555556,0.0,,1.366667,37.592637
US_ID_16085,2020-09-15,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,86,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-11,,,13.02,,24.59,16.222222,6.177778,28.283333,0.0,,0.966667,37.130797
US_ID_16085,2020-09-16,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,86,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-11,12.6,,17.45,,33.93,15.427778,5.8,27.655556,0.0,,1.805556,40.777511
US_ID_16085,2020-09-17,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,86,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-13,8.75,,20.89,,30.61,16.055556,6.011111,28.419753,0.0,,2.272222,40.571798
US_ID_16085,2020-09-18,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,86,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-13,9.59,,12.34,,25.58,14.883333,7.105556,27.555556,0.0,,3.422222,47.173361
US_ID_16085,2020-09-19,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,86,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-8,,72,-6,9.63,,19.25,,35.76,14.772222,8.25,21.855556,0.5842,,7.666667,63.916906
US_ID_16085,2020-09-20,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,86,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,11.51,11.51,12.01,,33.04,12.588889,4.333333,22.727778,0.254,,4.544444,59.153722
US_ID_16085,2020-09-21,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,1,0,87,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-1,,,14.96,,25.8,14.633333,4.238889,27.566667,0.0,,2.955556,46.449879
US_ID_16085,2020-09-22,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,87,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-12,7.74,,16.5,,28.36,15.4,5.6,27.522222,0.0,,1.961111,41.72708
US_ID_16085,2020-09-23,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,1,0,88,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-8,9.5,,13.72,,27.97,16.377778,6.905556,26.75,0.8636,,3.094444,42.134047
US_ID_16085,2020-09-24,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,2,0,90,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-11,7.73,11.12,25.13,,29.97,17.072222,9.511111,25.911111,0.1778,,2.622222,38.801318
US_ID_16085,2020-09-25,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,1,0,91,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-13,7.15,,14.31,,31.0,11.522222,4.25,21.3,0.028222,,3.238889,57.758695
US_ID_16085,2020-09-26,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,91,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,-1,,73,-12,13.12,7.57,12.61,11.1,31.78,13.011111,4.85,19.422222,4.7752,,6.172222,63.882073
US_ID_16085,2020-09-27,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,91,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,11.04,13.14,22.08,,30.49,10.911111,3.972222,18.077778,0.3556,,2.027778,54.75896
US_ID_16085,2020-09-28,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,2,0,93,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-2,10.52,,16.31,8.94,32.62,10.816667,1.511111,22.555556,0.0,,0.544444,49.725392
US_ID_16085,2020-09-29,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,93,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-10,,12.09,19.45,,32.07,12.511111,2.261111,25.882716,0.0,,1.811111,48.623131
US_ID_16085,2020-09-30,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,4,0,97,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-9,9.92,,10.47,11.02,24.8,13.661111,3.1,26.561728,0.0,,1.711111,45.032021
US_ID_16085,2020-10-01,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,97,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-5,,10.16,13.9,,27.26,13.638889,3.522222,26.808642,0.0,,1.25,43.638644
US_ID_16085,2020-10-02,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,97,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-15,8.68,,10.72,,25.53,14.472222,4.733333,26.611111,0.0,,2.222222,44.474097
US_ID_16085,2020-10-03,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,97,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,73,-12,14.88,9.75,16.93,8.72,29.24,14.388889,4.416667,26.811111,0.0,,2.405556,45.10456
US_ID_16085,2020-10-04,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,97,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,,8.77,19.6,,46.41,13.833333,3.738889,26.283333,0.0,,1.305556,43.122645
US_ID_16085,2020-10-05,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,1,0,98,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-3,10.7,,16.05,,36.38,13.811111,3.077778,25.811111,0.0,,0.372222,40.622963
US_ID_16085,2020-10-06,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,5,0,103,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-12,11.67,,16.45,10.61,26.0,13.427778,3.833333,26.141975,0.0,,0.522222,42.030181
US_ID_16085,2020-10-07,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,103,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-12,8.72,8.17,16.35,,30.52,14.344444,4.644444,25.744444,0.0,,0.727778,40.112451
US_ID_16085,2020-10-08,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,103,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-10,,8.51,18.61,,30.83,12.983333,3.166667,24.811111,0.0,,-0.816667,39.493344
US_ID_16085,2020-10-09,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,103,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-16,9.21,16.7,14.39,,25.34,11.916667,2.527778,23.927778,0.0,,-1.561111,40.52831
US_ID_16085,2020-10-10,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,103,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,20,-10,,7.73,14.43,,43.29,9.872222,2.566667,22.688889,0.9906,,-0.611111,49.870311
US_ID_16085,2020-10-11,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,103,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,,11.82,9.01,19.7,,25.89,7.672222,2.233333,14.905556,6.5786,,2.077778,68.456458
US_ID_16085,2020-10-12,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,2,0,105,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-10,12.74,,19.94,,41.54,11.327778,3.227778,17.683333,0.1778,,2.122222,53.974386
US_ID_16085,2020-10-13,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,0,0,105,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-9,8.78,,18.14,,40.38,9.205556,3.544444,17.788889,0.381,,2.955556,65.642049
US_ID_16085,2020-10-14,ChIJ5396UwTDp1QRzDpfk0uSgfE,Q491327,geoId/16085,US,United States of America,ID,Idaho,16085,Valley County,US,USA,2,1,0,106,1,,,10667,5513,5154,1077,1048,856,1268,1249,1463,2177,1124,405,1742107,44.74,-115.56,9670,81.5,,,,-5,11.81,,20.08,,38.97,10.316667,3.272222,16.788889,1.905,,-0.177778,48.718115
