location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_OH_39051,2020-07-29,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,0,0,127,0,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,5,5,-11,-24,6,2.53,3.95,,10.75,5.22,16.28,3.63,4.74,2.69,2.21,5.69,,2.53,2.69,3.63,6.16,3.48,2.21,,3.48,2.21,2.85,,6.8,21.97,5.37,3.16,9.32,,2.21,4.11,4.58,32.24,,9.64,4.11,3.48,3.48,,,24.977778,17.577778,31.366667,0.0,,16.966667,61.305076
US_OH_39051,2020-07-30,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,6,0,133,0,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,1,12,,-24,5,3.2,4.81,,11.37,5.77,9.13,,4.65,4.49,2.4,6.73,,5.45,,,6.09,2.24,4.17,3.04,,3.36,4.49,,2.24,19.54,5.93,2.88,9.29,2.4,,5.45,3.36,29.8,2.88,8.01,3.2,,4.0,,2.72,23.988889,19.133333,30.522222,0.084667,,18.094444,69.755872
US_OH_39051,2020-07-31,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,4,1,137,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,0,10,,-27,5,3.61,8.54,2.46,10.18,4.43,4.11,,4.43,2.79,3.12,5.91,,,2.46,,4.6,,4.6,,3.28,2.3,2.96,3.28,6.57,13.79,4.76,,7.39,2.79,3.12,2.96,4.93,30.38,,7.39,4.27,3.12,3.28,,2.96,22.438889,15.933333,27.861111,0.0,,15.555556,65.211214
US_OH_39051,2020-08-01,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,1,0,138,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,3,13,,-8,,3.19,4.87,2.85,9.07,5.21,5.54,,3.36,3.02,,8.06,2.52,2.52,,,10.41,3.36,4.53,,,,3.53,,3.19,19.31,3.36,,5.37,2.85,3.53,3.02,3.02,30.89,,7.05,6.04,2.85,3.02,,,21.022222,16.577778,27.088889,2.257778,,17.866667,82.276533
US_OH_39051,2020-08-02,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,1,0,139,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,5,12,,-8,,2.72,6.55,,11.34,6.23,5.27,2.24,4.63,,3.35,5.59,,3.35,3.52,,17.73,3.52,3.04,,4.95,2.88,2.56,3.04,3.35,21.09,4.31,,7.03,,,3.04,4.31,24.6,,7.19,6.87,2.24,3.04,2.56,,20.766667,18.088889,24.161111,15.437556,,18.861111,88.951666
US_OH_39051,2020-08-03,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,1,0,140,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,4,5,,-24,6,3.47,7.25,3.15,11.19,6.3,5.04,,4.25,3.94,2.84,5.99,2.21,,2.99,4.41,8.51,2.99,4.25,4.1,2.21,,5.04,,4.41,17.96,3.47,,8.35,,3.47,4.1,2.99,33.24,4.41,6.93,4.73,2.99,3.47,2.99,2.84,21.738889,17.022222,27.95,0.7366,,17.4,76.477799
US_OH_39051,2020-08-04,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,1,0,141,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,2,9,,-25,6,3.56,5.57,3.87,10.06,4.8,5.88,2.17,4.03,,2.32,6.81,3.87,2.17,,2.79,6.19,4.03,5.88,2.48,2.94,3.71,3.25,,4.33,16.25,3.25,,7.58,2.94,2.94,4.8,2.79,28.48,4.18,7.58,5.11,4.18,3.71,,2.63,20.405556,16.994444,26.85,0.127,,16.166667,76.841826
US_OH_39051,2020-08-05,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,2,0,143,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,6,10,-8,-23,5,,4.3,3.34,10.67,2.55,3.5,3.5,2.23,,,6.85,,2.23,,3.98,6.37,5.41,3.19,,2.87,4.62,3.34,,,18.31,3.82,3.34,9.08,,2.87,2.23,3.34,26.27,2.87,8.76,5.09,,4.46,,,17.722222,11.022222,24.272222,0.0,,10.877778,64.317278
US_OH_39051,2020-08-06,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,1,0,144,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,3,7,,-25,5,3.69,6.11,,11.24,7.07,4.66,,5.14,4.02,,3.86,2.89,,2.73,3.21,6.75,2.73,,4.18,4.18,2.25,3.86,3.21,4.82,20.24,3.86,2.73,9.32,,2.73,4.02,6.43,27.79,5.14,9.16,4.98,3.69,4.02,,,19.011111,11.427778,25.3,0.0,,11.927778,63.666974
US_OH_39051,2020-08-07,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,3,0,147,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,0,3,-12,-24,3,3.46,7.57,2.63,9.21,4.61,3.95,,4.28,,2.8,4.61,3.29,2.96,,3.62,7.9,3.62,4.28,,2.3,3.46,2.63,,5.26,19.91,3.29,2.3,9.21,,2.63,,3.95,24.52,,9.54,2.96,2.8,4.28,2.3,,19.688889,12.188889,26.844444,0.0,,12.333333,62.691456
US_OH_39051,2020-08-08,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,0,0,147,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,2,14,,-4,,4.31,5.39,8.98,9.34,5.21,2.69,,3.77,3.95,2.87,5.57,2.87,3.23,2.87,3.23,6.82,3.59,3.95,3.59,3.77,2.51,3.59,,3.05,16.16,5.39,,10.24,,3.59,3.05,5.03,26.4,3.95,7.18,4.13,3.23,4.13,,,20.788889,12.211111,28.472222,0.0,,12.744444,60.261321
US_OH_39051,2020-08-09,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,1,0,148,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,16,16,,-2,,,5.87,4.66,11.91,6.21,5.0,,4.31,2.93,2.93,4.14,,,,2.42,5.35,2.76,4.14,4.66,2.93,3.8,,,4.31,14.67,4.31,,9.14,,4.83,2.93,3.62,25.71,4.49,9.49,5.69,3.11,3.97,,,24.177778,14.305556,31.577778,0.0,,16.972222,64.302712
US_OH_39051,2020-08-10,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,-1,0,147,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,-1,7,,-24,5,,6.56,,12.66,5.34,3.81,,3.66,5.03,,5.34,2.59,3.66,3.66,2.13,6.86,3.51,3.35,4.58,2.44,,3.2,,5.8,17.54,3.05,,9.3,2.75,2.59,2.9,3.81,23.34,3.35,9.15,6.71,2.9,3.81,,,25.988889,18.227778,32.2,0.0,,20.15,70.377324
US_OH_39051,2020-08-11,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,6,0,153,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,4,5,,-25,5,3.67,3.98,2.91,12.71,6.74,6.12,2.91,6.58,2.14,,4.9,2.45,2.76,2.76,3.83,6.74,2.91,2.6,3.37,2.6,2.6,3.06,,5.82,17.61,5.82,,9.34,2.45,2.14,4.13,4.29,30.01,2.76,7.81,4.59,3.83,4.59,,,24.155556,19.35,30.522222,1.11125,,18.627778,71.416507
US_OH_39051,2020-08-12,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,2,0,155,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,6,8,-14,-24,5,3.74,7.8,3.43,11.39,4.83,4.99,2.5,5.62,4.05,4.05,4.37,,2.34,,3.43,6.86,,3.12,5.77,,3.12,2.65,2.34,5.77,17.78,4.99,2.65,11.23,3.9,2.5,4.05,4.21,32.91,4.37,8.42,5.62,4.52,3.43,,2.96,22.311111,15.194444,29.094444,0.0,,13.855556,58.904063
US_OH_39051,2020-08-13,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,3,0,158,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,1,14,,-23,4,3.13,5.47,,7.19,6.1,4.07,2.81,4.22,2.66,,4.69,3.28,3.13,2.5,4.22,5.32,2.66,3.28,3.13,2.66,,4.53,2.35,5.94,15.79,3.75,2.5,4.85,2.19,3.91,3.75,3.91,24.7,2.66,5.79,5.32,3.91,3.13,2.19,2.81,21.794444,13.238889,29.888889,0.0,,14.4,63.042872
US_OH_39051,2020-08-14,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,2,0,160,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,-3,0,,-25,6,2.48,4.97,5.12,8.69,5.59,2.95,,4.66,4.66,2.95,4.81,2.17,3.1,2.48,3.1,6.52,4.5,2.17,2.79,3.1,2.17,3.57,2.64,4.19,14.59,3.57,,8.23,2.64,,3.41,3.41,25.92,3.73,6.83,5.43,2.33,2.95,,,23.583333,14.938889,30.333333,0.09525,,18.227778,72.066235
US_OH_39051,2020-08-15,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,2,0,162,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,8,20,,-4,,,5.48,2.83,10.96,3.89,4.77,,5.83,2.83,,3.36,,3.71,4.77,,7.6,3.36,2.47,2.65,3.53,3.18,3.89,2.83,4.42,12.72,,,9.01,,3.36,3.36,,26.5,3.53,7.95,4.24,3.89,2.47,,,23.972222,19.055556,30.811111,9.031111,,18.855556,73.166356
US_OH_39051,2020-08-16,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,1,0,163,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,10,13,,-5,,3.8,8.42,5.28,12.71,6.11,4.29,,3.63,3.96,2.31,3.3,,,2.81,3.14,7.59,3.3,3.63,,,,,,3.14,13.21,6.77,,9.74,4.13,3.47,,3.47,28.23,2.81,5.94,5.78,3.47,3.47,,2.97,23.094444,18.544444,30.033333,0.141111,,18.45,75.263816
US_OH_39051,2020-08-17,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,2,0,165,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,-22,4,3.55,5.25,4.63,8.8,6.94,3.7,,5.71,4.47,2.47,6.02,3.4,2.62,,2.78,9.26,4.63,2.78,,4.78,2.78,2.31,2.16,4.17,15.74,4.17,2.62,8.18,3.09,2.78,2.62,5.55,30.09,3.86,8.95,4.32,4.01,2.62,,,21.377778,14.544444,28.472222,2.681111,,14.45,64.827105
US_OH_39051,2020-08-18,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,0,0,165,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,-21,4,3.5,4.26,2.74,9.73,5.32,3.5,2.43,6.08,2.74,2.28,4.11,2.74,2.13,2.74,2.28,10.04,3.04,3.8,3.65,4.26,,3.96,,6.54,12.93,3.5,2.59,6.69,2.89,3.04,3.35,4.87,30.27,5.02,6.84,3.8,5.17,,,,20.344444,14.033333,27.755556,0.0,,11.694444,57.671042
US_OH_39051,2020-08-19,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,1,0,166,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,-21,4,3.42,5.94,,10.55,6.83,4.75,3.71,2.38,2.38,4.31,4.46,,,2.08,4.01,6.68,2.53,4.31,2.82,2.82,2.38,,,6.09,14.26,5.05,2.38,8.77,,2.53,2.53,3.86,28.97,3.56,4.46,4.61,4.31,4.31,,2.82,18.572222,11.888889,25.477778,0.2286,,11.188889,62.269883
US_OH_39051,2020-08-20,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,3,0,169,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,-21,2,3.29,6.16,3.01,8.59,4.87,4.29,3.15,3.29,,2.58,4.29,3.01,2.0,,3.29,5.87,3.58,3.44,,3.72,,3.29,2.15,6.16,16.18,3.87,2.15,5.58,,2.15,2.43,3.72,28.2,3.29,5.3,6.16,3.72,3.44,,2.72,19.094444,11.011111,27.444444,0.0,,11.283333,60.737538
US_OH_39051,2020-08-21,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,0,0,169,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,-23,3,2.18,5.38,3.2,9.74,7.41,4.07,3.49,4.94,,,4.51,,2.04,,2.33,7.7,2.47,3.78,3.63,2.62,,3.2,3.49,4.65,12.36,3.92,,6.4,2.47,3.05,4.51,4.8,25.29,3.2,5.81,3.63,2.62,3.49,,,21.666667,12.016667,30.461111,0.0,,13.672222,60.519496
US_OH_39051,2020-08-22,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,2,0,171,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,,,4.69,4.51,,11.01,4.69,4.33,,3.61,2.71,3.79,5.05,2.71,,3.61,3.79,7.22,3.97,,,3.43,3.79,,,3.79,15.35,5.24,,9.75,2.53,2.53,,2.89,29.25,3.61,9.03,4.33,,3.97,,,23.2,13.777778,31.272222,0.0,,15.583333,62.357861
US_OH_39051,2020-08-23,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,2,0,173,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,,,3.15,3.98,2.32,12.11,8.29,5.47,,4.48,,2.65,4.81,2.32,,,4.15,6.14,2.99,2.82,,2.82,,3.48,,3.65,15.26,4.64,,8.96,,2.65,3.32,4.64,26.54,3.32,10.95,3.65,4.15,,2.32,3.15,23.961111,15.605556,31.816667,0.0,,16.938889,64.938078
US_OH_39051,2020-08-24,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,4,0,177,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,-20,3,3.17,4.13,1.93,10.6,4.96,4.13,1.93,4.68,,2.48,6.2,2.2,,3.99,3.17,5.51,2.89,3.17,,2.48,2.48,2.89,2.2,6.75,13.49,3.44,,8.4,,2.75,2.75,3.03,26.02,3.72,7.71,5.09,3.3,3.44,2.75,2.2,25.261111,17.194444,33.005556,0.0,,18.722222,67.259758
US_OH_39051,2020-08-25,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,1,0,178,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,-21,3,4.22,4.5,2.59,10.35,6.26,1.91,1.91,3.95,2.31,,3.27,,,,5.04,7.63,2.04,3.27,4.09,4.36,4.22,2.45,3.4,4.9,14.44,4.9,2.18,9.4,,4.63,3.0,3.54,30.51,2.04,7.9,3.95,2.72,2.45,,3.4,26.161111,19.605556,32.75,0.0,,19.072222,65.176406
US_OH_39051,2020-08-26,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,0,0,178,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,-20,4,2.72,3.94,,8.97,6.8,3.4,2.99,3.53,3.4,2.58,2.99,2.45,,2.45,2.85,6.66,1.9,3.4,3.4,2.99,2.72,2.72,3.94,4.49,14.95,6.66,1.9,6.66,2.45,,2.45,4.35,23.38,4.76,5.84,3.81,2.99,2.17,,2.31,25.016667,19.088889,32.605556,0.0,,17.8,64.48226
US_OH_39051,2020-08-27,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,1,0,179,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,-20,3,3.42,6.42,2.05,8.89,6.29,3.96,2.05,6.56,,2.6,5.06,2.32,2.87,2.32,2.87,8.61,3.14,4.51,2.46,3.69,,1.91,,5.06,16.27,4.51,2.46,4.1,4.24,2.87,3.01,3.96,26.25,4.51,8.2,3.28,4.1,2.6,2.87,2.05,27.605556,20.177778,34.394444,0.0,,20.394444,64.928046
US_OH_39051,2020-08-28,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,1,0,180,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,-20,3,3.74,4.68,,9.22,5.35,3.61,1.87,3.74,2.0,2.67,4.28,,3.21,,2.41,5.08,2.67,3.88,3.61,2.81,2.54,2.81,1.87,3.74,14.3,2.67,2.14,6.02,,2.54,2.0,2.14,25.67,3.74,4.95,3.88,2.0,2.81,,,25.511111,21.711111,33.15,1.04775,,21.533333,78.79188
US_OH_39051,2020-08-29,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,0,0,180,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,,,4.79,6.17,3.25,9.76,3.6,3.25,3.6,4.62,4.45,3.08,4.97,,2.4,2.74,2.57,4.28,6.51,2.91,3.42,3.42,3.77,3.77,,4.62,14.38,4.45,,9.93,2.91,,5.65,4.28,30.31,5.48,6.34,4.79,,2.4,,,22.366667,19.527778,30.544444,24.920222,,17.694444,74.945017
US_OH_39051,2020-08-30,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,1,0,181,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,,,4.94,4.94,2.63,12.02,4.61,2.8,2.47,4.28,2.47,4.12,5.11,3.29,,,,2.96,2.47,2.47,,3.13,2.31,2.31,,4.61,16.47,2.63,2.31,8.23,,2.31,2.47,2.96,33.6,2.31,7.91,6.26,2.47,3.13,2.47,2.96,18.35,12.133333,25.938889,4.8514,,11.766667,65.641927
US_OH_39051,2020-08-31,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,3,0,184,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,-19,3,3.95,4.5,3.14,11.45,5.18,5.45,2.73,4.23,,4.23,4.91,2.73,2.45,,3.54,5.04,2.59,3.27,2.32,2.73,2.18,,2.32,4.91,13.77,4.09,2.04,7.09,,2.59,2.04,3.68,26.86,2.45,6.14,4.5,,3.27,,3.54,19.527778,12.15,26.972222,0.0,,13.161111,66.813465
US_OH_39051,2020-09-01,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,3,0,187,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,-19,3,2.43,5.67,,8.91,7.83,5.94,,3.78,2.3,,5.4,2.43,3.11,2.57,3.11,6.75,4.32,3.51,2.7,2.43,2.3,2.3,2.3,4.05,14.59,3.51,1.89,6.21,2.03,,3.38,4.46,30.66,2.43,5.27,5.4,2.3,,2.16,2.16,22.538889,14.077778,29.0,0.1778,,18.255556,76.89485
US_OH_39051,2020-09-02,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,5,0,192,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,-16,3,3.4,4.75,3.12,10.19,6.66,2.72,5.57,4.21,,,5.16,2.04,,,2.72,6.66,2.85,4.35,4.75,3.8,2.17,4.35,2.04,5.03,16.85,3.53,,6.52,,2.45,2.58,4.75,22.82,2.17,3.67,2.99,3.94,3.4,,2.17,23.511111,18.077778,28.466667,1.04775,,19.055556,76.259398
US_OH_39051,2020-09-03,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,1,0,193,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,-19,2,4.21,3.4,1.9,9.65,7.34,5.3,3.26,2.99,1.9,2.45,6.66,3.67,3.13,,3.81,6.93,3.53,2.04,,2.45,3.13,2.17,2.31,5.98,12.64,5.98,,5.57,1.9,,2.17,2.72,27.18,3.13,5.98,3.13,4.35,3.81,,2.45,21.872222,15.966667,30.022222,0.0,,14.788889,64.241515
US_OH_39051,2020-09-04,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,3,0,196,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,-28,2,,4.33,,9.96,5.2,2.89,2.6,2.17,2.74,3.03,5.63,,2.31,2.6,,4.77,2.74,3.18,3.75,2.02,4.04,3.75,,6.07,13.87,3.9,,5.05,2.31,3.47,2.89,3.03,25.71,2.17,4.91,4.77,2.02,3.9,,,19.533333,11.0,28.755556,0.0,,9.577778,52.757473
US_OH_39051,2020-09-05,ChIJ75S1KR9DPIgRrJ3FQ6c5hH8,Q485539,geoId/39051,US,United States of America,OH,Ohio,39051,Fulton County,US,USA,2,1,0,197,1,,,42265,20963,21302,5319,5742,4833,4861,5090,6089,5507,2937,1887,911263,41.6,-84.12,1055,78.722222,,,,,,4.29,3.4,3.22,10.9,3.04,4.11,3.04,2.5,4.11,,6.97,3.22,4.83,2.5,2.68,3.22,3.4,2.86,3.22,3.04,2.68,2.68,2.86,5.72,13.05,4.65,,5.0,,2.5,5.0,,29.67,,7.33,6.79,,2.86,,,18.533333,10.444444,28.35,0.0,,8.705556,52.991864
