location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_SD_46037,2020-01-01,ChIJtVm6NaqhzVIRL4CqK2C502Q,Q178341,geoId/46037,US,United States of America,SD,South Dakota,46037,Day County,US,USA,2,,,,,,,5494,2790,2704,661,678,488,556,504,761,884,520,442,1739805,45.37,-97.61,2826,78.666667,,-5.972222,-12.916667,0.451389,0.0,316.865,-9.174603,80.914584
US_SD_46037,2020-01-02,ChIJtVm6NaqhzVIRL4CqK2C502Q,Q178341,geoId/46037,US,United States of America,SD,South Dakota,46037,Day County,US,USA,2,,,,,,,5494,2790,2704,661,678,488,556,504,761,884,520,442,1739805,45.37,-97.61,2826,78.666667,,-0.185185,-4.263889,2.055556,1.143,309.88,-2.131944,86.752367
US_SD_46037,2020-01-03,ChIJtVm6NaqhzVIRL4CqK2C502Q,Q178341,geoId/46037,US,United States of America,SD,South Dakota,46037,Day County,US,USA,2,,,,,,,5494,2790,2704,661,678,488,556,504,761,884,520,442,1739805,45.37,-97.61,2826,78.666667,,-1.888889,-6.326389,0.875,0.326571,285.115,-3.436508,89.005777
US_SD_46037,2020-01-04,ChIJtVm6NaqhzVIRL4CqK2C502Q,Q178341,geoId/46037,US,United States of America,SD,South Dakota,46037,Day County,US,USA,2,,,,,,,5494,2790,2704,661,678,488,556,504,761,884,520,442,1739805,45.37,-97.61,2826,78.666667,,-10.076389,-16.409722,-2.576389,1.3335,281.94,-12.238095,85.053367
US_SD_46037,2020-01-05,ChIJtVm6NaqhzVIRL4CqK2C502Q,Q178341,geoId/46037,US,United States of America,SD,South Dakota,46037,Day County,US,USA,2,,,,,,,5494,2790,2704,661,678,488,556,504,761,884,520,442,1739805,45.37,-97.61,2826,78.666667,,-0.590278,-6.145833,4.131944,0.0,344.805,-4.619048,73.751253
US_SD_46037,2020-01-06,ChIJtVm6NaqhzVIRL4CqK2C502Q,Q178341,geoId/46037,US,United States of America,SD,South Dakota,46037,Day County,US,USA,2,,,,,,,5494,2790,2704,661,678,488,556,504,761,884,520,442,1739805,45.37,-97.61,2826,78.666667,,-5.25,-10.347222,0.715278,0.0,330.2,-8.325397,79.196926
US_SD_46037,2020-01-07,ChIJtVm6NaqhzVIRL4CqK2C502Q,Q178341,geoId/46037,US,United States of America,SD,South Dakota,46037,Day County,US,USA,2,,,,,,,5494,2790,2704,661,678,488,556,504,761,884,520,442,1739805,45.37,-97.61,2826,78.666667,,-6.423611,-13.763889,-0.631944,0.0,310.515,-10.039683,74.906634
US_SD_46037,2020-01-08,ChIJtVm6NaqhzVIRL4CqK2C502Q,Q178341,geoId/46037,US,United States of America,SD,South Dakota,46037,Day County,US,USA,2,,,,,,,5494,2790,2704,661,678,488,556,504,761,884,520,442,1739805,45.37,-97.61,2826,78.666667,,-16.388889,-21.895833,-10.791667,0.072571,290.195,-20.111111,74.023638
US_SD_46037,2020-01-09,ChIJtVm6NaqhzVIRL4CqK2C502Q,Q178341,geoId/46037,US,United States of America,SD,South Dakota,46037,Day County,US,USA,2,,,,,,,5494,2790,2704,661,678,488,556,504,761,884,520,442,1739805,45.37,-97.61,2826,78.666667,,-8.861111,-13.3125,-4.861111,0.0,297.815,-11.579365,79.693765
US_SD_46037,2020-01-10,ChIJtVm6NaqhzVIRL4CqK2C502Q,Q178341,geoId/46037,US,United States of America,SD,South Dakota,46037,Day County,US,USA,2,,,,,,,5494,2790,2704,661,678,488,556,504,761,884,520,442,1739805,45.37,-97.61,2826,78.666667,,-13.194444,-19.3125,-5.895833,0.0,297.815,-16.97619,71.605516
US_SD_46037,2020-01-11,ChIJtVm6NaqhzVIRL4CqK2C502Q,Q178341,geoId/46037,US,United States of America,SD,South Dakota,46037,Day County,US,USA,2,,,,,,,5494,2790,2704,661,678,488,556,504,761,884,520,442,1739805,45.37,-97.61,2826,78.666667,,-22.798611,-28.069444,-16.236111,0.34925,297.815,-26.087302,75.359508
US_SD_46037,2020-01-12,ChIJtVm6NaqhzVIRL4CqK2C502Q,Q178341,geoId/46037,US,United States of America,SD,South Dakota,46037,Day County,US,USA,2,,,,,,,5494,2790,2704,661,678,488,556,504,761,884,520,442,1739805,45.37,-97.61,2826,78.666667,,-14.395833,-19.333333,-8.875,0.0,302.895,-17.412698,76.773517
US_SD_46037,2020-01-13,ChIJtVm6NaqhzVIRL4CqK2C502Q,Q178341,geoId/46037,US,United States of America,SD,South Dakota,46037,Day County,US,USA,2,,,,,,,5494,2790,2704,661,678,488,556,504,761,884,520,442,1739805,45.37,-97.61,2826,78.666667,,-7.618056,-11.5,-5.111111,0.0,297.815,-8.865079,88.971643
