location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_obesity,search_trends_pain,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_sleep_disorder,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51630,2020-09-03,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,2,0,488,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-12,,,,,,,3.6,6.35,3.84,11.27,6.71,5.27,2.4,4.43,5.63,4.55,3.6,1.68,2.64,6.47,2.28,2.28,2.52,4.79,3.12,8.99,3.36,3.72,2.88,4.92,2.28,,3.6,4.32,2.76,3.48,6.95,17.38,8.87,3.0,5.16,3.24,3.84,4.32,2.52,6.95,34.64,2.76,3.0,8.03,2.52,3.36,4.67,5.04,3.0,,2.52,,1.8,27.177778,21.644444,33.116667,0.790222,,23.4,80.004598
US_VA_51630,2020-09-04,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,0,0,488,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-15,,,,,,1.79,4.35,7.17,4.99,11.01,6.66,2.94,2.94,3.58,4.48,4.99,3.71,,,4.74,2.94,2.18,3.97,4.87,,9.86,3.46,,2.69,3.33,2.69,1.92,4.74,4.61,3.46,3.07,4.48,15.62,5.12,3.71,6.66,3.07,3.58,4.74,2.69,4.87,30.86,,3.84,6.27,2.18,3.46,6.79,3.71,4.22,2.69,3.2,2.69,,26.172222,20.483333,32.661111,3.781778,,21.677778,76.484431
US_VA_51630,2020-09-05,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,3,-1,491,4,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-22,,,,,,2.16,3.85,8.01,5.08,8.16,6.62,3.85,,3.08,6.47,3.08,,,,4.78,2.31,3.39,4.16,3.85,,5.85,2.77,2.16,,3.23,2.46,,2.31,2.77,4.47,2.46,6.32,17.56,4.62,3.23,7.39,3.7,2.93,4.47,,3.54,34.2,3.39,5.7,6.93,,2.46,5.24,3.7,4.01,4.01,3.08,,2.46,21.738889,15.433333,29.344444,7.1374,,15.016667,65.786481
US_VA_51630,2020-09-06,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,4,0,495,4,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-20,,,,,,2.31,3.08,9.38,3.69,8.3,7.23,5.07,2.46,3.54,5.23,3.38,2.61,,3.38,6.46,3.23,2.46,3.69,2.46,2.31,8.3,3.38,3.38,,3.69,3.69,2.61,3.38,4.15,5.07,3.38,5.54,18.76,4.3,,7.69,,4.3,3.23,2.46,4.61,32.75,3.69,3.54,8.61,,,2.61,4.15,2.92,3.38,3.23,2.46,2.61,19.805556,13.011111,28.005556,0.0,,14.788889,72.918603
US_VA_51630,2020-09-07,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,1,0,496,4,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,5,,,,,,,4.57,7.99,3.42,11.13,8.85,4.71,,3.28,6.42,4.42,2.57,2.0,,3.85,3.14,,3.42,4.28,2.43,6.56,4.57,2.43,2.71,4.0,3.57,,3.28,4.99,4.28,2.85,7.13,19.69,4.42,,10.99,,,4.99,,4.85,39.24,3.14,4.14,8.85,2.0,2.0,7.28,3.14,3.71,4.14,2.28,4.0,3.71,20.455556,13.405556,28.172222,0.0,,15.661111,74.083839
US_VA_51630,2020-09-08,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,1,0,497,4,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-14,,,,,,2.87,4.06,8.13,3.47,11.12,8.25,5.98,,3.47,6.81,3.23,4.42,1.79,2.39,5.86,3.47,2.75,2.99,4.3,2.39,7.05,3.47,1.79,3.83,6.1,1.91,,4.3,3.71,2.39,4.78,7.17,17.33,4.78,3.35,9.09,3.47,4.06,4.06,2.87,4.66,33.23,1.91,4.66,8.25,1.79,2.15,3.47,2.75,4.3,2.15,3.11,2.27,,21.122222,14.044444,29.277778,0.0,,17.644444,80.604335
US_VA_51630,2020-09-09,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,14,0,511,4,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-15,,,,,,1.64,3.52,7.04,5.63,9.15,7.63,5.28,3.05,2.93,4.81,3.29,2.7,,3.99,5.75,3.17,2.58,2.11,4.69,1.64,7.98,3.05,,1.88,3.64,4.22,,3.64,3.05,3.75,3.29,7.98,19.48,6.92,4.22,9.27,3.87,4.58,3.29,2.7,5.4,33.79,2.46,3.75,7.39,2.58,3.75,4.81,4.69,3.52,,,2.82,1.64,22.932099,17.067901,28.049383,6.241143,,21.432099,91.371652
US_VA_51630,2020-09-10,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,-2,0,509,4,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-16,,,,,,2.01,4.86,7.58,3.2,10.42,10.78,5.8,1.78,4.14,4.62,3.2,3.67,,2.96,5.8,3.32,3.79,1.9,3.43,1.9,9.36,2.13,2.49,1.78,6.51,2.37,,3.67,5.21,4.5,2.25,8.05,20.84,5.45,3.32,9.36,2.01,3.67,4.14,,5.09,30.08,2.25,3.32,6.63,1.78,3.55,4.38,5.09,3.91,,1.78,2.6,1.9,25.104938,22.006173,29.382716,13.607143,,23.444444,90.592182
US_VA_51630,2020-09-11,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,-1,0,508,4,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-20,-20,,-52,-39,,1.95,4.14,7.91,4.26,10.34,7.18,4.62,1.82,3.16,5.48,4.75,2.19,,3.16,4.5,3.16,2.92,3.16,3.53,2.19,6.69,4.14,2.19,2.19,4.38,2.43,,4.14,4.5,4.38,2.56,7.42,17.52,4.14,2.68,6.33,3.29,2.56,4.5,,5.23,34.08,2.8,3.04,5.23,2.07,2.56,6.08,3.89,4.02,2.68,2.56,2.07,,24.438889,21.288889,28.655556,3.4798,,21.811111,85.399025
US_VA_51630,2020-09-12,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,4,0,512,4,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-23,-9,,,-16,,2.0,5.14,10.7,4.28,6.99,6.99,4.57,,2.42,5.99,5.42,,2.57,2.28,5.85,2.14,3.71,2.14,,,4.85,3.42,,2.0,4.0,2.57,,2.85,4.71,3.42,,4.42,22.25,5.85,2.57,9.13,2.0,3.42,4.0,3.14,5.71,36.38,,3.71,6.85,2.14,3.28,4.42,2.42,3.28,2.28,4.57,3.14,2.28,22.027778,20.244444,25.905556,0.362857,,19.144444,83.849921
US_VA_51630,2020-09-13,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,3,0,515,4,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-20,-8,,,-17,,2.17,5.56,9.36,5.29,9.36,5.29,3.53,2.17,3.93,4.34,2.58,2.85,,2.17,6.78,4.88,2.17,2.58,4.48,3.66,5.7,3.66,,2.04,5.56,2.58,2.85,,5.43,4.21,2.04,6.11,19.13,3.93,2.58,8.68,,3.12,3.66,2.04,5.29,29.84,,3.53,4.75,,2.58,5.7,2.04,4.88,2.17,2.85,,,20.916667,14.833333,27.805556,0.2032,,16.788889,77.333756
US_VA_51630,2020-09-14,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,1,0,516,4,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-13,-14,,-54,-41,,1.99,4.3,7.28,3.42,13.35,9.82,4.41,2.43,3.86,6.4,3.97,2.76,1.88,1.54,7.72,4.3,2.32,3.31,6.4,2.32,7.94,5.29,2.98,2.1,5.29,3.97,,4.41,3.64,4.63,4.19,9.93,19.08,3.09,2.98,8.82,3.2,4.3,4.3,3.53,6.29,33.86,2.21,4.19,6.95,2.32,1.76,4.85,4.41,5.07,2.43,1.99,2.76,1.65,22.138889,16.455556,26.511111,0.127,,17.783333,76.456109
US_VA_51630,2020-09-15,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,2,1,518,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-12,-14,,-58,-40,,2.77,3.32,7.87,3.43,11.85,6.42,3.99,2.21,2.99,6.31,3.65,2.88,,3.21,6.65,2.99,4.32,3.65,5.21,1.99,6.98,4.65,2.99,1.77,2.44,4.1,1.66,4.65,2.88,3.99,3.43,6.87,20.05,7.64,3.43,9.53,2.99,3.99,3.77,2.66,5.32,34.67,3.54,4.87,9.64,1.77,2.66,4.99,4.1,2.66,2.77,1.55,2.99,2.33,15.944444,10.983333,22.733333,0.0,,10.477778,70.154616
US_VA_51630,2020-09-16,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,0,0,518,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-8,-14,,-51,-42,,2.5,5.33,7.15,2.5,11.58,10.22,6.24,3.06,3.29,4.43,3.52,3.18,,1.93,4.77,3.75,2.38,3.97,4.54,,8.4,4.77,2.72,2.04,4.2,3.63,2.16,4.43,3.18,2.72,2.72,7.38,20.89,5.67,3.4,7.61,1.7,3.86,3.86,2.72,5.11,37.91,2.5,4.77,5.33,2.84,2.95,6.13,3.29,3.63,2.95,3.06,4.2,2.27,14.85,8.855556,22.766667,0.0254,,11.611111,81.004949
US_VA_51630,2020-09-17,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,5,0,523,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-17,-16,,-58,-40,,1.94,3.56,7.12,3.67,9.39,9.28,3.02,1.51,3.34,4.96,4.32,3.45,,1.94,5.72,3.88,3.13,2.59,5.61,3.24,7.77,4.32,2.59,3.02,4.96,4.86,,2.91,3.88,3.45,,6.47,20.17,4.75,3.24,7.66,3.13,5.29,5.72,2.81,5.29,32.8,2.27,6.37,6.58,2.81,2.81,5.72,3.34,4.86,2.37,,2.91,,17.866667,11.922222,21.866667,3.20675,,16.466667,91.619443
US_VA_51630,2020-09-18,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,1,0,524,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-13,-18,,-59,-38,,1.6,3.33,7.79,4.7,7.91,10.55,4.7,1.95,3.44,6.08,2.98,4.24,2.06,1.72,5.5,2.64,1.95,2.87,3.55,2.18,6.99,3.78,1.83,1.95,4.01,3.9,,4.7,4.13,3.44,1.95,5.5,18.23,4.82,2.18,7.79,3.1,4.36,4.24,2.18,4.24,32.56,,2.29,6.65,2.29,3.21,5.16,3.33,5.85,1.95,3.44,,2.52,20.15,16.172222,23.55,11.811,,17.155556,83.0108
US_VA_51630,2020-09-19,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,1,0,525,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-17,-4,,,-14,,,3.76,8.35,4.73,10.16,7.1,3.34,2.51,3.76,5.71,,,,2.09,6.13,3.48,4.18,4.32,2.79,,6.26,3.9,,2.23,4.18,,2.09,,4.32,3.9,2.37,6.26,13.78,4.87,3.06,7.52,,2.23,3.76,,3.06,32.72,,3.62,4.32,,,4.87,,2.92,2.37,,3.62,2.92,14.022222,8.077778,20.894444,0.1778,,4.483333,52.903717
US_VA_51630,2020-09-20,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,2,0,527,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-17,-11,,,-21,,2.56,2.29,6.6,4.58,9.83,8.89,4.44,2.02,3.23,3.23,2.69,4.58,2.69,,5.66,2.69,2.83,3.5,3.1,1.89,6.2,2.42,,2.96,5.66,2.69,,,4.58,2.96,1.89,8.35,17.91,3.91,3.37,9.56,2.56,3.37,2.56,,3.64,29.09,2.83,3.91,5.12,,2.83,4.98,2.02,4.04,2.83,3.64,2.83,2.96,11.622222,4.611111,20.044444,0.0,,5.055556,65.092747
US_VA_51630,2020-09-21,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,0,0,527,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-9,-13,,-58,-39,,2.12,3.13,7.71,2.35,8.61,9.39,6.04,3.46,3.46,6.15,5.14,5.48,1.68,2.35,7.38,3.58,4.25,3.58,6.15,2.01,7.71,3.35,2.23,2.35,5.25,3.24,,4.36,4.02,3.46,2.12,8.05,19.34,6.48,2.35,5.7,2.91,4.36,3.58,2.68,5.14,36.88,2.35,3.13,5.48,3.02,2.12,5.59,3.24,3.8,2.46,2.23,3.35,1.9,12.088889,5.366667,19.766667,0.0,,5.611111,64.81124
US_VA_51630,2020-09-22,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,6,1,533,6,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-9,-12,,-52,-40,,1.79,3.81,8.3,2.69,11.55,7.74,5.38,3.59,4.04,5.38,5.16,2.81,1.79,3.59,5.61,2.47,3.14,4.04,4.94,3.14,7.96,4.49,2.36,2.02,5.5,3.25,,4.82,2.47,4.49,4.26,9.42,17.28,6.28,2.81,6.39,2.02,4.49,4.71,1.68,5.27,35.9,2.69,4.94,6.28,2.58,4.04,6.06,3.7,3.48,2.13,2.02,3.59,2.81,11.883333,3.766667,21.855556,0.0,,6.322222,68.842802
US_VA_51630,2020-09-23,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,-2,-1,531,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-7,-4,,-58,-39,10,2.15,3.06,7.83,4.31,12.93,7.37,4.65,1.7,3.97,4.88,4.42,2.72,,3.06,6.47,3.63,5.22,2.15,4.88,2.15,9.41,3.18,2.38,2.15,5.11,3.97,,4.54,2.38,5.33,3.52,7.37,19.06,6.58,2.38,7.03,3.06,5.9,5.9,,6.01,34.14,3.18,5.45,6.35,2.38,3.06,5.9,4.65,4.08,2.61,2.38,2.95,1.59,14.666667,5.394444,25.077778,0.0,,9.666667,72.582561
US_VA_51630,2020-09-24,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,2,0,533,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-18,-8,,-63,-39,12,2.37,3.49,8.11,3.6,10.59,10.7,4.62,2.59,4.06,5.63,6.31,4.39,,1.8,5.86,1.92,3.27,3.72,6.2,,9.01,3.38,2.93,2.25,5.41,2.59,1.69,4.62,3.94,5.18,4.17,7.43,19.15,5.52,4.06,7.21,2.82,5.63,5.18,1.92,6.42,34.7,2.7,1.92,5.86,1.69,3.83,4.62,3.38,4.28,2.37,2.37,3.15,2.14,17.011111,11.183333,23.755556,0.254,,14.466667,85.092027
US_VA_51630,2020-09-25,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,2,0,535,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-17,-9,,-61,-35,11,4.17,4.17,7.53,5.21,10.42,7.53,4.63,3.36,2.89,3.24,3.82,3.94,,3.24,5.9,3.36,4.17,2.31,3.47,2.2,9.03,3.82,2.2,2.66,4.75,1.74,1.62,3.47,2.43,3.36,,6.6,21.07,7.41,,6.37,1.74,2.89,3.71,2.55,6.83,32.99,3.71,4.75,4.05,2.43,3.71,6.83,4.98,3.82,1.62,3.13,2.43,,16.5,13.161111,21.422222,1.905,,15.172222,91.961741
US_VA_51630,2020-09-26,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,4,0,539,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-19,-1,,,-9,,,3.72,9.1,4.0,7.31,6.34,3.31,3.58,4.41,4.96,3.31,2.9,2.34,,4.27,2.21,2.34,3.58,3.31,,5.24,3.03,,2.21,3.03,2.07,2.34,3.86,3.58,3.45,2.48,4.27,16.82,4.0,4.0,7.31,3.31,3.72,3.45,2.34,4.83,32.12,3.58,2.48,5.79,2.21,2.34,5.79,2.48,3.17,2.9,,2.76,,18.205556,15.194444,22.327778,17.384889,,16.75,91.296341
US_VA_51630,2020-09-27,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,0,0,539,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-23,-9,,,-18,,,5.03,9.64,4.21,8.56,5.71,3.8,1.9,2.17,5.03,4.21,2.72,,1.9,5.71,2.04,4.35,2.58,3.8,2.17,7.47,3.26,,2.58,4.62,2.72,2.31,4.48,4.62,4.08,2.99,6.25,16.84,4.62,4.35,8.29,2.31,2.31,3.94,2.04,5.43,34.91,1.9,3.12,6.38,3.12,2.58,5.03,3.94,4.21,,2.44,,2.31,20.338889,16.338889,24.894444,1.1176,,18.077778,86.907718
US_VA_51630,2020-09-28,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,0,0,539,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-13,-6,,-51,-36,9,3.01,3.46,7.47,3.34,8.8,9.03,5.46,1.78,3.9,4.9,2.9,4.35,,3.68,4.57,3.9,2.9,2.56,5.24,2.23,8.58,3.57,2.79,2.01,5.46,3.23,2.56,3.79,4.01,4.9,2.23,6.8,20.28,6.35,3.57,5.35,3.9,5.13,4.9,1.78,6.69,36.89,2.23,3.79,5.68,2.79,2.9,6.13,3.46,4.57,3.57,2.67,3.34,2.12,21.05,17.138889,27.566667,0.0762,,18.655556,86.29194
US_VA_51630,2020-09-29,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,7,0,546,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-13,-3,,-61,-39,11,2.05,4.43,9.5,4.75,10.79,7.88,6.04,3.13,4.64,4.64,4.75,2.91,1.62,2.7,6.48,2.05,3.24,1.94,5.94,2.05,9.18,2.38,2.7,2.59,5.18,2.91,1.83,4.75,4.64,3.99,3.02,8.2,20.62,6.8,3.56,7.88,1.94,5.07,4.21,2.7,6.15,32.71,3.13,3.56,5.83,2.81,3.24,4.32,4.53,4.86,3.13,1.62,1.73,2.16,21.933333,15.6,27.011111,2.652889,,19.344444,85.303248
US_VA_51630,2020-09-30,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,1,0,547,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-5,-2,,-56,-39,10,2.23,4.46,5.91,3.68,11.03,7.46,5.35,2.23,5.12,5.24,4.79,3.79,1.78,2.12,4.79,3.12,4.9,3.23,3.56,2.56,10.14,4.23,1.78,,3.56,1.67,,3.79,4.12,2.12,1.89,7.24,15.49,6.46,4.01,7.35,3.01,2.67,3.12,2.45,7.24,34.31,2.34,4.12,6.13,3.9,2.79,5.68,5.12,4.68,2.56,1.67,3.12,1.67,15.894444,11.8,23.555556,17.215556,,11.227778,73.953492
US_VA_51630,2020-10-01,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,2,0,549,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-15,-5,,-58,-38,10,2.54,4.09,6.41,4.64,8.73,7.73,5.08,2.76,5.08,3.42,4.31,4.09,1.99,3.09,5.86,3.87,1.99,2.32,4.75,2.32,9.28,3.2,2.76,2.1,2.43,3.98,,2.98,4.75,3.54,1.77,8.62,20.33,6.41,3.2,6.52,1.55,4.2,3.98,1.99,7.07,34.03,2.87,4.09,4.09,4.64,3.42,5.75,3.87,4.75,2.54,1.77,2.65,2.21,17.094444,11.822222,24.733333,0.649111,,12.305556,73.54994
US_VA_51630,2020-10-02,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,0,0,549,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-13,-4,,-53,-35,8,,2.89,6.71,4.74,9.13,8.44,5.9,2.2,3.58,3.82,2.66,3.24,3.58,2.2,6.36,3.7,2.89,2.43,3.12,2.43,8.79,2.54,2.2,2.2,3.93,4.05,,3.82,4.63,4.74,2.54,4.63,18.39,5.67,3.58,6.36,2.2,3.82,4.28,4.28,9.25,32.61,,3.35,4.86,3.12,,3.47,3.01,4.28,3.01,1.85,2.89,,15.555556,11.05,22.411111,5.870222,,10.861111,73.727379
US_VA_51630,2020-10-03,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,1,0,550,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-16,6,,,-15,,,4.62,7.27,4.75,8.53,6.85,3.08,,2.24,4.75,3.36,3.92,,2.66,6.99,3.64,2.66,3.08,4.06,,6.85,5.45,,2.52,5.17,4.2,2.1,4.47,5.59,4.2,2.8,5.59,16.64,5.17,3.5,5.17,2.52,4.06,4.33,2.24,4.2,32.45,3.5,4.2,6.01,2.1,2.52,6.15,2.94,4.06,2.94,2.38,4.47,3.36,11.9,5.427778,19.888889,0.1778,,6.266667,68.569786
US_VA_51630,2020-10-04,ChIJJeDquuvBtokRoZGmIQpFpn8,Q492342,geoId/51630,US,United States of America,VA,Virginia,51630,Fredericksburg,US,USA,2,2,0,552,5,,,28498,13213,15285,3651,4056,6431,3738,3016,3135,2398,1313,760,1633328,38.301829,-77.470778,18,27,78.96,-19,-3,,,-18,,,4.11,6.03,4.93,10.96,9.18,3.56,2.05,2.05,6.3,3.15,3.29,,3.01,7.94,3.15,4.52,2.19,5.34,2.05,6.3,3.42,,,3.83,5.75,2.33,2.6,4.93,4.79,2.19,5.62,18.08,5.89,1.92,5.89,3.15,4.25,3.29,,4.38,35.2,2.6,,4.52,3.42,3.01,3.15,4.11,4.79,3.29,2.19,2.74,,11.605556,4.855556,20.322222,0.0,,7.155556,74.250945
