location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21167,2020-01-01,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,9.92,13.05,8.87,32.36,,,33.92,11.48,46.45,11.48,4.462963,0.814815,9.376543,0.0,,-2.270833,61.611401
US_KY_21167,2020-01-02,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,9.78,19.57,,29.87,10.3,,39.13,9.78,62.31,,6.716049,2.265432,11.197531,0.0,,-0.548611,59.425119
US_KY_21167,2020-01-03,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,14.58,15.62,13.53,23.43,11.45,9.89,31.23,,52.58,,11.104938,7.17284,12.407407,7.257143,,10.125,93.502695
US_KY_21167,2020-01-04,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,10.85,13.44,11.88,22.22,9.3,,35.14,10.34,57.87,,6.91358,2.425926,12.419753,9.434286,,4.444444,84.289299
US_KY_21167,2020-01-05,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,7.92,18.48,14.78,30.09,9.5,10.56,34.32,9.5,56.49,14.26,3.018519,-1.382716,9.302469,0.85725,,-2.041667,69.381449
US_KY_21167,2020-01-06,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,8.53,12.56,9.42,22.43,16.15,8.53,33.2,7.18,50.25,6.73,4.549383,-1.469136,9.203704,0.0,,-2.625,59.706999
US_KY_21167,2020-01-07,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,6.02,9.03,9.03,18.06,8.17,,28.8,7.74,47.29,,3.845679,-1.234568,9.691358,0.0,,-3.979167,56.956899
US_KY_21167,2020-01-08,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,7.66,7.66,7.66,13.61,10.63,7.66,29.77,8.93,49.33,11.91,4.85,1.4,9.394444,0.0,,-6.302469,44.909699
US_KY_21167,2020-01-09,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,9.78,9.35,6.38,19.13,7.23,10.63,29.34,8.08,37.84,10.2,5.25,-1.177778,15.544444,0.0,,-5.82716,45.092073
US_KY_21167,2020-01-10,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,12.95,6.91,8.63,21.58,9.06,6.04,37.54,8.63,50.06,8.2,14.916667,12.605556,18.633333,0.0,,5.135802,51.787847
US_KY_21167,2020-01-11,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,16.33,8.67,8.67,20.41,9.18,12.76,25.51,8.16,43.88,13.78,17.0,14.033333,22.072222,4.953,,12.697531,75.809836
US_KY_21167,2020-01-12,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,12.57,18.03,12.02,30.6,10.38,8.2,35.52,9.84,42.62,8.74,7.361111,3.416667,18.083333,16.3195,,4.623457,82.904629
US_KY_21167,2020-01-13,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,10.37,7.78,11.23,20.74,12.1,7.34,43.63,8.21,44.5,8.21,4.994444,1.038889,9.738889,0.0,,2.666667,84.953073
US_KY_21167,2020-01-14,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,12.0,13.28,11.14,23.57,8.14,8.14,30.42,6.0,43.71,6.0,9.216667,3.438889,12.922222,0.28575,,6.765432,84.464084
US_KY_21167,2020-01-15,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,,11.12,,18.82,6.41,9.84,35.49,11.97,40.2,8.12,9.577778,2.611111,18.95,0.28575,,8.265432,91.318103
US_KY_21167,2020-01-16,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,6.09,11.75,8.27,16.54,10.01,8.71,26.55,8.71,41.79,10.45,7.111111,1.872222,16.816667,0.254,,1.919753,69.453943
US_KY_21167,2020-01-17,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,8.2,14.68,12.09,14.24,7.34,9.49,26.33,6.47,42.3,13.81,-0.761111,-3.733333,5.2,0.0,,-6.919753,62.732127
US_KY_21167,2020-01-18,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,,10.84,13.01,13.55,8.13,10.3,22.23,9.76,48.79,,6.816667,-0.6,11.744444,0.47625,,0.567901,64.128103
US_KY_21167,2020-01-19,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,8.49,,10.49,16.49,18.48,10.99,24.48,17.49,45.96,,-0.972222,-6.494444,11.244444,4.600222,,-6.777778,64.622701
US_KY_21167,2020-01-20,ChIJ2wb4LuOAQogRqCPRVURMS2Q,Q500711,geoId/21167,US,United States of America,KY,Kentucky,21167,Mercer County,US,USA,2,,,,,,,21542,10577,10965,2560,2613,2469,2317,2620,3418,2852,1807,886,1846563,37.8,-84.88,656,76.68,,,,,12.04,13.61,9.94,18.32,,14.13,27.21,10.99,58.09,15.7,-7.083333,-8.983333,-2.277778,0.0,,-11.555556,70.035757
