location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47073,2020-01-11,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,5.04,8.22,6.35,11.96,7.29,5.42,,4.67,5.23,3.36,,16.81,4.11,10.27,4.11,3.36,10.83,2.8,,5.42,5.42,3.36,5.98,5.98,5.79,7.29,23.91,6.16,,7.29,3.17,2.99,6.72,5.04,42.59,5.04,9.53,5.23,5.42,3.36,2.99,3.36,17.277778,12.092593,22.345679,3.193143,,11.430556,67.138824
US_TN_47073,2020-01-12,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,5.49,9.84,3.41,7.76,8.14,6.62,,9.84,6.05,5.11,4.35,16.65,4.35,9.65,4.54,3.78,7.38,3.03,3.22,8.89,4.92,6.24,3.41,6.43,4.35,9.65,22.52,7.57,3.41,6.05,3.78,3.78,5.68,3.41,43.52,3.78,9.08,5.11,4.16,4.54,2.65,5.68,12.895062,7.228395,18.709877,11.067143,,7.715278,70.794735
US_TN_47073,2020-01-13,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,6.18,7.27,4.72,14.72,7.09,6.54,3.27,7.81,5.09,3.09,3.82,20.17,5.63,10.72,,4.0,11.27,5.45,3.09,5.63,6.0,6.54,4.36,4.91,3.27,10.54,28.35,6.72,4.36,4.91,2.73,5.82,5.45,5.09,47.61,4.0,6.0,5.45,5.63,10.18,3.63,4.54,7.833333,4.037037,14.833333,0.0,,5.465278,85.33082
US_TN_47073,2020-01-14,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,3.69,7.38,5.35,13.48,7.75,6.09,4.43,11.63,6.28,,4.43,20.68,4.99,11.63,3.51,6.65,11.82,7.38,4.99,7.38,7.02,3.88,4.8,7.57,4.43,10.34,32.13,3.88,,6.65,,3.14,5.17,8.12,45.42,4.8,7.75,7.57,7.75,5.54,4.62,,12.166667,8.87037,15.092593,1.705429,,11.298611,93.96595
US_TN_47073,2020-01-15,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,7.9,8.27,4.59,12.68,9.92,6.62,,6.06,5.7,2.94,4.23,16.72,4.23,9.19,5.7,5.7,11.03,5.7,4.23,6.62,7.53,4.59,4.41,5.33,3.67,8.82,30.14,8.82,2.94,6.62,,7.17,6.98,6.25,47.96,3.12,6.25,5.51,5.7,5.51,3.12,3.12,13.201389,10.395833,16.486111,4.868333,,13.015873,97.235324
US_TN_47073,2020-01-16,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,5.49,8.42,2.75,11.17,9.34,7.69,2.93,8.05,3.11,5.49,4.21,12.81,4.94,7.32,3.66,3.84,12.08,3.84,2.56,5.86,5.49,,3.66,5.67,4.03,8.97,25.26,7.32,3.84,6.22,,6.22,4.76,7.14,41.37,4.76,6.96,4.03,5.49,5.31,3.48,4.21,11.208333,6.125,15.798611,0.834571,,4.507937,63.228455
US_TN_47073,2020-01-17,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,2.47,7.41,4.94,9.7,5.82,6.0,3.17,7.23,4.06,3.35,3.0,15.87,4.41,12.34,3.17,6.53,9.52,5.82,3.7,7.23,6.7,3.88,5.47,5.29,3.0,8.46,29.45,7.76,3.35,7.76,3.17,6.35,7.58,3.88,41.44,6.17,7.58,4.41,3.88,5.64,4.58,3.0,1.791667,-2.680556,6.138889,0.0,,-8.603175,47.575601
US_TN_47073,2020-01-18,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,5.38,11.12,4.26,9.08,7.97,6.12,,5.38,3.34,,3.15,15.2,4.63,8.71,4.26,6.12,8.71,5.19,3.71,4.26,5.56,7.04,6.12,4.08,4.45,7.41,24.47,5.38,4.82,12.23,,5.0,4.26,5.93,47.45,4.45,7.79,4.82,5.19,4.63,3.89,3.34,5.743056,3.5625,9.006944,2.413,,-4.753968,46.093927
US_TN_47073,2020-01-19,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,5.56,10.37,2.96,7.59,6.3,3.89,,5.37,3.33,,,15.0,6.85,9.45,4.07,3.52,11.48,4.82,4.63,5.37,4.45,6.11,6.48,5.0,2.78,7.22,26.3,5.37,,7.41,,2.59,5.0,6.3,41.85,5.0,7.41,6.85,4.26,4.63,2.78,3.7,3.031746,-2.706349,8.492063,2.497667,,-2.37037,68.594465
US_TN_47073,2020-01-20,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,7.31,8.04,3.47,11.15,8.22,8.22,,8.96,4.2,,2.74,21.38,4.2,10.42,3.29,4.93,10.97,5.48,4.2,5.85,4.75,4.57,4.39,5.12,2.74,9.87,29.79,6.58,3.65,9.14,,5.85,4.93,4.39,50.26,4.2,5.85,6.95,4.93,,4.02,4.75,-5.206349,-6.920635,-2.809524,0.084667,,-11.259259,63.402922
US_TN_47073,2020-01-21,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,6.45,8.85,3.87,11.8,7.74,9.4,3.32,6.64,3.69,2.95,,23.97,7.01,8.85,4.42,4.24,11.8,6.82,3.87,6.45,4.06,5.35,4.06,9.59,,9.4,35.21,8.3,4.42,6.64,3.32,6.82,8.3,9.22,48.67,5.9,7.37,7.19,4.79,,4.98,3.5,-3.958333,-5.847222,-0.4375,0.0,,-11.357143,56.588405
US_TN_47073,2020-01-22,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,5.04,6.72,3.92,13.06,8.39,10.26,4.85,7.28,5.6,,,20.52,3.92,7.84,4.29,3.73,12.5,3.73,2.8,5.22,6.34,6.53,4.66,9.7,2.8,9.52,31.9,7.09,4.1,8.02,,5.41,11.75,5.78,47.39,5.04,8.77,8.96,8.02,6.72,,5.04,-3.451389,-9.784722,6.284722,0.0,,-9.412698,63.083049
US_TN_47073,2020-01-23,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,4.1,10.99,,13.6,8.01,5.59,2.98,5.77,6.33,,4.84,23.28,4.47,9.87,3.54,5.4,10.43,6.15,,9.31,5.77,5.77,5.59,9.31,5.03,9.31,38.74,10.06,4.66,7.82,,6.52,6.7,5.4,40.41,6.33,8.19,4.1,5.4,4.66,4.66,,2.798611,-2.590278,10.583333,0.0,,-6.214286,52.966828
US_TN_47073,2020-01-24,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,3.91,10.98,5.4,10.05,6.14,5.95,,4.65,6.14,,4.09,32.93,5.02,10.98,3.91,6.14,13.77,5.02,4.28,4.65,6.51,4.09,4.09,4.84,,7.63,44.28,9.68,4.09,9.12,2.79,5.21,6.7,3.91,41.31,5.77,9.12,7.44,6.14,5.4,5.4,3.91,7.375,4.854167,10.368056,2.455333,,4.65873,81.057425
US_TN_47073,2020-01-25,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,6.47,7.99,3.62,12.37,10.27,6.09,,6.28,4.57,3.23,4.95,23.59,3.81,8.75,4.95,3.81,10.08,4.57,3.42,6.47,5.14,4.95,4.0,7.42,2.66,7.42,38.05,8.37,3.81,9.7,4.0,6.28,7.23,5.9,45.09,5.71,8.56,8.56,4.57,7.23,3.23,,3.8125,1.388889,7.479167,9.482667,,1.293651,82.519047
US_TN_47073,2020-01-26,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,7.11,8.0,4.09,7.47,8.54,5.16,3.2,5.51,4.62,3.56,3.02,26.14,5.87,9.25,3.56,6.4,9.25,6.58,2.67,5.69,5.87,3.2,5.16,3.91,3.56,8.71,37.16,4.27,4.09,9.07,4.27,7.29,5.16,5.69,43.03,5.51,7.11,8.36,4.27,6.05,3.56,2.67,2.402778,-0.083333,5.791667,0.072571,,-2.198413,70.578269
US_TN_47073,2020-01-27,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,9.03,7.22,3.43,12.1,8.49,5.96,2.53,8.31,4.88,3.43,3.43,29.79,5.6,11.02,6.14,4.88,12.28,5.06,3.79,7.58,7.4,6.5,3.97,4.7,5.06,8.85,39.55,7.04,,9.39,3.07,2.89,5.06,6.14,41.17,4.33,6.86,8.67,4.7,7.95,5.06,2.89,3.854167,1.805556,7.611111,0.635,,2.452381,89.363534
US_TN_47073,2020-01-28,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,6.09,5.91,2.96,13.3,8.68,6.83,4.8,7.76,3.88,3.88,3.14,28.62,5.91,12.19,6.09,5.54,11.26,5.17,3.14,8.12,8.12,8.68,5.91,6.65,3.88,7.94,49.49,7.2,,7.76,,6.28,4.8,9.42,49.12,5.36,9.97,7.57,5.54,6.46,3.69,4.43,4.024691,0.024691,9.111111,1.580444,,0.145833,76.44067
US_TN_47073,2020-01-29,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,5.62,9.55,4.68,11.43,11.61,6.93,4.5,7.12,4.31,2.62,2.62,34.47,4.87,12.55,3.18,5.25,14.24,8.62,3.37,6.18,8.24,4.31,3.37,7.49,5.43,11.99,43.46,6.93,3.18,8.62,,5.81,5.06,6.18,51.51,3.18,11.8,6.56,7.68,6.56,4.68,3.18,3.228395,-0.345679,8.320988,0.0,,0.020833,78.672221
US_TN_47073,2020-01-30,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,8.74,7.83,4.0,11.83,6.01,7.28,3.46,4.92,4.55,3.28,4.0,34.77,,11.83,4.55,3.82,11.83,4.92,4.19,4.73,6.74,5.83,5.1,6.01,6.01,8.37,42.23,6.01,2.73,6.74,,5.28,5.1,6.74,41.87,4.37,10.19,4.92,4.37,6.37,6.19,4.55,4.814815,2.203704,8.716049,0.635,,2.576389,85.826798
US_TN_47073,2020-01-31,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,4.95,9.16,2.93,9.9,7.33,5.32,3.48,6.96,3.12,4.22,3.3,34.28,5.13,12.65,5.32,5.87,10.81,5.5,3.67,4.95,6.78,6.23,4.22,4.22,3.12,8.06,40.14,5.5,4.77,6.78,2.75,4.4,4.77,6.42,39.04,3.12,5.68,5.87,3.67,7.33,4.95,5.68,5.833333,3.709877,9.12963,0.0635,,3.083333,80.742003
US_TN_47073,2020-02-01,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,7.2,11.45,2.58,14.03,9.23,7.94,3.32,6.09,5.72,,,29.17,4.8,10.71,3.51,4.06,12.92,5.17,2.95,5.17,4.25,5.17,3.51,6.65,3.51,8.68,32.68,5.91,3.51,6.09,2.95,3.14,6.09,6.09,45.79,3.32,6.83,7.02,5.91,,5.91,2.77,3.901235,1.185185,7.530864,0.834571,,2.701389,91.612122
US_TN_47073,2020-02-02,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,5.96,8.13,4.52,11.38,9.58,5.6,,4.7,4.16,3.61,3.07,25.66,5.42,11.38,5.24,4.16,9.76,5.24,3.98,6.87,5.96,5.06,5.42,3.07,3.43,7.95,28.19,4.88,,7.05,3.07,5.42,4.34,5.06,41.74,3.98,5.78,5.6,,4.88,5.78,3.07,6.216049,-0.580247,16.302469,0.465667,,0.354167,65.807622
US_TN_47073,2020-02-03,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,5.29,6.56,2.92,11.49,8.75,7.29,5.29,6.56,2.73,,2.92,31.54,4.56,15.68,5.29,3.65,14.04,5.65,4.19,8.93,5.83,5.47,5.11,6.38,3.1,8.75,35.19,8.93,3.83,6.93,4.01,5.65,6.93,7.84,47.04,3.65,6.93,5.65,6.02,5.83,4.38,4.74,8.376543,1.209877,18.697531,0.0,,1.388889,61.484399
US_TN_47073,2020-02-04,ChIJLwSnjGYAW4gRhZ6YFbz74nc,Q502400,geoId/47073,US,United States of America,TN,Tennessee,47073,Hawkins County,US,USA,2,,,,,,,56620,27809,28811,5799,6791,6309,6017,7596,8452,7844,5367,2445,1847626,36.44,-82.95,1294,74.191667,,,,,8.43,10.76,3.23,9.15,9.15,7.0,,5.02,4.13,5.02,3.59,20.99,3.59,10.76,3.05,4.31,12.74,5.02,,6.46,5.02,3.59,4.49,3.41,3.77,9.87,32.11,7.89,4.31,7.18,2.87,5.56,4.49,7.89,44.49,5.56,7.71,5.2,5.38,7.36,5.02,3.23,12.802469,8.820988,17.382716,1.197429,,7.486111,69.548281
