location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51750,2020-01-11,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,,,,,10.66,,11.84,,27.24,,13.777778,6.822222,19.222222,2.483556,,11.505556,86.681087
US_VA_51750,2020-01-12,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,,10.49,,,,,19.13,,38.26,,14.566667,8.605556,19.505556,18.372667,,9.316667,70.930444
US_VA_51750,2020-01-13,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,11.76,8.14,7.24,11.76,6.78,,21.71,,33.47,,9.05,5.044444,16.533333,0.2032,,5.516667,79.827598
US_VA_51750,2020-01-14,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,9.12,,10.43,7.82,,,21.29,9.12,37.79,,10.6,5.783333,14.933333,3.77825,,9.433333,92.602678
US_VA_51750,2020-01-15,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,,6.83,9.64,12.45,8.44,,19.28,,27.71,,10.422222,5.372222,15.55,0.66675,,8.394444,87.525065
US_VA_51750,2020-01-16,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,7.75,6.97,6.97,15.88,,,25.18,7.75,24.01,,10.45,4.372222,15.566667,0.5334,,3.2,61.169507
US_VA_51750,2020-01-17,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,6.25,,7.08,11.24,,,22.07,,20.41,,0.25,-3.644444,5.527778,0.0254,,-10.2,46.090427
US_VA_51750,2020-01-18,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,,,,16.03,,,18.46,,25.74,,2.094444,-2.666667,5.95,1.862667,,-6.183333,54.392424
US_VA_51750,2020-01-19,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,12.42,9.94,7.04,10.35,,,19.05,,30.23,,2.95,-3.522222,8.505556,2.467429,,-2.261111,68.787786
US_VA_51750,2020-01-20,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,7.71,5.64,7.71,11.27,7.42,,21.36,4.45,25.22,,-5.127778,-8.244444,-1.116667,0.0,,-11.511111,61.759579
US_VA_51750,2020-01-21,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,4.98,8.22,7.22,10.21,5.23,,18.18,8.72,26.9,7.97,-6.116667,-10.572222,0.072222,0.0,30.48,-11.833333,64.933293
US_VA_51750,2020-01-22,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,8.33,6.62,7.84,12.5,5.15,6.37,22.79,6.37,29.41,7.84,-3.355556,-10.4,6.794444,0.0,30.48,-10.888889,56.420647
US_VA_51750,2020-01-23,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,6.99,8.24,7.99,14.23,,5.74,21.97,4.99,34.96,4.0,0.305556,-6.15,6.733333,0.0,,-9.916667,47.457799
US_VA_51750,2020-01-24,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,6.44,,5.04,17.91,,5.6,21.27,6.44,34.7,5.6,4.05,-2.183333,7.916667,2.709333,,-0.677778,71.729969
US_VA_51750,2020-01-25,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,7.73,7.38,7.03,16.52,,,23.19,8.79,39.36,,5.155556,0.655556,9.377778,28.165778,,2.944444,85.82037
US_VA_51750,2020-01-26,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,5.86,7.09,10.17,23.42,4.93,,37.28,6.47,31.43,,1.594444,-0.433333,6.844444,0.1778,,-2.627778,73.93436
US_VA_51750,2020-01-27,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,4.75,5.5,10.49,17.74,5.5,5.25,35.98,6.0,30.48,5.5,1.905556,-2.044444,6.444444,0.0,,-0.211111,86.216142
US_VA_51750,2020-01-28,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,5.71,6.43,10.0,25.23,6.43,5.47,33.09,4.29,31.19,8.33,2.372222,-1.083333,6.211111,0.108857,,-1.655556,75.484987
US_VA_51750,2020-01-29,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,7.11,5.64,8.36,18.19,6.27,4.18,29.48,3.76,35.12,6.9,1.355556,-1.666667,6.066667,0.0,,-2.466667,76.017152
US_VA_51750,2020-01-30,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,7.82,8.64,6.38,22.23,6.17,4.32,29.23,5.56,26.96,6.79,1.822222,-1.25,5.616667,3.1496,,-1.733333,77.939578
US_VA_51750,2020-01-31,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,10.64,7.64,8.1,23.83,4.63,4.63,32.63,5.79,25.22,4.4,1.933333,-0.766667,4.816667,0.66675,,-1.044444,80.933397
US_VA_51750,2020-02-01,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,6.76,5.15,6.44,17.38,5.47,,23.17,,18.66,,3.016667,-0.361111,7.527778,1.016,,1.783333,91.815287
US_VA_51750,2020-02-02,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,8.91,6.48,5.4,16.73,,,26.18,8.37,28.34,4.32,5.977778,0.538889,14.672222,0.762,,-0.822222,62.327603
US_VA_51750,2020-02-03,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,6.46,4.65,7.27,21.21,5.45,5.25,28.68,3.03,29.29,5.25,12.194444,1.7,17.877778,0.0,,0.444444,44.95817
US_VA_51750,2020-02-04,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,6.22,10.77,7.46,23.21,6.22,5.18,27.14,5.18,31.29,3.52,13.066667,6.661111,17.6,0.870857,,5.5,60.601819
US_VA_51750,2020-02-05,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,6.65,8.94,8.73,22.66,6.03,3.74,32.64,6.03,31.39,3.33,12.361111,8.677778,15.794444,4.7244,,11.35,93.788095
US_VA_51750,2020-02-06,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,7.28,8.56,8.13,17.55,7.7,4.07,26.32,7.49,34.23,6.21,9.522222,6.505556,14.077778,35.023778,,9.005556,96.660088
US_VA_51750,2020-02-07,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,5.86,12.23,7.39,22.42,5.09,,23.69,5.35,30.06,4.33,5.8,-1.511111,13.2,28.4226,,3.703704,84.032662
US_VA_51750,2020-02-08,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,8.6,11.24,10.25,20.5,,,17.86,6.94,30.75,4.96,-0.783333,-3.855556,6.377778,2.116667,30.48,-5.85,69.3932
US_VA_51750,2020-02-09,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,10.14,9.02,10.43,15.78,7.33,4.23,19.16,6.48,36.07,8.73,2.1,-3.916667,9.7,0.423333,50.8,-2.944444,69.462277
US_VA_51750,2020-02-10,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,6.03,10.12,9.47,20.88,8.61,4.09,25.83,4.31,31.86,4.95,5.444444,-1.4,8.75,3.527778,50.8,0.461111,70.952364
US_VA_51750,2020-02-11,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,6.61,9.44,8.97,20.54,8.97,4.96,32.58,8.5,34.23,6.61,10.605556,4.3,15.044444,13.3858,,9.8,94.829091
US_VA_51750,2020-02-12,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,7.16,8.59,11.69,20.28,,4.06,29.34,5.96,33.88,7.63,5.916667,3.272222,13.822222,6.1214,,2.533333,79.542116
US_VA_51750,2020-02-13,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,5.02,7.03,8.29,21.35,11.3,5.78,31.89,5.02,28.63,,9.138889,3.938889,14.522222,9.906,,7.655556,90.548322
US_VA_51750,2020-02-14,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,,,,8.41,6.73,8.13,16.83,6.45,,23.0,,27.2,,0.661111,-3.155556,5.766667,5.2832,,-5.955556,61.896134
US_VA_51750,2020-02-15,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,11,14,0,,,,16.13,5.5,,23.46,7.33,27.12,5.5,-3.377778,-9.511111,5.105556,0.0,,-9.994444,60.471084
US_VA_51750,2020-02-16,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,26,0,,8.02,7.38,8.02,14.76,5.78,5.78,21.82,6.74,25.03,5.78,3.011111,-4.611111,10.922222,0.0,,-3.966667,60.663288
US_VA_51750,2020-02-17,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,-10,4,-17,7.83,9.54,10.03,21.28,6.11,8.56,28.37,5.38,33.02,6.6,6.1,-1.722222,12.361111,0.0,,-0.15,64.361282
US_VA_51750,2020-02-18,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,3,6,6,6.96,8.35,9.18,18.36,10.85,7.23,25.88,4.17,35.06,5.01,7.238889,0.144444,12.4,2.003778,,4.138889,81.024633
US_VA_51750,2020-02-19,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,1,10,1,9.99,4.72,10.55,19.43,7.22,5.83,23.6,5.83,28.04,5.28,6.211111,1.922222,11.294444,2.5908,,-0.322222,63.40496
US_VA_51750,2020-02-20,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,7,6,-4,8.14,10.46,7.85,13.95,8.14,6.39,27.9,4.94,32.55,,0.488889,-1.383333,7.533333,0.762,,-4.655556,68.863942
US_VA_51750,2020-02-21,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,4,-13,2,6.32,8.53,6.0,21.17,7.58,7.58,21.49,,26.55,5.06,-1.494444,-6.811111,3.822222,0.423333,,-9.855556,53.314852
US_VA_51750,2020-02-22,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,17,,2,12.51,8.88,8.07,15.74,6.05,6.86,16.95,7.26,25.42,,1.022222,-6.7,10.666667,0.0,,-12.544444,36.384225
US_VA_51750,2020-02-23,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,10,-9,,6.69,8.8,,11.27,6.34,7.75,25.01,,31.7,8.1,3.638889,-5.894444,14.061111,0.0,,-7.95,43.304807
US_VA_51750,2020-02-24,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,-4,0,3,5.81,9.68,9.95,14.93,11.06,4.42,28.2,6.91,29.58,7.46,5.005556,-3.494444,13.066667,0.8382,,-1.4,63.915258
US_VA_51750,2020-02-25,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,12,18,11,9.64,8.82,11.02,13.22,12.95,7.16,26.45,6.61,29.48,5.51,8.9,2.138889,15.661111,8.6868,,6.888889,87.267601
US_VA_51750,2020-02-26,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,13,4,1,5.31,10.34,9.22,25.43,9.5,9.78,36.06,7.55,35.22,4.75,9.8,3.227778,16.288889,0.7366,,6.572222,80.418108
US_VA_51750,2020-02-27,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,32,2,-1,7.38,8.85,7.38,26.25,11.51,7.67,42.48,5.9,30.39,,0.638889,-3.266667,7.955556,4.6228,,-4.911111,67.823002
US_VA_51750,2020-02-28,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,20,9,1,7.22,10.68,8.16,18.84,8.79,,34.86,7.22,32.34,,-0.111111,-3.516667,4.011111,0.1016,50.8,-6.488889,63.04387
US_VA_51750,2020-02-29,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,6,22,-4,,7.88,,19.3,,,34.66,,26.0,,-1.25,-4.616667,3.166667,0.9144,78.74,-6.583333,67.663278
US_VA_51750,2020-03-01,ChIJq2zJMQbyTYgR35NcaxC4M24,Q586070,geoId/51750,US,United States of America,VA,Virginia,51750,Radford,US,USA,2,,,,,,,17484,8314,9170,1197,3240,5825,1672,1587,1609,1335,642,377,3864647,37.127585,-80.569523,641,26,76.5,32,6,,11.71,9.64,7.92,18.25,7.92,6.89,26.86,,32.02,5.17,1.661111,-5.738889,12.766667,0.127,64.77,-10.105556,41.706338
