location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_KS_20133,2020-01-01,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,11.74,15.01,23.49,52.2,4.319444,-1.694444,14.243056,0.0,-3.5,56.608402
US_KS_20133,2020-01-02,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,9.98,21.14,27.6,47.57,7.972222,3.493056,12.847222,0.0,3.81746,74.337749
US_KS_20133,2020-01-03,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,,12.8,21.52,39.55,6.680556,2.895833,11.291667,0.0,2.960317,76.912328
US_KS_20133,2020-01-04,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,12.78,15.34,26.2,33.23,3.180556,-2.611111,8.090278,0.0,-6.095238,50.445889
US_KS_20133,2020-01-05,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,11.24,17.48,24.97,33.08,5.5625,-0.694444,14.527778,0.0,-4.690476,47.287545
US_KS_20133,2020-01-06,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,9.51,14.54,34.12,42.51,2.993056,-4.520833,11.708333,0.0,-4.071429,59.46598
US_KS_20133,2020-01-07,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,9.26,17.36,32.4,35.3,4.027778,-3.125,13.201389,0.0,-4.674603,53.118457
US_KS_20133,2020-01-08,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,11.65,10.49,34.95,34.37,6.034722,-1.75,16.597222,0.0,-5.02381,44.980123
US_KS_20133,2020-01-09,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,13.72,13.12,41.17,38.18,13.333333,10.222222,17.222222,0.0,4.857143,56.203918
US_KS_20133,2020-01-10,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,10.37,13.82,29.94,36.85,14.3125,3.722222,19.548611,6.011333,12.888889,91.443088
US_KS_20133,2020-01-11,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,11.29,11.29,21.24,33.19,-2.736111,-6.673611,4.090278,31.072667,-4.293651,89.385574
US_KS_20133,2020-01-12,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,,,24.67,43.02,-1.868056,-5.527778,6.6875,2.286,-3.761905,86.20912
US_KS_20133,2020-01-13,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,,8.64,27.07,30.53,3.930556,-1.923611,13.590278,0.0,1.246032,82.843696
US_KS_20133,2020-01-14,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,9.64,8.5,36.85,44.22,10.375,7.590278,14.597222,0.0,7.230159,80.470439
US_KS_20133,2020-01-15,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,,12.38,25.89,37.14,11.451389,6.027778,14.527778,0.0,8.880952,83.970158
US_KS_20133,2020-01-16,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,,,29.26,40.97,-1.125,-5.368056,7.215278,0.0,-5.119048,74.117005
US_KS_20133,2020-01-17,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,8.49,13.02,25.47,30.57,1.6875,-0.159722,4.055556,4.910667,-0.587302,84.226969
US_KS_20133,2020-01-18,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,,17.28,32.56,49.17,5.652778,1.222222,11.166667,18.118667,1.420635,73.939216
US_KS_20133,2020-01-19,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,,10.74,26.55,40.45,-1.784722,-4.902778,2.006944,0.09525,-7.666667,64.06952
US_KS_20133,2020-01-20,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,9.34,15.38,26.91,37.9,-4.895833,-8.652778,0.465278,0.0,-10.150794,65.729272
US_KS_20133,2020-01-21,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,,18.21,43.6,43.04,-4.326389,-10.097222,4.659722,0.0,-8.293651,73.087987
US_KS_20133,2020-01-22,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,8.97,15.31,35.37,39.59,1.506944,0.201389,2.840278,1.185333,-1.301587,81.207423
US_KS_20133,2020-01-23,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,10.5,15.48,35.93,39.8,3.090278,1.743056,6.229167,4.106333,2.31746,93.997582
US_KS_20133,2020-01-24,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,,22.61,25.37,31.99,1.527778,-0.118056,4.680556,0.508,-0.365079,86.855965
US_KS_20133,2020-01-25,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,,14.59,32.49,33.82,0.027778,-5.173611,6.513889,0.3175,-2.134921,85.182798
US_KS_20133,2020-01-26,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,10.77,25.73,28.73,31.72,4.131944,-1.715278,12.715278,0.0,1.166667,80.23246
US_KS_20133,2020-01-27,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,10.16,24.05,32.07,41.7,4.138889,-2.326389,12.479167,0.0,1.214286,81.116823
US_KS_20133,2020-01-28,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,,44.99,57.03,36.1,1.729167,-0.159722,7.402778,0.296333,0.063492,87.64307
US_KS_20133,2020-01-29,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,9.33,24.87,40.42,33.16,0.534722,-0.763889,2.472222,5.334,-0.714286,90.859288
US_KS_20133,2020-01-30,ChIJ3_pSLR9puIcRsSIoOPnjDJ0,Q375996,geoId/20133,US,United States of America,KS,Kansas,20133,Neosho County,US,USA,2,,,,,,,16094,8023,8071,2214,2253,1816,1762,1741,2145,2012,1279,872,1070411,37.6825,-95.2975,1497,76.88,,,,,12.22,34.44,33.33,37.77,1.291667,-1.972222,5.166667,0.508,-0.84127,84.82245
