location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_transit_stations,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TX_48077,2020-01-01,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,27.84,29.24,7.148148,1.222222,13.771605,0.0,,-1.641975,53.995526
US_TX_48077,2020-01-02,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,44.11,52.38,11.987654,8.641975,16.82716,0.0,,6.166667,67.779884
US_TX_48077,2020-01-03,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,28.39,45.97,9.567901,5.87037,15.216049,0.0,,3.339506,65.360646
US_TX_48077,2020-01-04,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,,27.44,6.67284,-0.061728,14.790123,0.0,,-1.697531,55.261661
US_TX_48077,2020-01-05,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,39.27,45.81,9.58642,2.358025,17.858025,0.0,,-0.320988,50.22223
US_TX_48077,2020-01-06,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,28.41,40.59,7.592593,-0.228395,16.839506,0.0,,-0.777778,55.744984
US_TX_48077,2020-01-07,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,32.04,32.04,7.296296,-1.506173,18.17284,0.0,,-5.216049,40.835143
US_TX_48077,2020-01-08,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,25.57,32.24,8.777778,-0.62963,18.339506,0.0,,-4.518519,39.163083
US_TX_48077,2020-01-09,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,40.05,55.62,15.691358,12.320988,21.975309,0.0,,9.320988,65.883151
US_TX_48077,2020-01-10,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,29.25,52.0,17.407407,12.746914,22.320988,0.0,,14.641975,83.92906
US_TX_48077,2020-01-11,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,38.55,62.47,2.524691,-2.709877,13.04321,23.585714,,-1.358025,75.916964
US_TX_48077,2020-01-12,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,,48.99,3.950617,-1.197531,15.888889,2.060222,,0.012346,75.704012
US_TX_48077,2020-01-13,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,19.48,42.21,8.246914,2.462963,17.049383,0.0,,6.117284,86.539497
US_TX_48077,2020-01-14,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,30.17,33.52,13.351852,7.839506,21.141975,0.0,,10.771605,84.42621
US_TX_48077,2020-01-15,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,40.13,49.3,15.012346,9.759259,21.339506,0.0,,11.796296,81.223176
US_TX_48077,2020-01-16,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,,45.06,7.253086,2.814815,14.833333,2.850444,,3.382716,76.515479
US_TX_48077,2020-01-17,ChIJGS21EtruUoYRl2ACAlODrdA,Q109631,geoId/48077,US,United States of America,TX,Texas,48077,Clay County,US,USA,2,,,,,,,10484,5206,5278,1084,1281,1018,1080,1228,1623,1605,998,567,1836929,33.79,-98.21,2891,77.7,,,,,39.19,5.574074,3.314815,8.265432,26.754667,,5.32716,98.313458
