location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21215,2020-01-01,ChIJWZ6CDq25aYgR6tDZr5xaQyA,Q503446,geoId/21215,US,United States of America,KY,Kentucky,21215,Spencer County,US,USA,2,,,,,,,18619,9461,9158,2111,2560,1851,2319,2863,3084,2256,1155,420,1804293,38.03,-85.32,497,76.8,,,,,,11.84,12.29,7.29,30.05,7.29,40.52,,4.419753,0.302469,9.685185,0.0,,-2.708333,59.746987
US_KY_21215,2020-01-02,ChIJWZ6CDq25aYgR6tDZr5xaQyA,Q503446,geoId/21215,US,United States of America,KY,Kentucky,21215,Spencer County,US,USA,2,,,,,,,18619,9461,9158,2111,2560,1851,2319,2863,3084,2256,1155,420,1804293,38.03,-85.32,497,76.8,,,,,10.95,13.8,25.7,9.52,23.32,7.14,31.88,9.52,6.734568,1.790123,11.228395,0.85725,,-0.055556,61.556646
US_KY_21215,2020-01-03,ChIJWZ6CDq25aYgR6tDZr5xaQyA,Q503446,geoId/21215,US,United States of America,KY,Kentucky,21215,Spencer County,US,USA,2,,,,,,,18619,9461,9158,2111,2560,1851,2319,2863,3084,2256,1155,420,1804293,38.03,-85.32,497,76.8,,,,,,14.78,23.84,10.96,26.7,,39.09,,11.111111,6.320988,12.308642,9.55675,,10.215278,94.049193
US_KY_21215,2020-01-04,ChIJWZ6CDq25aYgR6tDZr5xaQyA,Q503446,geoId/21215,US,United States of America,KY,Kentucky,21215,Spencer County,US,USA,2,,,,,,,18619,9461,9158,2111,2560,1851,2319,2863,3084,2256,1155,420,1804293,38.03,-85.32,497,76.8,,,,,9.13,10.95,18.25,,28.29,11.41,36.05,,6.524691,2.345679,12.308642,10.19175,,3.951389,83.908394
US_KY_21215,2020-01-05,ChIJWZ6CDq25aYgR6tDZr5xaQyA,Q503446,geoId/21215,US,United States of America,KY,Kentucky,21215,Spencer County,US,USA,2,,,,,,,18619,9461,9158,2111,2560,1851,2319,2863,3084,2256,1155,420,1804293,38.03,-85.32,497,76.8,,,,,8.7,10.44,23.91,8.26,23.48,,42.61,6.52,3.04321,-1.888889,9.802469,0.92075,,-1.9375,69.816838
US_KY_21215,2020-01-06,ChIJWZ6CDq25aYgR6tDZr5xaQyA,Q503446,geoId/21215,US,United States of America,KY,Kentucky,21215,Spencer County,US,USA,2,,,,,,,18619,9461,9158,2111,2560,1851,2319,2863,3084,2256,1155,420,1804293,38.03,-85.32,497,76.8,,,,,9.91,14.41,17.12,7.21,33.33,7.66,32.43,,4.425926,-2.067901,9.302469,0.0,,-2.944444,58.822602
US_KY_21215,2020-01-07,ChIJWZ6CDq25aYgR6tDZr5xaQyA,Q503446,geoId/21215,US,United States of America,KY,Kentucky,21215,Spencer County,US,USA,2,,,,,,,18619,9461,9158,2111,2560,1851,2319,2863,3084,2256,1155,420,1804293,38.03,-85.32,497,76.8,,,,,8.12,10.69,14.11,8.12,24.37,6.84,39.76,,4.061728,-1.481481,9.858025,0.0,,-4.548611,53.432641
US_KY_21215,2020-01-08,ChIJWZ6CDq25aYgR6tDZr5xaQyA,Q503446,geoId/21215,US,United States of America,KY,Kentucky,21215,Spencer County,US,USA,2,,,,,,,18619,9461,9158,2111,2560,1851,2319,2863,3084,2256,1155,420,1804293,38.03,-85.32,497,76.8,,,,,7.69,11.96,16.66,6.84,32.05,,39.31,11.11,4.822222,0.672222,9.633333,0.0,,-6.598765,43.897951
US_KY_21215,2020-01-09,ChIJWZ6CDq25aYgR6tDZr5xaQyA,Q503446,geoId/21215,US,United States of America,KY,Kentucky,21215,Spencer County,US,USA,2,,,,,,,18619,9461,9158,2111,2560,1851,2319,2863,3084,2256,1155,420,1804293,38.03,-85.32,497,76.8,,,,,6.94,11.28,21.25,11.28,23.85,7.81,38.16,11.71,5.427778,-1.05,15.516667,0.0,,-5.814815,44.478018
US_KY_21215,2020-01-10,ChIJWZ6CDq25aYgR6tDZr5xaQyA,Q503446,geoId/21215,US,United States of America,KY,Kentucky,21215,Spencer County,US,USA,2,,,,,,,18619,9461,9158,2111,2560,1851,2319,2863,3084,2256,1155,420,1804293,38.03,-85.32,497,76.8,,,,,,9.62,12.54,12.96,18.82,,37.64,7.11,15.016667,12.783333,18.622222,1.0414,,5.32716,52.120071
US_KY_21215,2020-01-11,ChIJWZ6CDq25aYgR6tDZr5xaQyA,Q503446,geoId/21215,US,United States of America,KY,Kentucky,21215,Spencer County,US,USA,2,,,,,,,18619,9461,9158,2111,2560,1851,2319,2863,3084,2256,1155,420,1804293,38.03,-85.32,497,76.8,,,,,10.38,8.12,17.59,10.83,19.4,,39.24,,16.727778,13.633333,21.472222,9.877778,,13.265432,80.336039
US_KY_21215,2020-01-12,ChIJWZ6CDq25aYgR6tDZr5xaQyA,Q503446,geoId/21215,US,United States of America,KY,Kentucky,21215,Spencer County,US,USA,2,,,,,,,18619,9461,9158,2111,2560,1851,2319,2863,3084,2256,1155,420,1804293,38.03,-85.32,497,76.8,,,,,8.29,12.44,15.66,7.37,26.26,,41.46,,6.866667,3.444444,18.155556,18.034,,4.185185,83.548764
