location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,elevation_m,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_itch,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_VA_51690,2020-01-01,ChIJrUCNPGOQUogRWT15sVZBdTU,Q502240,geoId/51690,US,United States of America,VA,Virginia,51690,Martinsville,US,USA,2,,,,,,,12823,5906,6917,1824,1582,1461,1408,1459,1863,1609,1012,605,7495916,36.686143,-79.869171,310,28,73.75,,,,,24.42,25.95,,37.39,5.75,1.088889,11.272222,0.0,,-2.061111,57.595288
US_VA_51690,2020-01-02,ChIJrUCNPGOQUogRWT15sVZBdTU,Q502240,geoId/51690,US,United States of America,VA,Virginia,51690,Martinsville,US,USA,2,,,,,,,12823,5906,6917,1824,1582,1461,1408,1459,1863,1609,1012,605,7495916,36.686143,-79.869171,310,28,73.75,,,,,21.8,21.23,8.61,37.87,4.294444,-0.233333,11.311111,0.084667,,-0.738889,70.278072
US_VA_51690,2020-01-03,ChIJrUCNPGOQUogRWT15sVZBdTU,Q502240,geoId/51690,US,United States of America,VA,Virginia,51690,Martinsville,US,USA,2,,,,,,,12823,5906,6917,1824,1582,1461,1408,1459,1863,1609,1012,605,7495916,36.686143,-79.869171,310,28,73.75,,,,9.69,15.08,28.54,,31.23,7.983333,1.205556,11.344444,8.748889,,7.188889,94.811624
US_VA_51690,2020-01-04,ChIJrUCNPGOQUogRWT15sVZBdTU,Q502240,geoId/51690,US,United States of America,VA,Virginia,51690,Martinsville,US,USA,2,,,,,,,12823,5906,6917,1824,1582,1461,1408,1459,1863,1609,1012,605,7495916,36.686143,-79.869171,310,28,73.75,,,,,24.54,25.94,,32.25,11.627778,6.005556,15.2,12.1158,,10.188889,90.998015
US_VA_51690,2020-01-05,ChIJrUCNPGOQUogRWT15sVZBdTU,Q502240,geoId/51690,US,United States of America,VA,Virginia,51690,Martinsville,US,USA,2,,,,,,,12823,5906,6917,1824,1582,1461,1408,1459,1863,1609,1012,605,7495916,36.686143,-79.869171,310,28,73.75,,,,11.07,19.2,16.24,,28.8,4.438889,0.444444,13.283333,1.8796,,-3.733333,55.971355
US_VA_51690,2020-01-06,ChIJrUCNPGOQUogRWT15sVZBdTU,Q502240,geoId/51690,US,United States of America,VA,Virginia,51690,Martinsville,US,USA,2,,,,,,,12823,5906,6917,1824,1582,1461,1408,1459,1863,1609,1012,605,7495916,36.686143,-79.869171,310,28,73.75,,,,9.96,11.53,22.54,,26.21,5.355556,-1.366667,12.783333,0.0,,-4.238889,50.24853
US_VA_51690,2020-01-07,ChIJrUCNPGOQUogRWT15sVZBdTU,Q502240,geoId/51690,US,United States of America,VA,Virginia,51690,Martinsville,US,USA,2,,,,,,,12823,5906,6917,1824,1582,1461,1408,1459,1863,1609,1012,605,7495916,36.686143,-79.869171,310,28,73.75,,,,11.84,14.21,27.47,7.58,29.37,2.1,-2.25,11.783333,1.721556,50.8,-3.266667,68.428444
US_VA_51690,2020-01-08,ChIJrUCNPGOQUogRWT15sVZBdTU,Q502240,geoId/51690,US,United States of America,VA,Virginia,51690,Martinsville,US,USA,2,,,,,,,12823,5906,6917,1824,1582,1461,1408,1459,1863,1609,1012,605,7495916,36.686143,-79.869171,310,28,73.75,,,,13.69,12.23,24.94,12.72,32.77,4.561111,-2.25,12.066667,2.54,,-4.75,51.15521
US_VA_51690,2020-01-09,ChIJrUCNPGOQUogRWT15sVZBdTU,Q502240,geoId/51690,US,United States of America,VA,Virginia,51690,Martinsville,US,USA,2,,,,,,,12823,5906,6917,1824,1582,1461,1408,1459,1863,1609,1012,605,7495916,36.686143,-79.869171,310,28,73.75,,,,,9.13,23.54,8.16,31.22,3.394444,-2.761111,11.466667,0.1016,,-6.2,49.795229
US_VA_51690,2020-01-10,ChIJrUCNPGOQUogRWT15sVZBdTU,Q502240,geoId/51690,US,United States of America,VA,Virginia,51690,Martinsville,US,USA,2,,,,,,,12823,5906,6917,1824,1582,1461,1408,1459,1863,1609,1012,605,7495916,36.686143,-79.869171,310,28,73.75,,,,9.2,10.22,22.99,,38.31,6.133333,-1.811111,11.7,0.0,,0.672222,68.257535
