location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bone_fracture,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vomiting,search_trends_weight_gain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_TX_48277,2021-01-30,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,1,5197,125,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-14,0,,-5,4,2.77,8.71,,12.27,6.33,6.73,,3.96,5.74,,7.91,5.54,5.34,2.97,4.16,9.5,3.17,3.96,3.96,4.75,4.16,4.55,3.76,5.74,22.36,7.72,4.16,9.5,3.76,2.77,3.17,7.91,38.78,5.14,7.52,6.33,4.95,5.93,3.36,,13.133333,8.555556,22.377778,0.211667,7.127778,67.26274
US_TX_48277,2021-01-31,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,5197,125,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-8,6,,-2,3,4.72,9.24,5.11,8.65,8.06,7.67,,4.72,5.11,2.95,9.24,,5.9,3.93,4.92,8.06,3.93,4.72,2.95,4.13,6.69,4.72,3.34,10.03,28.32,5.51,3.74,6.29,2.95,,5.7,,42.48,2.95,5.51,9.24,4.13,5.51,3.34,3.74,10.494444,5.4,18.188889,0.6604,0.922222,51.821269
US_TX_48277,2021-02-01,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,46,1,5243,126,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-8,11,9,-15,4,5.08,9.09,3.39,10.94,9.7,6.32,4.93,5.08,2.16,3.23,9.39,5.85,4.31,3.7,2.77,13.4,3.7,4.16,5.24,6.47,3.54,5.08,2.93,8.62,24.64,6.93,2.31,8.32,,3.85,5.54,6.78,43.13,5.39,8.01,4.31,6.93,8.01,4.16,2.46,6.122222,0.311111,13.666667,0.0,-0.855556,61.009738
US_TX_48277,2021-02-02,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,5243,126,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-9,4,-2,-13,5,6.58,8.12,3.52,10.87,7.5,5.82,3.98,4.59,4.13,3.98,8.12,2.3,4.75,4.75,3.06,9.8,4.75,7.96,4.75,4.9,3.67,6.13,3.83,11.49,28.79,6.74,4.59,8.42,3.52,3.22,6.13,6.74,37.83,3.52,6.58,4.75,4.13,4.75,,4.75,6.594444,0.838889,14.95,0.0,-1.533333,56.421437
US_TX_48277,2021-02-03,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,52,1,5295,127,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-3,19,7,-11,3,5.18,7.06,3.77,11.61,7.38,7.53,3.45,6.43,4.39,4.55,9.88,3.77,7.85,3.77,3.29,11.45,5.65,3.29,4.39,4.55,4.08,4.71,2.35,10.83,21.65,6.12,3.29,6.28,5.18,5.49,3.77,7.06,40.33,3.61,6.59,7.38,5.81,3.92,2.82,2.98,8.477778,2.027778,18.794444,0.0,2.022222,63.966185
US_TX_48277,2021-02-04,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,7,1,5302,128,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-2,13,-6,-15,4,4.98,6.38,3.74,12.93,7.79,6.38,4.52,6.38,5.61,2.34,9.34,2.49,4.83,5.14,2.96,9.19,5.76,6.85,3.89,3.58,6.07,6.7,2.49,12.61,23.52,6.85,4.05,6.07,2.49,6.54,7.47,6.54,39.71,2.34,4.98,4.21,4.83,4.67,,2.96,14.861111,11.872222,19.022222,0.0,8.861111,67.429437
US_TX_48277,2021-02-05,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,1,5302,129,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-11,2,1,-14,5,4.4,7.08,2.52,10.07,7.08,4.4,3.62,6.13,3.93,2.99,7.55,4.56,5.66,4.4,7.55,8.65,7.08,5.35,3.62,5.35,4.56,5.35,3.93,8.49,27.68,5.03,,6.13,2.99,2.52,4.56,5.03,37.28,3.3,3.15,4.88,2.52,4.88,4.72,3.15,7.066667,0.122222,14.127778,0.0,-3.472222,47.186772
US_TX_48277,2021-02-06,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,3,5302,132,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-13,2,,-3,5,5.73,9.89,2.97,10.48,5.54,2.97,3.56,4.55,3.36,3.96,8.5,5.93,6.13,5.93,4.94,9.89,4.94,3.36,3.56,3.36,4.35,3.96,4.35,7.91,22.74,6.13,,9.1,,4.35,4.94,5.93,38.95,3.16,3.76,5.54,3.76,3.56,3.76,4.15,6.272222,3.066667,10.644444,0.127,0.638889,67.405209
US_TX_48277,2021-02-07,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,1,5302,133,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-14,6,,2,4,3.9,9.56,3.9,9.17,8.39,4.49,4.49,3.51,4.49,2.93,10.73,4.68,5.66,3.32,,15.03,3.51,5.27,3.9,4.1,6.25,6.05,,10.15,21.47,5.86,2.73,10.73,,,,8.39,37.66,5.66,9.17,5.46,5.46,5.07,,,4.883333,0.127778,11.116667,0.451556,1.983333,81.77514
US_TX_48277,2021-02-08,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,5302,133,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-11,4,-4,-15,4,6.88,6.88,3.36,12.37,6.72,5.19,5.65,5.8,5.19,5.5,7.64,3.97,5.35,3.51,3.97,11.0,5.5,5.8,3.51,4.12,5.04,4.12,2.14,11.0,29.33,7.64,4.89,7.18,2.44,4.89,5.04,7.18,40.79,5.8,5.8,6.26,5.8,4.89,2.44,3.97,7.311111,3.383333,14.977778,0.0,4.988889,85.405386
US_TX_48277,2021-02-09,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,61,1,5363,134,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-12,5,-4,-15,6,5.68,7.37,3.22,10.13,9.37,5.37,4.61,3.99,3.84,4.76,9.67,4.61,4.91,3.22,2.61,10.44,,6.45,4.61,5.83,3.69,3.84,3.69,11.52,25.03,9.21,2.3,5.68,2.15,4.61,5.68,9.06,37.46,3.84,5.83,6.91,5.53,5.07,3.84,2.46,3.855556,-0.338889,13.1,0.0,2.588889,91.58578
US_TX_48277,2021-02-10,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,41,1,5404,135,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-11,14,-5,-13,7,6.07,5.16,3.34,9.71,5.16,5.01,3.64,3.94,2.58,,13.2,4.85,5.76,2.88,5.01,10.92,4.25,3.03,5.01,6.22,4.55,5.16,2.73,10.62,21.84,5.76,2.43,7.13,2.12,4.55,7.43,6.22,37.62,4.1,5.16,3.94,5.46,6.37,3.03,2.27,-0.25,-1.144444,0.955556,0.0,-1.016667,94.621835
US_TX_48277,2021-02-11,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,1,5404,136,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-32,-4,-15,-37,16,4.13,9.47,3.79,8.27,7.41,2.75,5.68,4.82,5.51,3.1,7.92,3.44,7.23,2.41,4.13,12.05,2.58,5.34,3.62,,3.96,6.72,3.1,7.75,21.53,5.17,3.96,6.03,,5.51,4.3,4.82,35.3,4.3,6.72,4.13,5.51,6.2,3.1,3.27,-2.383333,-3.761111,-0.505556,2.836333,-3.538889,91.88739
US_TX_48277,2021-02-12,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,24,1,5428,137,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-15,13,-6,-20,10,3.25,6.82,3.57,7.14,5.52,5.03,3.57,5.68,2.6,2.92,9.26,,5.85,5.03,3.08,9.58,2.44,3.08,2.92,4.55,3.08,4.06,2.92,9.42,22.57,5.52,3.25,5.52,,2.92,3.9,4.87,35.56,4.38,5.03,3.9,4.55,4.22,2.6,,-3.711111,-4.577778,-2.427778,0.0,-5.538889,87.284039
US_TX_48277,2021-02-13,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,1,5428,138,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-19,13,,-14,8,4.71,7.85,4.91,8.64,6.28,5.11,,4.71,,,9.42,7.46,6.28,,3.14,10.01,4.32,4.52,3.34,5.3,4.12,3.93,,8.84,16.3,2.94,,7.85,,,4.32,4.71,36.52,3.14,5.3,2.94,4.52,,,2.75,-4.15,-5.733333,-1.011111,0.0,-6.466667,84.129363
US_TX_48277,2021-02-14,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,5428,138,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-58,-30,-43,-40,14,4.66,5.87,3.44,9.92,4.46,4.05,2.83,4.25,2.83,,7.29,4.46,6.28,4.25,,7.09,2.83,,2.83,3.44,3.04,4.25,,7.09,21.67,4.66,,5.87,3.65,,7.29,4.66,32.2,3.24,7.7,4.25,,3.85,4.25,,-6.661111,-9.811111,-3.3,0.084667,-9.844444,78.252298
US_TX_48277,2021-02-15,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,1,5428,139,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-71,-44,,-81,26,4.21,3.21,,9.02,4.61,,,,4.21,3.01,8.22,3.01,4.21,,3.41,6.82,3.61,4.41,3.81,5.01,3.81,3.81,3.61,6.01,19.04,6.41,,6.41,2.81,3.61,3.21,,29.66,,5.01,,,5.61,,,-11.5,-14.511111,-7.238889,0.254,-15.255556,73.986381
US_TX_48277,2021-02-16,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,26,1,5454,140,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-42,-10,-75,-71,23,6.06,7.38,3.03,7.19,4.17,4.54,3.22,3.22,2.65,3.41,12.12,3.79,4.17,3.22,,6.25,,3.41,,4.17,2.84,3.98,,6.25,18.93,5.11,,8.52,,4.17,4.54,3.41,35.21,3.41,6.82,2.84,,3.98,3.03,,-13.91358,-19.753086,-6.753086,0.0,-18.919753,65.965209
US_TX_48277,2021-02-17,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,5454,140,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-60,-33,-46,-74,29,6.14,7.29,,8.63,5.76,3.65,3.45,5.76,3.65,3.26,11.32,4.03,5.57,4.99,4.41,6.52,,4.8,5.18,,4.41,5.57,,6.72,21.3,3.65,,6.33,2.88,4.61,5.76,4.99,36.46,3.65,5.18,5.57,4.41,7.1,2.88,,-6.320988,-8.067901,-3.839506,0.973667,-9.17284,80.318258
US_TX_48277,2021-02-18,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,107,0,5561,140,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-38,-14,-34,-58,23,3.63,7.07,,9.25,5.26,4.9,3.08,3.81,5.26,3.81,8.52,5.26,3.99,2.9,2.72,7.98,2.72,4.17,3.63,,5.26,4.71,2.72,6.17,20.31,4.71,3.44,6.35,3.08,,5.98,5.26,34.99,4.9,6.35,5.08,3.99,6.89,,,-3.5,-5.469136,-0.611111,0.60325,-7.592593,73.43191
US_TX_48277,2021-02-19,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,5561,140,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-26,-9,-2,-45,19,4.31,9.17,2.7,7.73,7.73,6.65,5.21,3.6,4.85,3.96,8.27,,4.67,3.6,6.29,7.19,3.42,4.49,3.24,5.57,6.29,4.13,2.88,7.55,23.01,5.39,,7.01,2.88,4.49,3.96,3.6,35.95,5.03,8.27,5.57,3.77,5.21,3.06,,-4.261111,-11.722222,3.166667,0.0,-9.805556,65.3898
US_TX_48277,2021-02-20,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,5561,140,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-12,6,,-13,8,5.79,7.53,4.44,6.76,6.18,5.98,2.9,7.14,4.44,3.28,7.72,3.28,4.63,,4.05,9.07,5.98,5.21,4.83,5.98,5.98,3.67,4.05,7.72,21.43,6.76,3.86,8.88,4.63,2.7,2.7,4.63,41.89,3.48,5.02,4.44,2.9,5.21,4.44,3.09,-0.144444,-7.288889,10.4,0.4826,-5.016667,69.895569
US_TX_48277,2021-02-21,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,5561,140,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-10,5,,-10,5,5.04,8.72,2.71,10.47,7.75,4.65,2.91,6.2,4.65,3.3,10.47,4.07,6.01,4.26,2.71,8.72,4.46,5.43,4.65,3.3,6.4,7.37,3.3,9.11,26.36,5.62,3.68,7.75,3.49,2.71,6.98,4.65,41.49,5.62,6.79,6.01,2.91,6.4,3.68,5.23,7.944444,2.994444,18.477778,0.0,3.227778,72.239963
US_TX_48277,2021-02-22,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,19,0,5580,140,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,2,15,27,-15,4,4.78,7.87,2.78,10.96,9.57,5.86,3.24,5.4,4.63,4.94,8.64,2.93,6.64,2.93,4.63,8.64,3.4,4.63,4.94,3.4,4.17,4.48,2.47,10.96,27.32,5.25,5.86,7.1,,5.71,4.01,6.33,41.21,4.48,5.25,4.78,5.09,6.02,3.24,,9.922222,-0.733333,19.583333,0.0,0.977778,53.917347
US_TX_48277,2021-02-23,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,18,1,5598,141,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,5,18,21,-15,4,4.78,4.62,2.93,11.55,6.62,5.7,3.39,3.85,5.24,4.31,10.94,4.78,9.86,3.85,4.93,9.09,6.16,4.62,3.7,4.01,4.47,4.62,3.23,10.94,28.5,6.16,3.54,7.7,2.93,4.62,5.85,5.7,39.28,5.39,5.85,7.39,2.46,5.7,,4.47,12.855556,2.988889,24.888889,0.0,1.083333,44.845909
US_TX_48277,2021-02-24,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,1,5598,142,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,3,31,23,-12,4,4.01,6.17,2.47,12.81,8.33,6.48,4.01,5.71,5.4,5.25,9.57,,8.49,3.39,4.63,9.26,4.63,3.55,3.7,5.86,3.86,3.86,3.24,6.94,24.53,7.1,4.47,7.71,2.31,4.32,4.63,7.41,36.41,5.09,6.17,5.25,6.48,5.55,3.86,3.09,17.927778,12.688889,23.155556,0.0,9.05,56.225997
US_TX_48277,2021-02-25,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,20,0,5618,142,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-9,15,11,-13,5,3.52,4.13,2.76,10.26,7.35,4.29,3.52,6.74,5.36,4.75,7.35,2.76,5.21,3.83,5.21,10.87,4.13,5.21,5.36,6.28,3.37,3.52,2.76,9.49,24.8,6.89,4.44,7.04,3.37,4.9,3.22,5.36,43.33,,5.36,5.05,5.82,5.97,,2.6,10.627778,5.944444,18.322222,0.0,2.438889,57.101326
US_TX_48277,2021-02-26,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,1,5618,143,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-9,4,10,-13,6,4.05,6.86,3.9,7.95,5.92,5.92,2.96,5.14,3.27,2.65,7.01,2.81,3.43,,5.92,6.7,5.3,4.36,2.65,6.54,5.77,5.61,3.58,7.48,20.1,3.9,2.34,6.86,3.27,3.58,5.77,4.83,35.06,2.81,4.52,5.61,3.74,4.67,3.74,3.74,8.872222,6.433333,12.711111,39.158333,7.433333,90.777361
US_TX_48277,2021-02-27,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,5618,143,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-11,2,,0,3,5.16,9.53,3.18,11.71,10.12,3.37,3.97,5.36,6.35,,7.54,4.57,4.57,,3.57,6.35,3.77,6.75,,2.78,3.18,5.16,4.57,9.13,23.22,5.56,,8.54,,2.78,5.16,6.55,36.92,,5.95,6.55,4.57,6.75,,,11.377778,8.4,16.711111,9.652,10.6,95.015512
US_TX_48277,2021-02-28,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,3,5618,146,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-10,4,,0,4,5.57,8.64,2.69,11.13,8.45,8.45,2.88,4.03,4.61,,8.45,7.1,3.07,,4.42,10.37,3.46,4.61,3.07,3.46,4.22,7.29,,7.49,22.65,7.1,5.57,6.53,3.46,5.18,3.07,5.18,43.38,2.69,6.91,6.53,6.14,4.42,3.84,3.07,18.416667,13.65,22.983333,1.100667,16.761111,90.235378
US_TX_48277,2021-03-01,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,28,0,5646,146,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-1,13,18,-13,4,6.15,7.05,2.4,11.24,8.85,4.95,3.45,5.85,4.5,3.3,4.35,4.05,4.5,3.0,5.4,8.54,4.05,5.25,3.45,6.3,3.3,7.5,3.45,10.64,22.19,7.2,3.75,6.45,3.6,5.7,6.3,5.55,37.48,6.15,6.75,6.6,4.2,3.45,3.6,3.3,10.122222,6.466667,15.644444,4.971143,4.194444,67.397811
US_TX_48277,2021-03-02,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,11,0,5657,146,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,2,10,13,-10,4,4.07,5.32,3.6,11.42,6.1,5.95,3.91,4.54,3.91,2.5,8.14,5.01,4.69,2.97,4.22,12.05,4.07,4.22,,8.45,3.29,4.38,5.63,8.92,22.06,5.16,3.75,7.04,2.35,4.22,6.73,6.73,42.4,4.38,5.79,4.69,5.95,3.44,5.32,3.13,9.1,3.005556,15.833333,2.173111,0.388889,54.64995
US_TX_48277,2021-03-03,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,8,0,5665,146,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,9,31,23,-9,2,4.82,5.44,4.04,9.48,7.61,6.21,3.11,5.75,3.73,,5.75,5.59,2.49,4.35,4.66,9.63,5.59,4.35,2.17,5.9,4.04,4.35,2.33,8.7,21.44,5.13,3.73,7.92,2.49,5.75,5.9,6.21,44.27,3.26,7.15,7.92,5.44,4.19,2.8,3.73,9.858025,1.604938,19.5,0.338667,0.796296,53.515871
US_TX_48277,2021-03-04,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,3,0,5668,146,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,2,20,11,-11,1,6.82,7.77,,13.95,9.51,5.23,2.22,5.55,4.6,3.49,7.61,3.49,4.44,4.44,8.24,13.32,6.18,6.03,3.33,4.44,4.12,5.07,3.17,9.83,22.52,6.82,2.54,7.93,4.12,6.34,6.66,5.87,43.13,2.38,7.13,6.66,6.34,5.39,2.38,5.23,12.074074,3.617284,21.87037,0.141111,3.135802,54.600558
US_TX_48277,2021-03-05,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,5668,146,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-3,12,13,-14,4,3.57,6.49,,12.32,7.13,4.22,4.05,5.19,6.16,3.24,8.43,3.89,3.73,4.05,4.38,10.38,3.73,6.0,3.89,3.08,4.05,4.87,2.6,7.95,19.46,4.87,4.05,8.11,3.4,6.32,7.95,5.03,39.24,,5.51,6.65,6.0,3.24,3.73,3.24,13.677778,10.583333,18.077778,0.127,6.1,60.429295
US_TX_48277,2021-03-06,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,1,5668,147,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,-1,14,,-2,0,4.58,9.37,4.58,9.16,7.7,4.37,3.96,,3.75,,6.45,5.62,3.12,3.54,3.96,7.08,6.04,4.58,3.33,4.58,4.37,4.16,4.16,10.41,20.19,3.54,,7.08,2.92,,3.12,4.58,38.51,,5.0,5.0,,5.83,,3.96,10.161111,3.4,17.333333,0.1778,1.855556,56.507127
US_TX_48277,2021-03-07,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,0,0,5668,147,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,5,17,,8,1,3.79,8.62,4.84,11.36,6.52,7.36,,6.94,4.84,4.0,7.57,2.94,4.42,,,9.88,5.89,6.94,4.84,5.68,4.0,5.26,3.58,8.41,20.82,6.73,,10.09,,6.73,6.1,4.63,37.01,3.58,4.63,5.68,4.21,3.58,6.94,3.58,10.094444,1.822222,19.211111,0.0,-0.333333,48.607066
US_TX_48277,2021-03-08,ChIJf6k5FFj_SoYRwuSdUP31HL0,Q113313,geoId/48277,US,United States of America,TX,Texas,48277,Lamar County,US,USA,2,20,0,5688,147,,,49568,23902,25666,6605,6360,6161,5546,5797,6594,5942,4285,2278,1634428,33.67,-95.57,2415,74.391667,0,11,21,-13,3,5.92,6.07,3.27,11.06,9.81,6.07,3.27,6.23,5.45,3.74,8.41,4.05,6.07,2.65,7.32,9.19,5.29,4.83,2.8,4.36,4.36,5.76,3.12,11.68,22.89,7.48,2.34,8.41,,7.32,6.07,3.89,40.03,4.36,3.43,8.88,4.83,8.57,4.21,3.58,11.788889,2.7,20.8,0.0,0.522222,46.269277
