location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AL_01093,2020-01-01,ChIJE7W8GHrdh4gRnkiMvyBu85Y,Q502739,geoId/01093,US,United States of America,AL,Alabama,01093,Marion County,US,USA,2,,,,,,,29792,14734,15058,3215,3625,3353,3224,3754,4316,3868,2866,1571,1848789,34.136389,-87.884167,1926,74.357143,,,,,6.52,8.43,11.12,18.02,7.28,5.75,30.29,10.73,34.5,5.75,5.37,4.977778,-0.911111,12.816667,0.0,,-2.388889,58.734285
US_AL_01093,2020-01-02,ChIJE7W8GHrdh4gRnkiMvyBu85Y,Q502739,geoId/01093,US,United States of America,AL,Alabama,01093,Marion County,US,USA,2,,,,,,,29792,14734,15058,3215,3625,3353,3224,3754,4316,3868,2866,1571,1848789,34.136389,-87.884167,1926,74.357143,,,,,10.93,9.52,10.58,17.28,8.11,5.64,34.91,7.41,43.38,10.23,,9.688889,5.622222,13.633333,1.42875,,5.222222,74.162141
US_AL_01093,2020-01-03,ChIJE7W8GHrdh4gRnkiMvyBu85Y,Q502739,geoId/01093,US,United States of America,AL,Alabama,01093,Marion County,US,USA,2,,,,,,,29792,14734,15058,3215,3625,3353,3224,3754,4316,3868,2866,1571,1848789,34.136389,-87.884167,1926,74.357143,,,,,10.32,8.48,7.01,16.22,11.06,10.32,21.75,5.16,40.93,6.64,5.9,13.916667,11.183333,15.944444,56.515,,12.34127,89.811621
US_AL_01093,2020-01-04,ChIJE7W8GHrdh4gRnkiMvyBu85Y,Q502739,geoId/01093,US,United States of America,AL,Alabama,01093,Marion County,US,USA,2,,,,,,,29792,14734,15058,3215,3625,3353,3224,3754,4316,3868,2866,1571,1848789,34.136389,-87.884167,1926,74.357143,,,,,7.32,11.95,,20.04,8.09,,26.59,8.86,31.98,7.71,5.39,10.266667,3.977778,14.811111,7.01675,,5.738095,72.346
US_AL_01093,2020-01-05,ChIJE7W8GHrdh4gRnkiMvyBu85Y,Q502739,geoId/01093,US,United States of America,AL,Alabama,01093,Marion County,US,USA,2,,,,,,,29792,14734,15058,3215,3625,3353,3224,3754,4316,3868,2866,1571,1848789,34.136389,-87.884167,1926,74.357143,,,,,5.91,6.7,,17.35,11.43,7.88,23.26,,39.42,,8.67,3.727778,-2.438889,14.116667,1.5748,,-1.825397,66.463148
US_AL_01093,2020-01-06,ChIJE7W8GHrdh4gRnkiMvyBu85Y,Q502739,geoId/01093,US,United States of America,AL,Alabama,01093,Marion County,US,USA,2,,,,,,,29792,14734,15058,3215,3625,3353,3224,3754,4316,3868,2866,1571,1848789,34.136389,-87.884167,1926,74.357143,,,,,5.31,9.11,6.83,17.46,7.59,9.87,28.85,6.83,41.0,8.73,5.31,7.805556,-0.022222,17.105556,0.0,,3.047619,71.005893
US_AL_01093,2020-01-07,ChIJE7W8GHrdh4gRnkiMvyBu85Y,Q502739,geoId/01093,US,United States of America,AL,Alabama,01093,Marion County,US,USA,2,,,,,,,29792,14734,15058,3215,3625,3353,3224,3754,4316,3868,2866,1571,1848789,34.136389,-87.884167,1926,74.357143,,,,,10.25,12.08,6.22,16.84,13.91,6.95,23.79,7.69,35.5,6.95,7.69,10.522222,3.816667,14.85,0.508,,2.714286,57.413376
US_AL_01093,2020-01-08,ChIJE7W8GHrdh4gRnkiMvyBu85Y,Q502739,geoId/01093,US,United States of America,AL,Alabama,01093,Marion County,US,USA,2,,,,,,,29792,14734,15058,3215,3625,3353,3224,3754,4316,3868,2866,1571,1848789,34.136389,-87.884167,1926,74.357143,,,,,6.43,9.29,9.29,11.79,6.43,8.58,36.81,10.01,46.81,11.79,8.22,5.55,-2.544444,16.994444,0.028222,,-2.301587,56.483428
US_AL_01093,2020-01-09,ChIJE7W8GHrdh4gRnkiMvyBu85Y,Q502739,geoId/01093,US,United States of America,AL,Alabama,01093,Marion County,US,USA,2,,,,,,,29792,14734,15058,3215,3625,3353,3224,3754,4316,3868,2866,1571,1848789,34.136389,-87.884167,1926,74.357143,,,,,,8.76,11.69,13.15,11.32,11.69,25.2,10.22,39.07,12.05,10.22,7.844444,0.838889,16.727778,0.0,,-0.769841,54.186061
US_AL_01093,2020-01-10,ChIJE7W8GHrdh4gRnkiMvyBu85Y,Q502739,geoId/01093,US,United States of America,AL,Alabama,01093,Marion County,US,USA,2,,,,,,,29792,14734,15058,3215,3625,3353,3224,3754,4316,3868,2866,1571,1848789,34.136389,-87.884167,1926,74.357143,,,,,5.36,13.94,9.65,12.87,9.3,8.22,19.31,6.79,39.33,8.22,5.36,16.266667,12.911111,19.466667,1.552222,,9.785714,64.82194
