location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_6,cumulative_confirmed_age_6,new_deceased_age_6,cumulative_deceased_age_6,new_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_6,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_WA_53031,2020-08-23,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,1,0,67,0,,,0,4,,0,,1,0-11,12-19,20-34,35-49,50-64,65-79,80-,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,3.47,6.2,8.19,14.39,8.19,6.2,5.46,5.21,4.96,4.71,,,5.71,7.69,3.72,3.47,4.47,4.47,7.94,4.22,9.43,23.08,7.69,7.44,5.46,9.18,,40.2,,9.68,6.95,,3.97,14.333333,10.561728,18.432099,0.028222,10.122222,77.162877
US_WA_53031,2020-08-24,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,2,0,69,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,6.78,6.53,6.78,11.38,8.23,11.86,6.29,6.29,5.81,4.84,3.39,3.39,4.11,10.65,7.75,3.39,,,4.11,4.36,8.23,24.69,8.71,7.99,3.63,6.05,6.78,45.74,4.36,10.89,6.05,3.63,4.36,14.833333,11.765432,18.722222,0.0,11.2,79.76654
US_WA_53031,2020-08-25,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,1,0,70,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,5.19,6.92,3.71,12.61,9.14,7.17,7.17,,4.2,,4.2,,5.44,11.86,,,3.71,6.43,4.45,5.44,8.65,16.31,7.91,7.17,,5.44,6.67,44.74,5.44,7.66,5.68,4.7,5.44,13.567901,10.450617,18.12963,0.0,10.655556,82.273641
US_WA_53031,2020-08-26,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,-1,0,69,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,,6.62,6.13,17.17,10.06,7.11,8.83,,7.36,3.92,,,4.91,7.36,3.68,5.64,,3.43,5.4,3.68,7.6,19.62,6.62,6.62,5.64,5.15,5.89,38.02,5.4,9.56,8.83,5.15,,13.91358,10.728395,18.061728,0.0,10.588889,80.858533
US_WA_53031,2020-08-27,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,69,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,4.92,7.13,7.86,12.53,11.06,8.85,7.37,3.44,3.93,,3.69,4.18,6.39,12.53,3.69,,,,,4.67,6.88,16.22,10.32,,5.16,4.67,5.65,38.58,3.44,7.86,6.14,4.18,,13.796296,10.08642,18.358025,0.0,11.111111,83.557325
US_WA_53031,2020-08-28,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,69,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,4.37,,4.37,16.28,5.1,8.75,,5.59,6.8,4.13,,3.4,3.65,8.26,3.89,5.1,,5.35,,3.65,5.59,14.34,8.02,6.56,4.37,,4.86,36.69,,3.65,4.62,4.37,5.1,14.592593,10.87037,19.734568,0.0,11.8,83.145132
US_WA_53031,2020-08-29,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,69,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,5.32,5.83,7.6,14.19,7.35,10.13,5.83,,8.36,3.8,3.8,,6.33,10.13,,3.8,,,3.8,4.31,5.83,20.02,,5.32,4.31,,8.36,41.55,5.32,6.59,5.32,4.81,,14.765432,11.0,19.425926,0.0,11.677778,81.920279
US_WA_53031,2020-08-30,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,69,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,6.27,5.02,5.52,12.04,6.27,8.78,7.28,5.27,5.27,,,4.26,7.02,8.03,3.51,4.77,,6.27,,5.77,9.28,21.82,4.51,8.28,4.51,7.28,4.01,39.13,,6.02,6.77,5.52,,12.981481,8.907407,17.790123,0.0,9.266667,78.603313
US_WA_53031,2020-08-31,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,1,0,70,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,5.33,4.36,8.24,15.75,9.93,9.45,8.96,,8.48,4.36,,,7.03,9.93,5.09,4.36,4.6,5.33,4.6,6.54,9.93,21.32,6.78,6.78,,7.03,7.03,39.98,6.06,6.06,4.85,5.09,3.39,13.133333,10.427778,16.844444,0.536222,10.842593,86.875025
US_WA_53031,2020-09-01,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,70,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,4.41,5.64,7.11,12.25,6.13,7.35,8.09,3.43,5.64,4.41,,3.92,5.39,3.67,5.39,5.39,,5.88,5.14,3.92,5.14,20.09,6.13,12.5,6.37,5.14,5.64,41.16,4.66,7.11,8.58,3.67,4.17,13.205556,10.211111,18.111111,0.0254,10.972222,87.728613
US_WA_53031,2020-09-02,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,70,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,6.55,5.58,7.27,10.18,7.76,7.76,7.52,3.64,6.3,,4.12,3.64,,6.55,5.58,4.85,,3.88,,6.3,6.3,20.37,5.09,5.58,3.64,5.33,4.85,39.04,,6.55,6.3,4.61,4.61,15.377778,11.505556,19.861111,0.0,12.84127,86.216011
US_WA_53031,2020-09-03,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,70,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,5.68,7.4,8.39,14.31,9.87,9.13,6.42,,5.43,3.46,,4.2,3.46,8.88,3.95,5.18,4.2,3.7,,,8.14,22.21,8.64,7.4,,,6.42,38.75,3.7,7.65,6.42,4.44,,15.094444,10.694444,22.338889,0.0,11.611111,81.037749
US_WA_53031,2020-09-04,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,70,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,,4.4,7.08,15.88,8.79,8.06,6.35,,,3.42,,,3.91,10.75,,,,4.4,,6.11,7.08,22.72,9.28,7.57,,5.13,3.91,42.02,7.08,5.62,5.62,4.64,4.4,17.688889,12.6,22.922222,0.0,12.309524,72.713904
US_WA_53031,2020-09-05,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,70,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,,5.06,6.58,15.44,6.83,8.1,7.09,,,,3.8,,5.82,7.59,,5.82,4.05,4.3,4.05,5.06,7.09,19.24,6.58,8.35,3.54,4.05,7.09,34.68,4.05,8.61,7.34,5.82,,15.233333,12.905556,21.205556,0.0,11.761905,80.588881
US_WA_53031,2020-09-06,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,70,0,,,0,4,,0,,1,0-11,12-19,20-34,35-49,50-64,65-79,80-,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,,5.11,3.89,14.6,7.3,5.35,7.78,4.13,5.59,5.35,,,,5.84,5.59,,5.35,3.65,,,6.57,18.73,6.08,7.3,,5.59,3.65,37.22,,7.05,4.38,3.4,,14.338889,11.422222,18.888889,0.0,11.865079,87.242803
US_WA_53031,2020-09-07,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,70,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,3.91,,9.65,13.79,7.36,7.13,7.36,,3.91,5.06,,,4.83,11.72,4.14,5.52,,,4.83,5.75,6.9,22.3,5.52,6.9,,4.83,6.44,40.92,4.83,8.51,3.91,7.36,4.14,16.911111,11.6,25.783333,0.0,11.142857,69.604108
US_WA_53031,2020-09-08,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,1,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,,7.91,5.93,12.08,7.47,6.59,3.73,,5.71,3.96,3.52,,6.59,8.35,3.96,3.52,5.05,,4.17,7.47,9.45,15.6,5.49,7.03,,5.71,4.17,35.15,,5.27,7.25,5.27,3.52,19.322222,12.25,26.127778,0.0,2.714286,34.377815
US_WA_53031,2020-09-09,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,-1,0,70,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,3.2,4.34,5.03,10.97,5.95,8.23,4.8,,5.26,3.66,,,3.2,4.8,,5.26,,3.66,,3.89,11.2,19.66,12.35,7.32,4.8,,7.32,34.07,,5.95,4.12,4.8,5.26,18.311111,12.244444,25.516667,0.0,5.539683,42.714092
US_WA_53031,2020-09-10,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,70,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,,,,,,,3.84,8.12,7.22,12.19,7.0,7.22,9.25,3.16,3.84,3.38,,,,12.41,3.84,3.16,,,3.84,3.38,4.74,16.47,6.09,5.87,3.38,,6.32,39.49,3.38,5.64,6.32,3.16,,18.883333,12.944444,26.355556,0.0,9.412698,54.671766
US_WA_53031,2020-09-11,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,70,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,1,,163,,-24,,,5.57,5.12,12.03,8.91,4.68,,5.35,4.23,4.23,3.12,,6.01,8.24,5.12,4.68,4.46,,3.34,4.9,8.91,22.05,5.57,4.9,3.56,3.12,4.68,27.18,,6.01,6.01,4.01,3.12,16.183333,12.738889,25.894444,0.0,10.642857,69.309611
US_WA_53031,2020-09-12,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,1,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-17,,126,,-20,,,6.68,6.22,10.6,10.37,5.3,7.6,4.38,6.68,,,,5.07,7.14,4.15,,,,6.45,3.92,10.6,14.74,7.14,6.22,4.15,3.69,5.07,28.8,,5.07,6.22,4.15,,13.6,12.105556,17.361111,0.0,11.5,87.382687
US_WA_53031,2020-09-13,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-5,,102,,-17,,4.58,8.47,6.86,9.15,5.49,6.64,5.95,3.2,,3.89,3.89,,6.18,7.32,5.95,3.66,,6.18,,,6.41,25.17,7.32,8.24,4.35,5.49,5.03,36.61,4.12,,7.09,3.89,4.35,12.211111,10.205556,15.005556,0.0,10.666667,91.197676
US_WA_53031,2020-09-14,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-13,,81,,-26,,,6.74,4.13,11.31,7.18,5.87,4.79,3.48,4.35,,,3.05,4.57,7.62,3.7,3.26,,3.48,,3.7,6.31,18.06,5.44,7.4,5.0,,5.44,37.86,5.87,3.26,3.48,,,13.005556,10.911111,16.283333,0.112889,11.138889,89.527212
US_WA_53031,2020-09-15,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-7,,99,,-25,,6.18,4.64,3.31,11.04,8.61,7.95,5.52,3.75,8.61,,3.75,3.75,7.07,8.84,3.31,5.74,,5.3,4.86,,5.08,18.99,7.51,8.39,6.63,4.64,5.08,36.0,3.75,7.95,6.41,5.74,3.75,14.6,12.433333,18.083333,1.072444,13.166667,91.891993
US_WA_53031,2020-09-16,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-14,,94,,-30,,4.66,8.22,6.0,11.11,8.0,10.22,4.89,4.44,5.11,4.22,,3.11,6.66,9.99,5.11,6.0,,3.55,4.0,4.66,11.33,20.43,10.66,8.44,4.44,4.22,5.11,36.43,3.55,4.89,5.55,3.11,4.22,15.911111,12.483333,19.272222,1.241778,14.148148,91.633081
US_WA_53031,2020-09-17,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-9,,,,-29,,3.99,5.1,5.54,13.08,8.43,6.65,6.87,3.1,3.77,3.77,3.55,,5.1,8.43,4.43,4.21,5.1,5.1,3.55,,8.21,22.18,10.2,7.32,4.21,,5.99,38.81,4.88,5.99,5.32,3.1,,14.805556,12.033333,19.033333,0.0254,13.314815,92.908053
US_WA_53031,2020-09-18,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,1,0,72,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-9,,67,,-23,,,5.34,5.57,10.46,7.35,6.68,5.57,,4.23,,6.46,,5.79,9.35,3.56,4.9,,4.01,5.34,,6.01,18.03,5.57,6.01,3.34,3.56,7.79,38.74,6.01,6.9,7.79,,5.79,13.45,11.572222,17.177778,0.423333,12.240741,94.73444
US_WA_53031,2020-09-19,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,-1,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-1,,130,,-17,,,8.44,8.94,8.69,5.96,7.2,3.72,,5.21,5.71,3.97,4.47,,10.93,,5.46,,,4.72,6.95,6.21,20.86,5.96,4.47,,5.46,4.72,38.48,4.47,6.46,4.97,3.97,5.71,14.827778,11.827778,17.094444,0.6604,12.675926,87.426477
US_WA_53031,2020-09-20,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,9,,179,,-15,,4.44,6.16,6.41,12.57,9.37,7.64,4.93,3.7,6.66,3.45,,,5.42,8.38,4.68,5.18,,4.44,3.7,6.41,6.41,19.23,10.35,10.11,4.68,3.45,6.16,43.38,3.94,10.35,5.67,3.94,,13.988889,10.111111,18.211111,0.5588,11.416667,85.850651
US_WA_53031,2020-09-21,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-1,,116,,-23,,4.33,5.92,6.61,11.85,12.98,7.29,5.01,,7.06,6.38,3.19,4.1,5.47,9.34,3.87,6.38,,3.42,3.64,3.87,6.15,21.41,6.38,5.47,6.15,4.78,4.33,41.0,,4.1,7.97,5.01,4.1,12.35,9.6,17.261111,0.0,10.462963,89.965004
US_WA_53031,2020-09-22,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-6,,,,-21,,6.36,7.54,8.71,10.6,9.18,11.77,6.59,3.3,5.18,,3.77,,6.12,8.24,,6.59,4.47,5.65,,3.77,7.3,20.72,5.18,6.36,5.89,3.77,6.36,44.5,5.42,7.3,4.0,3.3,3.77,13.638889,10.361111,17.027778,0.8255,10.944444,85.798981
US_WA_53031,2020-09-23,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-19,,33,,-26,7,,4.86,5.55,11.8,10.18,9.02,5.32,3.7,7.4,,3.47,,5.09,9.48,4.16,3.24,,5.32,,3.47,6.48,23.13,7.63,9.48,3.93,4.16,5.55,37.24,5.55,5.78,6.94,4.16,7.63,13.65,11.516667,16.35,4.572,11.777778,90.422037
US_WA_53031,2020-09-24,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-13,,80,,-21,6,5.42,8.36,6.1,13.56,9.72,4.97,5.65,,3.16,4.75,,,5.65,8.59,4.52,5.42,,6.55,,3.39,5.42,24.64,7.68,8.14,4.52,,5.65,36.39,4.75,6.1,5.2,3.84,3.16,13.755556,11.788889,16.494444,20.912667,11.518519,88.056393
US_WA_53031,2020-09-25,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-15,,45,,-22,8,3.96,6.99,6.05,11.18,8.38,5.36,4.89,3.73,6.52,,,,5.12,9.55,5.12,3.96,4.89,6.52,3.73,3.96,8.62,18.17,8.38,6.99,4.19,3.49,6.52,33.54,3.73,5.36,7.69,,3.73,13.55,11.455556,16.977778,11.796889,11.064815,85.967383
US_WA_53031,2020-09-26,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-10,,106,,-13,,4.82,8.88,4.82,10.4,9.13,6.09,4.57,,6.34,5.33,,,5.83,8.88,4.57,5.83,,4.31,3.55,,8.62,22.32,9.13,5.58,5.33,,,42.6,,6.09,5.83,,,12.205556,9.744444,16.322222,10.470444,9.324074,82.810065
US_WA_53031,2020-09-27,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,0,4,,0,,1,0-11,12-19,20-34,35-49,50-64,65-79,80-,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,8,,126,,-8,,5.14,7.71,6.17,9.76,9.76,5.65,6.94,,5.39,,,,,6.94,5.65,5.14,,4.11,,6.94,7.71,16.44,7.71,6.94,,,4.62,36.48,5.91,4.62,6.42,,3.85,11.972222,9.183333,15.838889,3.499556,9.666667,86.221983
US_WA_53031,2020-09-28,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-3,,103,,-19,5,5.4,6.11,6.11,11.98,11.27,8.22,5.87,5.4,7.75,4.7,,3.29,7.05,8.93,3.52,3.52,4.7,6.11,4.7,3.99,6.58,18.09,6.11,6.81,4.7,,6.81,42.51,4.7,4.93,5.17,,,13.166667,9.844444,18.011111,0.0,9.962963,80.864917
US_WA_53031,2020-09-29,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-8,,,,-22,6,,5.0,6.91,11.91,7.86,7.38,3.81,4.53,4.76,5.96,,,3.81,11.67,,3.57,5.48,5.24,,3.57,5.48,18.11,4.29,4.53,4.53,3.57,7.38,34.54,,5.96,5.48,4.76,,15.433333,11.022222,20.805556,0.0,11.148148,76.218675
US_WA_53031,2020-09-30,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-1,,106,,-24,4,4.11,6.77,5.32,12.08,11.12,6.52,7.73,3.62,4.11,,,,3.62,8.7,5.32,5.07,3.38,3.87,3.62,5.32,7.25,19.57,5.07,4.59,,,7.73,39.87,6.28,6.04,4.59,5.07,3.87,14.938889,11.233333,20.744444,0.0,11.87963,82.457739
US_WA_53031,2020-10-01,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-7,,100,,-21,5,4.65,5.34,6.74,9.29,8.6,6.27,7.2,4.65,6.74,5.81,,3.72,7.2,7.9,3.48,6.5,,4.88,3.48,4.18,8.13,15.8,8.13,5.81,3.25,4.18,4.88,37.4,4.65,5.34,4.18,3.95,3.48,13.672222,11.155556,19.133333,0.0,11.861111,90.322404
US_WA_53031,2020-10-02,ChIJf6m50wc5jlQR4GaY1qTrc34,Q384737,geoId/53031,US,United States of America,WA,Washington,53031,Jefferson County,US,USA,2,0,0,71,0,,,,,,,,,,,,,,,,31210,15304,15906,1976,2247,2360,2680,2816,4406,7442,5180,2103,1153701,47.84,-123.58,5655,81.371429,-4,,103,,-17,5,,3.59,5.03,8.62,8.62,8.38,8.14,4.07,8.14,4.31,,,5.26,10.77,4.31,6.46,,6.22,5.26,4.31,6.46,22.02,3.83,6.94,3.59,4.79,16.75,38.53,4.07,5.03,7.42,6.22,,14.288889,10.961111,19.188889,0.0,12.203704,88.64423
