location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_CO_08051,2020-01-15,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,5.55,7.57,7.32,,4.79,9.84,5.3,5.55,3.53,6.81,17.16,4.79,,,28.51,4.29,4.29,-4.338889,-10.583333,2.333333,0.0,-14.771605,47.876616
US_CO_08051,2020-01-16,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,6.13,6.38,3.68,,3.68,6.62,6.62,,,4.17,14.23,,,,28.46,,6.38,-6.427778,-12.35,1.583333,0.0,-14.240741,56.401326
US_CO_08051,2020-01-17,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,4.09,5.77,3.85,,3.61,11.07,4.33,,,,15.64,6.25,3.85,3.85,23.82,,4.09,-3.772222,-10.016667,1.122222,0.296333,-7.944444,74.186288
US_CO_08051,2020-01-18,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,,,4.06,,5.15,7.86,8.94,4.88,,4.33,10.84,5.42,6.5,,30.07,,4.06,-8.666667,-14.594444,-1.188889,2.032,-15.253086,61.25421
US_CO_08051,2020-01-19,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,6.6,9.76,3.69,5.54,4.49,12.14,5.54,6.07,5.01,,12.93,7.12,,,31.4,5.01,,-8.038889,-13.85,-1.894444,0.0762,-12.734568,70.280778
US_CO_08051,2020-01-20,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,4.06,7.11,7.37,4.83,6.35,12.7,6.6,5.33,3.81,,18.8,,,,34.8,5.59,7.11,-8.880952,-16.761905,0.801587,0.0,-15.962963,58.895049
US_CO_08051,2020-01-21,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,4.55,5.99,5.99,3.83,,11.5,5.51,4.55,6.71,,22.04,4.31,3.59,4.79,28.99,6.95,4.79,-2.838889,-5.472222,0.544444,0.0,-9.0,63.773589
US_CO_08051,2020-01-22,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,5.06,8.09,5.06,,5.31,12.13,7.33,7.33,,5.82,18.71,6.07,4.8,6.57,27.56,4.55,5.06,-2.761111,-5.633333,0.811111,1.3335,-6.197531,78.090115
US_CO_08051,2020-01-23,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,6.63,5.4,,3.68,5.64,13.01,6.38,4.42,,,20.61,5.4,,3.93,29.94,8.34,4.42,-2.728395,-5.203704,0.691358,0.762,-7.597222,70.518062
US_CO_08051,2020-01-24,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,4.84,9.18,4.33,,,17.08,6.63,,,,22.69,7.14,5.86,,24.73,,5.35,-4.361111,-8.888889,1.827778,0.127,-9.308642,70.9608
US_CO_08051,2020-01-25,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,5.22,8.41,,4.93,,11.6,5.22,,,,23.2,,4.35,,25.23,,,-3.272222,-7.822222,1.611111,0.03175,-8.314815,70.886018
US_CO_08051,2020-01-26,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,,5.49,3.66,,,20.93,7.06,,3.92,,27.73,4.45,,,27.99,4.45,,-2.944444,-7.366667,3.755556,0.0254,-9.580247,63.653336
US_CO_08051,2020-01-27,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,4.71,6.6,5.42,4.95,4.0,21.44,5.65,3.3,4.0,3.77,31.1,,,5.65,31.1,4.71,,-3.211111,-7.15,2.372222,0.0,-7.191358,75.713121
US_CO_08051,2020-01-28,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,5.86,4.15,7.57,,6.1,19.04,7.57,,6.59,,28.57,,5.37,4.88,25.15,4.88,4.88,-6.805556,-12.861111,-0.761111,2.6035,-12.679012,64.775632
US_CO_08051,2020-01-29,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,5.98,7.23,6.73,4.74,5.24,19.19,4.24,5.48,,4.49,25.18,,5.73,4.24,34.15,6.98,5.73,-6.65,-11.788889,-1.155556,0.0,-12.425926,65.439794
US_CO_08051,2020-01-30,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,5.72,10.45,7.96,,5.23,21.41,5.23,6.47,3.98,5.97,28.38,5.97,3.98,4.98,31.61,5.97,,-7.616667,-12.761111,-1.877778,0.03175,-12.753086,68.645209
US_CO_08051,2020-01-31,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,4.56,5.07,5.83,,5.83,19.26,5.32,3.8,,,21.29,3.55,4.82,,28.89,3.8,,-7.883333,-14.0,-1.283333,0.028222,-14.660494,60.536097
US_CO_08051,2020-02-01,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,8.37,8.09,9.76,4.74,,13.66,5.02,,,3.9,17.57,6.97,,,26.21,,4.74,-3.561111,-9.383333,4.016667,0.0,-11.024691,59.078382
US_CO_08051,2020-02-02,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,4.63,6.42,4.37,,5.14,13.62,5.14,5.65,3.85,4.63,19.53,5.14,,,29.55,3.85,,-1.583333,-8.461111,7.977778,0.0,-14.598765,40.829262
US_CO_08051,2020-02-03,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,6.04,3.95,5.11,3.95,,12.31,5.34,3.95,,5.11,18.81,4.88,3.95,,25.55,3.25,4.88,-0.938889,-8.188889,6.655556,0.0,-11.216049,48.623091
US_CO_08051,2020-02-04,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,5.71,7.13,5.47,,5.23,10.7,4.28,6.18,5.71,4.04,18.55,4.76,3.33,,29.02,5.0,4.28,-11.944444,-16.266667,-4.583333,1.312333,-15.092593,76.898231
US_CO_08051,2020-02-05,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,3.29,7.53,7.06,3.53,3.77,17.41,4.71,3.53,3.77,,18.36,4.24,,3.77,25.89,3.29,3.77,-17.185185,-23.691358,-9.740741,0.635,-22.451389,63.671425
US_CO_08051,2020-02-06,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,4.92,5.14,5.14,3.8,3.13,12.53,4.92,5.14,5.37,4.7,20.58,3.58,4.03,6.26,26.84,6.04,5.14,-11.179012,-15.648148,-4.487654,0.145143,-16.388889,66.698475
US_CO_08051,2020-02-07,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,,5.5,5.74,3.35,4.07,11.96,7.42,,,4.31,16.27,4.79,,,24.88,,4.07,-3.518519,-7.444444,1.58642,3.592286,-7.180556,76.614006
US_CO_08051,2020-02-08,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,4.25,7.37,,,,14.46,5.95,,4.54,,15.87,,,,33.45,,7.37,-0.253086,-5.04321,5.567901,2.7305,-7.236111,61.331504
US_CO_08051,2020-02-09,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,,8.84,7.28,,3.64,12.74,8.06,3.64,,3.9,14.56,3.9,4.68,5.2,32.5,4.68,5.98,-2.966667,-7.455556,3.805556,0.211667,-8.197531,68.743687
US_CO_08051,2020-02-10,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,5.17,6.35,7.29,3.53,4.47,11.75,4.94,3.29,,,20.92,3.76,4.23,4.23,30.56,4.0,4.7,-5.0,-8.366667,0.011111,0.689429,-7.932099,80.197089
US_CO_08051,2020-02-11,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,6.39,6.39,5.41,4.67,4.92,12.53,4.67,4.18,,4.18,21.14,4.67,3.69,,31.21,7.86,5.16,-8.161111,-13.038889,-1.722222,0.889,-12.407407,71.953943
US_CO_08051,2020-02-12,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,4.66,4.66,8.09,,4.9,17.41,7.11,4.9,,,22.56,3.43,3.68,6.62,26.73,3.92,4.9,-8.461111,-13.744444,-2.738889,0.0635,-14.820988,62.14293
US_CO_08051,2020-02-13,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,3.9,6.1,3.9,,4.14,9.75,3.9,,3.41,4.39,16.83,5.37,3.66,,28.77,4.88,,-7.972222,-13.433333,-2.011111,0.22225,-13.462963,66.587636
US_CO_08051,2020-02-14,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,,,,,,7.41,5.62,,4.6,9.45,,4.34,,3.83,14.82,,,,23.51,,,-4.438889,-11.361111,4.388889,0.169333,-12.62963,54.985265
US_CO_08051,2020-02-15,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,11,-1,34,3,6.18,7.8,4.84,,9.14,9.68,3.76,,,,19.09,,,,24.47,,4.57,-2.577778,-7.85,2.9,0.0,-12.981481,48.444926
US_CO_08051,2020-02-16,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,15,1,,-2,7.15,4.44,4.93,,5.42,11.34,,4.68,,,14.05,,3.45,4.68,31.55,3.94,4.19,-1.077778,-5.011111,2.344444,0.0,-7.660494,63.994578
US_CO_08051,2020-02-17,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,19,13,,-28,,7.39,4.84,3.57,5.86,11.72,5.86,3.82,,3.57,19.61,,5.35,5.35,27.0,4.58,5.09,-0.555556,-3.244444,1.794444,0.92075,-7.080247,64.094887
US_CO_08051,2020-02-18,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,14,3,,-8,5.28,6.78,8.54,4.77,6.03,8.54,5.53,4.77,3.77,,20.34,,,4.52,33.66,4.02,5.02,-5.588889,-10.444444,0.605556,0.719667,-11.993827,61.977297
US_CO_08051,2020-02-19,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,20,-4,,1,6.66,7.13,4.76,4.28,6.18,6.42,3.33,,,,14.03,3.81,,4.76,29.96,,,-5.85,-11.661111,1.494444,0.1016,-13.895062,55.506686
US_CO_08051,2020-02-20,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,5,0,,-4,7.66,6.94,6.7,,4.55,8.62,3.59,3.59,3.35,,17.23,3.59,4.07,,27.52,6.22,3.59,-8.205556,-16.594444,0.761111,0.0,-16.37037,53.107197
US_CO_08051,2020-02-21,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,9,5,,9,5.17,5.67,6.9,,4.93,9.61,4.19,6.4,,,12.56,,,5.42,26.85,7.14,,-5.438889,-13.255556,5.444444,0.0,-19.425926,35.020023
US_CO_08051,2020-02-22,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,5,2,25,3,4.94,5.72,3.64,,,7.28,4.42,,,3.64,12.74,4.68,5.2,,24.97,3.64,5.2,-0.783333,-5.988889,6.738889,0.0,-11.246914,47.115169
US_CO_08051,2020-02-23,ChIJobWkQaxrQIcRyBHlBMbqZRM,Q127979,geoId/08051,US,United States of America,CO,Colorado,08051,Gunnison County,US,USA,2,,,,,,,16863,9124,7739,1511,2207,3502,2351,2113,1971,1939,933,336,416905,38.67,-107.01,8443,80.666667,8,9,17,2,5.76,7.01,5.26,3.51,3.76,10.27,4.01,,,,17.04,,6.01,,29.06,,3.51,-0.327778,-4.433333,5.155556,0.931333,-4.462963,73.820686
