location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KY_21043,2020-06-05,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,14,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,13,26,-17,7.5,16.18,7.1,,8.68,10.26,22.49,14.6,38.27,9.47,21.811111,18.972222,27.994444,22.267333,,20.266667,91.015807
US_KY_21043,2020-06-06,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,3,0,17,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,18,,2,6.5,14.21,7.72,6.5,8.53,6.09,17.06,11.37,43.45,17.46,24.322222,18.633333,30.877778,1.552222,,20.311111,78.413438
US_KY_21043,2020-06-07,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,17,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,5,,14.06,7.03,,6.2,7.03,21.5,16.13,35.98,18.2,23.290123,17.197531,29.808642,0.0,,16.216049,64.692281
US_KY_21043,2020-06-08,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,17,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,3,,-25,,17.99,5.74,5.74,8.04,8.42,25.65,13.4,39.05,13.78,21.666667,13.611111,29.444444,0.0,,13.894444,61.576485
US_KY_21043,2020-06-09,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,17,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,10,20,-21,,13.17,10.07,,11.23,6.97,22.08,13.56,33.7,15.88,24.919753,15.617284,32.604938,0.0,,18.91358,69.393672
US_KY_21043,2020-06-10,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,17,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,11,19,-24,9.04,15.82,8.29,7.53,14.69,9.04,21.47,10.55,36.16,15.82,26.962963,20.240741,32.697531,0.0,,20.932099,69.682569
US_KY_21043,2020-06-11,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,17,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,13,12,-20,9.78,15.49,,6.52,9.78,,30.57,6.12,44.84,11.01,22.444444,18.506944,28.8125,3.852333,,15.138889,63.633716
US_KY_21043,2020-06-12,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,17,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,14,25,-19,,12.24,8.57,6.53,6.12,8.16,21.22,9.79,41.63,12.65,21.635802,14.462963,28.561728,0.0,,12.746914,58.02361
US_KY_21043,2020-06-13,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,1,0,18,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,24,,11,,15.09,,,9.49,,23.28,12.51,34.49,15.09,20.104938,12.734568,27.765432,0.0,,12.950617,63.810629
US_KY_21043,2020-06-14,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,18,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,7,7.8,8.19,10.14,,,7.41,19.89,13.65,34.31,16.77,17.41358,13.320988,23.604938,0.931333,,14.222222,81.636249
US_KY_21043,2020-06-15,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,18,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,2,13,-24,8.98,12.49,10.54,7.42,6.25,12.1,29.27,15.61,34.74,14.44,16.969136,12.5,23.339506,1.8415,,13.845679,81.988662
US_KY_21043,2020-06-16,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,18,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,11,,-22,6.35,12.7,12.3,,7.54,5.95,31.75,15.48,33.73,13.49,18.395062,12.444444,24.746914,0.0,,12.358025,67.981626
US_KY_21043,2020-06-17,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,3,0,21,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,9,25,-21,,12.7,10.71,,,10.31,25.39,13.09,40.07,10.71,18.2,13.294444,23.433333,0.0,,14.594444,79.881479
US_KY_21043,2020-06-18,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,-1,0,20,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,14,25,-20,8.46,9.62,10.77,10.0,10.0,,22.31,9.23,34.23,17.31,18.91358,15.358025,23.858025,0.762,,16.975309,88.580853
US_KY_21043,2020-06-19,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,1,0,21,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,11,,-20,11.12,14.69,9.53,6.75,15.88,10.32,24.22,12.31,45.27,9.53,20.833333,15.895062,28.722222,1.669143,,17.54321,81.502111
US_KY_21043,2020-06-20,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,21,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,13,,11.55,8.56,,8.56,7.7,20.54,9.84,40.64,15.4,23.074074,16.277778,30.987654,0.0,,18.407407,75.477891
US_KY_21043,2020-06-21,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,21,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,3,11.77,15.14,8.83,,9.25,12.61,22.7,15.98,36.58,7.57,24.135802,17.969136,31.932099,0.0,,19.481481,75.436868
US_KY_21043,2020-06-22,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,21,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,3,27,-28,9.88,16.21,,,7.91,8.3,24.91,11.86,39.15,12.65,23.011111,19.444444,30.488889,2.794,,19.572222,81.081642
US_KY_21043,2020-06-23,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,21,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,7,,-24,9.6,8.8,9.2,,10.4,9.2,23.6,9.2,30.4,12.4,23.271605,19.802469,28.376543,0.338667,,19.574074,79.788993
US_KY_21043,2020-06-24,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,21,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,10,29,-22,6.24,13.73,,,17.07,10.4,25.8,12.9,39.12,11.65,21.246914,15.160494,27.17284,3.84175,,16.191358,73.101641
US_KY_21043,2020-06-25,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,1,0,22,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,19,34,-21,8.66,14.03,7.84,6.19,13.62,12.38,21.04,9.9,42.09,16.92,21.572222,15.044444,28.327778,0.211667,,15.855556,70.079826
US_KY_21043,2020-06-26,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,22,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,12,,-19,6.1,13.42,,7.32,10.98,10.98,26.43,13.42,38.23,11.79,22.888889,15.87037,30.382716,0.0,,16.246914,66.511641
US_KY_21043,2020-06-27,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,22,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,16,8.9,14.98,13.76,6.88,,6.07,21.45,11.74,36.02,7.69,23.574074,18.604938,29.018519,0.0,,19.12963,76.253163
US_KY_21043,2020-06-28,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,22,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,1,8.54,11.26,6.21,6.21,9.7,6.21,22.51,10.87,32.61,8.15,22.2,20.227778,26.2,5.842,,20.65,91.137354
US_KY_21043,2020-06-29,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,22,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,5,24,-26,10.02,13.11,5.78,,,8.48,21.2,10.79,39.31,12.33,23.283333,20.133333,28.888889,3.3528,,21.294444,88.656587
US_KY_21043,2020-06-30,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,1,0,23,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,17,,-26,8.24,16.87,10.59,,11.77,7.84,25.89,12.16,36.87,7.45,23.87037,20.061728,28.993827,0.0635,,21.444444,86.516367
US_KY_21043,2020-07-01,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,2,0,25,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,23,,-25,8.37,9.97,9.17,,12.36,8.37,29.11,7.58,33.09,7.18,24.098765,19.660494,30.438272,1.04775,,21.030864,83.082105
US_KY_21043,2020-07-02,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,1,0,26,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,30,29,-28,7.04,11.6,,6.21,8.7,7.04,21.95,14.5,40.59,11.6,24.524691,18.024691,31.123457,0.0,,19.154321,72.1796
US_KY_21043,2020-07-03,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,3,0,29,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,50,,-41,7.29,8.92,,8.92,8.11,8.11,25.94,7.29,33.23,10.94,24.623457,17.703704,31.901235,0.0,,18.814815,70.305465
US_KY_21043,2020-07-04,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,29,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,31,12,-11,8.1,10.35,,,7.2,6.75,25.65,9.45,43.65,13.5,25.580247,18.462963,32.487654,0.0,,19.54321,69.477855
US_KY_21043,2020-07-05,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,29,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,-1,8.94,14.62,8.94,,12.59,6.9,26.8,8.94,39.4,13.4,26.296296,19.037037,33.796296,0.0,,20.475309,70.506234
US_KY_21043,2020-07-06,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,2,0,31,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,13,,-28,,14.18,9.2,,8.05,7.28,19.54,12.26,34.1,12.26,26.364198,20.197531,33.746914,0.0,,21.37037,74.100205
US_KY_21043,2020-07-07,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,1,0,32,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,20,,-28,,11.88,,7.13,7.52,7.13,28.51,17.42,48.7,13.86,25.844444,20.361111,33.188889,0.1905,,20.655556,73.191537
US_KY_21043,2020-07-08,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,32,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,13,25,-26,,11.95,7.42,11.54,10.3,,32.55,11.54,39.97,9.89,25.383333,19.311111,32.777778,0.0,,20.4,74.256207
US_KY_21043,2020-07-09,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,32,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,23,25,-22,6.29,12.58,7.08,11.4,13.37,7.47,23.6,9.04,35.39,10.62,27.08642,19.777778,33.791667,0.0,,21.648148,72.27049
US_KY_21043,2020-07-10,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,5,0,37,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,17,,-21,,14.98,8.28,7.49,,7.49,19.71,10.25,36.66,11.04,25.839506,20.907407,33.524691,0.0,,21.919753,79.149249
US_KY_21043,2020-07-11,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,37,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,32,,16,7.3,14.59,6.87,9.01,,7.73,21.46,14.16,42.07,10.3,25.037037,20.351852,31.228395,4.374444,,18.450617,66.985821
US_KY_21043,2020-07-12,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,1,0,38,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,5,,16.68,10.58,9.77,9.36,6.92,28.48,16.68,39.47,11.8,23.277778,18.203704,29.481481,0.0,,17.654321,70.846906
US_KY_21043,2020-07-13,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,38,0,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,9,,-26,11.1,15.07,7.93,8.33,11.5,7.93,27.36,12.69,34.89,12.69,21.592593,16.864198,29.567901,4.0005,,18.209877,81.469406
US_KY_21043,2020-07-14,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,10,1,48,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,7,,-27,6.76,15.12,7.56,11.54,6.76,8.36,27.46,13.13,34.62,8.75,24.469136,18.0,31.17284,0.0,,17.469136,65.636049
US_KY_21043,2020-07-15,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,6,0,54,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,26,-24,6.01,13.62,,,10.01,11.21,24.43,10.01,40.05,10.41,25.333333,17.209877,33.592593,0.0,,18.04321,64.218123
US_KY_21043,2020-07-16,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,2,0,56,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,18,17,-24,10.2,11.01,9.38,6.12,10.2,8.57,30.59,13.87,40.38,13.46,27.364198,19.703704,33.62963,0.0,,20.814815,67.602785
US_KY_21043,2020-07-17,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,2,0,58,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,25,,-21,6.2,11.99,20.68,11.17,11.99,8.27,24.4,14.47,45.91,8.69,26.877778,22.438889,32.505556,1.016,,22.033333,75.366363
US_KY_21043,2020-07-18,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,58,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,25,,10,6.73,15.57,,,14.31,,27.78,14.73,35.77,9.68,26.566667,20.616667,34.088889,0.959556,,21.683333,74.698167
US_KY_21043,2020-07-19,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,11,0,69,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,1,7.54,12.98,,6.7,7.54,10.88,27.63,15.49,38.94,17.17,28.061111,21.444444,34.761111,0.0,,21.933333,69.550464
US_KY_21043,2020-07-20,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,1,0,70,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,11,21,-25,,13.73,6.46,11.71,10.91,10.5,30.7,13.73,41.2,14.95,26.861111,21.972222,33.944444,0.0508,,21.85,74.154112
US_KY_21043,2020-07-21,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,2,0,72,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,12,9,-26,6.95,16.36,8.59,7.77,9.0,6.95,33.55,18.41,36.41,11.45,26.461111,21.116667,34.194444,0.399143,,21.544444,74.507067
US_KY_21043,2020-07-22,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,3,0,75,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,20,15,-26,6.43,13.26,,6.43,7.23,,24.51,11.65,36.17,10.85,25.683333,20.85,32.411111,3.302,,21.45,77.567253
US_KY_21043,2020-07-23,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,1,0,76,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,15,23,-22,,16.39,8.39,6.79,9.19,12.39,25.18,13.19,29.18,13.59,23.544444,21.15,30.111111,7.789333,,22.061111,91.509066
US_KY_21043,2020-07-24,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,3,0,79,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,14,,-22,8.32,8.32,7.49,7.49,7.91,7.49,27.05,11.23,40.36,8.32,24.75,20.755556,31.461111,2.939143,,21.344444,81.47877
US_KY_21043,2020-07-25,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,79,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,25,,13,7.24,13.62,8.09,,8.09,,15.33,13.2,31.93,6.81,25.555556,19.783333,32.594444,0.0,,20.288889,72.807629
US_KY_21043,2020-07-26,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,1,0,80,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,3,,10.3,11.16,7.72,9.01,9.44,19.31,11.59,37.34,8.15,26.277778,20.388889,32.811111,0.0,,21.166667,73.682974
US_KY_21043,2020-07-27,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,80,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,10,21,-27,,9.18,8.38,6.39,,16.36,21.95,11.18,36.32,7.98,25.644444,20.966667,32.727778,0.0,,21.927778,80.156361
US_KY_21043,2020-07-28,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,5,0,85,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,16,22,-25,8.5,17.8,8.9,9.71,12.14,10.12,26.3,12.95,40.46,14.57,24.955556,21.3,30.955556,8.212667,,21.683333,82.272129
US_KY_21043,2020-07-29,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,5,0,90,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,9,16,-26,,17.31,7.65,7.65,10.06,8.05,20.93,10.87,31.0,11.67,25.244444,19.311111,32.355556,0.395111,,20.366667,74.668481
US_KY_21043,2020-07-30,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,1,0,91,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,8,19,-28,8.27,13.79,7.49,,10.64,9.06,31.52,12.21,44.52,10.24,24.1,20.511111,30.016667,0.0,,22.005556,88.196077
US_KY_21043,2020-07-31,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,3,0,94,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,22,,-22,9.98,10.78,6.39,8.78,13.57,6.39,25.15,5.99,35.13,5.99,23.45,20.983333,28.416667,36.703,,21.688889,89.96068
US_KY_21043,2020-08-01,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,1,0,95,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,20,,9,10.39,13.19,,6.0,16.39,6.4,22.39,12.39,27.99,8.8,24.522222,21.311111,30.288889,3.302,,22.2,87.075477
US_KY_21043,2020-08-02,ChIJQyHopBQvRIgRgSInOmz7s9Y,Q486095,geoId/21043,US,United States of America,KY,Kentucky,21043,Carter County,US,USA,2,0,0,95,1,,,27214,13475,13739,3423,3411,3395,2980,3490,3709,3434,2286,1086,1846509,38.33,-83.05,1067,75.285714,,,,3,6.92,11.4,7.74,8.15,30.55,6.11,20.77,11.4,39.92,8.55,23.044444,20.477778,28.033333,2.878667,,19.088889,78.551888
