location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47171,2020-01-01,ChIJUVTfKpBvWogR7fifASuvo7Y,Q501568,geoId/47171,US,United States of America,TN,Tennessee,47171,Unicoi County,US,USA,2,,,,,,,17796,8778,9018,1682,2030,1860,1882,2278,2684,2579,1770,1031,1848204,36.1,-82.43,483,75.15,,,,13.35,23.91,,23.91,,46.71,,4.205556,0.388889,9.066667,0.0,,-4.034722,55.270327
US_TN_47171,2020-01-02,ChIJUVTfKpBvWogR7fifASuvo7Y,Q501568,geoId/47171,US,United States of America,TN,Tennessee,47171,Unicoi County,US,USA,2,,,,,,,17796,8778,9018,1682,2030,1860,1882,2278,2684,2579,1770,1031,1848204,36.1,-82.43,483,75.15,,,,9.46,25.03,,35.6,,36.71,10.01,2.294444,-1.583333,7.366667,0.762,,-1.458333,76.068349
US_TN_47171,2020-01-03,ChIJUVTfKpBvWogR7fifASuvo7Y,Q501568,geoId/47171,US,United States of America,TN,Tennessee,47171,Unicoi County,US,USA,2,,,,,,,17796,8778,9018,1682,2030,1860,1882,2278,2684,2579,1770,1031,1848204,36.1,-82.43,483,75.15,,,,8.08,19.93,16.16,32.31,10.77,41.47,10.23,8.538889,4.111111,12.383333,15.52575,,7.674603,95.57949
US_TN_47171,2020-01-04,ChIJUVTfKpBvWogR7fifASuvo7Y,Q501568,geoId/47171,US,United States of America,TN,Tennessee,47171,Unicoi County,US,USA,2,,,,,,,17796,8778,9018,1682,2030,1860,1882,2278,2684,2579,1770,1031,1848204,36.1,-82.43,483,75.15,,,,,25.95,,24.89,,36.54,12.18,9.922222,2.716667,13.172222,7.39775,,7.673611,86.525971
US_TN_47171,2020-01-05,ChIJUVTfKpBvWogR7fifASuvo7Y,Q501568,geoId/47171,US,United States of America,TN,Tennessee,47171,Unicoi County,US,USA,2,,,,,,,17796,8778,9018,1682,2030,1860,1882,2278,2684,2579,1770,1031,1848204,36.1,-82.43,483,75.15,,,,13.51,19.7,10.7,25.89,,41.66,,2.161111,-1.005556,8.75,2.003778,,-4.444444,62.352738
US_TN_47171,2020-01-06,ChIJUVTfKpBvWogR7fifASuvo7Y,Q501568,geoId/47171,US,United States of America,TN,Tennessee,47171,Unicoi County,US,USA,2,,,,,,,17796,8778,9018,1682,2030,1860,1882,2278,2684,2579,1770,1031,1848204,36.1,-82.43,483,75.15,,,,12.07,21.27,11.5,33.91,9.2,44.84,,3.422222,-2.438889,11.061111,0.0,,-4.756944,56.101079
US_TN_47171,2020-01-07,ChIJUVTfKpBvWogR7fifASuvo7Y,Q501568,geoId/47171,US,United States of America,TN,Tennessee,47171,Unicoi County,US,USA,2,,,,,,,17796,8778,9018,1682,2030,1860,1882,2278,2684,2579,1770,1031,1848204,36.1,-82.43,483,75.15,,,,16.57,26.19,9.09,37.41,,48.1,9.62,3.355556,-1.338889,9.272222,2.12725,,-2.701389,65.568857
US_TN_47171,2020-01-08,ChIJUVTfKpBvWogR7fifASuvo7Y,Q501568,geoId/47171,US,United States of America,TN,Tennessee,47171,Unicoi County,US,USA,2,,,,,,,17796,8778,9018,1682,2030,1860,1882,2278,2684,2579,1770,1031,1848204,36.1,-82.43,483,75.15,,,,12.98,15.68,12.98,35.15,9.73,56.23,11.36,4.6,-1.294444,11.4,1.905,,-5.854167,47.798591
US_TN_47171,2020-01-09,ChIJUVTfKpBvWogR7fifASuvo7Y,Q501568,geoId/47171,US,United States of America,TN,Tennessee,47171,Unicoi County,US,USA,2,,,,,,,17796,8778,9018,1682,2030,1860,1882,2278,2684,2579,1770,1031,1848204,36.1,-82.43,483,75.15,,,,18.75,19.82,15.0,34.83,,35.9,12.86,3.511111,-3.35,12.411111,0.0,,-4.111111,56.399618
US_TN_47171,2020-01-10,ChIJUVTfKpBvWogR7fifASuvo7Y,Q501568,geoId/47171,US,United States of America,TN,Tennessee,47171,Unicoi County,US,USA,2,,,,,,,17796,8778,9018,1682,2030,1860,1882,2278,2684,2579,1770,1031,1848204,36.1,-82.43,483,75.15,,,,,10.65,10.65,26.11,8.52,35.7,,9.288889,4.861111,14.216667,0.0,,1.840278,60.753972
