location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18031,2020-01-20,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,3.81,,9.54,,6.54,5.45,14.72,7.09,8.99,5.18,,6.27,20.71,,5.18,4.09,32.7,5.45,3.81,-7.477778,-10.744444,-2.205556,0.0,,-11.583333,72.595776
US_IN_18031,2020-01-21,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,3.69,5.65,8.6,6.14,4.67,5.16,13.76,6.14,9.09,4.42,,6.39,25.8,8.6,4.67,6.88,35.38,9.09,6.63,-3.688889,-8.866667,-0.783333,0.0,,-8.833333,67.755249
US_IN_18031,2020-01-22,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,5.41,6.64,9.6,4.68,3.69,,12.55,10.58,7.38,5.66,,7.63,30.52,3.69,9.35,4.43,35.68,7.88,4.68,-4.061111,-8.883333,2.938889,0.0,,-9.066667,68.316657
US_IN_18031,2020-01-23,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,3.95,8.14,7.4,6.66,5.18,4.2,13.57,5.92,6.42,4.69,4.94,4.94,30.6,5.68,3.7,3.7,30.11,3.95,4.69,2.283333,-4.738889,7.927778,0.0,,-6.116667,54.112067
US_IN_18031,2020-01-24,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,4.27,6.28,7.78,7.53,3.77,5.02,18.32,5.27,4.52,,4.77,6.02,27.36,3.77,5.77,3.51,34.89,6.28,4.02,4.822222,-0.027778,8.094444,3.189111,,3.277778,89.788355
US_IN_18031,2020-01-25,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,5.37,6.01,9.8,6.95,5.06,4.74,15.8,5.69,8.85,,4.74,7.27,24.97,6.32,5.37,,32.87,5.06,,2.127778,0.6,5.872222,4.205111,,0.805556,91.017932
US_IN_18031,2020-01-26,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,,,7.25,5.44,5.74,,21.76,9.07,11.48,4.84,,6.95,24.78,6.95,4.84,5.14,32.94,7.55,5.74,1.083333,-0.544444,5.127778,0.508,,-1.555556,82.762319
US_IN_18031,2020-01-27,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,4.49,8.49,8.49,8.49,5.99,6.49,22.22,8.49,7.99,5.24,6.24,7.49,32.46,5.74,4.74,5.49,35.21,5.74,6.24,-0.355556,-3.255556,4.044444,0.0254,,-2.477778,85.699386
US_IN_18031,2020-01-28,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,7.64,4.07,11.2,9.17,,5.35,27.76,9.42,7.89,3.56,8.91,6.62,43.03,6.11,6.88,,35.65,9.42,4.33,0.477778,-2.288889,1.905556,0.0,,-1.966667,83.802236
US_IN_18031,2020-01-29,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,,4.05,8.36,8.61,7.34,5.06,28.61,10.89,9.88,4.56,5.06,7.34,37.73,7.09,6.84,4.56,37.98,7.6,4.05,0.677778,-0.288889,1.605556,0.0,,-2.572222,78.918104
US_IN_18031,2020-01-30,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,6.96,4.64,11.09,9.28,4.38,5.93,29.91,7.99,10.31,6.45,6.96,7.48,41.77,5.93,7.73,5.16,30.42,6.19,6.7,1.066667,-0.138889,3.116667,0.0,,-3.527778,71.554507
US_IN_18031,2020-01-31,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,4.56,5.32,9.38,6.34,7.35,,21.8,7.6,8.87,7.6,4.05,6.84,38.27,6.59,6.34,7.1,31.17,9.88,5.07,1.383333,-0.222222,3.783333,0.036286,,-1.627778,80.457024
US_IN_18031,2020-02-01,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,5.38,,7.29,4.43,,5.7,27.87,11.4,5.38,4.75,5.7,7.6,31.67,,,,38.32,5.07,6.33,2.894444,0.505556,5.422222,1.11125,,0.894444,86.737828
US_IN_18031,2020-02-02,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,4.47,4.47,7.34,6.38,5.43,,19.47,9.89,8.3,5.75,7.66,7.02,26.49,,7.98,,23.3,4.47,,6.877778,0.666667,17.772222,0.0,,-0.194444,61.078206
US_IN_18031,2020-02-03,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,5.6,5.85,10.69,5.6,5.6,7.38,17.56,10.18,12.47,5.34,4.33,7.38,24.43,,6.87,5.85,32.58,5.34,5.85,9.783333,0.283333,18.55,0.0,,2.505556,60.750036
US_IN_18031,2020-02-04,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,3.51,5.52,8.53,4.51,5.02,4.76,20.06,9.28,11.04,5.02,3.51,9.78,29.84,,7.27,5.52,30.35,6.52,5.27,12.316667,1.583333,18.688889,0.395111,,6.977778,70.07224
US_IN_18031,2020-02-05,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,5.79,4.28,8.05,8.31,3.77,6.79,20.14,6.29,10.82,4.03,6.29,11.07,25.42,4.78,6.04,5.54,31.46,5.79,4.28,1.4,0.083333,2.961111,7.3025,,-1.972222,78.298462
US_IN_18031,2020-02-06,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,,5.38,8.31,5.14,3.67,5.14,17.61,7.09,7.09,,5.62,8.31,24.21,4.16,4.4,8.07,30.57,5.14,4.65,-0.538889,-1.738889,1.65,5.49275,,-1.816667,91.117219
US_IN_18031,2020-02-07,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,,5.77,7.27,4.76,5.52,7.52,13.79,9.28,10.03,5.01,5.01,8.03,21.82,5.27,4.01,,34.86,5.01,5.27,-1.666667,-3.466667,1.516667,0.725714,30.48,-4.65,80.152585
US_IN_18031,2020-02-08,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,,4.75,7.91,6.96,6.96,,19.94,8.23,7.91,,,4.43,22.48,6.96,7.28,,26.91,8.55,4.43,-0.677778,-3.455556,1.744444,0.435429,30.48,-2.944444,84.682742
US_IN_18031,2020-02-09,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,5.67,5.67,9.13,8.81,,,19.52,11.33,8.19,5.35,5.98,5.98,24.87,,,,34.0,6.93,,-0.733333,-5.233333,3.15,2.0955,,-2.955556,84.969247
US_IN_18031,2020-02-10,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,3.7,5.18,10.36,8.39,4.44,4.44,20.72,6.91,8.14,5.67,4.44,6.41,28.12,6.41,4.93,,37.25,5.43,,4.572222,-0.522222,8.105556,17.78,,2.955556,89.335589
US_IN_18031,2020-02-11,ChIJK1w7VRD5aogRxSWQ7CO4WBk,Q1124916,geoId/18031,US,United States of America,IN,Indiana,18031,Decatur County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26620,13240,13380,3486,3668,3269,3133,3198,3813,3142,1812,1099,1325550,39.3,-85.5,967,79.316667,,,,,,,4.15,7.56,4.88,5.12,3.66,12.93,7.32,9.51,3.66,4.63,9.27,30.98,4.88,6.83,3.9,33.17,8.05,4.15,2.105556,0.533333,7.422222,2.850444,,-1.227778,78.720158
