location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_workplaces,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_FL_12067,2020-01-01,ChIJgcketiYz6YgR5oQe9Dio1l4,Q488810,geoId/12067,US,United States of America,FL,Florida,12067,Lafayette County,US,USA,2,,,,,,,8602,4931,3671,878,1102,1353,1160,1273,1013,888,616,319,1210699,29.99,-83.18,1419,77.2,,,42.14,9.955556,4.155556,17.227778,0.0,1.895062,58.089167
US_FL_12067,2020-01-02,ChIJgcketiYz6YgR5oQe9Dio1l4,Q488810,geoId/12067,US,United States of America,FL,Florida,12067,Lafayette County,US,USA,2,,,,,,,8602,4931,3671,878,1102,1353,1160,1273,1013,888,616,319,1210699,29.99,-83.18,1419,77.2,,51.92,49.84,14.544444,7.738889,23.15,0.0,8.104938,65.91303
US_FL_12067,2020-01-03,ChIJgcketiYz6YgR5oQe9Dio1l4,Q488810,geoId/12067,US,United States of America,FL,Florida,12067,Lafayette County,US,USA,2,,,,,,,8602,4931,3671,878,1102,1353,1160,1273,1013,888,616,319,1210699,29.99,-83.18,1419,77.2,,,53.84,21.155556,18.638889,24.616667,0.0,19.117284,86.721937
US_FL_12067,2020-01-04,ChIJgcketiYz6YgR5oQe9Dio1l4,Q488810,geoId/12067,US,United States of America,FL,Florida,12067,Lafayette County,US,USA,2,,,,,,,8602,4931,3671,878,1102,1353,1160,1273,1013,888,616,319,1210699,29.99,-83.18,1419,77.2,,,52.82,20.022222,16.055556,24.122222,5.277556,17.524691,84.880956
US_FL_12067,2020-01-05,ChIJgcketiYz6YgR5oQe9Dio1l4,Q488810,geoId/12067,US,United States of America,FL,Florida,12067,Lafayette County,US,USA,2,,,,,,,8602,4931,3671,878,1102,1353,1160,1273,1013,888,616,319,1210699,29.99,-83.18,1419,77.2,,,52.32,10.294444,3.555556,17.322222,3.1242,0.296296,50.150619
US_FL_12067,2020-01-06,ChIJgcketiYz6YgR5oQe9Dio1l4,Q488810,geoId/12067,US,United States of America,FL,Florida,12067,Lafayette County,US,USA,2,,,,,,,8602,4931,3671,878,1102,1353,1160,1273,1013,888,616,319,1210699,29.99,-83.18,1419,77.2,,,46.24,9.227778,2.561111,18.777778,0.0,2.444444,63.499299
US_FL_12067,2020-01-07,ChIJgcketiYz6YgR5oQe9Dio1l4,Q488810,geoId/12067,US,United States of America,FL,Florida,12067,Lafayette County,US,USA,2,,,,,,,8602,4931,3671,878,1102,1353,1160,1273,1013,888,616,319,1210699,29.99,-83.18,1419,77.2,,,35.15,11.994444,4.583333,20.055556,0.0,7.209877,74.304887
US_FL_12067,2020-01-08,ChIJgcketiYz6YgR5oQe9Dio1l4,Q488810,geoId/12067,US,United States of America,FL,Florida,12067,Lafayette County,US,USA,2,,,,,,,8602,4931,3671,878,1102,1353,1160,1273,1013,888,616,319,1210699,29.99,-83.18,1419,77.2,,,44.57,10.033333,1.766667,19.35,0.0,0.228395,51.384506
US_FL_12067,2020-01-09,ChIJgcketiYz6YgR5oQe9Dio1l4,Q488810,geoId/12067,US,United States of America,FL,Florida,12067,Lafayette County,US,USA,2,,,,,,,8602,4931,3671,878,1102,1353,1160,1273,1013,888,616,319,1210699,29.99,-83.18,1419,77.2,,28.57,30.25,10.538889,2.133333,22.25,0.0,4.222222,66.394966
US_FL_12067,2020-01-10,ChIJgcketiYz6YgR5oQe9Dio1l4,Q488810,geoId/12067,US,United States of America,FL,Florida,12067,Lafayette County,US,USA,2,,,,,,,8602,4931,3671,878,1102,1353,1160,1273,1013,888,616,319,1210699,29.99,-83.18,1419,77.2,,33.25,31.5,18.044444,13.261111,24.911111,0.0,13.592593,74.921319
