location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IL_17005,2020-01-01,ChIJr9mz77HMdYgRxHwVsvb_P-k,Q109526,geoId/17005,US,United States of America,IL,Illinois,17005,Bond County,US,USA,2,,,,,,,16648,8682,7966,1650,1929,2112,2260,2056,2427,2147,1219,848,1801515,38.88,-89.44,991,77.675,,,,,19.98,13.07,19.22,38.43,3.772222,-2.466667,11.85,0.0,,-2.938889,62.637481
US_IL_17005,2020-01-02,ChIJr9mz77HMdYgRxHwVsvb_P-k,Q109526,geoId/17005,US,United States of America,IL,Illinois,17005,Bond County,US,USA,2,,,,,,,16648,8682,7966,1650,1929,2112,2260,2056,2427,2147,1219,848,1801515,38.88,-89.44,991,77.675,,,,,,11.1,31.09,45.9,7.316667,2.966667,11.977778,0.0,,0.5,63.039495
US_IL_17005,2020-01-03,ChIJr9mz77HMdYgRxHwVsvb_P-k,Q109526,geoId/17005,US,United States of America,IL,Illinois,17005,Bond County,US,USA,2,,,,,,,16648,8682,7966,1650,1929,2112,2260,2056,2427,2147,1219,848,1801515,38.88,-89.44,991,77.675,,,,,10.89,23.24,25.42,44.31,6.283333,2.822222,9.394444,0.53975,,5.166667,92.830812
US_IL_17005,2020-01-04,ChIJr9mz77HMdYgRxHwVsvb_P-k,Q109526,geoId/17005,US,United States of America,IL,Illinois,17005,Bond County,US,USA,2,,,,,,,16648,8682,7966,1650,1929,2112,2260,2056,2427,2147,1219,848,1801515,38.88,-89.44,991,77.675,,,,,17.41,14.39,28.02,42.4,2.188889,0.122222,4.666667,0.2032,,-0.555556,82.500838
US_IL_17005,2020-01-05,ChIJr9mz77HMdYgRxHwVsvb_P-k,Q109526,geoId/17005,US,United States of America,IL,Illinois,17005,Bond County,US,USA,2,,,,,,,16648,8682,7966,1650,1929,2112,2260,2056,2427,2147,1219,848,1801515,38.88,-89.44,991,77.675,,,,,13.88,18.51,27.76,37.02,2.216667,-3.422222,11.533333,0.0,,-3.261111,67.721695
US_IL_17005,2020-01-06,ChIJr9mz77HMdYgRxHwVsvb_P-k,Q109526,geoId/17005,US,United States of America,IL,Illinois,17005,Bond County,US,USA,2,,,,,,,16648,8682,7966,1650,1929,2112,2260,2056,2427,2147,1219,848,1801515,38.88,-89.44,991,77.675,,,,,,19.09,33.41,45.01,3.038889,-3.761111,9.366667,0.0,,-4.416667,58.694652
US_IL_17005,2020-01-07,ChIJr9mz77HMdYgRxHwVsvb_P-k,Q109526,geoId/17005,US,United States of America,IL,Illinois,17005,Bond County,US,USA,2,,,,,,,16648,8682,7966,1650,1929,2112,2260,2056,2427,2147,1219,848,1801515,38.88,-89.44,991,77.675,,,,,,14.27,29.83,39.55,2.133333,-3.6,8.05,0.0,,-3.983333,64.666535
US_IL_17005,2020-01-08,ChIJr9mz77HMdYgRxHwVsvb_P-k,Q109526,geoId/17005,US,United States of America,IL,Illinois,17005,Bond County,US,USA,2,,,,,,,16648,8682,7966,1650,1929,2112,2260,2056,2427,2147,1219,848,1801515,38.88,-89.44,991,77.675,,,,,16.04,12.83,32.08,39.78,1.977778,-2.438889,6.238889,0.0,,-7.238889,51.115376
US_IL_17005,2020-01-09,ChIJr9mz77HMdYgRxHwVsvb_P-k,Q109526,geoId/17005,US,United States of America,IL,Illinois,17005,Bond County,US,USA,2,,,,,,,16648,8682,7966,1650,1929,2112,2260,2056,2427,2147,1219,848,1801515,38.88,-89.44,991,77.675,,,,,,13.33,31.11,45.08,7.183333,1.122222,12.877778,0.1524,,-1.538889,54.787121
US_IL_17005,2020-01-10,ChIJr9mz77HMdYgRxHwVsvb_P-k,Q109526,geoId/17005,US,United States of America,IL,Illinois,17005,Bond County,US,USA,2,,,,,,,16648,8682,7966,1650,1929,2112,2260,2056,2427,2147,1219,848,1801515,38.88,-89.44,991,77.675,,,,,,,13.07,34.85,12.183333,8.655556,14.477778,23.537333,30.48,10.894444,92.130375
