location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18129,2020-05-24,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-8,,7.24,11.32,6.79,,,,13.13,10.41,31.69,14.49,23.851852,19.061728,29.351852,2.12725,,19.518519,76.839886
US_IN_18129,2020-05-25,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-71,,,17.11,7.51,8.34,9.6,,15.02,17.11,37.55,15.02,24.993827,18.506173,32.185185,1.128889,,19.709877,72.651717
US_IN_18129,2020-05-26,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-23,,6.3,12.2,,,8.66,5.9,19.68,14.17,43.29,9.45,24.746914,20.197531,30.253086,0.181429,,19.41358,72.506587
US_IN_18129,2020-05-27,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,-1,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-20,,,19.79,,7.09,,,17.92,14.56,38.45,11.95,21.234568,19.197531,25.271605,2.921,,19.518519,90.120855
US_IN_18129,2020-05-28,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-22,,7.13,15.45,13.47,7.53,7.53,,26.15,11.89,31.7,13.08,22.364198,19.154321,27.444444,4.34975,,19.382716,83.368741
US_IN_18129,2020-05-29,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-20,,6.86,18.56,,,11.7,8.87,16.94,12.91,34.69,7.66,21.098765,17.753086,26.308642,3.556,,17.240741,78.727177
US_IN_18129,2020-05-30,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,2,,,14.17,,,,,18.75,9.6,32.46,11.43,19.283951,13.58642,24.450617,2.229556,,11.820988,62.094604
US_IN_18129,2020-05-31,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,1,,,21.28,,,,,25.19,9.99,37.78,15.2,19.123457,12.962963,24.91358,0.0,,11.0,59.440493
US_IN_18129,2020-06-01,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-21,,,14.14,,6.46,,,24.64,8.89,30.29,13.73,19.395062,11.796296,27.024691,0.0,,8.191358,48.395712
US_IN_18129,2020-06-02,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-22,,,11.78,6.91,,11.37,6.5,19.5,10.97,40.21,11.78,24.08642,16.055556,31.506173,0.0,,12.037037,47.119642
US_IN_18129,2020-06-03,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-19,,8.3,9.1,,8.3,6.72,7.12,21.75,9.1,27.29,8.3,25.061728,17.876543,31.876543,0.0,,16.351852,58.623244
US_IN_18129,2020-06-04,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-22,,6.63,12.49,,,8.2,7.8,21.07,10.93,36.68,9.76,24.975309,20.222222,30.364198,3.338286,,19.962963,73.882409
US_IN_18129,2020-06-05,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-25,,6.81,,6.81,,11.93,,17.46,11.07,24.28,10.22,23.574074,18.006173,31.179012,11.8745,,19.864198,79.785089
US_IN_18129,2020-06-06,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-3,,,11.59,,,6.69,,20.95,13.82,28.53,13.37,27.049383,19.641975,33.777778,0.0,,20.993827,69.598889
US_IN_18129,2020-06-07,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,1,0,18,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,6,2,3,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,7,10,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-3,,10.2,8.87,,,8.42,,21.72,10.64,38.57,9.31,26.783951,20.253086,32.993827,0.0,,15.759259,51.130553
US_IN_18129,2020-06-08,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,2,0,20,0,,,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,4,7,2,3,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,2,7,12,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-23,,8.65,14.55,,6.29,7.08,,20.85,12.59,36.58,14.16,25.265432,18.04321,31.734568,0.0,,15.709877,55.601178
US_IN_18129,2020-06-09,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,1,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-23,,7.38,14.75,9.32,,13.98,7.38,19.8,8.54,41.93,8.15,26.450617,22.561728,29.580247,4.2545,,22.111111,77.310446
US_IN_18129,2020-06-10,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-21,,6.11,11.4,,,8.14,7.73,14.25,11.4,41.52,8.96,26.537037,23.320988,28.820988,1.044222,,20.049383,67.681012
US_IN_18129,2020-06-11,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,1,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-24,,9.74,13.79,6.09,,,6.49,19.07,9.33,43.82,10.14,21.493827,14.833333,28.703704,0.0,,12.62963,57.146393
US_IN_18129,2020-06-12,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,1,0,21,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,4,8,2,3,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,7,13,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-23,,,9.29,8.45,,9.29,8.03,17.74,10.56,37.17,10.98,23.123457,14.54321,31.425926,0.0,,13.037037,53.222221
US_IN_18129,2020-06-13,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-2,,,11.88,7.31,,7.76,,11.42,15.99,30.14,8.68,24.938272,16.802469,31.395062,0.0,,15.203704,54.967114
US_IN_18129,2020-06-14,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,1,0,22,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,4,4,8,2,3,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,7,14,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-5,,,10.76,6.45,,8.18,6.88,16.78,10.33,37.87,12.48,21.17284,16.0,28.938272,4.0005,,14.481481,65.862911
US_IN_18129,2020-06-15,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,2,0,24,0,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,5,4,9,2,3,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,8,15,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-23,,,15.55,10.37,7.18,9.17,7.18,21.13,13.95,38.67,11.16,19.796296,12.611111,26.425926,2.427111,,10.901235,57.025727
US_IN_18129,2020-06-16,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,1,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-25,,,15.45,,7.32,7.72,8.54,18.3,13.01,34.56,13.42,21.160494,13.820988,28.092593,0.0,,13.438272,61.593039
US_IN_18129,2020-06-17,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,2,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-23,,8.1,14.17,,,7.69,8.91,21.06,,40.09,10.53,21.950617,14.222222,28.777778,0.0,,13.981481,60.742354
US_IN_18129,2020-06-18,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,1,0,25,0,,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,5,4,9,2,4,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,8,16,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-23,,9.63,18.0,,,,6.7,19.67,12.14,33.06,12.14,23.265432,15.555556,30.611111,0.0,,15.87037,63.308222
US_IN_18129,2020-06-19,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-24,,7.79,11.69,12.12,,7.79,8.66,22.52,11.69,26.41,10.39,25.148148,17.092593,32.117284,0.0,,17.098765,61.187224
US_IN_18129,2020-06-20,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,2,0,27,0,,,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,5,4,9,2,5,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,9,17,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-2,,,19.8,6.91,,,8.75,21.64,14.73,33.15,12.89,26.253086,19.006173,33.117284,0.0,,18.17284,61.33692
US_IN_18129,2020-06-21,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,0,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-4,,11.79,9.61,,,,6.99,22.7,9.61,41.48,7.42,23.290123,20.055556,30.660494,2.667,,19.654321,80.298118
US_IN_18129,2020-06-22,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,2,0,26,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-24,,7.3,10.55,8.93,6.49,11.36,7.3,25.96,14.2,31.64,11.77,23.771605,19.320988,29.530864,7.982857,,20.759259,83.433035
US_IN_18129,2020-06-23,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,2,0,29,0,,,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,5,5,10,2,5,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,10,18,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-24,,7.64,13.68,7.24,6.84,6.84,6.44,22.13,12.47,39.83,10.46,23.006944,20.395833,26.972222,6.477,,19.305556,79.956344
US_IN_18129,2020-06-24,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,1,0,30,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,5,5,10,3,5,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,11,18,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-22,,12.06,10.82,,8.32,8.74,8.74,26.21,12.48,38.28,7.91,23.5,17.654321,28.179012,0.056444,,15.438272,61.200379
US_IN_18129,2020-06-25,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,1,0,27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-24,,,13.43,8.39,8.81,12.59,8.81,22.66,8.81,34.83,9.65,22.962963,15.524691,30.469136,0.0,,15.938272,64.848107
US_IN_18129,2020-06-26,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,1,0,31,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,6,5,10,3,5,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,11,19,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-23,,9.15,9.59,,9.15,7.85,8.72,23.1,16.13,29.2,15.26,25.537037,19.030864,31.296296,0.0,,19.148148,68.159291
US_IN_18129,2020-06-27,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,1,0,32,0,,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,6,5,10,4,5,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,1,11,20,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-1,,,12.37,,8.24,,,18.32,10.08,40.77,7.79,25.5,21.987654,30.530864,1.124857,,21.709877,79.750991
US_IN_18129,2020-06-28,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,1,0,33,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,5,10,4,5,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,12,20,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-1,,7.9,12.9,,,7.9,,29.54,14.56,36.19,8.74,23.777778,20.746914,28.648148,25.24125,,22.450617,92.361858
US_IN_18129,2020-06-29,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,3,0,36,0,,,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,7,6,10,4,5,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,2,13,22,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-23,,10.39,11.59,6.39,,6.79,,21.97,12.78,41.55,10.79,26.302469,21.641975,32.092593,6.745111,,23.320988,83.755384
US_IN_18129,2020-06-30,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,2,0,38,0,,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,3,8,6,10,5,5,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,14,23,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-27,,7.51,15.01,6.72,6.32,,,21.34,13.04,32.79,9.09,23.185185,20.709877,29.740741,6.5405,,21.555556,90.649892
US_IN_18129,2020-07-01,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,2,0,40,0,,,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,9,6,11,5,5,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,,16,23,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-24,,,13.91,,,6.96,7.78,18.83,10.64,32.33,7.37,23.67284,19.734568,29.925926,17.554222,,21.216049,86.29944
US_IN_18129,2020-07-02,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,1,0,41,0,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,10,6,11,5,5,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,17,23,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-28,,8.53,14.92,7.67,8.1,,8.1,20.46,10.23,34.53,8.53,25.796296,20.592593,32.345679,0.338667,,22.438272,81.947826
US_IN_18129,2020-07-03,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,1,0,42,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,7,11,5,5,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,18,23,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-56,,,15.02,,7.04,,,27.69,13.61,30.51,15.02,26.654321,20.734568,32.364198,0.112889,,21.209877,72.303062
US_IN_18129,2020-07-04,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,1,0,43,0,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,10,8,11,5,5,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,,19,23,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-26,,,12.75,7.65,10.71,9.18,,16.83,12.24,29.58,,26.716049,20.166667,33.45679,0.0,,20.67284,69.727964
US_IN_18129,2020-07-05,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,2,0,45,0,,,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3,11,9,11,5,5,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,1,20,24,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-9,,,17.84,,9.37,9.81,8.48,25.87,15.17,35.69,12.49,27.691358,21.246914,33.858025,0.028222,,21.666667,69.967032
US_IN_18129,2020-07-06,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,2,0,47,0,,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,3,13,9,11,5,5,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,,2,20,26,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-27,,7.98,11.97,7.58,5.98,6.38,,28.73,12.77,42.69,7.98,25.925926,20.45679,32.580247,0.0,,21.549383,77.012872
US_IN_18129,2020-07-07,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,4,0,51,0,,,0,0,0,1,0,2,0,1,0,0,0,0,0,1,3,15,9,12,5,5,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,1,3,21,29,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-26,,6.46,15.34,,12.11,12.51,,26.64,14.13,28.25,18.57,27.364198,21.314815,33.654321,0.127,,22.777778,76.220824
US_IN_18129,2020-07-08,ChIJybTWkt6zcYgRHjMrgEFGF4Y,Q512937,geoId/18129,US,United States of America,IN,Indiana,18129,Posey County,US,USA,2,6,0,57,0,,,0,0,0,0,0,3,1,2,0,0,0,0,0,1,3,18,10,14,5,5,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,2,25,31,25569,12721,12848,3042,3147,2865,2962,2996,3936,3602,1912,1107,1804398,38.02,-87.86,1086,77.885714,,,-23,,,7.57,9.17,9.96,8.37,,28.7,,37.47,5.98,26.895062,22.04321,33.604938,0.072571,,23.061728,79.675904
