location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_UT_49041,2021-03-18,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,6,0,2092,12,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,35,,,,-10,2,5.93,4.15,8.01,6.23,8.6,16.02,,28.48,,7.094444,0.088889,15.722222,0.3048,-2.308642,51.403824
US_UT_49041,2021-03-19,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,6,0,2098,12,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,22,,,27,-9,0,4.22,6.33,6.63,4.52,,13.56,,22.3,,9.338889,0.261111,18.827778,0.0,-3.820988,39.788484
US_UT_49041,2021-03-20,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2098,12,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,28,,,18,-3,,6.96,,,,6.57,15.08,,31.71,,10.616667,1.894444,18.377778,1.241778,-2.845679,40.685157
US_UT_49041,2021-03-21,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2098,12,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,20,-12,,,8.06,7.7,8.43,,15.76,,31.15,5.5,2.866667,-1.422222,9.594444,1.213556,-3.41358,66.025424
US_UT_49041,2021-03-22,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,8,0,2106,12,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,27,,,6,-6,0,,5.42,7.42,7.14,8.85,18.27,,29.98,4.28,1.233333,-4.611111,8.888889,0.112889,-7.611111,53.823832
US_UT_49041,2021-03-23,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,7,0,2113,12,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,20,-8,3,7.06,4.8,4.52,6.77,6.49,17.78,4.23,31.33,4.23,2.888889,-3.827778,8.944444,0.282222,-3.944444,62.057303
US_UT_49041,2021-03-24,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,2114,12,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,27,,,19,-6,2,8.24,6.82,10.52,5.12,8.53,13.93,,31.84,3.98,3.255556,-2.611111,9.4,0.1016,-6.641975,49.396703
US_UT_49041,2021-03-25,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,4,0,2118,12,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,27,,,,-10,3,5.57,6.97,4.18,6.13,8.08,11.7,4.46,31.21,4.46,3.75,-1.605556,8.983333,0.0,-7.611111,44.12278
US_UT_49041,2021-03-26,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,2119,12,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,23,,,33,-12,,6.71,,6.13,4.96,6.71,12.84,,21.3,4.67,2.358025,-1.271605,8.061728,2.159,-2.347222,71.664891
US_UT_49041,2021-03-27,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2119,12,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,61,,,35,-2,,,8.91,8.52,,,17.05,,36.81,,3.407407,-3.17284,11.820988,0.762,-4.625,56.210791
US_UT_49041,2021-03-28,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2119,12,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,31,-9,,6.46,7.27,9.69,,10.1,21.0,,35.54,6.87,6.648148,-3.358025,18.790123,0.0,-5.604167,42.109021
US_UT_49041,2021-03-29,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,5,1,2124,13,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,32,,,28,-18,2,,7.29,9.38,7.64,6.25,16.67,,31.25,,10.277778,1.883333,19.588889,0.0,-8.45679,26.876691
US_UT_49041,2021-03-30,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2124,13,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,31,-19,4,5.42,9.77,7.96,10.13,7.96,14.47,,32.19,6.51,2.111111,-4.477778,10.788889,0.0,-14.623457,28.815417
US_UT_49041,2021-03-31,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,9,0,2133,13,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,34,,,48,-23,2,8.67,10.56,7.54,,6.79,13.2,5.66,26.02,,1.611111,-7.469136,12.08642,0.0,-14.118056,30.920771
US_UT_49041,2021-04-01,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2133,13,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,46,,,,-24,1,,8.4,5.73,6.5,7.64,16.43,5.73,21.78,,5.15,-6.433333,18.425926,0.0,-12.685185,27.039283
US_UT_49041,2021-04-02,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,2,0,2135,13,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,24,,,29,-30,,,12.66,6.33,8.31,11.08,17.8,8.31,30.46,8.31,11.911111,0.644444,23.155556,0.0,-9.530864,22.068852
US_UT_49041,2021-04-03,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2135,13,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,17,,,27,-14,,,11.24,7.08,,,14.16,7.5,29.57,,13.927778,1.994444,25.294444,0.0,-5.777778,25.816379
US_UT_49041,2021-04-04,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2135,13,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,29,-20,,,9.12,6.84,,6.08,10.65,,37.64,,15.822222,3.927778,26.238889,0.0,-7.796296,19.693404
US_UT_49041,2021-04-05,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,2136,13,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,41,,,24,-10,0,4.17,9.22,8.93,5.65,8.03,12.2,6.84,31.24,,16.116667,5.555556,25.716667,0.0,-11.104938,15.628115
US_UT_49041,2021-04-06,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,8,0,2144,13,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,22,-10,1,7.07,9.53,,4.3,6.46,15.37,5.53,29.82,,8.727778,-0.783333,21.811111,0.0,-9.117284,29.116294
US_UT_49041,2021-04-07,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2144,13,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,43,,,30,-8,0,,8.57,8.25,5.08,6.66,16.5,,32.36,5.71,7.327778,-2.872222,19.922222,0.0,-10.320988,28.273433
US_UT_49041,2021-04-08,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,11,1,2155,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,50,,,,-5,1,5.24,4.94,7.71,6.17,9.26,16.04,5.86,34.55,4.94,12.255556,2.183333,20.211111,0.0,-11.481481,18.86624
US_UT_49041,2021-04-09,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,3,0,2158,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,30,,,30,-9,1,5.58,9.19,5.91,6.56,4.59,10.17,,22.32,,9.955556,1.288889,19.388889,0.0,-11.104938,22.293787
US_UT_49041,2021-04-10,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2158,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,36,,,44,2,,6.81,,,,6.41,14.02,7.61,33.24,,9.305556,-1.777778,21.1,0.0,-12.339506,21.083897
US_UT_49041,2021-04-11,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2158,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,30,-5,,,8.79,6.11,,7.64,17.57,9.55,25.22,,10.716667,-0.711111,20.822222,0.0,-10.740741,22.142494
US_UT_49041,2021-04-12,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,2,0,2160,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,35,,,24,-2,0,5.42,7.33,9.24,6.69,8.6,22.61,,28.03,4.78,8.333333,-1.105556,17.216667,0.0,-12.166667,23.011605
US_UT_49041,2021-04-13,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,3,0,2163,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,29,-3,1,5.4,5.08,6.67,6.67,8.58,14.93,4.45,31.45,,9.077778,0.361111,17.922222,0.0,-11.746914,22.852169
US_UT_49041,2021-04-14,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,2164,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,21,,,24,-2,3,5.19,11.61,5.19,6.72,11.3,16.19,6.72,29.93,7.02,9.072222,1.788889,17.494444,0.874889,-3.845679,42.728203
US_UT_49041,2021-04-15,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,2165,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,32,,,,-5,2,4.8,7.19,7.19,5.09,7.79,17.38,6.89,23.38,5.39,5.605556,1.211111,13.338889,1.6764,-1.777778,61.099058
US_UT_49041,2021-04-16,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,2,0,2167,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,15,,,23,-7,3,7.44,10.68,4.85,6.15,5.82,11.32,,22.97,,4.077778,-1.861111,10.35,0.931333,-2.54321,62.737666
US_UT_49041,2021-04-17,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,2168,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,21,,,20,0,,,7.15,,5.96,8.34,16.28,,24.22,,5.271605,-1.938272,12.308642,0.254,-4.3125,50.07639
US_UT_49041,2021-04-18,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2168,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,18,-7,,,10.0,,10.39,8.08,17.32,7.7,28.86,,7.244444,-2.216667,16.433333,0.0762,-9.882716,28.997099
US_UT_49041,2021-04-19,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,2169,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,32,,,28,0,0,5.24,6.87,8.18,,5.24,14.72,,34.35,,10.094444,-1.522222,21.561111,0.0,-9.932099,24.344648
US_UT_49041,2021-04-20,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2169,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,20,-4,1,,5.82,8.89,,6.16,10.95,6.16,36.6,,8.166667,-1.783951,20.080247,0.0,-7.944444,31.344624
US_UT_49041,2021-04-21,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2169,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,28,,,25,-5,1,,7.55,6.86,7.55,6.18,16.47,,34.31,,10.627778,2.094444,17.683333,0.0,-9.839506,23.184134
US_UT_49041,2021-04-22,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2169,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,39,,,,-3,1,,7.96,5.43,6.51,6.51,13.03,,36.2,6.88,10.45679,2.160494,17.67284,0.0,-8.173611,26.84159
US_UT_49041,2021-04-23,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,3,0,2172,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,18,,,38,-4,1,,13.03,8.81,8.1,,16.56,5.28,33.82,7.75,9.794444,-0.494444,19.061111,0.0,-10.87037,23.140633
US_UT_49041,2021-04-24,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,2,0,2174,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,26,,,18,-6,,,12.89,,6.66,,10.81,,35.35,7.9,11.697531,0.209877,21.080247,0.0,-9.534722,22.529127
US_UT_49041,2021-04-25,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2174,14,,,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,21,-8,,,9.15,8.01,9.53,,12.97,7.63,32.41,5.72,15.294444,7.933333,21.45,0.0,-4.981481,25.360157
US_UT_49041,2021-04-26,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,2175,14,,4409,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,25,,,23,-4,1,6.61,7.6,8.92,6.94,5.95,22.8,5.29,38.99,4.62,11.505556,6.266667,19.772222,0.762,-3.580247,40.863868
US_UT_49041,2021-04-27,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,4,0,2179,14,17,4426,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,25,-8,4,,10.85,5.92,6.9,5.26,15.12,,31.23,4.6,5.561111,2.038889,13.022222,1.778,0.91358,72.281524
US_UT_49041,2021-04-28,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2179,14,175,4601,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,22,,,33,-5,2,,5.81,6.83,5.47,6.15,17.76,,31.77,6.49,8.8,1.927778,18.227778,2.4638,0.117284,54.518261
US_UT_49041,2021-04-29,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,2180,14,38,4639,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,43,,,,-7,0,5.61,9.81,7.01,,6.31,16.82,,29.43,,12.394444,2.505556,22.594444,0.0,-2.697531,35.297665
US_UT_49041,2021-04-30,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,2181,14,0,4639,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,25,,,37,-6,-1,,5.44,5.8,9.07,7.62,16.32,5.8,29.75,,16.494444,4.055556,28.133333,0.0,-1.648148,29.382066
US_UT_49041,2021-05-01,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2181,14,53,4692,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,21,,,31,-3,,6.11,8.96,,,,12.22,,36.27,,20.266667,10.661111,28.461111,0.0,-2.41358,22.56401
US_UT_49041,2021-05-02,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2181,14,0,4692,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,30,-10,,6.26,7.44,5.87,,8.61,16.83,,27.0,,16.216667,8.227778,26.911111,0.0,-2.617284,28.153443
US_UT_49041,2021-05-03,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2181,14,0,4692,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,32,,,14,-3,-1,6.15,9.22,6.83,5.12,10.24,14.0,,39.27,,11.166667,5.333333,19.012346,1.044222,-0.902778,43.474157
US_UT_49041,2021-05-04,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2181,14,26,4718,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,28,-6,1,,,5.97,,5.26,13.34,5.97,23.86,,11.716667,1.833333,21.666667,0.225778,-3.765432,34.289353
US_UT_49041,2021-05-05,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2181,14,114,4832,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,39,,,33,-9,-1,5.19,5.88,6.58,,7.61,19.38,8.31,29.07,6.23,14.133333,3.411111,23.311111,0.0,-5.333333,26.1887
US_UT_49041,2021-05-06,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,2,0,2183,14,21,4853,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,61,,,,-10,-1,7.0,11.21,5.25,10.51,7.35,17.16,5.25,28.72,,16.116667,3.65,29.0,0.0,-7.320988,19.897943
US_UT_49041,2021-05-07,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,2184,14,3,4856,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,24,,,36,-10,-1,,6.9,7.27,5.81,,11.62,,30.52,,19.816667,8.161111,28.333333,0.0,-5.981481,17.535094
US_UT_49041,2021-05-08,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,2,0,2186,14,18,4874,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,35,,,39,-11,,,8.32,,,6.24,14.15,6.66,37.46,,15.677778,8.733333,25.822222,0.028222,-3.833333,26.749664
US_UT_49041,2021-05-09,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2186,14,0,4874,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,16,-15,,6.33,8.86,,7.17,8.86,17.3,,34.6,,9.861111,1.866667,17.588889,0.0,-11.308642,22.062696
US_UT_49041,2021-05-10,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,2187,14,0,4874,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,34,,,22,-4,-1,5.23,8.71,,5.92,,22.3,,34.15,,11.194444,4.6,17.372222,0.0,-4.555556,34.285826
US_UT_49041,2021-05-11,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,5,0,2192,14,64,4938,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,31,-7,1,6.55,6.55,,5.52,7.93,20.0,5.17,35.51,5.52,10.377778,0.755556,18.45,0.0,-7.382716,28.435654
US_UT_49041,2021-05-12,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,2193,14,0,4938,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,31,,,28,-9,0,,8.62,,10.42,8.26,14.73,5.39,33.41,6.11,12.716667,0.777778,23.855556,0.0,-9.728395,20.598036
US_UT_49041,2021-05-13,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2193,14,71,5009,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,47,,,,-7,0,,7.05,10.41,8.06,5.71,10.75,,23.51,,17.472222,5.283333,28.194444,0.0,-8.641975,16.44772
US_UT_49041,2021-05-14,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,2194,14,10,5019,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,26,,,46,-10,0,,8.56,,,8.2,18.19,,21.4,,19.772222,7.466667,28.816667,0.0,-6.981481,16.353439
US_UT_49041,2021-05-15,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,1,0,2195,14,1,5020,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,33,,,36,-8,,,8.4,,8.4,,16.8,7.56,26.45,,19.405556,7.516667,28.25,0.0,-6.450617,17.707101
US_UT_49041,2021-05-16,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2195,14,0,5020,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,,,,34,-13,,,11.4,,6.84,,15.2,6.46,28.51,6.46,17.766667,7.872222,26.85,0.0,-4.067901,23.923714
US_UT_49041,2021-05-17,ChIJmd4aOhQOS4cR624msJmOB6Q,Q484222,geoId/49041,US,United States of America,UT,Utah,49041,Sevier County,US,USA,2,0,0,2195,14,0,5020,21292,10804,10488,3288,3577,2357,2744,2362,2353,2279,1541,791,1744368,38.75,-111.8,4968,78.96,44,,,44,-1,-1,,15.28,5.91,10.77,5.21,21.54,,31.61,,15.882716,6.962963,24.018519,0.0,-1.694444,31.877754
