location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,search_trends_allergy,search_trends_common_cold,search_trends_infection,search_trends_pain,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18159,2020-01-13,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,9.96,12.44,21.9,33.84,2.616667,0.155556,3.916667,0.338667,,0.888889,88.678972
US_IN_18159,2020-01-14,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,8.65,11.54,25.0,28.36,2.683333,-0.505556,7.083333,0.0,,1.572222,92.562872
US_IN_18159,2020-01-15,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,,12.73,16.16,37.71,2.411111,-1.066667,7.672222,0.036286,,2.094444,97.86998
US_IN_18159,2020-01-16,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,7.47,8.47,21.92,31.88,0.105556,-4.011111,6.755556,0.0,,-2.3,84.080021
US_IN_18159,2020-01-17,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,,,20.03,25.54,-4.494444,-6.944444,1.355556,0.0,,-8.238889,75.28716
US_IN_18159,2020-01-18,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,,13.41,18.77,33.26,1.288889,-5.022222,6.683333,10.752667,,-0.505556,88.052241
US_IN_18159,2020-01-19,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,11.86,10.83,24.75,43.31,-10.15,-13.988889,-1.955556,4.826,,-13.272222,78.093766
US_IN_18159,2020-01-20,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,12.38,12.85,19.51,30.46,-8.444444,-13.055556,-2.977778,0.0,,-10.722222,83.912409
US_IN_18159,2020-01-21,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,8.51,15.01,18.52,38.53,-3.661111,-9.605556,-0.866667,0.0,,-6.4,81.598328
US_IN_18159,2020-01-22,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,,16.47,20.82,36.81,-3.961111,-7.944444,1.405556,0.0,,-7.355556,77.610216
US_IN_18159,2020-01-23,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,10.56,19.69,26.41,40.82,1.822222,-5.505556,6.338889,0.0,,-5.083333,60.807145
US_IN_18159,2020-01-24,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,10.41,17.85,26.28,34.71,3.538889,-0.005556,5.861111,1.27,,2.577778,93.562799
US_IN_18159,2020-01-25,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,,22.48,29.98,34.79,1.027778,-0.2,4.433333,3.189111,,0.472222,96.209794
US_IN_18159,2020-01-26,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,8.12,14.21,23.35,32.48,0.161111,-0.761111,2.45,0.818444,30.48,-0.938889,92.530042
US_IN_18159,2020-01-27,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,,21.6,27.84,30.73,-0.666667,-2.127778,2.094444,0.0,,-1.905556,91.547811
US_IN_18159,2020-01-28,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,10.21,20.42,24.8,33.55,-0.244444,-1.697531,0.685185,0.0,,-1.194444,93.505324
US_IN_18159,2020-01-29,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,12.04,31.29,35.63,35.15,-0.133333,-0.833333,0.694444,0.0,,-2.072222,87.057377
US_IN_18159,2020-01-30,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,8.48,20.46,25.45,31.94,-0.044444,-0.95,1.294444,0.0,,-2.472222,84.155915
US_IN_18159,2020-01-31,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,9.02,27.06,27.06,29.07,0.677778,-0.816667,3.377778,0.0,,-1.35,86.626866
US_IN_18159,2020-02-01,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,,16.34,20.55,30.57,1.566667,-0.444444,4.022222,0.465667,,0.461111,92.561652
US_IN_18159,2020-02-02,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,,18.12,18.63,34.68,5.688889,0.361111,16.083333,0.056444,,1.2,73.410848
US_IN_18159,2020-02-03,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,11.99,15.35,24.94,21.1,7.588889,-0.533333,15.527778,0.0,,3.672222,76.954783
US_IN_18159,2020-02-04,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,9.18,18.85,30.45,33.35,8.283333,0.133333,15.427778,1.524,,4.944444,80.009182
US_IN_18159,2020-02-05,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,9.66,17.39,20.78,29.47,0.083333,-1.711111,1.438889,3.81,30.48,-2.877778,80.726435
US_IN_18159,2020-02-06,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,8.56,10.46,21.87,25.2,-2.65,-3.355556,0.238889,2.257778,30.48,-3.572222,93.518439
US_IN_18159,2020-02-07,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,10.61,8.08,24.25,25.26,-2.844444,-5.438889,1.05,0.169333,,-4.794444,86.690395
US_IN_18159,2020-02-08,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,,10.83,14.62,37.35,-1.366667,-5.311111,0.95,0.550333,,-2.572222,91.697799
US_IN_18159,2020-02-09,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,,13.14,21.55,29.43,-1.722222,-6.322222,1.772222,3.104444,,-3.055556,90.846955
US_IN_18159,2020-02-10,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,8.77,19.0,20.95,39.45,1.883333,-2.116667,4.433333,18.485556,,0.938889,93.602199
US_IN_18159,2020-02-11,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,,14.77,30.03,32.99,0.655556,-0.783333,4.25,2.0574,,-1.772222,84.080853
US_IN_18159,2020-02-12,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,,14.44,20.7,31.29,-0.738889,-3.472222,3.083333,1.016,30.48,-2.538889,87.898961
US_IN_18159,2020-02-13,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,,11.87,18.52,32.77,-1.738889,-8.655556,0.8,4.402667,54.61,-2.472222,94.853001
US_IN_18159,2020-02-14,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,,,,8.58,15.14,21.2,31.79,-13.416667,-18.672222,-8.061111,0.465667,40.64,-17.138889,73.762565
US_IN_18159,2020-02-15,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,27,6,-4,,12.48,17.91,32.02,-7.872222,-18.3,3.611111,0.141111,30.48,-12.133333,71.841941
US_IN_18159,2020-02-16,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,5,-4,,11.96,14.04,17.15,29.63,1.983333,-3.288889,4.9,0.0,,-2.022222,75.667774
US_IN_18159,2020-02-17,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,-5,4,-2,8.34,17.16,29.91,37.27,0.522222,-4.355556,5.433333,0.635,,-1.961111,83.829244
US_IN_18159,2020-02-18,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,12,6,2,9.97,15.67,26.11,36.09,4.227778,-2.366667,7.927778,6.406444,,2.677778,89.895218
US_IN_18159,2020-02-19,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,9,18,1,8.66,12.51,23.09,41.38,-1.272222,-4.516667,6.266667,0.1778,,-4.711111,77.72639
US_IN_18159,2020-02-20,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,5,-6,4,11.23,11.74,25.02,33.19,-3.411111,-5.794444,1.45,0.0,,-9.272222,64.112189
US_IN_18159,2020-02-21,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,5,-4,2,,16.59,20.01,34.16,-5.55,-10.616667,1.344444,0.0,,-11.727778,62.115597
US_IN_18159,2020-02-22,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,14,0,8,,7.91,20.56,23.2,0.094444,-8.794444,8.411111,0.0,,-8.988889,50.895876
US_IN_18159,2020-02-23,ChIJ285swNaQFIgRU6b_Qak-1d0,Q507336,geoId/18159,US,United States of America,IN,Indiana,18159,Tipton County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15137,7523,7614,1564,1949,1668,1548,1935,2286,2014,1413,760,1812964,40.31,-86.05,674,77.95,5,12,,,13.72,24.28,38.53,4.088889,-4.427778,11.938889,0.0,,-3.894444,56.673051
