location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,new_confirmed_male,new_confirmed_female,cumulative_confirmed_male,cumulative_confirmed_female,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_IN_18103,2021-08-22,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,17,0,4625,75,27,11859,0,0,0,0,0,0,5,4,6,1,16,40,171,329,154,688,717,718,704,549,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,8,9,2230,2388,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,15,-23,,4.49,3.99,10.98,6.74,7.24,5.99,17.97,7.24,3.74,3.99,5.49,4.24,4.74,,4.49,25.46,5.74,7.99,,,35.94,4.24,7.24,9.48,6.74,24.827778,17.883333,31.327778,0.0,,21.061111,79.823174
US_IN_18103,2021-08-23,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,30,0,4655,75,15,11874,0,0,1,4,2,3,3,4,4,4,16,40,172,333,156,691,720,722,708,553,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,12,18,2242,2406,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,5,-15,4,4.32,,14.09,5.91,3.64,4.54,12.5,5.23,4.32,7.5,4.32,4.09,5.45,3.86,5.23,28.41,5.23,11.82,3.64,4.54,35.45,5.45,10.23,4.09,,24.611111,17.561111,31.377778,0.0,,20.327778,77.274835
US_IN_18103,2021-08-24,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,54,1,4709,76,9,11883,0,0,4,7,1,9,17,9,3,2,16,40,176,340,157,700,737,731,711,555,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,16,38,2258,2444,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,9,-19,4,3.42,6.15,15.72,8.2,3.19,3.65,11.85,6.84,,11.39,3.87,4.79,5.24,6.84,4.79,23.24,5.24,10.03,3.42,,31.22,3.42,9.34,5.24,,26.277778,19.753086,33.425926,1.04775,,21.240741,74.124206
US_IN_18103,2021-08-25,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,31,0,4740,76,12,11895,0,0,2,6,0,6,4,4,5,3,16,40,178,346,157,706,741,735,716,558,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,14,17,2272,2461,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,14,-18,5,,5.44,11.79,6.35,6.57,4.08,12.47,7.25,,13.15,5.44,5.89,3.85,,7.03,20.4,4.31,9.97,,7.93,36.72,4.08,6.57,5.67,4.99,25.82716,20.777778,32.296296,2.1336,,21.777778,78.703032
US_IN_18103,2021-08-26,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,24,0,4764,76,30,11925,1,0,2,5,0,3,6,1,1,2,17,40,180,351,157,709,747,736,717,560,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,11,13,2283,2474,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,14,-15,4,3.84,5.42,11.97,7.45,5.19,3.61,15.13,7.23,,9.26,5.87,5.87,5.42,3.61,13.1,22.58,9.03,11.06,,4.97,30.26,5.19,8.13,5.65,4.74,24.635802,20.802469,30.438272,1.312333,,21.518519,83.06447
US_IN_18103,2021-08-27,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,22,0,4786,76,61,11986,0,0,0,2,1,2,4,3,4,4,17,40,180,353,158,711,751,739,721,564,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,9,13,2292,2487,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,12,2,-17,4,6.44,6.9,13.8,4.6,4.37,,13.11,4.37,4.37,8.28,5.06,,4.37,5.06,4.37,22.3,5.98,9.66,3.22,4.37,30.81,,6.9,4.83,4.6,24.555556,19.5,32.080247,6.096,,21.069444,80.580682
US_IN_18103,2021-08-28,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,11,0,4797,76,0,11986,0,0,0,2,1,1,0,3,0,1,17,40,180,355,159,712,751,742,721,565,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,6,2297,2493,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,13,-12,-1,4.69,,9.91,4.17,4.69,,11.21,7.56,3.65,6.26,3.91,6.52,6.26,3.91,7.04,24.77,5.74,11.47,5.21,5.48,28.68,4.43,8.61,5.21,,25.944444,20.388889,31.969136,0.649111,,21.783951,78.036222
US_IN_18103,2021-08-29,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,10,0,4807,76,67,12053,0,0,0,1,0,2,4,1,1,0,17,40,180,356,159,714,755,743,722,565,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,6,2301,2499,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,9,-19,,5.45,6.69,13.37,7.18,8.42,5.94,9.9,5.45,,7.92,6.69,4.21,,6.19,3.47,24.27,5.2,5.45,7.68,4.95,37.15,,5.94,5.45,6.44,26.351852,21.530864,32.08642,0.0,,21.82716,76.412817
US_IN_18103,2021-08-30,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,33,1,4840,77,22,12075,0,1,2,2,0,5,5,5,8,3,17,41,182,358,159,719,760,748,730,568,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,17,16,2318,2515,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,5,-13,3,5.66,4.57,17.85,5.44,3.05,4.79,10.23,5.22,3.92,13.49,3.05,3.05,5.22,,5.88,29.38,7.18,11.97,,6.96,35.48,,11.97,6.96,3.27,23.911111,20.388889,29.977778,17.235714,,20.493827,81.281984
US_IN_18103,2021-08-31,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,31,1,4871,78,16,12091,0,1,1,1,0,4,5,8,4,4,17,42,183,359,159,723,765,756,734,572,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,15,16,2333,2531,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,11,-16,4,3.72,3.28,12.46,6.34,3.5,4.81,9.62,5.25,5.47,8.53,3.28,13.56,4.16,4.37,5.69,24.93,5.91,8.75,,6.56,35.65,3.94,8.53,5.47,3.28,22.044444,16.077778,28.161111,0.254,,16.961111,73.061722
US_IN_18103,2021-09-01,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,41,0,4912,78,20,12111,0,0,1,9,2,7,5,4,5,8,17,42,184,368,161,730,770,760,739,580,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,20,21,2353,2552,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,21,-16,3,5.77,6.0,19.54,5.77,6.22,4.0,7.99,6.88,,15.32,7.55,4.22,6.22,5.55,10.88,33.52,5.11,9.32,3.77,4.66,33.3,6.0,8.44,4.22,5.77,21.094444,16.172222,27.055556,0.0254,,14.372222,65.54931
US_IN_18103,2021-09-02,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,25,0,4937,78,19,12130,1,0,0,4,0,6,3,4,5,1,18,42,184,372,161,736,773,764,744,581,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,13,11,2366,2563,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,24,-12,3,6.63,5.3,11.49,7.95,3.98,6.41,7.73,4.2,3.31,9.72,6.18,,6.63,4.2,6.85,22.97,3.31,6.63,4.64,3.98,34.68,,11.04,5.3,4.86,18.311111,11.166667,26.344444,0.0,,11.855556,66.161893
US_IN_18103,2021-09-03,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,36,0,4973,78,26,12156,0,0,1,3,0,5,9,2,5,4,18,42,185,375,161,741,782,766,749,585,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,13,23,2379,2586,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,24,14,-17,1,,4.53,16.3,3.62,5.21,,8.15,5.89,,12.45,3.4,5.89,3.4,4.3,6.34,24.45,6.11,10.87,4.75,5.66,30.11,4.3,6.79,,,17.85,11.183333,26.022222,0.0,,12.205556,69.729735
US_IN_18103,2021-09-04,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,15,0,4988,78,38,12194,0,0,1,1,0,2,4,1,3,0,18,42,186,376,161,743,786,767,752,585,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,5,10,2384,2596,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,14,-27,,4.44,4.18,12.01,5.48,,4.96,11.75,4.44,6.26,8.09,4.18,7.83,4.96,4.7,4.7,25.84,3.92,13.05,5.74,3.65,34.72,6.0,11.22,,,19.288889,14.816667,23.872222,3.5052,,15.022222,76.655813
US_IN_18103,2021-09-05,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,17,0,5005,78,0,12194,0,1,2,0,1,4,1,5,1,1,18,43,188,376,162,747,787,772,753,586,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,6,11,2390,2607,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,20,-31,,5.28,,13.45,6.07,4.48,5.01,8.97,4.75,,6.86,,,4.22,4.75,6.86,22.42,7.65,10.02,5.28,,32.44,,7.65,5.54,5.54,21.1,15.666667,27.216667,6.434667,,15.627778,71.242693
US_IN_18103,2021-09-06,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,8,0,5013,78,0,12194,0,0,0,0,0,3,1,1,1,0,18,43,188,376,162,750,788,773,754,586,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,5,2393,2612,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,-4,-72,16,6.17,6.17,12.58,5.43,5.92,5.67,8.14,4.44,4.44,9.87,4.19,5.43,5.92,3.7,5.67,24.17,5.18,11.1,4.93,4.69,33.79,5.18,12.09,6.66,5.18,19.838889,13.388889,27.994444,0.112889,,13.205556,65.856789
US_IN_18103,2021-09-07,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,67,3,5080,81,17,12211,0,1,1,11,2,9,9,10,12,7,18,44,189,387,164,759,797,783,766,593,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,34,33,2427,2645,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,16,-15,3,4.86,4.86,8.84,7.3,3.98,3.98,11.05,7.74,3.98,9.73,3.98,5.75,,3.1,7.52,22.11,6.19,8.18,3.76,4.2,35.15,3.32,7.74,5.75,,22.2,15.05,30.022222,0.0508,,15.45,65.662011
US_IN_18103,2021-09-08,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,43,0,5123,81,10,12221,0,2,3,8,2,7,10,2,6,0,18,46,192,395,166,766,807,785,772,593,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,24,19,2451,2664,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,19,-14,3,3.28,6.56,11.59,5.9,,6.56,11.15,7.65,3.28,9.18,,4.59,6.12,4.59,7.65,27.77,10.06,8.09,4.81,5.69,40.89,,8.31,5.9,7.65,21.746914,16.351852,27.709877,0.846667,,13.475309,60.028796
US_IN_18103,2021-09-09,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,52,1,5175,82,11,12232,0,1,5,6,1,6,10,12,4,6,18,47,197,401,167,772,817,797,776,599,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,19,33,2470,2697,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,20,-11,3,,6.99,10.15,,4.51,5.41,9.02,8.79,3.16,6.99,3.61,4.06,4.06,4.74,7.44,24.58,8.57,8.34,3.16,3.83,34.27,,4.96,4.96,5.64,17.7,11.783333,24.961111,0.0254,,11.733333,68.230061
US_IN_18103,2021-09-10,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,37,0,5212,82,47,12279,0,1,9,5,0,3,4,2,6,3,18,48,206,406,167,775,821,799,782,602,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,16,21,2486,2718,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,17,4,-12,1,3.17,6.33,10.85,7.92,4.07,4.52,11.76,,4.07,9.04,3.17,3.17,4.3,,6.33,26.91,4.97,8.14,3.62,3.39,30.98,,7.69,4.97,3.84,17.012346,9.641975,26.08642,0.0,,10.580247,65.969355
US_IN_18103,2021-09-11,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,17,0,5229,82,23,12302,0,1,1,3,0,3,3,3,1,0,18,49,207,409,167,778,824,802,783,602,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,9,8,2495,2726,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,17,-8,-3,4.61,7.68,9.99,4.87,4.1,4.1,8.96,4.61,3.58,6.92,,,5.38,4.87,8.71,26.63,5.12,8.2,4.1,3.84,27.4,4.1,9.48,,5.38,20.54321,12.777778,29.018519,0.0,,13.95679,66.118052
US_IN_18103,2021-09-12,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,13,0,5242,82,52,12354,0,1,0,1,1,2,2,1,3,1,18,50,207,410,168,780,826,803,786,603,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,3,10,2498,2736,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,54,-25,,3.63,4.6,12.58,6.05,4.11,5.32,9.92,6.29,,9.92,6.05,4.11,4.84,,5.08,20.32,7.02,7.74,4.84,3.87,33.88,,8.47,5.32,,24.62963,17.851852,31.635802,0.0,,16.82716,61.91433
US_IN_18103,2021-09-13,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,38,0,5280,82,0,12354,0,0,3,4,0,6,5,4,7,6,18,50,210,414,168,786,831,807,793,609,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,25,13,2523,2749,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,7,-12,3,3.72,4.16,13.14,5.47,3.06,4.38,12.26,8.32,3.94,8.98,4.38,5.47,4.16,3.5,6.35,29.12,6.35,9.2,,4.16,35.25,6.13,9.63,3.72,3.06,24.166667,19.240741,31.425926,0.0,,17.493827,66.43691
US_IN_18103,2021-09-14,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,35,0,5315,82,83,12437,0,0,4,0,2,4,7,4,2,5,18,50,214,414,170,790,838,811,795,614,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,18,17,2541,2766,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,14,-15,3,5.19,3.89,13.19,6.49,4.11,5.62,12.98,6.27,5.84,5.62,5.62,4.97,,3.68,7.35,22.06,5.84,8.43,3.68,5.19,32.44,,6.92,5.41,5.84,25.092593,19.919753,31.987654,0.0,,18.549383,67.16592
US_IN_18103,2021-09-15,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,43,3,5358,85,57,12494,0,0,1,6,3,9,5,3,11,3,18,50,215,420,173,799,843,814,806,617,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,16,27,2557,2793,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,17,-15,2,5.05,5.05,11.2,6.81,5.27,3.51,8.56,4.39,5.05,8.78,,3.51,3.29,3.51,7.9,26.57,8.12,4.83,5.71,5.05,35.79,3.73,5.49,,4.61,20.925926,16.419753,27.777778,6.930571,,15.654321,71.897124
US_IN_18103,2021-09-16,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,22,0,5380,85,23,12517,0,0,1,3,1,5,2,3,3,0,18,50,216,423,174,804,845,817,809,617,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,11,11,2568,2804,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,15,-11,1,,,11.32,8.66,4.88,4.44,11.1,6.88,4.44,6.44,3.55,5.11,5.77,,9.33,26.2,5.55,7.11,3.11,3.33,31.09,3.55,6.0,4.22,6.0,18.645833,10.805556,27.659722,0.03175,,11.923611,65.092737
US_IN_18103,2021-09-17,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,26,0,5406,85,40,12557,0,0,1,4,0,9,2,8,1,0,18,50,217,427,174,813,847,825,810,617,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,11,15,2579,2819,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,26,10,-14,1,3.1,4.21,12.2,6.43,3.33,4.66,7.1,4.66,4.44,7.76,3.33,4.21,,3.33,6.88,24.4,4.21,4.88,,5.32,28.61,3.55,6.65,3.77,3.33,22.549383,14.104938,30.87037,0.0,,16.296296,68.251939
US_IN_18103,2021-09-18,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,10,0,5416,85,27,12584,0,1,0,0,2,1,1,1,2,1,18,51,217,427,176,814,848,826,812,618,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,4,6,2583,2825,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,14,-13,-4,6.19,4.64,14.19,6.19,3.61,,12.9,5.68,,7.74,4.9,4.64,,,7.23,29.16,8.0,9.55,,3.87,29.16,,11.36,6.45,,23.148148,16.450617,31.450617,0.056444,,17.037037,68.595044
US_IN_18103,2021-09-19,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,11,0,5427,85,35,12619,0,0,1,2,1,1,2,1,1,2,18,51,218,429,177,815,850,827,813,620,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,2,9,2585,2834,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,17,-20,,3.46,7.16,11.12,7.16,,6.42,6.42,5.19,4.69,4.94,3.46,4.69,,5.19,6.17,20.5,5.93,8.4,3.95,5.93,34.33,4.94,7.9,4.69,,22.938272,16.283951,32.277778,0.0,,16.358025,66.570184
US_IN_18103,2021-09-20,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,45,1,5472,86,34,12653,0,0,2,5,0,2,11,7,3,10,18,51,220,434,177,817,861,834,816,630,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,20,25,2605,2859,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,10,-12,3,4.15,,8.96,7.65,4.81,3.72,10.71,6.34,,9.18,4.81,5.03,5.03,4.37,6.34,23.39,4.81,8.53,3.5,3.5,33.89,3.06,9.18,5.9,7.0,22.62963,18.296296,28.697531,1.016,,19.08642,80.521128
US_IN_18103,2021-09-21,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,31,3,5503,89,11,12664,0,1,3,4,2,5,5,4,3,4,18,52,223,438,179,822,866,838,819,634,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,17,14,2622,2873,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,14,-15,4,3.51,,10.75,4.39,4.61,,10.75,7.02,6.58,9.43,,4.17,3.51,3.95,4.39,20.62,3.73,8.99,,,30.93,,4.83,4.61,3.73,21.197531,17.697531,24.092593,1.481667,,18.783951,86.290388
US_IN_18103,2021-09-22,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,27,1,5530,90,19,12683,0,0,4,1,0,3,3,0,5,6,18,52,227,439,179,825,869,838,824,640,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,8,19,2630,2892,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,8,-12,6,,7.5,12.21,7.07,3.86,3.64,10.28,5.14,3.64,7.28,3.86,,4.29,,7.28,24.42,5.36,9.0,,5.14,32.35,3.0,6.43,7.07,3.64,13.475309,11.512346,19.506173,21.5392,,12.090278,91.429555
US_IN_18103,2021-09-23,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,24,0,5554,90,54,12737,0,0,2,1,0,8,5,1,5,1,18,52,229,440,179,833,874,839,829,641,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,8,16,2638,2908,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,,13,-7,3,4.3,4.3,6.67,7.1,5.59,6.24,10.11,5.81,,9.03,,4.52,4.3,5.38,9.68,21.72,6.24,7.53,5.16,,31.82,,4.73,3.66,4.95,12.166667,9.54321,15.802469,22.2504,,8.475309,78.296012
US_IN_18103,2021-09-24,ChIJ_YQ75pJwFIgRZaRGnODdLY8,Q304289,geoId/18103,US,United States of America,IN,Indiana,18103,Miami County,US,USA,2,25,0,5579,90,34,12771,0,0,1,4,0,3,4,2,6,5,18,52,230,444,179,836,878,841,835,646,0 to <1,1-4,5-11,12-17,18-19,20-29,30-39,40-49,50-59,60-69,18,7,2656,2915,35864,19268,16596,3960,4573,4575,4559,4823,4987,4278,2663,1446,1802228,40.77,-86.05,977,76.33,20,3,-12,0,,4.46,7.14,6.7,,3.35,6.92,4.91,3.12,8.48,,3.35,3.57,,6.03,19.2,,6.7,,4.91,24.78,3.35,6.25,5.58,,14.302469,7.709877,24.08642,2.060222,,6.475309,59.432428
