location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_hypertension,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WI_55137,2020-01-11,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,8.16,8.16,12.88,12.88,12.88,7.3,20.61,,39.07,9.88,-4.85,-7.427778,-0.783333,0.508,50.8,-9.438272,69.761555
US_WI_55137,2020-01-12,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,8.5,9.4,7.61,19.24,13.43,,18.8,6.71,44.75,9.4,-8.905556,-14.422222,-4.005556,0.028222,50.8,-13.135802,70.86978
US_WI_55137,2020-01-13,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,7.68,11.72,8.89,14.54,,8.89,19.39,9.29,42.02,10.91,-4.327778,-7.805556,-2.372222,2.060222,54.61,-6.345679,85.338847
US_WI_55137,2020-01-14,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,6.44,10.86,,16.09,,,32.59,,38.23,7.64,-1.038889,-3.6,1.383333,0.903111,88.9,-2.802469,87.678386
US_WI_55137,2020-01-15,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,13.68,,14.89,10.46,12.88,24.55,,39.44,6.04,-3.522222,-8.294444,0.138889,0.395111,104.14,-6.154321,80.69383
US_WI_55137,2020-01-16,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,12.69,8.19,6.96,10.64,6.14,6.96,21.29,,32.75,,-10.716667,-17.511111,-1.527778,0.0,104.14,-15.574074,66.623284
US_WI_55137,2020-01-17,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,6.07,6.88,10.52,9.31,6.48,21.05,,35.21,7.69,-14.594444,-20.988889,-4.111111,0.127,104.14,-18.123457,74.028637
US_WI_55137,2020-01-18,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,7.76,8.67,,6.85,11.41,6.85,22.37,,41.54,6.85,-2.716667,-9.116667,-0.922222,2.342444,104.14,-4.395062,87.321024
US_WI_55137,2020-01-19,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,9.35,12.74,7.65,20.82,10.62,9.35,19.54,8.92,45.03,8.92,-11.105556,-15.355556,-4.8,2.737556,175.26,-15.265432,70.193242
US_WI_55137,2020-01-20,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,6.24,6.24,9.57,18.31,7.08,,22.06,,42.87,,-8.688889,-14.483333,-3.972222,0.141111,180.34,-12.290123,75.090893
US_WI_55137,2020-01-21,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,12.54,8.78,18.39,6.27,,23.83,9.2,45.57,,-11.8,-18.583333,-4.205556,0.028222,165.1,-15.080247,75.867308
US_WI_55137,2020-01-22,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,7.8,,17.66,10.68,,28.34,,38.2,6.57,-4.266667,-7.927778,0.072222,0.0,165.1,-7.993827,75.584254
US_WI_55137,2020-01-23,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,6.6,11.54,,19.79,7.01,8.25,25.98,8.66,40.41,9.89,-1.338889,-3.411111,0.033333,1.61925,129.54,-2.987654,88.506105
US_WI_55137,2020-01-24,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,8.39,11.32,31.03,10.48,7.55,43.6,8.8,40.67,6.71,0.088889,-1.155556,1.133333,1.68275,190.5,-0.518519,95.476472
US_WI_55137,2020-01-25,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,,11.08,21.7,9.7,9.7,39.25,,41.1,,0.555556,-0.2,1.605556,3.471333,190.5,-0.395062,93.519486
US_WI_55137,2020-01-26,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,9.62,8.36,30.11,10.04,,35.96,6.27,34.71,,-0.338889,-2.288889,1.233333,1.016,205.74,-1.685185,90.102265
US_WI_55137,2020-01-27,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,7.78,6.62,7.01,29.58,8.95,5.45,29.19,,29.19,6.62,-1.527778,-2.761111,0.572222,0.0,190.5,-3.734568,84.262646
US_WI_55137,2020-01-28,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,9.86,6.98,25.06,15.61,7.39,38.21,6.57,35.33,,-2.766667,-4.977778,-0.427778,0.0,175.26,-6.32716,76.05521
US_WI_55137,2020-01-29,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,,6.1,32.92,10.57,,34.54,,39.02,11.79,-5.15,-6.533333,-2.966667,0.0,165.1,-8.425926,77.084597
US_WI_55137,2020-01-30,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,7.69,6.83,6.41,30.76,15.81,,38.87,,46.14,6.83,-4.444444,-5.755556,-2.861111,0.0,165.1,-7.753086,77.653887
US_WI_55137,2020-01-31,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,9.07,10.37,35.86,8.21,7.34,32.84,6.91,41.05,,-2.511111,-4.522222,0.211111,0.0,165.1,-4.839506,84.185382
US_WI_55137,2020-02-01,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,7.51,7.96,,16.79,7.07,,34.91,,49.05,8.4,0.438889,-1.783333,2.538889,0.0,165.1,-2.364198,81.464688
US_WI_55137,2020-02-02,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,8.04,,7.19,25.38,7.19,11.42,29.18,,30.03,,3.45,-2.838889,8.922222,0.0,149.86,-1.845679,68.968801
US_WI_55137,2020-02-03,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,7.91,8.33,6.66,17.9,7.91,7.08,27.89,6.24,38.71,,0.744444,-4.733333,6.066667,0.0,149.86,-3.419753,73.898213
US_WI_55137,2020-02-04,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,7.49,9.57,22.46,12.89,9.15,26.2,,34.52,,-2.677778,-5.744444,2.594444,0.0,129.54,-10.592593,54.374983
US_WI_55137,2020-02-05,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,9.27,8.42,8.0,19.8,10.11,,34.12,8.85,44.22,6.32,-8.872222,-15.022222,-3.094444,0.0,114.3,-15.475309,58.719676
US_WI_55137,2020-02-06,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,7.28,8.99,,31.69,11.13,7.28,35.55,7.28,40.26,8.57,-6.994444,-13.6,0.166667,0.0,88.9,-13.228395,61.106659
US_WI_55137,2020-02-07,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,8.63,8.2,30.2,12.94,9.92,28.9,9.06,39.26,6.9,-5.755556,-11.777778,-0.027778,0.0,74.93,-11.5,63.666216
US_WI_55137,2020-02-08,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,11.97,,20.26,11.97,,24.86,8.29,43.28,11.51,-5.855556,-9.516667,-1.555556,0.0,64.77,-10.666667,69.59806
US_WI_55137,2020-02-09,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,8.46,,17.81,12.02,,32.51,,36.07,,-7.911111,-12.383333,-3.688889,0.6858,99.06,-10.339506,82.900253
US_WI_55137,2020-02-10,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,5.96,8.34,14.7,9.93,,24.23,7.55,32.17,5.96,-10.005556,-20.0,-3.111111,8.60425,264.16,-12.432099,81.610362
US_WI_55137,2020-02-11,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,,7.34,13.87,10.2,7.34,24.88,6.12,35.49,,-5.9,-11.066667,-3.111111,0.0,264.16,-9.395062,76.407674
US_WI_55137,2020-02-12,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,11.09,6.57,18.49,8.63,10.68,25.47,,40.26,,-5.455556,-12.494444,2.388889,0.0,264.16,-10.098765,70.666068
US_WI_55137,2020-02-13,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,7.77,6.13,20.44,9.4,,24.52,,34.33,6.13,-10.983333,-17.116667,0.577778,0.762,274.32,-16.012346,66.092051
US_WI_55137,2020-02-14,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,,,,,,,,7.92,20.01,9.59,6.67,20.01,,28.35,,-19.7,-28.138889,-11.35,0.4572,274.32,-26.654321,53.779698
US_WI_55137,2020-02-15,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,19,7,,3,,,10.08,,22.91,10.54,,23.82,9.62,40.77,,-8.716667,-16.088889,0.238889,0.0,274.32,-14.41358,63.646695
US_WI_55137,2020-02-16,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,17,10,,-4,,8.29,,,18.23,,6.63,23.2,6.21,38.94,7.87,-4.811111,-12.266667,-1.227778,0.0,274.32,-11.580247,59.600128
US_WI_55137,2020-02-17,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,-19,0,,-5,4,,7.66,6.89,17.62,8.43,6.13,25.66,8.04,34.47,,-3.4,-7.511111,0.861111,0.381,274.32,-10.259259,60.068464
US_WI_55137,2020-02-18,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,-8,-6,,-3,3,,,,22.33,8.37,9.17,28.71,,34.29,,-1.888889,-5.694444,0.127778,2.6416,274.32,-5.0,79.005929
US_WI_55137,2020-02-19,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,1,-2,,2,0,,10.54,,14.59,8.11,8.11,31.21,7.29,33.64,6.89,-12.25,-18.666667,-3.95,2.0066,355.6,-19.67284,54.006044
US_WI_55137,2020-02-20,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,9,-2,,-2,-1,,12.17,7.55,18.47,10.07,9.23,29.38,6.3,30.22,,-16.172222,-24.622222,-8.766667,0.0,355.6,-23.407407,53.227317
US_WI_55137,2020-02-21,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,8,1,,-4,,,6.37,,15.71,8.92,,20.38,,26.33,6.37,-9.583333,-19.055556,2.072222,0.0,355.6,-17.864198,50.84662
US_WI_55137,2020-02-22,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,9,9,,-1,,,13.41,,18.32,8.04,,27.26,,38.44,,-1.511111,-9.294444,5.977778,0.0,330.2,-7.753086,63.535219
US_WI_55137,2020-02-23,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,10,7,,4,,6.66,9.33,,16.88,,6.66,30.66,,52.87,7.11,2.227778,-4.788889,9.694444,0.0,299.72,-3.858025,64.434042
US_WI_55137,2020-02-24,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,5,4,,0,-1,,6.57,7.39,17.24,7.39,11.91,29.97,,43.11,,0.588889,-7.133333,7.466667,0.0,289.56,-5.450617,63.938281
US_WI_55137,2020-02-25,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,3,-5,,1,1,6.11,11.81,13.44,20.77,,8.96,31.36,8.15,37.06,,-0.683333,-3.605556,2.433333,0.0,265.43,-5.820988,68.216477
US_WI_55137,2020-02-26,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,-2,-1,,2,0,,7.22,11.62,28.46,8.82,7.22,38.88,,35.28,,-3.533333,-5.566667,-0.111111,0.0,250.19,-9.444444,63.801067
US_WI_55137,2020-02-27,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,-2,0,,-2,0,,,14.54,20.36,,8.73,36.98,12.88,41.97,9.56,-6.433333,-8.538889,-3.333333,0.0,240.03,-13.845679,56.128017
US_WI_55137,2020-02-28,ChIJrSh8yKMYAYgRZKLQNbZM5_Y,Q500880,geoId/55137,US,United States of America,WI,Wisconsin,55137,Waushara County,US,USA,2,,,,,,,24193,12757,11436,2327,2577,2266,2490,2720,4025,3970,2486,1332,270630,44.11,-89.24,637,2,-2,,0,,,7.04,,21.54,11.6,6.21,31.07,,34.8,8.29,-10.166667,-16.394444,-3.95,0.0,180.34,-17.216049,56.555208
