location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_AR_05063,2020-01-01,ChIJw6I2bc_g04cRTttbxCcdd-c,Q61350,geoId/05063,US,United States of America,AR,Arkansas,05063,Independence County,US,USA,2,,,,,,,37391,18233,19158,4986,5035,4471,4487,4623,4971,4381,2758,1679,1818413,35.723056,-91.520556,1998,76.557143,,,,,6.49,8.76,,12.97,11.03,8.11,7.46,5.19,17.52,10.38,11.68,10.38,,,5.51,,5.51,6.16,6.16,27.25,5.51,7.46,4.87,5.19,5.84,37.3,5.19,7.46,6.49,4.87,4.87,3.622222,-2.677778,11.505556,0.0,,-3.648148,58.813325
US_AR_05063,2020-01-02,ChIJw6I2bc_g04cRTttbxCcdd-c,Q61350,geoId/05063,US,United States of America,AR,Arkansas,05063,Independence County,US,USA,2,,,,,,,37391,18233,19158,4986,5035,4471,4487,4623,4971,4381,2758,1679,1818413,35.723056,-91.520556,1998,76.557143,,,,,9.58,6.76,7.89,19.16,7.61,5.63,8.45,9.02,20.57,11.55,5.92,9.3,3.94,7.61,6.2,3.94,6.2,5.63,15.49,27.33,10.71,7.89,6.76,5.35,4.51,43.1,7.33,9.3,5.07,6.76,3.94,9.088889,7.288889,11.105556,0.0,,4.851852,74.928286
US_AR_05063,2020-01-03,ChIJw6I2bc_g04cRTttbxCcdd-c,Q61350,geoId/05063,US,United States of America,AR,Arkansas,05063,Independence County,US,USA,2,,,,,,,37391,18233,19158,4986,5035,4471,4487,4623,4971,4381,2758,1679,1818413,35.723056,-91.520556,1998,76.557143,,,,,4.87,7.73,5.15,12.88,8.88,,8.02,,18.89,14.03,4.29,13.74,8.02,5.44,,9.45,,5.44,12.31,33.49,9.45,7.44,5.44,4.58,8.3,47.81,4.01,7.73,6.01,4.29,4.87,11.183333,9.144444,13.05,16.397111,,10.41358,94.785225
US_AR_05063,2020-01-04,ChIJw6I2bc_g04cRTttbxCcdd-c,Q61350,geoId/05063,US,United States of America,AR,Arkansas,05063,Independence County,US,USA,2,,,,,,,37391,18233,19158,4986,5035,4471,4487,4623,4971,4381,2758,1679,1818413,35.723056,-91.520556,1998,76.557143,,,,,9.2,9.52,4.44,13.96,6.35,6.98,6.98,6.66,17.77,11.42,4.44,10.79,4.76,7.62,,7.62,4.44,7.62,7.62,30.15,8.25,7.3,4.76,6.03,6.35,41.57,6.35,8.57,,,4.76,5.777778,1.516667,10.705556,2.2606,,-0.598765,63.584651
US_AR_05063,2020-01-05,ChIJw6I2bc_g04cRTttbxCcdd-c,Q61350,geoId/05063,US,United States of America,AR,Arkansas,05063,Independence County,US,USA,2,,,,,,,37391,18233,19158,4986,5035,4471,4487,4623,4971,4381,2758,1679,1818413,35.723056,-91.520556,1998,76.557143,,,,,6.95,8.27,,10.92,6.95,6.29,9.26,,15.88,6.29,6.62,10.59,,,7.28,,6.29,,9.59,28.45,6.62,7.61,6.95,,6.95,45.32,,7.94,6.29,6.29,,4.811111,-2.705556,16.911111,0.0,,-1.006173,65.83921
US_AR_05063,2020-01-06,ChIJw6I2bc_g04cRTttbxCcdd-c,Q61350,geoId/05063,US,United States of America,AR,Arkansas,05063,Independence County,US,USA,2,,,,,,,37391,18233,19158,4986,5035,4471,4487,4623,4971,4381,2758,1679,1818413,35.723056,-91.520556,1998,76.557143,,,,,3.8,8.07,5.93,11.15,7.83,6.17,3.32,3.56,12.82,7.12,6.41,9.49,,8.31,4.51,5.46,,4.51,9.73,27.06,6.41,9.97,9.02,5.46,9.02,39.16,5.7,4.98,6.88,,8.54,5.627778,-0.988889,12.655556,0.0,,-0.549383,63.851451
US_AR_05063,2020-01-07,ChIJw6I2bc_g04cRTttbxCcdd-c,Q61350,geoId/05063,US,United States of America,AR,Arkansas,05063,Independence County,US,USA,2,,,,,,,37391,18233,19158,4986,5035,4471,4487,4623,4971,4381,2758,1679,1818413,35.723056,-91.520556,1998,76.557143,,,,,,10.23,6.51,12.33,6.98,9.3,8.14,4.42,13.72,10.23,6.75,10.23,5.35,6.05,6.51,,3.72,6.51,11.16,29.54,9.54,8.61,6.75,4.42,5.58,42.8,4.42,7.67,5.82,5.58,4.88,5.761111,-0.0,13.65,0.0,,-2.444444,55.082141
US_AR_05063,2020-01-08,ChIJw6I2bc_g04cRTttbxCcdd-c,Q61350,geoId/05063,US,United States of America,AR,Arkansas,05063,Independence County,US,USA,2,,,,,,,37391,18233,19158,4986,5035,4471,4487,4623,4971,4381,2758,1679,1818413,35.723056,-91.520556,1998,76.557143,,,,,5.1,8.57,4.63,12.74,9.96,9.27,5.56,4.87,17.38,10.43,,9.73,5.33,4.87,5.1,3.24,3.24,5.56,11.12,35.46,10.43,5.56,7.42,8.34,9.5,38.93,5.56,11.36,6.95,5.56,5.33,5.811111,-2.188889,16.9,0.0,,-2.462963,55.051234
US_AR_05063,2020-01-09,ChIJw6I2bc_g04cRTttbxCcdd-c,Q61350,geoId/05063,US,United States of America,AR,Arkansas,05063,Independence County,US,USA,2,,,,,,,37391,18233,19158,4986,5035,4471,4487,4623,4971,4381,2758,1679,1818413,35.723056,-91.520556,1998,76.557143,,,,,5.59,6.71,,10.29,8.5,5.15,8.28,3.13,10.29,7.83,4.7,9.4,5.15,6.26,,5.15,3.13,4.92,12.31,30.43,8.95,6.71,4.7,3.58,7.38,42.06,6.04,10.96,10.29,4.7,4.47,9.966667,6.438889,14.005556,0.0,,3.802469,65.891396
US_AR_05063,2020-01-10,ChIJw6I2bc_g04cRTttbxCcdd-c,Q61350,geoId/05063,US,United States of America,AR,Arkansas,05063,Independence County,US,USA,2,,,,,,,37391,18233,19158,4986,5035,4471,4487,4623,4971,4381,2758,1679,1818413,35.723056,-91.520556,1998,76.557143,,,,,5.3,6.15,5.09,9.96,9.11,5.93,5.51,5.51,13.35,8.27,5.51,9.54,4.45,4.24,,2.97,4.45,5.72,8.69,27.98,5.3,5.51,7.63,4.66,5.72,31.58,4.24,7.42,,4.88,4.03,15.694444,12.866667,17.844444,4.826,,14.395062,91.985345
