location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_fatigue,search_trends_fever,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47115,2020-09-19,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,5,0,493,7,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,8,17,,12,-5,,,7.43,12.27,,,,11.3,,,6.14,,,4.84,5.17,17.44,7.11,9.69,,37.47,7.75,10.34,18.955556,15.75,23.861111,0.0,,13.138889,69.064286
US_TN_47115,2020-09-20,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,6,0,499,7,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,14,,44,7,-11,,5.55,6.78,18.19,10.79,5.24,4.32,11.4,5.24,4.62,7.4,,5.55,,7.71,21.89,7.4,12.95,5.55,36.68,10.48,5.86,19.255556,13.338889,24.855556,0.0,,13.083333,66.935898
US_TN_47115,2020-09-21,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,1,0,500,7,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,2,0,,6,-15,,,7.76,14.42,6.1,4.16,6.38,11.92,,,5.54,,4.71,,7.21,24.12,5.54,8.04,,45.47,8.6,5.27,17.627778,11.844444,23.744444,0.0,,8.3125,54.256565
US_TN_47115,2020-09-22,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,4,0,504,7,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,6,4,,3,-20,,6.82,3.98,12.79,4.26,4.55,5.4,11.37,4.83,,5.97,,3.98,,7.1,24.72,5.11,6.25,4.26,38.64,7.96,6.25,15.294444,8.355556,23.122222,0.0,,8.409722,63.11868
US_TN_47115,2020-09-23,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,12,0,516,7,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-1,10,,-3,-19,4,4.38,6.02,13.41,7.39,,5.47,11.77,9.85,5.2,10.4,4.65,4.1,,10.95,23.53,4.92,4.65,5.2,38.58,9.3,7.39,17.05,10.811111,22.561111,0.0,,12.5625,73.928732
US_TN_47115,2020-09-24,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,2,0,518,7,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-7,-4,,1,-21,8,3.68,8.4,12.87,7.09,7.62,,12.61,5.52,6.57,9.46,,,,9.98,22.06,4.73,7.62,7.09,33.62,5.78,5.25,16.094444,13.511111,19.855556,5.551714,,15.020833,92.45521
US_TN_47115,2020-09-25,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,7,1,525,8,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-5,-1,29,-1,-17,5,,8.16,11.69,6.8,4.08,4.08,9.25,5.17,,5.44,,,,6.53,20.67,4.62,7.89,4.08,32.36,5.71,4.89,19.238889,17.005556,22.533333,55.033333,,17.923611,91.623377
US_TN_47115,2020-09-26,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,4,0,529,8,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,13,15,66,8,-5,,5.93,5.3,13.72,9.67,5.3,,8.42,,,7.8,7.8,,8.11,8.42,20.59,6.24,11.23,,34.62,11.85,7.17,20.966667,18.244444,25.277778,0.5334,,18.208333,83.510446
US_TN_47115,2020-09-27,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,4,0,533,8,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,8,,13,7,-10,,6.08,12.76,13.06,8.81,5.77,4.56,10.33,4.25,,7.59,5.47,4.86,,6.99,24.3,8.2,9.72,,47.69,7.29,5.47,20.805556,16.322222,28.061111,0.0,,17.430556,79.899288
US_TN_47115,2020-09-28,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,5,0,538,8,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-1,-5,,4,-12,3,5.8,6.59,11.08,10.29,4.75,3.96,8.7,,7.65,5.8,4.22,,6.33,6.59,22.42,6.33,10.29,6.07,42.99,5.28,7.12,22.066667,16.994444,27.8,0.653143,,18.826389,81.364416
US_TN_47115,2020-09-29,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,13,0,551,8,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-1,9,,1,-18,3,6.75,7.55,9.98,5.4,6.47,7.01,9.71,,,5.93,4.59,4.05,,10.79,27.79,3.78,8.36,,36.15,6.47,5.67,15.494444,13.388889,19.822222,7.71525,,12.631944,82.474053
US_TN_47115,2020-09-30,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,4,0,555,8,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,3,13,,2,-20,2,,6.47,7.55,6.74,7.55,7.55,11.33,4.59,4.05,8.9,,4.86,5.67,7.82,26.97,6.74,6.74,5.39,36.69,6.2,5.12,14.481481,7.611111,23.771605,0.479778,,9.404762,70.162572
US_TN_47115,2020-10-01,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,5,0,560,8,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,8,18,,8,-19,1,4.29,6.16,15.81,8.3,,5.89,8.3,5.09,3.75,9.11,4.29,4.82,5.09,10.45,21.43,5.89,6.7,5.63,36.44,4.55,4.55,16.203704,9.351852,23.746914,0.0,,9.944444,64.929729
US_TN_47115,2020-10-02,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,3,1,563,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,8,9,,8,-17,1,4.95,6.33,8.81,6.88,5.23,6.05,10.73,5.78,4.4,9.36,,,4.95,8.26,29.17,7.43,7.43,6.33,36.05,6.88,7.16,12.790123,5.950617,20.111111,0.0,,5.761905,61.293354
US_TN_47115,2020-10-03,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,5,0,568,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,18,17,57,17,-11,,,6.95,12.01,5.06,,7.27,11.38,5.06,4.74,8.85,5.37,,,6.64,24.02,,5.69,7.27,34.45,4.74,7.9,11.975309,4.777778,21.549383,0.0,,6.47619,67.819623
US_TN_47115,2020-10-04,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,8,0,576,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,12,,14,14,-17,,,8.33,11.1,8.63,4.32,6.48,10.18,5.86,,8.63,10.18,4.63,6.17,8.02,20.97,4.63,8.94,4.93,38.24,7.4,10.48,14.734568,8.055556,23.154321,0.0,,9.436508,69.641538
US_TN_47115,2020-10-05,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,6,0,582,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,8,10,,3,-12,0,4.34,7.87,15.46,8.14,4.07,,10.58,7.05,,8.68,5.97,4.61,,6.24,22.52,10.31,8.95,4.07,42.32,5.16,7.6,15.932099,9.074074,23.432099,0.0,,11.007937,71.254535
US_TN_47115,2020-10-06,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,7,0,589,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,6,12,,0,-19,1,,6.3,12.59,7.12,5.2,5.2,9.86,3.83,4.11,7.67,3.83,,,7.67,22.73,4.38,5.48,7.39,35.05,4.11,,16.838889,10.111111,25.688889,0.0,,12.020833,72.113524
US_TN_47115,2020-10-07,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,10,0,599,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,8,12,,3,-20,2,4.01,5.88,15.49,6.41,4.54,9.62,8.55,7.48,3.74,9.62,,5.88,4.54,8.28,21.64,5.34,9.62,7.75,38.2,9.62,7.21,17.383333,9.883333,27.422222,0.0,,12.659722,72.601508
US_TN_47115,2020-10-08,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,5,0,604,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,10,3,,9,-19,4,4.88,8.13,15.46,7.32,5.69,11.12,8.68,,7.05,6.24,4.61,,4.61,6.24,20.06,4.34,6.51,3.8,37.69,6.78,6.78,17.338889,9.988889,27.633333,0.0,,13.597222,77.243913
US_TN_47115,2020-10-09,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,7,0,611,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,2,-1,,11,-20,3,,5.65,12.07,6.93,6.42,5.39,6.68,4.88,3.85,6.16,,,4.37,7.7,20.03,,8.47,5.39,32.35,7.19,5.13,19.788889,16.038889,23.822222,0.036286,,17.645833,86.542934
US_TN_47115,2020-10-10,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,6,0,617,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,1,1,31,22,-14,,4.04,8.36,10.1,6.92,9.81,4.9,10.1,5.48,,11.25,,,,7.79,19.04,5.19,6.06,,40.38,,6.06,19.494444,17.155556,21.927778,8.128,,17.763889,89.250676
US_TN_47115,2020-10-11,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,6,0,623,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,4,-8,18,9,-19,,4.66,4.66,8.44,7.86,5.24,6.99,9.9,4.37,,10.19,4.37,4.66,6.11,11.06,27.36,10.19,9.31,,41.04,8.44,5.82,21.188889,19.25,24.6,29.826857,,19.944444,92.095371
US_TN_47115,2020-10-12,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,6,0,629,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-1,-3,,9,-17,3,7.19,7.46,10.92,8.26,3.73,5.86,11.72,,4.79,12.52,6.93,,,11.19,23.71,6.39,6.39,5.33,40.23,4.0,4.26,22.166667,19.744444,26.983333,3.3782,,19.618056,84.686849
US_TN_47115,2020-10-13,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,4,0,633,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-1,-1,,2,-21,3,4.96,8.27,8.0,9.38,6.89,5.52,8.82,4.41,6.07,14.62,,3.86,5.24,8.0,21.79,3.86,6.07,4.69,41.64,5.79,8.0,19.222222,12.822222,24.583333,0.0,,13.118056,67.228659
US_TN_47115,2020-10-14,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,7,0,640,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,5,12,,-5,-21,3,5.12,5.39,13.48,6.2,7.28,5.93,11.32,5.12,5.12,8.36,5.12,4.04,,8.09,23.45,4.04,8.09,4.31,42.33,7.28,4.31,15.244444,7.355556,26.583333,0.0,,9.611111,68.106097
US_TN_47115,2020-10-15,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,12,0,652,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,4,9,,2,-20,3,,4.09,13.92,10.91,4.91,8.73,8.19,4.91,,6.0,5.18,,4.64,11.46,21.55,6.55,9.0,4.37,36.84,6.82,5.18,19.227778,12.405556,25.883333,0.0,,14.395833,72.589306
US_TN_47115,2020-10-16,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,2,0,654,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,1,7,,5,-21,2,,7.75,7.47,8.3,3.87,4.15,6.92,4.15,,8.3,,,4.7,7.47,22.96,8.02,4.98,3.87,36.79,4.43,5.81,15.3,10.583333,20.627778,0.0,,8.409722,63.241704
US_TN_47115,2020-10-17,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,16,0,670,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,10,20,98,14,-16,,,4.69,12.19,7.5,,4.37,11.25,4.37,5.0,5.62,,,6.25,7.81,12.5,,8.44,,28.43,6.56,4.37,9.655556,2.105556,19.561111,0.3048,,1.493056,55.915833
US_TN_47115,2020-10-18,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,14,0,684,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,10,-5,37,13,-13,,4.58,6.11,11.0,7.33,4.58,6.72,10.39,4.89,10.39,9.17,,,5.5,5.8,17.72,,8.25,5.19,42.77,6.72,,14.25,7.122222,22.616667,0.0,,7.256944,62.238822
US_TN_47115,2020-10-19,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,15,0,699,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-3,-2,,6,-15,2,7.15,4.4,8.8,13.2,6.32,7.7,10.45,,5.5,12.1,,4.67,,8.52,19.79,9.07,6.6,4.12,39.59,6.32,5.22,18.188889,11.633333,25.1,0.0,,13.006944,71.125877
US_TN_47115,2020-10-20,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,9,0,708,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,0,2,,1,-20,3,5.23,8.81,11.29,11.57,8.81,5.78,10.19,,,11.29,5.78,,,8.81,20.38,7.71,4.41,,38.28,9.36,7.71,18.966667,12.722222,26.488889,0.0,,14.375,73.917187
US_TN_47115,2020-10-21,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,7,0,715,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,0,21,,0,-21,3,4.14,7.74,12.43,9.95,7.46,5.53,6.63,,,8.01,5.25,,,7.74,19.06,7.18,5.53,6.63,37.85,3.87,8.56,19.45,12.655556,27.566667,0.0,,15.555556,77.487425
US_TN_47115,2020-10-22,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,9,0,724,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-8,14,,4,-19,4,4.89,9.78,11.41,9.51,,,8.69,,7.33,5.43,6.52,,5.16,10.05,21.18,4.07,6.25,4.62,40.2,5.7,6.52,19.661111,14.072222,26.716667,0.0,,16.048611,79.74301
US_TN_47115,2020-10-23,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,17,0,741,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-6,4,,0,-21,3,6.48,7.29,12.14,7.02,7.29,,7.56,5.4,,8.1,,4.05,5.13,9.45,22.67,7.29,11.33,,36.43,5.67,6.75,20.82716,15.67284,27.481481,0.0,,16.68254,76.542954
US_TN_47115,2020-10-24,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,6,0,747,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,1,17,69,11,-12,,5.95,5.06,8.92,6.25,5.06,,9.52,4.76,5.95,9.22,6.25,,5.65,9.81,16.36,,5.65,,36.58,7.43,5.35,18.266667,15.644444,22.455556,1.415143,,16.972222,92.48247
US_TN_47115,2020-10-25,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,26,0,773,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,7,,34,2,-17,,6.02,12.64,6.02,6.62,8.43,5.72,7.22,5.72,,6.02,4.21,,4.21,9.03,17.46,6.32,9.93,,41.84,6.92,5.42,17.977778,15.733333,22.388889,7.676444,,16.333333,90.8412
US_TN_47115,2020-10-26,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,10,0,783,9,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-5,2,,2,-14,2,3.92,11.52,7.59,6.02,7.07,5.23,7.07,4.71,5.23,8.11,4.71,6.8,,10.47,17.8,5.76,5.5,5.76,41.87,,,19.338889,16.927778,23.444444,0.1778,,16.944444,85.928634
US_TN_47115,2020-10-27,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,11,1,794,10,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-5,7,,2,-19,3,7.95,5.3,8.48,6.63,5.3,9.28,8.75,6.89,4.24,9.54,5.83,,4.77,11.66,26.24,6.1,,,38.43,7.42,7.16,19.055556,16.1,23.933333,0.0,,16.722222,86.116118
US_TN_47115,2020-10-28,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,15,0,809,10,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-9,10,2,-6,-19,4,5.17,5.94,9.56,7.75,4.65,8.53,8.53,,6.2,8.79,,4.39,6.72,9.56,24.29,4.65,6.98,5.17,40.05,7.24,4.13,21.244444,19.133333,24.0,9.180286,,20.076389,92.57483
US_TN_47115,2020-10-29,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,3,0,812,10,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-3,0,,0,-20,5,4.3,7.52,8.59,5.64,,6.71,6.18,3.76,,10.2,4.83,,,9.94,20.14,5.1,6.98,6.71,37.06,5.1,5.64,22.066667,13.488889,24.877778,23.259143,,18.659722,80.764988
US_TN_47115,2020-10-30,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,14,3,826,13,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-7,6,,0,-16,2,5.68,,5.39,7.38,6.24,5.96,5.39,6.53,4.26,6.53,,,,5.68,19.3,5.11,5.96,,35.2,,6.24,11.083333,9.216667,14.688889,19.416889,,6.055556,71.284272
US_TN_47115,2020-10-31,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,8,1,834,14,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,1,23,74,9,-6,,5.32,9.63,8.64,,,4.98,5.32,,5.32,7.64,,,4.98,5.65,15.61,5.65,5.32,6.31,29.56,,5.98,10.172222,4.044444,19.055556,0.0,,4.729167,68.515506
US_TN_47115,2020-11-01,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,1,0,835,14,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,2,,10,5,-14,,4.6,11.05,8.29,16.88,4.91,,10.44,,15.04,11.66,,,4.3,7.67,17.19,7.06,6.45,,34.99,7.06,,15.1,10.7,20.144444,0.0,,8.090278,62.401079
US_TN_47115,2020-11-02,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,10,0,845,14,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-6,1,12,2,-12,2,,7.09,8.19,12.82,4.91,8.46,7.64,4.09,5.46,10.91,,,,8.19,23.19,5.18,5.46,5.18,36.56,5.46,7.37,7.688889,0.544444,15.422222,0.0,,-5.895833,37.571661
US_TN_47115,2020-11-03,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,10,0,855,14,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,10,15,,-4,-19,2,3.59,8.2,8.97,10.25,,4.1,9.22,7.43,6.15,9.48,4.61,,6.66,7.17,17.93,4.87,8.45,4.1,36.89,9.22,,6.305556,-0.622222,18.172222,0.0,,-0.520833,60.854139
US_TN_47115,2020-11-04,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,12,0,867,14,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-5,9,5,-7,-17,4,,4.4,8.3,8.06,3.66,5.13,5.13,,4.4,5.13,3.66,3.91,6.59,4.64,15.38,7.08,5.37,7.33,34.68,5.86,,9.538889,1.305556,21.155556,0.0,,3.430556,64.503733
US_TN_47115,2020-11-05,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,10,0,877,14,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-4,3,,0,-16,4,3.65,7.3,8.35,10.43,4.17,7.3,10.43,7.04,9.39,12.78,5.74,,4.43,7.56,14.87,6.52,5.22,7.82,34.69,5.74,4.96,11.405556,4.405556,20.566667,0.0,,6.034722,69.18674
US_TN_47115,2020-11-06,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,4,0,881,14,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,-6,3,,5,-13,2,3.97,9.01,10.33,7.15,,4.77,6.36,,4.77,8.21,,,5.56,4.5,19.34,,6.89,4.5,29.14,4.77,3.71,12.966667,5.388889,23.588889,0.0,,8.736111,74.338345
US_TN_47115,2020-11-07,ChIJ3XB7acP_YIgREXiDM2phhN8,Q501968,geoId/47115,US,United States of America,TN,Tennessee,47115,Marion County,US,USA,2,20,0,901,14,,,28406,13917,14489,3232,3401,3296,3109,3631,4099,3969,2491,1178,1848188,35.13,-85.61,1327,74.366667,5,15,50,15,-2,,,6.65,12.4,6.35,4.84,5.44,6.95,,,7.56,,4.23,,7.56,19.05,5.14,7.26,5.75,41.42,7.26,5.75,14.688889,8.055556,23.661111,0.0,,11.326389,79.069537
