location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_common_cold,search_trends_diabetes,search_trends_fever,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_obesity,search_trends_pain,search_trends_skin_rash,search_trends_swelling,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47185,2020-01-01,ChIJrTGVvM8zZ4gRmoyPV8rAo5E,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2,,,,,,,26764,13093,13671,3159,3234,3091,3016,3309,3729,3645,2331,1250,1848225,35.93,-85.45,379,73.65,,,,,,7.77,10.22,8.99,6.54,22.48,6.54,6.95,6.13,28.61,6.95,8.18,,49.46,,7.36,3.925926,-2.395062,10.271605,0.028222,,-3.881944,56.160879
US_TN_47185,2020-01-02,ChIJrTGVvM8zZ4gRmoyPV8rAo5E,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2,,,,,,,26764,13093,13671,3159,3234,3091,3016,3309,3729,3645,2331,1250,1848225,35.93,-85.45,379,73.65,,,,,8.8,6.12,6.51,,5.36,27.56,8.8,6.89,9.95,29.85,,8.04,8.04,51.29,5.74,9.95,7.302469,1.938272,10.444444,0.0635,,1.5625,66.129371
US_TN_47185,2020-01-03,ChIJrTGVvM8zZ4gRmoyPV8rAo5E,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2,,,,,,,26764,13093,13671,3159,3234,3091,3016,3309,3729,3645,2331,1250,1848225,35.93,-85.45,379,73.65,,,,,10.06,10.06,8.12,7.74,,20.11,10.83,5.42,13.15,34.04,11.6,9.67,9.67,48.35,10.83,6.96,11.024691,7.376543,13.87037,29.591,,10.451389,95.352224
US_TN_47185,2020-01-04,ChIJrTGVvM8zZ4gRmoyPV8rAo5E,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2,,,,,,,26764,13093,13671,3159,3234,3091,3016,3309,3729,3645,2331,1250,1848225,35.93,-85.45,379,73.65,,,,,5.87,14.48,10.57,8.61,10.96,18.39,8.22,,9.78,22.7,9.39,9.0,8.61,39.14,7.83,,8.814815,2.518519,13.740741,9.49325,,6.3125,83.41658
US_TN_47185,2020-01-05,ChIJrTGVvM8zZ4gRmoyPV8rAo5E,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2,,,,,,,26764,13093,13671,3159,3234,3091,3016,3309,3729,3645,2331,1250,1848225,35.93,-85.45,379,73.65,,,,,8.01,13.61,,,,26.43,9.21,6.81,11.61,30.03,5.61,9.21,6.01,40.04,11.21,5.61,3.635802,-1.5,11.648148,1.27,,-2.222222,64.741936
US_TN_47185,2020-01-06,ChIJrTGVvM8zZ4gRmoyPV8rAo5E,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2,,,,,,,26764,13093,13671,3159,3234,3091,3016,3309,3729,3645,2331,1250,1848225,35.93,-85.45,379,73.65,,,,,5.44,17.11,10.11,7.39,7.0,23.33,14.38,5.44,17.88,22.94,9.72,8.55,9.33,42.77,8.55,10.11,5.290123,-2.444444,12.975309,0.197556,,-1.326389,61.783056
US_TN_47185,2020-01-07,ChIJrTGVvM8zZ4gRmoyPV8rAo5E,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2,,,,,,,26764,13093,13671,3159,3234,3091,3016,3309,3729,3645,2331,1250,1848225,35.93,-85.45,379,73.65,,,,,8.55,15.54,8.94,10.49,6.6,19.04,10.88,,9.71,29.14,6.22,6.6,9.71,52.45,7.38,6.99,7.592593,0.685185,11.512346,2.3495,,0.236111,59.141541
US_TN_47185,2020-01-08,ChIJrTGVvM8zZ4gRmoyPV8rAo5E,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2,,,,,,,26764,13093,13671,3159,3234,3091,3016,3309,3729,3645,2331,1250,1848225,35.93,-85.45,379,73.65,,,,,10.56,14.87,10.17,,5.87,12.52,8.61,,10.95,28.17,,6.26,6.26,49.69,9.39,7.04,5.577778,-1.116667,13.533333,0.7874,,-2.987654,53.762411
US_TN_47185,2020-01-09,ChIJrTGVvM8zZ4gRmoyPV8rAo5E,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2,,,,,,,26764,13093,13671,3159,3234,3091,3016,3309,3729,3645,2331,1250,1848225,35.93,-85.45,379,73.65,,,,,7.63,12.45,13.25,7.23,6.42,14.86,14.86,,8.43,35.33,7.63,6.83,11.64,57.81,14.45,8.43,5.95,-1.666667,15.277778,0.0508,,-2.240741,55.561883
US_TN_47185,2020-01-10,ChIJrTGVvM8zZ4gRmoyPV8rAo5E,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2,,,,,,,26764,13093,13671,3159,3234,3091,3016,3309,3729,3645,2331,1250,1848225,35.93,-85.45,379,73.65,,,,,5.39,11.93,13.08,8.08,5.77,16.16,7.7,6.54,11.93,27.32,9.23,9.62,7.7,45.4,8.46,6.54,14.244444,12.011111,17.344444,0.0762,,7.006173,61.071076
US_TN_47185,2020-01-11,ChIJrTGVvM8zZ4gRmoyPV8rAo5E,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2,,,,,,,26764,13093,13671,3159,3234,3091,3016,3309,3729,3645,2331,1250,1848225,35.93,-85.45,379,73.65,,,,,6.39,6.01,7.89,8.64,,16.91,12.4,,9.39,26.3,6.39,,8.64,37.57,9.02,6.01,17.461111,13.75,20.816667,1.157111,,14.179012,80.304753
US_TN_47185,2020-01-12,ChIJrTGVvM8zZ4gRmoyPV8rAo5E,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2,,,,,,,26764,13093,13671,3159,3234,3091,3016,3309,3729,3645,2331,1250,1848225,35.93,-85.45,379,73.65,,,,,6.35,12.29,12.29,8.73,,9.92,13.48,9.52,6.35,25.38,6.74,8.73,9.12,40.46,,9.52,10.383333,6.205556,18.716667,15.635111,,6.944444,79.002627
US_TN_47185,2020-01-13,ChIJrTGVvM8zZ4gRmoyPV8rAo5E,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2,,,,,,,26764,13093,13671,3159,3234,3091,3016,3309,3729,3645,2331,1250,1848225,35.93,-85.45,379,73.65,,,,,,12.44,7.78,7.39,7.39,14.38,14.0,,10.89,24.11,8.16,12.05,,45.49,9.72,5.44,8.288889,3.494444,16.083333,0.0254,,5.740741,84.553765
US_TN_47185,2020-01-14,ChIJrTGVvM8zZ4gRmoyPV8rAo5E,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2,,,,,,,26764,13093,13671,3159,3234,3091,3016,3309,3729,3645,2331,1250,1848225,35.93,-85.45,379,73.65,,,,,7.75,10.86,5.82,,6.59,14.73,16.28,,17.84,28.69,9.3,7.37,6.98,44.2,,,14.466667,9.083333,16.533333,7.902222,,12.802469,89.789756
US_TN_47185,2020-01-15,ChIJrTGVvM8zZ4gRmoyPV8rAo5E,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2,,,,,,,26764,13093,13671,3159,3234,3091,3016,3309,3729,3645,2331,1250,1848225,35.93,-85.45,379,73.65,,,,,7.33,12.72,8.87,10.41,7.33,14.65,14.65,11.95,10.02,33.16,9.64,8.1,8.1,38.94,8.1,8.48,15.783333,12.822222,18.6,5.503333,,14.62963,92.104108
US_TN_47185,2020-01-16,ChIJrTGVvM8zZ4gRmoyPV8rAo5E,Q501563,geoId/47185,US,United States of America,TN,Tennessee,47185,White County,US,USA,2,,,,,,,26764,13093,13671,3159,3234,3091,3016,3309,3729,3645,2331,1250,1848225,35.93,-85.45,379,73.65,,,,,9.05,9.84,11.41,7.87,9.44,13.38,10.23,7.08,11.41,29.11,8.65,7.08,7.87,54.29,11.41,6.29,11.45,7.094444,18.355556,2.2225,,6.641975,71.63665
