location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_NE_31141,2020-01-01,ChIJdfcCSL7ZkIcRr_fKU3bOcvc,Q496070,geoId/31141,US,United States of America,NE,Nebraska,31141,Platte County,US,USA,2,,,,,,,33231,16874,16357,4893,4596,3963,4067,3590,4356,3877,2227,1662,1425473,41.57,-97.53,1785,81.185714,,,,,,8.58,9.57,6.93,9.57,8.25,,5.94,6.27,25.09,6.6,12.21,6.6,7.26,9.9,4.62,7.92,,5.28,,,19.48,5.28,,4.62,7.59,7.26,44.89,5.28,5.94,9.9,4.95,,-1.061111,-5.355556,5.588889,0.0,40.64,-5.238889,73.401978
US_NE_31141,2020-01-02,ChIJdfcCSL7ZkIcRr_fKU3bOcvc,Q496070,geoId/31141,US,United States of America,NE,Nebraska,31141,Platte County,US,USA,2,,,,,,,33231,16874,16357,4893,4596,3963,4067,3590,4356,3877,2227,1662,1425473,41.57,-97.53,1785,81.185714,,,,,,5.35,9.81,4.46,9.51,9.22,7.43,8.32,,26.76,,14.87,4.46,9.22,5.35,5.05,10.11,5.95,7.13,10.11,8.03,34.19,6.54,6.54,7.43,,7.13,43.11,5.05,8.92,,4.16,,1.827778,-2.377778,4.738889,0.09525,30.48,-0.577778,84.161986
US_NE_31141,2020-01-03,ChIJdfcCSL7ZkIcRr_fKU3bOcvc,Q496070,geoId/31141,US,United States of America,NE,Nebraska,31141,Platte County,US,USA,2,,,,,,,33231,16874,16357,4893,4596,3963,4067,3590,4356,3877,2227,1662,1425473,41.57,-97.53,1785,81.185714,,,,,,8.05,8.34,4.77,15.5,10.43,6.56,8.05,,26.82,,14.9,7.45,7.15,,5.66,7.45,7.15,,,9.83,30.69,8.34,7.75,4.17,,6.85,42.31,4.17,6.56,6.26,,4.47,0.155556,-3.727778,3.877778,0.0,30.48,-2.866667,80.272158
US_NE_31141,2020-01-04,ChIJdfcCSL7ZkIcRr_fKU3bOcvc,Q496070,geoId/31141,US,United States of America,NE,Nebraska,31141,Platte County,US,USA,2,,,,,,,33231,16874,16357,4893,4596,3963,4067,3590,4356,3877,2227,1662,1425473,41.57,-97.53,1785,81.185714,,,,,,7.63,10.06,,9.37,,10.75,,,21.85,,13.18,5.9,9.02,5.2,5.55,5.2,,4.86,9.71,,33.99,5.9,5.55,5.9,5.2,7.28,44.05,4.86,6.59,7.28,,,-1.405556,-8.094444,6.944444,0.0,30.48,-6.561111,68.163355
US_NE_31141,2020-01-05,ChIJdfcCSL7ZkIcRr_fKU3bOcvc,Q496070,geoId/31141,US,United States of America,NE,Nebraska,31141,Platte County,US,USA,2,,,,,,,33231,16874,16357,4893,4596,3963,4067,3590,4356,3877,2227,1662,1425473,41.57,-97.53,1785,81.185714,,,,,,7.33,10.66,6.0,5.67,,4.67,5.0,4.67,26.33,,14.0,,11.66,6.67,5.33,9.66,,5.0,,7.0,31.66,8.66,7.0,,,6.0,36.66,7.33,9.66,6.33,,7.0,4.9,0.15,7.638889,0.0,,-2.166667,60.451175
US_NE_31141,2020-01-06,ChIJdfcCSL7ZkIcRr_fKU3bOcvc,Q496070,geoId/31141,US,United States of America,NE,Nebraska,31141,Platte County,US,USA,2,,,,,,,33231,16874,16357,4893,4596,3963,4067,3590,4356,3877,2227,1662,1425473,41.57,-97.53,1785,81.185714,,,,,,6.04,,6.86,14.0,9.61,5.49,6.04,3.84,22.52,,12.9,4.67,9.88,5.49,6.04,5.77,4.39,,4.39,9.61,31.58,10.71,5.22,,5.49,7.69,45.3,6.86,7.14,7.14,4.39,3.84,0.116667,-4.644444,6.461111,0.0,,-3.822222,74.958001
US_NE_31141,2020-01-07,ChIJdfcCSL7ZkIcRr_fKU3bOcvc,Q496070,geoId/31141,US,United States of America,NE,Nebraska,31141,Platte County,US,USA,2,,,,,,,33231,16874,16357,4893,4596,3963,4067,3590,4356,3877,2227,1662,1425473,41.57,-97.53,1785,81.185714,,,,,,8.01,8.55,5.88,13.36,8.28,6.95,6.41,4.81,22.7,3.74,12.29,5.88,7.75,6.95,4.54,7.75,,4.01,5.61,7.48,31.79,6.41,9.08,6.41,4.01,25.38,43.81,5.61,6.95,6.95,4.54,3.74,0.872222,-5.15,7.988889,0.0254,,-4.105556,69.561928
US_NE_31141,2020-01-08,ChIJdfcCSL7ZkIcRr_fKU3bOcvc,Q496070,geoId/31141,US,United States of America,NE,Nebraska,31141,Platte County,US,USA,2,,,,,,,33231,16874,16357,4893,4596,3963,4067,3590,4356,3877,2227,1662,1425473,41.57,-97.53,1785,81.185714,,,,,,8.36,4.32,,7.55,5.94,6.75,7.29,6.21,14.84,,11.06,5.13,9.17,4.32,4.59,4.59,5.94,6.21,6.21,7.83,38.85,7.01,8.9,7.83,4.86,9.71,41.82,,18.89,5.94,4.32,3.78,-2.333333,-6.444444,4.605556,0.0762,,-6.738889,71.919181
US_NE_31141,2020-01-09,ChIJdfcCSL7ZkIcRr_fKU3bOcvc,Q496070,geoId/31141,US,United States of America,NE,Nebraska,31141,Platte County,US,USA,2,,,,,,,33231,16874,16357,4893,4596,3963,4067,3590,4356,3877,2227,1662,1425473,41.57,-97.53,1785,81.185714,,,,,,7.07,7.34,4.35,9.79,,6.8,6.25,,17.95,,10.06,,10.88,5.71,,5.98,3.81,,,7.07,36.71,11.96,5.44,,,6.8,48.4,,13.87,6.53,4.62,5.71,2.738889,-3.155556,5.977778,0.0,,-2.622222,68.112237
US_NE_31141,2020-01-10,ChIJdfcCSL7ZkIcRr_fKU3bOcvc,Q496070,geoId/31141,US,United States of America,NE,Nebraska,31141,Platte County,US,USA,2,,,,,,,33231,16874,16357,4893,4596,3963,4067,3590,4356,3877,2227,1662,1425473,41.57,-97.53,1785,81.185714,,,,,,5.6,6.4,,10.13,7.2,6.13,,5.33,15.47,4.8,11.47,,8.54,,4.0,7.74,6.67,,6.93,5.6,26.14,6.13,4.27,4.27,4.8,5.6,34.14,4.8,8.54,5.33,4.0,4.8,-3.522222,-9.016667,2.316667,0.0,,-6.027778,82.842186
