location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_TN_47047,2020-01-01,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,5.33,7.27,4.85,8.0,6.54,6.3,9.21,3.39,17.2,17.2,3.39,7.75,4.36,,5.33,6.06,5.82,4.12,9.45,30.04,6.06,7.03,,4.36,5.57,47.25,3.63,8.96,5.09,4.36,4.12,4.988889,-1.283333,12.544444,0.0,,-2.45679,58.162204
US_TN_47047,2020-01-02,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,6.58,13.16,5.64,12.92,7.75,6.11,6.81,5.17,20.2,10.81,5.64,10.1,4.93,4.23,3.29,3.76,3.76,6.58,9.16,30.31,5.87,6.11,,4.93,4.93,50.74,5.4,9.87,8.22,4.93,6.34,10.033333,7.65,12.366667,1.312333,,5.358025,72.497992
US_TN_47047,2020-01-03,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,5.16,6.88,4.18,12.29,5.9,5.65,4.91,4.18,21.62,9.58,4.91,12.53,5.16,6.39,7.37,4.91,8.11,5.65,11.79,27.27,7.37,5.65,6.14,5.9,7.13,44.97,4.67,6.63,5.9,5.65,9.09,13.294444,11.172222,15.305556,21.481143,,12.975309,98.133475
US_TN_47047,2020-01-04,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,4.38,12.42,5.36,10.96,5.11,3.9,5.6,4.87,19.23,13.63,4.14,6.09,5.6,5.36,4.63,5.84,4.14,3.41,9.01,28.24,6.33,5.84,3.9,,5.6,40.41,5.84,4.87,6.09,,4.63,7.277778,3.072222,13.527778,2.8575,,3.703704,78.34057
US_TN_47047,2020-01-05,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,5.82,10.43,4.61,7.52,7.76,4.37,5.58,,16.98,8.0,,7.03,4.85,5.09,6.06,4.12,6.06,4.85,11.4,24.01,5.09,7.28,,4.12,3.88,38.56,3.64,,7.28,4.37,5.82,5.072222,-1.05,16.133333,0.0254,,0.388889,70.681938
US_TN_47047,2020-01-06,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,7.45,6.96,,14.41,5.04,6.24,7.45,6.24,20.17,9.13,4.8,8.65,5.76,5.28,6.24,6.72,6.72,5.76,7.21,27.62,8.89,6.48,3.36,4.56,6.24,41.55,4.8,6.24,5.76,3.84,6.72,7.844444,1.872222,14.888889,0.0,,2.777778,69.448148
US_TN_47047,2020-01-07,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,,9.53,4.64,12.71,10.02,6.6,8.8,3.67,17.84,7.82,5.62,10.02,5.13,6.36,,4.16,5.87,5.38,11.73,29.33,5.87,7.82,4.16,6.84,3.91,48.65,,5.62,7.58,3.91,4.16,7.577778,2.394444,12.588889,0.0,,0.277778,59.743916
US_TN_47047,2020-01-08,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,4.67,7.14,3.69,14.27,6.4,6.89,5.41,3.69,14.52,12.55,4.18,12.55,3.44,5.17,,5.17,3.44,5.41,11.56,30.76,5.66,8.12,4.18,3.69,3.69,46.01,3.44,14.27,6.89,8.12,5.41,6.638889,-0.438889,16.394444,0.0,,-2.049383,53.033704
US_TN_47047,2020-01-09,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,7.58,9.29,4.64,13.44,8.06,7.09,4.15,4.15,14.66,8.8,5.62,10.51,5.38,7.09,7.82,4.4,4.64,4.64,11.73,33.97,9.29,6.6,3.67,6.11,4.64,43.5,5.87,12.22,9.53,3.67,5.87,10.872222,5.344444,17.25,0.0,,1.030864,50.46032
US_TN_47047,2020-01-10,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,5.54,7.71,4.09,13.97,7.71,7.95,3.37,3.37,14.93,9.63,,11.8,4.09,6.5,,6.98,,6.02,11.08,26.25,5.3,5.78,3.85,5.06,6.02,40.22,4.09,8.19,10.6,7.22,8.43,16.472222,14.777778,19.288889,0.580571,,11.777778,73.601036
US_TN_47047,2020-01-11,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,5.17,8.69,3.29,9.87,8.93,5.4,6.34,5.64,15.74,9.16,,6.11,,3.99,4.93,6.11,5.17,4.7,5.64,18.32,3.29,8.46,,3.76,4.7,42.98,4.7,4.93,9.63,,,14.822222,6.405556,20.311111,11.599333,,13.574074,93.043342
US_TN_47047,2020-01-12,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,5.35,11.2,,12.41,8.27,9.01,5.35,4.62,15.33,11.2,5.84,13.38,3.41,3.65,4.62,5.35,8.03,4.87,9.25,22.15,8.03,6.33,,8.03,5.35,42.59,4.87,8.52,6.08,6.81,4.38,4.444444,2.116667,7.216667,22.134286,,2.518519,87.907926
US_TN_47047,2020-01-13,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,6.47,7.19,5.03,13.9,5.51,6.71,7.43,3.35,15.34,11.98,5.03,11.5,3.6,4.79,4.07,3.6,5.51,4.07,11.98,26.6,5.75,8.87,5.03,,6.47,55.36,3.6,7.91,9.59,4.31,,5.183333,1.144444,11.277778,0.084667,,3.975309,90.778898
US_TN_47047,2020-01-14,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,5.83,8.01,3.88,10.44,9.22,6.8,4.86,4.86,17.72,8.74,3.88,16.26,5.58,3.4,5.58,5.58,4.13,3.88,10.44,27.19,6.55,6.07,,4.13,6.07,41.99,5.58,5.83,5.1,8.25,9.47,12.25,8.25,17.416667,0.92075,,10.654321,90.867423
US_TN_47047,2020-01-15,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,3.33,10.47,,8.8,7.38,8.33,4.52,4.05,14.28,6.42,6.19,9.28,5.47,6.9,4.05,6.66,3.81,3.57,9.52,22.85,6.66,5.71,3.33,4.28,7.38,44.26,6.66,7.14,8.57,5.71,,16.672222,13.155556,20.327778,2.830286,,15.909722,96.71549
US_TN_47047,2020-01-16,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,5.66,9.85,4.19,11.57,6.89,6.16,7.14,4.68,16.0,7.63,4.68,10.34,,4.19,4.92,4.68,5.17,,9.6,25.85,7.14,8.12,3.94,5.66,6.65,43.33,5.91,6.16,9.6,5.91,8.12,11.038889,5.388889,18.777778,5.3975,,7.759259,81.316833
US_TN_47047,2020-01-17,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,3.9,7.8,,7.56,,6.09,5.12,,18.53,8.78,3.66,13.65,5.36,,4.88,4.14,8.29,4.88,9.02,32.18,11.46,6.34,4.88,4.88,6.34,43.39,4.39,5.36,7.07,7.31,7.07,5.483333,2.466667,10.6,0.09525,,-1.882716,59.844321
US_TN_47047,2020-01-18,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,7.46,7.21,,12.19,7.21,4.72,7.21,5.72,19.4,11.94,,9.2,6.96,3.73,6.71,6.71,4.97,4.72,4.72,27.85,8.95,7.96,,4.23,4.97,54.95,4.97,5.72,8.21,7.46,5.47,13.55,8.561111,17.255556,3.259667,,7.796296,68.294687
US_TN_47047,2020-01-19,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,4.73,11.95,,15.68,7.96,6.47,9.96,3.73,16.68,8.96,4.73,9.21,4.73,4.73,4.23,4.73,3.48,,7.22,28.13,7.47,8.71,,3.73,7.22,41.07,4.23,8.21,7.22,6.22,4.73,3.622222,-0.422222,11.711111,4.374444,,-6.919753,46.429299
US_TN_47047,2020-01-20,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,,11.91,4.13,11.66,8.26,6.8,7.53,4.86,17.25,7.78,3.89,10.45,4.13,5.1,12.15,5.59,6.32,,11.91,27.46,4.62,8.02,,3.4,5.1,46.42,5.1,6.8,7.05,7.29,5.59,-3.211111,-5.6,1.216667,0.0,,-8.722222,66.080315
US_TN_47047,2020-01-21,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,5.47,4.47,5.47,10.19,9.44,5.47,5.96,,22.12,9.69,6.71,12.92,5.96,3.73,8.7,7.21,6.71,5.96,14.41,32.56,5.47,7.46,5.96,5.96,6.46,45.48,7.21,5.72,7.7,5.72,4.47,-2.244444,-4.616667,2.872222,0.0,,-8.067901,64.20991
US_TN_47047,2020-01-22,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,5.2,8.92,3.47,12.39,9.42,7.93,5.7,3.96,20.07,12.39,4.71,12.64,4.46,6.94,7.19,3.47,3.47,8.43,8.18,30.23,6.2,7.19,4.46,9.66,3.96,40.15,6.2,7.68,7.68,6.44,5.2,-0.727778,-4.738889,5.511111,0.0,,-6.537037,64.509344
US_TN_47047,2020-01-23,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,5.89,10.31,4.17,12.52,9.08,5.89,5.16,5.65,25.04,9.82,7.86,9.82,5.4,5.4,7.12,4.17,6.14,,9.33,29.95,9.08,6.38,,,5.65,42.96,6.38,8.35,5.4,7.12,4.91,3.805556,1.505556,6.294444,1.016,,-0.222222,74.825724
US_TN_47047,2020-01-24,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,6.94,5.7,,12.14,9.17,4.96,7.93,4.46,31.96,10.65,6.44,12.88,5.45,7.43,4.71,4.96,3.96,5.45,9.66,41.88,6.44,7.43,5.2,4.46,9.66,40.64,5.2,6.44,5.95,7.19,7.93,5.477778,3.866667,6.838889,9.186333,,4.141975,91.001655
US_TN_47047,2020-01-25,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,,11.87,,10.84,9.55,4.13,6.45,4.39,30.2,13.94,4.39,8.52,3.87,6.97,7.23,4.65,,6.71,10.32,33.04,5.42,8.26,,4.9,6.45,38.2,5.68,8.52,7.23,5.42,5.16,4.372222,2.344444,8.011111,0.225778,,0.185185,74.120364
US_TN_47047,2020-01-26,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,4.46,11.27,,11.04,5.4,5.4,5.4,,23.96,10.57,,9.63,3.76,5.87,5.17,4.23,5.87,,7.99,31.47,7.05,6.58,3.52,,7.05,40.4,5.17,7.28,6.81,4.46,6.81,6.211111,1.322222,11.438889,0.197556,,4.123457,85.864564
US_TN_47047,2020-01-27,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,3.57,5.95,,12.15,8.57,6.67,5.24,5.72,32.63,12.15,3.81,9.77,5.48,4.76,9.29,3.33,3.81,4.05,10.96,34.53,4.05,8.34,5.24,5.24,6.43,42.39,5.0,9.53,6.19,4.76,6.67,9.666667,6.488889,14.255556,0.3175,,6.58642,81.244271
US_TN_47047,2020-01-28,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,5.58,8.98,3.64,11.4,6.79,6.55,6.31,6.07,29.85,10.19,6.55,10.68,6.79,7.04,5.58,6.79,,4.61,12.13,38.83,5.58,10.44,4.61,,6.07,46.35,5.34,13.35,6.79,7.28,8.01,5.461111,0.283333,12.811111,0.0,,2.709877,82.451633
US_TN_47047,2020-01-29,ChIJaU0KYyYKf4gRd3T2KtqmA78,Q502360,geoId/47047,US,United States of America,TN,Tennessee,47047,Fayette County,US,USA,2,,,,,,,40150,19856,20294,4181,4470,4218,4435,4950,6314,6161,3725,1696,1829178,35.19,-89.41,1829,76.063636,,,,,,5.83,7.52,6.07,12.13,4.85,7.52,6.07,4.37,28.64,10.68,,13.83,5.1,7.04,4.37,7.52,3.64,4.37,7.04,39.32,8.98,5.83,6.31,3.4,5.1,45.14,,13.83,8.98,8.01,5.58,6.755556,4.672222,10.155556,0.254,,4.154321,85.095335
