location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_transit_stations,mobility_workplaces,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,dew_point,relative_humidity
US_MA_25007,2020-01-11,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,8.44,,14.21,,7.1,6.22,,7.55,,7.55,,,8.88,,,8.44,6.66,,7.55,,21.31,,,,,,41.74,,6.66,,,,11.038889,8.777778,14.133333,0.0,9.490741,86.430949
US_MA_25007,2020-01-12,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,9.34,12.74,7.22,,,,,,15.28,,14.43,,,7.64,,,,,,,,24.2,5.94,,,,,42.45,,6.37,,,,12.811111,9.422222,15.783333,0.2032,10.537037,84.456861
US_MA_25007,2020-01-13,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,8.48,8.1,13.11,6.94,8.48,6.94,,15.42,,11.18,,7.71,8.87,,,,,,,,26.22,5.4,,,,,39.72,,6.55,6.17,,,5.322222,3.538889,11.194444,0.0762,1.796296,79.200645
US_MA_25007,2020-01-14,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,10.45,8.52,10.45,12.0,9.29,7.36,5.81,16.65,,6.97,,8.52,6.58,,,7.36,,7.36,,,21.68,,,,,,46.46,,7.74,6.97,,6.97,4.172222,2.55,5.294444,0.0,2.648148,90.004756
US_MA_25007,2020-01-15,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,7.2,6.4,6.4,8.4,,8.0,,10.4,,5.6,,8.4,9.6,,5.6,,,,,,19.6,6.0,6.8,5.6,6.8,,41.21,,,6.8,6.8,,6.216667,2.35,9.777778,0.127,2.490741,77.044036
US_MA_25007,2020-01-16,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,6.5,6.5,7.65,10.71,9.94,6.12,,14.91,,6.5,,,8.41,,,5.74,5.35,6.5,5.35,,24.09,7.65,,,6.12,,44.35,,6.5,7.26,,,4.138889,-0.511111,8.977778,0.0508,-0.490741,76.156854
US_MA_25007,2020-01-17,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,5.54,12.66,8.71,8.71,,,,15.04,5.54,7.91,,,9.5,,,6.33,,6.73,,6.33,29.68,6.73,8.31,,7.12,5.54,38.38,,6.73,7.52,,,-3.216667,-6.483333,5.444444,0.1524,-14.824074,41.301829
US_MA_25007,2020-01-18,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,8.91,,7.13,8.02,6.24,,,13.37,7.13,,,,,,,6.24,,,,8.02,24.51,,7.58,,,,39.66,,,7.13,,,-6.327778,-9.105556,-1.133333,0.0,-13.518519,56.175199
US_MA_25007,2020-01-19,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,13.27,,11.89,11.44,8.23,8.23,,15.1,,,,7.78,6.41,12.35,10.06,7.78,,,,13.27,25.62,7.78,12.81,10.06,,,47.12,,10.52,,,,4.161111,-2.877778,7.555556,2.060222,0.583333,76.906459
US_MA_25007,2020-01-20,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,7.8,6.5,13.87,9.97,8.67,,6.5,16.9,,9.1,,6.93,9.1,6.07,,,,,,,20.8,,7.37,,,9.53,40.73,6.93,8.23,,6.5,,-2.666667,-6.516667,5.061111,0.2032,-11.037037,52.677249
US_MA_25007,2020-01-21,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,5.72,5.72,7.76,8.17,13.89,,,,25.75,,13.08,,,12.26,,,7.76,,,6.13,,22.07,,,,,,28.61,,,,,,-4.172222,-7.027778,-0.75,0.0,-13.277778,49.608821
US_MA_25007,2020-01-22,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,6.49,9.32,5.67,8.51,9.73,8.11,6.49,,18.65,,7.3,,,,,7.7,6.49,,,9.32,,24.32,7.3,7.7,,6.89,6.49,53.51,,9.32,,,,-3.922222,-8.888889,1.877778,0.0,-11.833333,58.349739
US_MA_25007,2020-01-23,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,8.93,6.9,12.18,9.74,,,,19.08,,10.96,,5.68,7.71,,,,6.09,5.68,6.9,10.15,25.98,,5.68,,5.68,,39.78,,,,,,-0.022222,-6.555556,6.544444,0.0,-5.222222,74.334128
US_MA_25007,2020-01-24,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,,,11.52,,8.96,6.83,,20.48,,,,7.25,6.4,6.83,,,,,,,29.87,7.25,6.4,,,5.97,41.4,5.97,,8.54,5.97,,2.816667,-3.833333,8.477778,0.0,-1.648148,76.309993
US_MA_25007,2020-01-25,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,7.02,8.89,9.36,11.23,7.49,,7.02,,26.68,,10.77,,,7.02,,6.55,,,8.43,,,25.75,9.83,7.02,,,8.43,34.64,,11.23,,,,4.727778,-0.027778,8.661111,0.0,3.12963,89.48026
US_MA_25007,2020-01-26,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,13.22,,8.81,7.05,,,,30.84,,10.13,,,7.05,,,,,,,,36.13,6.17,6.61,,,7.05,40.98,,11.02,,,,6.911111,2.722222,10.805556,7.112,4.148148,81.772966
US_MA_25007,2020-01-27,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,11.54,5.97,9.15,5.97,6.37,,,23.47,8.36,9.95,,6.37,7.56,,,7.56,,6.76,8.75,,33.02,5.57,,7.16,,6.37,35.01,,,,,,4.005556,1.288889,7.655556,0.0508,-0.962963,71.677382
US_MA_25007,2020-01-28,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,9.3,7.68,10.11,9.3,,6.88,,25.08,,7.28,,,10.11,7.28,,6.07,,,,6.07,35.59,,8.09,,,,44.49,,16.99,,,,3.788889,1.638889,6.038889,0.0,-3.018519,61.737772
US_MA_25007,2020-01-29,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,7.33,5.7,,13.85,8.15,,,,31.78,,14.26,,,6.93,6.11,,8.56,,9.37,,8.15,40.74,,5.7,6.11,,9.78,34.23,,9.37,,,,1.487654,-1.87037,4.808642,0.0,-6.75,54.826783
US_MA_25007,2020-01-30,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,7.71,,11.37,7.31,7.31,5.68,,32.07,,6.49,,7.31,15.83,,,8.12,,,,7.31,34.5,6.49,6.09,6.09,,5.68,30.85,11.37,6.09,,,,-1.016667,-4.438889,2.211111,0.0,-8.768519,56.929489
US_MA_25007,2020-01-31,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,6.64,12.03,7.88,,7.05,,,,25.72,,6.22,,,8.71,,,5.81,,,,7.05,33.19,,7.47,,,5.81,33.19,,10.79,,,,-0.727778,-5.4,4.638889,0.0,-5.805556,74.191721
US_MA_25007,2020-02-01,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,10.62,9.69,9.23,7.38,6.92,,,38.31,,12.46,7.38,10.62,14.31,6.92,8.31,,,,,,43.85,9.23,,,,8.77,36.0,,,,,,3.083333,-0.472222,5.438889,0.5334,1.046296,87.521719
US_MA_25007,2020-02-02,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,,10.33,8.53,6.74,,,,33.24,,15.72,,,,,,,,6.74,,6.74,41.33,,7.64,,,,44.47,,8.98,,,,3.155556,1.377778,4.983333,0.0,-0.018519,79.821048
US_MA_25007,2020-02-03,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,10.56,8.94,11.78,,13.41,5.69,9.75,20.32,,10.56,,6.5,8.13,5.69,,9.35,5.69,,6.09,,37.79,,5.69,,,,39.01,,6.09,,,,3.222222,-1.266667,7.472222,0.0,-1.518519,73.333306
US_MA_25007,2020-02-04,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,5.54,7.52,9.5,13.46,10.29,,5.54,,21.77,,9.1,,5.94,7.12,7.52,,11.48,,,,,27.31,7.92,7.92,6.33,,,34.83,6.73,,7.92,,,4.611111,-0.288889,8.716667,0.0,2.092593,86.059392
US_MA_25007,2020-02-05,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,,6.97,11.06,6.56,,,,22.13,,9.83,,,,,,8.61,,6.97,,,30.73,,9.42,7.38,,6.97,33.19,8.2,7.79,,,,4.466667,0.8,7.888889,0.874889,0.935185,79.371466
US_MA_25007,2020-02-06,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,10.49,,13.21,9.71,6.21,6.99,,25.64,,8.93,,10.1,8.16,,,,,6.21,5.83,6.6,30.69,5.44,8.16,,,,39.23,6.99,6.21,,,,4.072222,1.0,7.838889,2.229556,1.851852,87.700863
US_MA_25007,2020-02-07,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,6.27,6.27,6.66,7.44,,,,18.8,,10.18,,5.48,7.44,,,,,,,5.88,26.24,,,,8.22,5.48,32.9,,,7.05,,,7.172222,3.955556,13.572222,6.491111,5.87963,91.933238
US_MA_25007,2020-02-08,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,8.77,8.28,11.2,,,8.28,,18.02,,16.07,,,,,,,,,,,28.25,,,,,,33.12,,7.79,,,,0.461111,-2.305556,3.827778,0.2286,-8.657407,50.947604
US_MA_25007,2020-02-09,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,,6.4,14.16,7.77,,10.51,,21.48,,12.79,,,6.85,,,,,,,,28.33,,10.97,,,,43.41,,8.22,8.22,,,-0.316667,-5.072222,3.683333,0.0,-7.12037,60.899835
US_MA_25007,2020-02-10,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,9.37,7.8,10.15,9.76,5.85,6.63,,18.73,,,5.85,6.24,9.76,,7.02,7.8,,,5.85,7.8,27.32,9.37,8.2,,6.63,,39.02,,5.85,9.37,,,6.45,2.144444,10.105556,0.169333,3.259259,81.90747
US_MA_25007,2020-02-11,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,5.43,15.5,7.36,12.4,5.81,,5.81,,22.48,6.2,10.08,,5.81,7.75,7.36,,6.2,5.43,,5.81,5.81,30.62,6.2,7.75,6.98,,,35.66,7.75,,7.75,,7.75,6.290123,5.055556,8.253086,2.159,5.953704,96.440737
US_MA_25007,2020-02-12,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,9.53,,9.11,7.04,,12.43,,16.57,7.46,7.46,,6.21,9.94,,,,,8.7,,5.8,27.75,7.46,7.04,,,,38.1,9.11,7.46,,,7.87,4.475309,2.376543,6.907407,4.910667,-1.87037,63.262628
US_MA_25007,2020-02-13,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,8.77,10.77,7.58,11.56,7.58,9.17,,22.33,,9.17,,6.78,8.77,,,8.37,,8.77,5.98,,25.52,11.17,5.98,,,,46.26,6.38,7.98,,,5.58,4.271605,2.728395,6.006173,5.42925,2.583333,88.222592
US_MA_25007,2020-02-14,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,,,,,10.58,,11.46,10.14,,,,18.08,,6.61,,,,,,7.5,,,,,26.02,,,,,,24.25,,,7.05,,,0.746914,-4.783951,4.962963,1.580444,-4.712963,67.983224
US_MA_25007,2020-02-15,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,18,-4,,-2,,,,13.77,7.34,,9.64,,20.2,,9.18,,,,6.43,,7.8,,,,,24.33,6.43,6.43,,,,42.69,6.88,6.88,,,,-6.802469,-10.203704,-0.290123,0.0,-14.907407,52.917609
US_MA_25007,2020-02-16,ChIJ5XjbKEAl5YkR3LgllJt1C08,Q54091,geoId/25007,US,United States of America,MA,Massachusetts,25007,Dukes County,US,USA,2,,,,,,,17311,8487,8824,1674,1681,1736,1946,2055,2713,2947,1765,794,2387198,41.414841,-70.612679,1272,81.275,,-1,,,,9.35,6.23,12.47,9.8,,8.9,7.12,20.48,6.23,12.91,7.57,7.57,9.8,8.46,,7.57,,8.02,,6.23,32.06,11.58,,,,,35.18,7.57,,,,,2.567901,-5.098765,6.512346,0.0,-2.444444,68.581827
