location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential,search_trends_abdominal_obesity,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anemia,search_trends_anxiety,search_trends_arthritis,search_trends_asthma,search_trends_attention_deficit_hyperactivity_disorder,search_trends_back_pain,search_trends_bleeding,search_trends_bloating,search_trends_bone_fracture,search_trends_burn,search_trends_candidiasis,search_trends_common_cold,search_trends_constipation,search_trends_cough,search_trends_cramp,search_trends_dementia,search_trends_depression,search_trends_dermatitis,search_trends_diabetes,search_trends_diarrhea,search_trends_epilepsy,search_trends_erectile_dysfunction,search_trends_fatigue,search_trends_fever,search_trends_flatulence,search_trends_gastroesophageal_reflux_disease,search_trends_hair_loss,search_trends_hay_fever,search_trends_headache,search_trends_heart_arrhythmia,search_trends_heartburn,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_insomnia,search_trends_itch,search_trends_low_back_pain,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_myocardial_infarction,search_trends_nausea,search_trends_obesity,search_trends_pain,search_trends_paresthesia,search_trends_perspiration,search_trends_scar,search_trends_skin_condition,search_trends_skin_rash,search_trends_skin_ulcer,search_trends_sleep_disorder,search_trends_sore_throat,search_trends_stroke,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,search_trends_vaginal_discharge,search_trends_vomiting,search_trends_weight_gain,search_trends_xeroderma,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_KS_20169,2021-05-11,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6250,140,190,15598,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,14,2,,40,-15,3,2.74,4.32,6.1,3.16,10.52,3.58,6.52,5.16,,4.53,7.05,3.37,1.79,4.84,,2.95,6.95,3.16,4.84,3.58,1.89,5.26,2.42,10.63,5.37,2.53,1.79,4.84,2.42,2.21,3.47,2.74,1.68,3.68,2.63,2.63,8.31,18.1,3.68,2.1,7.79,3.58,5.26,4.32,1.68,,6.84,37.67,1.89,1.68,1.89,4.1,8.21,2.42,3.16,,2.84,4.63,4.95,3.05,3.05,2.31,3.26,1.79,11.783951,8.049383,16.364198,1.721556,,5.673611,66.682523
US_KS_20169,2021-05-12,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,17,0,6267,140,39,15637,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,17,10,,64,-13,1,2.33,4.03,5.41,3.71,9.23,2.54,7.53,5.83,2.76,4.45,6.58,4.24,,4.88,,2.76,5.09,3.18,4.77,4.03,3.18,4.24,1.8,9.44,4.56,2.33,2.23,4.56,2.86,2.23,5.09,3.39,,4.35,3.08,3.18,5.94,20.26,6.36,2.54,5.73,3.29,5.51,4.77,2.44,2.23,5.3,32.03,2.23,1.7,2.12,4.14,6.79,,2.23,,2.02,6.26,3.61,1.8,3.39,2.97,2.02,1.7,12.506173,7.728395,17.895062,0.677333,,5.152778,61.053518
US_KS_20169,2021-05-13,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6267,140,68,15705,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,15,13,,53,-14,1,,3.87,7.1,3.23,9.68,2.69,8.28,4.62,2.15,3.55,4.3,4.2,,3.76,,1.94,6.45,3.01,3.55,2.26,1.72,3.87,1.94,8.17,4.41,1.83,,6.78,2.47,,4.2,4.52,3.23,3.76,2.47,2.15,6.99,20.11,5.92,1.94,5.81,2.9,4.52,5.38,2.04,1.72,4.41,32.59,2.58,,2.58,3.98,7.1,2.15,1.72,1.61,3.76,6.35,3.87,4.2,1.83,1.83,2.04,2.15,12.808642,4.32716,21.660494,0.0,,3.6875,53.403765
US_KS_20169,2021-05-14,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,3,0,6270,140,74,15779,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,1,10,,66,-9,0,,3.15,5.21,3.58,9.23,1.63,6.73,3.26,,4.23,4.67,3.04,1.95,3.04,1.52,2.06,4.34,3.37,3.15,2.06,3.15,3.91,,7.6,3.58,2.39,3.04,5.21,2.71,,2.61,3.47,,3.47,,,5.75,17.59,6.19,3.15,5.86,2.82,3.04,4.56,,1.95,2.93,25.84,,,1.52,3.04,6.41,1.63,1.74,,1.74,6.3,4.02,3.91,1.52,1.95,2.61,,16.641975,9.777778,23.12963,6.434667,,8.9375,60.86533
US_KS_20169,2021-05-15,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6270,140,262,16041,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,0,14,,66,-8,-1,,5.45,4.49,4.77,10.35,2.72,6.4,4.63,1.91,4.36,5.31,2.72,,3.81,2.31,2.59,4.77,3.27,3.4,2.72,,4.36,2.45,7.35,5.31,,2.45,3.0,3.27,,2.59,4.36,,3.68,,2.86,6.13,14.16,5.45,2.18,6.81,3.0,4.22,4.08,,3.81,4.63,34.18,,,,3.27,7.22,,,,,4.63,3.95,3.27,3.4,,2.04,,17.746914,13.561728,24.296296,12.756444,,13.625,76.624392
US_KS_20169,2021-05-16,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6270,140,335,16376,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,13,22,,66,-4,0,2.74,5.47,8.08,4.04,9.91,1.82,7.69,5.21,2.48,3.39,5.87,4.82,2.48,2.09,2.22,,6.65,5.21,4.3,2.61,2.22,4.17,1.96,8.47,3.13,,2.74,4.43,1.82,,3.78,4.17,,3.78,2.35,2.74,4.95,13.43,4.04,,7.43,3.39,3.13,3.78,2.74,2.74,4.69,30.11,,,2.35,2.74,6.65,,,1.96,2.35,5.74,5.08,3.0,1.82,3.13,1.96,2.09,18.654321,15.432099,23.666667,15.24,,16.166667,84.754406
US_KS_20169,2021-05-17,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,2,0,6272,140,0,16376,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,5,24,,59,-11,1,2.52,5.25,7.14,3.46,9.76,3.04,5.88,5.04,1.68,4.3,6.3,3.36,2.52,3.15,,,6.61,2.94,4.93,2.62,2.1,4.3,2.73,8.92,4.51,2.41,2.62,5.67,3.78,1.47,4.2,3.36,,3.04,,1.68,7.35,16.06,4.93,3.57,7.03,3.04,5.04,3.88,1.57,2.0,4.83,34.33,2.0,2.73,2.94,3.46,7.87,1.68,1.78,,2.21,6.19,4.3,5.46,2.21,3.88,3.04,1.47,17.783951,14.339506,22.839506,33.132889,,15.402778,85.88977
US_KS_20169,2021-05-18,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,-1,6272,139,80,16456,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,10,15,,49,-15,2,,2.62,6.19,3.56,11.64,,7.24,5.03,2.52,3.67,6.08,3.67,,1.89,1.57,3.04,7.55,3.77,4.72,3.15,,4.72,1.89,7.24,3.88,2.62,3.25,4.72,3.25,2.31,4.93,2.83,1.78,5.03,1.68,3.04,7.66,19.82,5.35,3.15,7.13,2.41,3.98,4.19,1.99,1.47,3.98,37.33,,,1.68,4.4,6.82,1.47,2.83,2.41,1.78,5.14,3.36,4.3,1.57,3.36,2.52,,18.765432,15.524691,24.604938,0.423333,,15.680556,82.896037
US_KS_20169,2021-05-19,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,7,1,6279,140,62,16518,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,12,22,,51,-14,1,2.65,3.71,6.25,5.29,11.75,2.75,8.79,4.55,2.65,3.39,4.23,4.34,1.91,3.18,,2.12,6.67,3.81,3.18,2.12,1.59,2.44,1.8,9.1,5.19,2.65,2.01,4.66,2.54,2.54,2.86,4.66,1.91,4.45,1.8,3.28,6.77,18.21,3.92,4.02,6.03,2.75,5.72,4.66,,1.59,5.5,33.24,2.96,2.75,,4.02,7.62,,3.18,1.91,2.44,6.03,6.35,4.76,2.01,,3.07,,18.648148,15.722222,23.37037,7.986889,,16.534722,88.397752
US_KS_20169,2021-05-20,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6279,140,63,16581,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,11,21,,45,-15,2,2.27,2.59,6.48,5.4,11.34,2.05,8.32,3.56,2.7,4.21,7.24,3.67,1.95,3.46,1.73,2.48,7.13,3.35,3.46,2.81,2.16,3.56,2.59,9.62,4.0,3.56,3.46,4.75,3.13,2.38,3.67,4.11,2.27,5.18,2.05,3.67,6.05,18.69,3.56,2.38,7.56,4.64,5.4,4.43,1.84,,3.67,31.87,1.95,2.81,2.05,4.11,6.27,,1.84,,1.95,4.64,5.4,2.81,2.38,3.35,3.35,,19.432099,16.493827,23.049383,0.846667,,16.868056,85.1411
US_KS_20169,2021-05-21,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,3,0,6282,140,0,16581,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-1,13,,53,-14,0,1.92,4.19,4.53,7.92,10.07,1.92,6.0,3.51,2.04,3.17,5.54,2.83,,3.28,2.15,3.51,5.43,3.96,3.73,3.17,2.04,3.28,1.81,7.92,3.17,1.7,1.7,4.3,2.72,,2.72,3.62,,1.81,2.04,2.6,5.09,19.58,4.3,2.6,7.36,3.28,3.85,3.73,,2.04,4.19,33.84,2.26,2.38,,3.06,7.58,,,,,4.3,5.21,4.53,2.15,2.38,2.15,,20.95679,17.117284,27.283951,0.846667,,17.034722,78.660879
US_KS_20169,2021-05-22,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6282,140,249,16830,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-5,13,,50,-18,-1,,3.84,9.09,4.97,10.51,3.41,6.11,5.68,,2.42,4.97,5.4,2.27,,2.56,,5.83,3.13,4.26,2.27,,3.84,,8.95,3.84,,,3.84,2.98,3.55,2.98,2.84,,2.56,,2.84,6.68,13.07,5.26,,9.66,2.27,3.41,3.98,2.13,,4.69,33.25,,,2.42,3.13,8.1,,,2.13,,5.68,2.98,3.41,,,4.4,,22.253086,18.876543,26.753086,0.28575,,18.604167,79.896244
US_KS_20169,2021-05-23,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6282,140,77,16907,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,25,23,,56,-9,-2,,4.22,5.58,2.18,11.44,,7.9,5.18,,3.68,5.04,3.81,2.86,3.54,2.32,,5.72,3.27,2.18,3.4,1.91,4.77,3.0,9.13,4.5,,2.18,3.0,3.95,2.04,2.72,2.86,2.32,3.0,2.32,2.04,3.95,15.8,5.86,,7.76,,4.22,2.59,,2.59,4.36,37.32,,,,3.68,8.17,,,,2.45,6.67,4.77,2.86,2.04,3.81,2.45,1.91,21.376543,18.154321,25.265432,0.47625,,18.388889,82.688544
US_KS_20169,2021-05-24,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6282,140,66,16973,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,8,28,,55,-14,2,2.96,3.51,6.8,3.51,13.71,3.51,7.46,5.59,2.41,3.51,4.06,4.83,1.86,3.73,,3.29,6.69,2.52,3.95,3.07,1.75,3.07,2.3,7.9,4.39,2.96,2.19,3.84,2.52,2.63,4.06,3.4,1.86,3.07,1.97,2.63,6.36,16.34,7.46,1.75,9.21,2.3,5.04,5.04,2.08,1.65,5.59,38.72,2.08,1.65,2.63,3.18,8.99,2.96,,1.97,2.41,5.81,3.62,4.83,1.53,2.3,2.85,,20.512346,16.851852,24.919753,0.056444,,17.25,82.041499
US_KS_20169,2021-05-25,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6282,140,44,17017,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,14,21,,45,-18,2,1.97,3.17,5.69,4.16,15.09,2.41,8.09,6.12,2.41,1.97,5.58,2.73,1.75,3.5,2.41,1.53,7.11,4.16,4.7,2.19,3.94,5.47,1.86,7.22,4.48,2.62,2.08,5.36,1.64,,3.39,2.3,1.75,3.83,,2.62,7.76,18.7,3.83,1.97,8.97,1.75,5.8,5.14,1.86,2.08,4.26,36.09,,1.86,2.19,4.05,7.55,1.64,2.52,,2.08,4.81,3.17,3.72,,3.28,3.61,1.97,21.925926,18.253086,27.759259,0.818444,,17.638889,76.947653
US_KS_20169,2021-05-26,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,9,0,6291,140,61,17078,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,7,20,,45,-18,3,,2.66,6.98,3.32,11.63,,8.2,5.43,2.1,2.66,4.1,2.99,,2.55,1.77,3.32,7.31,2.99,3.32,2.1,,4.21,1.66,6.65,3.21,2.55,1.66,2.1,2.88,1.66,3.77,2.66,,3.21,,1.99,7.98,17.5,5.1,3.43,9.2,2.22,4.76,3.88,,2.55,6.09,33.9,,1.99,1.99,3.66,7.64,1.99,1.66,,2.1,5.54,3.88,4.1,2.33,4.54,2.44,1.55,22.444444,15.203704,30.037037,1.185333,,17.270833,72.834986
US_KS_20169,2021-05-27,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6291,140,89,17167,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,25,37,,50,-22,1,2.41,3.56,5.63,3.22,11.03,2.3,6.09,3.56,1.72,2.99,5.4,3.45,2.64,3.56,,3.91,5.29,2.53,5.06,3.45,1.84,3.56,2.18,10.11,6.09,2.18,,4.02,1.84,,2.76,3.22,1.72,3.68,2.18,,7.01,18.62,3.91,3.33,10.69,1.72,4.37,2.99,2.07,2.41,6.21,32.98,2.76,1.61,3.22,4.83,7.24,2.64,,1.61,3.79,6.78,3.56,3.79,,2.07,3.1,,21.58642,16.888889,27.197531,16.820444,,17.0,75.476744
US_KS_20169,2021-05-28,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,2,2,6293,142,84,17251,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,8,24,,74,-27,1,,4.08,6.37,3.82,15.67,2.42,7.26,4.21,3.31,3.31,3.06,2.42,1.78,1.91,1.78,2.42,7.77,4.84,4.71,2.68,1.78,3.95,2.04,5.22,3.7,2.42,1.91,4.71,2.55,2.29,3.31,3.31,2.55,3.44,2.17,4.21,5.1,18.35,3.82,2.04,8.28,3.06,3.31,6.24,1.78,,3.95,34.02,,3.31,2.04,3.7,10.07,2.42,,2.55,2.04,7.26,2.68,2.55,2.42,2.93,,,14.030864,9.876543,22.475309,2.257778,,8.666667,70.0121
US_KS_20169,2021-05-29,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6293,142,69,17320,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-4,17,,49,-25,-2,,4.26,6.46,5.73,9.4,,6.46,5.14,,7.49,4.99,2.79,,,2.5,2.06,5.58,3.82,3.38,4.85,,2.94,2.2,7.2,3.08,,,3.23,3.97,,2.79,3.97,,3.23,,2.35,5.58,20.41,4.26,2.2,8.52,,2.79,3.67,,3.08,3.38,30.84,,,2.06,3.52,9.25,,,2.2,2.06,4.99,3.08,3.08,,4.55,,2.79,12.771605,8.395062,19.037037,0.0,,7.652778,70.628388
US_KS_20169,2021-05-30,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6293,142,65,17385,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,12,22,,52,-7,-1,,4.59,6.82,5.01,11.55,,5.29,3.9,,2.64,6.82,,2.37,3.34,2.37,2.37,7.24,3.2,3.9,3.62,2.23,3.62,,6.82,4.45,,,4.45,,2.37,3.62,4.31,2.37,3.34,,3.34,5.15,17.12,5.43,,8.49,2.78,3.34,3.34,1.95,2.78,,37.16,2.23,,2.92,4.17,9.32,2.64,,,2.37,6.12,4.31,2.23,2.64,5.01,3.06,,12.679012,8.858025,18.067901,2.652889,,10.0,83.691618
US_KS_20169,2021-05-31,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6293,142,0,17385,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,6,30,,49,-76,19,,4.42,4.67,4.03,9.87,,9.22,4.03,,1.82,4.16,,,3.9,2.73,,6.62,4.03,4.03,2.34,,5.71,2.21,6.1,2.99,,2.86,3.25,1.82,,2.47,2.47,,3.51,2.21,2.08,4.93,17.27,6.1,3.38,8.31,2.99,2.73,3.25,,2.08,4.42,36.75,,,3.12,3.77,7.4,2.08,1.82,2.6,,6.23,2.47,4.42,3.25,,2.86,,14.771605,12.679012,17.154321,19.247556,,13.520833,92.289776
US_KS_20169,2021-06-01,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6293,142,57,17442,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,16,30,,35,-30,5,1.87,5.13,7.0,4.08,10.15,,8.16,4.78,2.45,4.32,5.6,4.55,1.75,3.73,,,6.42,3.5,4.43,3.38,1.98,3.5,2.22,8.75,5.48,1.75,2.8,4.08,5.37,1.98,4.32,4.55,,3.38,2.68,3.15,5.6,20.88,5.83,1.75,9.21,2.57,4.78,4.9,1.63,2.57,6.65,39.07,2.8,2.45,1.87,4.55,8.51,1.98,2.22,1.87,3.15,7.81,4.08,3.5,1.87,3.73,2.33,,16.685185,14.333333,21.740741,9.341556,,14.277778,85.860162
US_KS_20169,2021-06-02,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,3,1,6296,143,9,17451,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,18,27,,51,-26,3,1.69,4.35,6.64,4.35,11.11,3.74,6.64,6.64,2.05,4.83,5.31,2.42,,3.26,2.42,2.66,7.13,2.29,6.04,2.42,2.29,5.31,1.93,10.27,3.62,3.38,2.17,4.35,4.83,2.42,3.62,3.99,1.93,4.47,2.29,2.42,7.97,20.89,7.0,2.78,11.84,3.5,5.31,4.83,2.05,1.93,6.16,35.02,,2.05,1.69,5.8,8.09,1.93,2.05,2.29,3.38,6.16,5.31,3.38,1.81,2.05,2.66,,18.209877,11.617284,25.574074,0.338667,,13.180556,72.111215
US_KS_20169,2021-06-03,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6296,143,0,17451,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,16,25,,46,-26,2,2.56,3.78,7.2,4.39,9.15,2.68,8.54,5.0,2.2,3.42,5.12,4.03,1.71,4.15,2.32,2.56,7.2,3.17,3.42,3.29,2.93,5.49,1.83,11.1,5.61,4.51,3.29,3.9,3.66,2.07,4.15,3.42,,5.98,1.71,1.83,7.08,20.49,5.98,3.05,8.9,2.56,3.9,5.73,,2.44,6.95,35.49,2.81,1.83,2.56,3.66,7.08,,2.44,2.32,3.17,5.61,4.51,5.12,2.44,4.76,2.32,1.83,20.191358,11.691358,28.598765,0.028222,,12.625,61.802415
US_KS_20169,2021-06-04,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,3,0,6299,143,140,17591,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,1,16,,71,-24,0,,4.41,2.65,3.78,15.12,2.77,5.79,4.66,1.89,3.53,5.29,5.04,2.27,2.52,3.65,3.28,5.67,2.77,4.41,3.15,2.77,4.16,2.77,7.05,3.15,3.02,2.02,4.03,2.9,2.52,3.02,3.28,2.52,1.76,3.15,2.65,7.56,20.28,5.04,3.53,11.34,3.78,4.03,5.17,,3.65,6.17,35.78,2.14,2.14,2.52,2.27,7.94,1.89,,,2.27,7.05,4.16,5.29,3.28,2.65,,,23.148148,14.845679,31.37037,0.0,,14.534722,58.415217
US_KS_20169,2021-06-05,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6299,143,-1,17590,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,-10,8,,72,-17,-2,,5.04,5.04,2.02,12.38,,7.63,5.9,,3.46,5.33,4.32,,2.3,4.61,2.02,9.22,3.89,4.32,4.03,2.02,4.75,,6.62,3.74,,2.45,4.75,3.89,,3.31,2.16,,3.74,,3.17,5.18,18.14,4.18,3.17,10.51,4.03,3.46,3.31,,,8.78,34.85,2.16,,,3.02,8.5,3.46,,2.74,,4.32,3.74,2.88,3.02,3.02,2.88,,24.358025,17.240741,30.450617,0.0,,15.472222,57.928527
US_KS_20169,2021-06-06,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6299,143,46,17636,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,15,22,,61,3,-2,2.43,5.0,6.49,4.19,15.14,,6.49,4.33,,3.38,4.46,3.79,2.3,3.25,3.79,,6.49,4.06,3.65,,,5.0,2.84,5.27,4.6,2.57,2.16,4.06,2.3,2.43,2.3,3.79,,3.92,,,4.46,19.88,4.33,4.33,12.04,,3.52,3.65,,2.03,5.0,33.27,2.16,2.84,,3.92,9.06,,2.43,2.98,,7.3,3.25,3.11,2.03,3.52,3.79,,23.271605,17.845679,29.635802,0.0,,17.305556,69.256872
US_KS_20169,2021-06-07,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,4,0,6303,143,32,17668,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,13,29,,55,-25,2,1.79,4.65,6.68,4.77,14.19,2.62,7.87,5.37,2.27,3.94,7.51,3.22,,3.7,3.46,2.86,7.63,3.82,2.86,2.27,2.86,4.77,1.91,9.18,3.82,2.15,1.67,4.77,2.38,,3.34,2.15,3.46,4.41,2.86,2.27,7.39,26.83,6.8,2.74,12.76,5.13,4.77,5.49,,,8.11,37.92,2.03,3.94,1.91,4.41,11.21,2.03,2.5,2.03,2.38,6.92,4.65,5.49,3.22,3.34,2.98,,24.018519,18.419753,30.074074,0.028222,,18.819444,73.16933
US_KS_20169,2021-06-08,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,0,0,6303,143,55,17723,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,15,26,,53,-27,2,4.62,5.22,7.9,3.77,12.88,,9.23,5.83,2.06,3.77,5.83,4.01,1.7,5.1,2.92,2.67,7.04,3.4,4.01,2.67,2.55,4.74,2.06,10.93,3.89,2.43,,5.34,3.04,3.04,4.01,3.52,2.79,4.86,2.79,3.52,8.99,25.39,7.04,2.31,10.69,2.67,4.5,5.22,3.89,2.55,5.59,37.17,2.79,2.06,2.92,4.62,9.96,,1.82,2.67,2.92,6.92,4.01,5.1,3.04,2.67,2.55,2.43,24.179012,17.709877,30.697531,0.310444,,18.576389,71.223703
US_KS_20169,2021-06-09,ChIJT1BSz2DAvIcRVmQB_0faOrY,Q375991,geoId/20169,US,United States of America,KS,Kansas,20169,Saline County,US,USA,2,7,0,6310,143,1,17724,54508,27013,27495,7029,7188,6934,6671,6231,7433,6504,3850,2668,1070392,38.7833,-97.6667,1868,78.033333,17,34,,62,-24,2,2.32,1.96,5.99,4.64,12.83,3.42,7.7,6.6,3.67,3.67,5.62,4.64,2.44,3.3,2.32,2.69,7.09,3.91,3.91,2.93,1.71,4.4,2.81,8.92,5.87,2.44,3.06,6.11,2.69,2.81,3.91,3.91,,4.4,2.81,2.57,7.21,22.0,6.36,4.16,9.41,2.69,5.38,5.01,2.32,1.96,6.97,39.84,,3.91,,6.11,9.53,,2.2,1.71,3.06,6.72,4.03,2.93,2.81,2.93,2.08,,25.975309,18.950617,33.037037,0.0,,19.652778,68.229182
