location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_confirmed_age_0,new_confirmed_age_1,new_confirmed_age_2,new_confirmed_age_3,new_confirmed_age_4,new_confirmed_age_5,new_confirmed_age_6,new_confirmed_age_7,new_confirmed_age_8,new_confirmed_age_9,cumulative_confirmed_age_0,cumulative_confirmed_age_1,cumulative_confirmed_age_2,cumulative_confirmed_age_3,cumulative_confirmed_age_4,cumulative_confirmed_age_5,cumulative_confirmed_age_6,cumulative_confirmed_age_7,cumulative_confirmed_age_8,cumulative_confirmed_age_9,new_deceased_age_0,new_deceased_age_1,new_deceased_age_2,new_deceased_age_3,new_deceased_age_4,new_deceased_age_5,new_deceased_age_6,new_deceased_age_7,new_deceased_age_8,new_deceased_age_9,cumulative_deceased_age_0,cumulative_deceased_age_1,cumulative_deceased_age_2,cumulative_deceased_age_3,cumulative_deceased_age_4,cumulative_deceased_age_5,cumulative_deceased_age_6,cumulative_deceased_age_7,cumulative_deceased_age_8,cumulative_deceased_age_9,new_hospitalized_patients_age_0,new_hospitalized_patients_age_1,new_hospitalized_patients_age_2,new_hospitalized_patients_age_3,new_hospitalized_patients_age_4,new_hospitalized_patients_age_5,new_hospitalized_patients_age_6,new_hospitalized_patients_age_7,new_hospitalized_patients_age_8,new_hospitalized_patients_age_9,cumulative_hospitalized_patients_age_0,cumulative_hospitalized_patients_age_1,cumulative_hospitalized_patients_age_2,cumulative_hospitalized_patients_age_3,cumulative_hospitalized_patients_age_4,cumulative_hospitalized_patients_age_5,cumulative_hospitalized_patients_age_6,cumulative_hospitalized_patients_age_7,cumulative_hospitalized_patients_age_8,cumulative_hospitalized_patients_age_9,age_bin_0,age_bin_1,age_bin_2,age_bin_3,age_bin_4,age_bin_5,age_bin_6,age_bin_7,age_bin_8,age_bin_9,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_workplaces,mobility_residential,search_trends_acne,search_trends_allergy,search_trends_anxiety,search_trends_common_cold,search_trends_diabetes,search_trends_infection,search_trends_itch,search_trends_pain,search_trends_skin_rash,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_GA_13011,2020-01-11,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,7.82,12.7,7.33,9.28,,21.98,7.33,29.8,,16.845679,11.364198,20.314815,2.286,,15.208333,90.771826
US_GA_13011,2020-01-12,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,9.8,9.8,8.25,13.41,,20.63,8.77,42.81,,15.709877,8.283951,20.425926,28.883429,,11.75,77.986929
US_GA_13011,2020-01-13,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,8.07,11.21,,16.15,9.42,22.88,,38.13,,14.783951,10.944444,18.530864,7.366,,13.25,91.575813
US_GA_13011,2020-01-14,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,9.38,12.5,7.14,8.48,19.65,18.75,8.04,37.06,8.48,15.419753,14.0,17.17284,27.069143,,14.68254,96.679817
US_GA_13011,2020-01-15,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,,10.71,,10.71,7.91,20.48,,33.98,,15.932099,11.598765,21.703704,9.615714,,14.119048,89.019607
US_GA_13011,2020-01-16,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,,7.73,7.73,12.07,9.66,25.11,,47.32,8.21,17.277778,13.067901,21.228395,6.894286,,9.895833,62.503025
US_GA_13011,2020-01-17,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,11.03,,9.59,13.91,,21.1,,43.64,,8.58642,4.839506,15.067901,2.286,,-4.895833,38.628043
US_GA_13011,2020-01-18,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,,11.46,,10.94,,17.19,,45.85,9.9,4.962963,3.364198,8.246914,0.326571,,-2.354167,59.807236
US_GA_13011,2020-01-19,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,,13.34,10.67,14.94,12.27,25.07,,37.34,,7.123457,3.623457,10.679012,7.728857,,1.236111,67.303902
US_GA_13011,2020-01-20,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,8.91,8.39,,23.59,,24.64,,45.08,8.91,0.882716,-3.512346,7.135802,0.338667,,-8.090278,51.460686
US_GA_13011,2020-01-21,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,,13.06,8.86,14.46,,21.46,,36.38,,0.314815,-3.493827,5.537037,0.0,,-8.694444,50.873284
US_GA_13011,2020-01-22,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,,,,20.12,,19.65,7.19,36.9,9.1,0.45679,-6.12963,9.253086,0.0,,-9.569444,47.279147
US_GA_13011,2020-01-23,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,,16.64,9.51,17.12,10.46,23.78,,38.99,11.41,4.567901,-1.265432,9.308642,0.0,,-7.368056,41.702693
US_GA_13011,2020-01-24,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,8.4,7.46,7.46,19.59,8.86,30.78,,35.91,7.0,5.802469,3.030864,8.938272,8.200571,,3.305556,84.977232
US_GA_13011,2020-01-25,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,,8.74,,20.06,12.86,28.8,,41.66,,6.049383,2.864198,9.17284,15.6845,,2.097222,76.110217
US_GA_13011,2020-01-26,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,,,8.55,35.71,,33.7,9.05,41.25,,5.598765,0.734568,12.759259,0.0,,-1.402778,60.718143
US_GA_13011,2020-01-27,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,9.38,,,33.3,7.5,39.4,8.44,37.05,7.04,8.41358,4.117284,12.290123,0.3556,,3.4375,71.317875
US_GA_13011,2020-01-28,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,,12.54,7.72,26.05,9.17,27.02,7.24,39.08,11.1,7.635802,0.969136,15.506173,0.0,,1.0,63.107851
US_GA_13011,2020-01-29,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,7.57,11.83,7.57,25.56,11.83,32.19,9.47,37.87,11.36,6.864198,2.092593,12.493827,0.0,,0.333333,63.493516
US_GA_13011,2020-01-30,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,,7.73,11.11,35.27,16.43,37.69,,42.03,9.66,6.783951,0.888889,13.358025,0.0,,2.076389,72.291609
US_GA_13011,2020-01-31,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,7.17,,,38.07,12.99,36.73,,39.86,,4.271605,1.962963,10.567901,0.798286,,2.180556,86.880719
US_GA_13011,2020-02-01,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,8.39,9.96,8.91,24.64,11.54,29.36,,42.47,9.96,5.791667,2.881944,11.861111,3.937,,3.515873,85.122795
US_GA_13011,2020-02-02,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,7.45,7.95,,24.33,9.93,25.82,,35.75,,9.432099,3.759259,17.333333,0.03175,,0.604167,54.38036
US_GA_13011,2020-02-03,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,7.25,14.5,11.33,24.47,,40.33,,32.17,,13.493827,3.67284,24.185185,0.0,,1.548611,43.869507
US_GA_13011,2020-02-04,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,7.79,9.16,10.99,23.82,7.79,24.28,8.7,38.48,8.25,15.333333,9.080247,20.314815,0.0,,8.0,61.394484
US_GA_13011,2020-02-05,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,7.2,10.34,,19.34,9.89,31.93,,35.98,7.65,15.962963,12.54321,18.45679,1.016,,14.715278,92.491539
US_GA_13011,2020-02-06,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,7.03,7.03,9.23,22.42,8.35,34.73,7.47,41.76,,17.024691,15.166667,19.932099,36.249429,,16.198413,96.141354
US_GA_13011,2020-02-07,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,,10.58,7.36,15.18,,27.14,,40.48,,7.407407,2.197531,17.395062,65.967429,,3.027778,74.600179
US_GA_13011,2020-02-08,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,,8.56,,15.52,,21.95,11.24,38.0,,-0.123457,-2.833333,4.166667,0.471714,,-2.472222,84.592799
US_GA_13011,2020-02-09,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,,12.61,,22.2,,27.75,8.07,44.39,,1.117284,-1.685185,6.148148,3.922889,,0.111111,95.618781
US_GA_13011,2020-02-10,ChIJ2QARvNAG9ogR3gwXQOI1lkg,Q488201,geoId/13011,US,United States of America,GA,Georgia,13011,Banks County,US,USA,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18628,9451,9177,2116,2468,2142,2203,2551,2708,2365,1510,565,1020674,34.35,-83.5,606,76.225,,,,7.12,7.57,,16.46,10.23,31.59,8.46,26.7,11.57,4.395062,0.061728,8.691358,0.0,,3.333333,93.298099
