location_key,date,place_id,wikidata_id,datacommons_id,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,iso_3166_1_alpha_2,iso_3166_1_alpha_3,aggregation_level,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,population,population_male,population_female,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_and_older,openstreetmap_id,latitude,longitude,area_sq_km,life_expectancy,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_workplaces,mobility_residential,search_trends_abdominal_pain,search_trends_acne,search_trends_alcoholism,search_trends_allergy,search_trends_anxiety,search_trends_arthritis,search_trends_back_pain,search_trends_bleeding,search_trends_common_cold,search_trends_cough,search_trends_depression,search_trends_diabetes,search_trends_diarrhea,search_trends_fatigue,search_trends_fever,search_trends_gastroesophageal_reflux_disease,search_trends_headache,search_trends_hypertension,search_trends_infection,search_trends_inflammation,search_trends_itch,search_trends_major_depressive_disorder,search_trends_migraine,search_trends_obesity,search_trends_pain,search_trends_skin_condition,search_trends_skin_rash,search_trends_swelling,search_trends_type_2_diabetes,search_trends_urinary_tract_infection,average_temperature_celsius,minimum_temperature_celsius,maximum_temperature_celsius,rainfall_mm,snowfall_mm,dew_point,relative_humidity
US_WV_54099,2020-01-01,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,,10.64,5.53,8.19,6.75,3.48,3.07,3.27,15.35,9.62,,9.0,5.53,4.3,3.07,3.48,4.71,9.0,18.83,5.73,5.93,4.3,4.3,2.87,28.04,,4.09,2.87,3.89,,4.666667,2.048611,9.159722,0.0,,-1.736111,63.333765
US_WV_54099,2020-01-02,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,5.79,8.68,3.93,11.58,6.82,3.72,3.93,5.17,16.95,9.72,4.34,6.0,3.93,3.1,4.13,,4.13,6.2,27.91,5.58,11.78,5.17,6.2,7.24,31.01,3.52,5.79,4.75,4.75,4.75,4.583333,-0.402778,11.798611,0.0635,,-1.180556,67.251726
US_WV_54099,2020-01-03,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,6.33,7.34,5.92,13.26,5.71,5.1,5.3,5.51,17.14,11.02,,11.22,7.14,6.73,,6.12,3.67,9.39,20.0,3.88,5.1,3.88,4.49,4.69,39.38,4.29,6.33,4.29,6.94,2.86,10.756944,6.555556,12.618056,10.9855,,10.284722,96.964807
US_WV_54099,2020-01-04,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,6.63,8.29,3.73,8.5,5.8,4.35,3.94,5.18,16.58,7.88,3.52,8.5,4.14,4.35,4.77,3.73,4.77,5.6,24.87,,3.73,4.35,7.05,3.32,36.48,2.9,,3.94,4.77,5.8,9.034722,2.055556,12.756944,9.906,,8.069444,93.729844
US_WV_54099,2020-01-05,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,5.35,9.21,,10.49,6.42,5.35,6.21,3.64,15.85,9.21,3.21,8.78,5.35,5.57,5.78,4.07,3.0,6.0,25.91,5.35,8.57,4.71,3.0,3.43,38.55,4.93,7.28,,,4.07,2.340278,0.590278,10.381944,3.7592,,-2.243056,71.80969
US_WV_54099,2020-01-06,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,5.35,5.56,4.74,9.88,5.56,4.53,5.77,4.53,17.3,6.79,,9.68,3.5,5.77,5.15,6.18,5.97,5.97,26.15,6.18,6.59,5.35,3.91,5.77,39.12,3.91,7.62,3.91,4.12,5.97,4.034722,-0.4375,8.631944,0.0,,-2.340278,63.778682
US_WV_54099,2020-01-07,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,3.6,8.6,4.0,7.8,8.2,3.0,6.2,,17.2,10.0,,10.8,5.0,4.0,4.4,3.2,6.2,9.6,25.0,5.8,6.4,5.2,3.4,3.8,34.2,4.6,6.6,4.8,6.4,7.2,1.479167,-2.569444,8.131944,0.6604,78.74,-2.5,75.167668
US_WV_54099,2020-01-08,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,5.0,8.96,5.62,13.74,7.91,5.0,6.25,3.54,13.12,7.91,6.25,10.83,4.17,5.83,4.37,,4.37,7.91,34.57,4.37,8.12,2.92,3.54,6.04,37.28,3.33,16.04,5.21,5.62,4.17,3.833333,-2.229167,8.284722,1.11125,,-5.361111,51.662438
US_WV_54099,2020-01-09,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,4.49,9.84,5.13,9.84,7.27,7.49,5.13,,10.48,9.41,4.71,10.91,5.77,3.85,,,4.71,7.7,32.51,5.56,6.84,5.77,5.35,7.7,35.29,4.92,11.98,4.71,6.63,4.92,3.423611,-3.173611,14.923611,0.0,30.48,-5.861111,52.068397
US_WV_54099,2020-01-10,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,3.17,7.82,,8.88,4.86,5.92,6.77,,11.21,9.09,3.6,11.63,2.96,5.29,,4.86,3.81,7.61,31.09,4.65,6.98,,4.02,5.08,36.58,,6.77,7.82,4.23,6.98,12.319444,6.291667,18.819444,0.0,,2.583333,52.254569
US_WV_54099,2020-01-11,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,4.82,5.26,3.72,8.32,7.67,4.38,5.47,,8.32,6.57,4.38,11.83,5.26,7.67,3.94,5.26,3.29,7.67,19.71,5.26,6.57,3.72,5.47,7.01,39.86,3.07,5.04,9.2,,3.29,18.256944,11.694444,25.256944,2.3495,,10.388889,60.379338
US_WV_54099,2020-01-12,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,5.81,4.47,4.24,6.7,9.38,6.25,4.69,,14.96,6.7,4.91,6.48,4.02,5.36,3.8,5.81,4.47,6.03,22.56,5.14,8.26,,6.03,6.03,35.29,4.02,8.26,7.15,5.36,4.02,10.734568,6.574074,19.098765,13.335,,6.425926,74.815187
US_WV_54099,2020-01-13,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,7.41,6.56,4.02,11.01,7.83,4.66,9.74,5.5,13.33,6.77,5.29,11.43,5.08,3.6,5.29,4.02,3.81,6.56,23.7,6.99,6.99,3.39,5.71,6.35,37.67,4.02,9.74,6.77,6.56,5.71,6.131944,2.270833,13.368056,0.0,,3.875,85.700742
US_WV_54099,2020-01-14,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,5.51,8.06,3.82,7.0,7.64,5.94,6.15,7.42,13.58,9.33,5.09,11.46,3.82,6.36,4.24,,3.61,10.39,28.64,7.85,7.85,3.61,3.82,6.58,38.18,4.46,10.39,5.3,5.73,5.94,9.645833,2.944444,14.444444,2.6035,,8.451389,92.29565
US_WV_54099,2020-01-15,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,5.56,7.91,3.42,11.55,7.27,4.49,5.35,5.56,19.68,10.7,,13.05,6.42,6.63,4.28,3.42,5.78,8.34,23.96,5.78,7.27,3.64,3.85,3.64,29.95,9.41,8.98,5.78,7.06,5.13,8.722222,4.166667,16.756944,0.762,,7.784722,93.959184
US_WV_54099,2020-01-16,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,5.38,7.32,4.09,8.61,9.47,5.38,6.46,4.3,10.76,5.81,5.81,10.54,5.38,6.67,4.3,4.95,5.17,8.18,23.24,6.24,6.89,5.17,5.17,4.3,35.29,5.38,6.67,6.46,6.46,3.44,9.590278,2.861111,16.777778,0.580571,,3.4375,65.600232
US_WV_54099,2020-01-17,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,4.57,6.52,3.7,11.52,6.52,3.48,4.35,4.13,13.48,4.78,6.3,10.44,5.22,5.0,3.91,6.09,4.57,7.61,21.96,3.48,7.17,5.22,3.91,5.87,33.05,5.65,7.83,3.91,,5.0,-0.402778,-3.805556,3.847222,0.1905,,-7.840278,57.41914
US_WV_54099,2020-01-18,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,3.03,6.7,3.03,10.81,6.92,,5.19,3.68,12.33,8.22,,10.38,,4.76,3.89,,4.11,7.79,20.76,3.46,6.92,,4.76,4.97,33.73,3.46,5.84,5.41,4.54,3.03,5.527778,-2.458333,11.6875,0.889,,-2.041667,59.228795
US_WV_54099,2020-01-19,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,,7.87,,9.4,5.69,4.16,4.59,3.06,16.18,7.44,4.16,11.37,4.16,4.81,3.72,3.06,,4.16,22.31,4.59,6.34,3.72,3.94,3.94,36.74,,7.44,6.78,6.34,4.16,1.930556,-4.520833,11.597222,5.969,,-3.069444,69.549075
US_WV_54099,2020-01-20,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,3.77,6.5,3.57,10.7,6.29,4.82,5.45,3.57,16.99,7.76,4.2,9.02,4.2,5.87,5.24,5.03,3.77,9.86,25.38,3.98,6.08,5.87,5.87,5.87,34.4,6.08,6.29,5.66,4.82,6.29,-6.194444,-8.104167,-3.638889,0.0,,-10.5625,71.24737
US_WV_54099,2020-01-21,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,5.23,5.02,4.39,7.74,7.33,5.86,6.07,4.39,18.0,10.67,,11.09,,4.6,3.14,5.65,5.44,6.28,27.84,6.91,7.33,5.44,5.44,7.74,39.55,6.49,6.91,6.07,5.86,5.23,-4.805556,-8.076389,-0.715278,0.0,30.48,-9.340278,70.77536
US_WV_54099,2020-01-22,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,,8.38,,10.96,9.24,7.95,8.17,4.51,22.36,9.89,4.73,10.53,3.44,4.3,5.59,5.16,8.81,8.6,29.45,6.88,5.59,4.73,9.46,6.88,38.91,6.02,6.45,5.37,4.08,6.45,-3.840278,-10.166667,6.111111,0.0,,-9.166667,66.752107
US_WV_54099,2020-01-23,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,5.24,9.83,3.06,10.92,5.68,7.64,5.02,4.37,20.97,8.74,,11.36,,5.68,5.02,5.46,6.77,9.17,29.48,5.68,7.64,5.02,6.99,5.24,32.11,6.33,6.77,8.3,4.59,4.37,2.298611,-5.722222,10.1875,0.0,,-6.041667,55.46894
US_WV_54099,2020-01-24,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,3.42,5.34,6.41,10.04,7.69,4.92,4.27,4.49,16.03,8.98,5.56,11.76,3.85,5.56,4.06,2.99,4.92,11.11,32.91,5.77,8.76,2.99,3.42,3.63,33.34,3.63,8.12,6.62,5.77,3.42,7.881944,0.895833,11.868056,3.429,,3.034722,72.059377
US_WV_54099,2020-01-25,ChIJvVdLqLntRYgRgb_KWxMW8Rs,Q495126,geoId/54099,US,United States of America,WV,West Virginia,54099,Wayne County,US,USA,2,,,,,,,40215,19664,20551,4296,4899,4557,4336,5260,5659,5579,3640,1989,1913199,38.15,-82.43,512,75.663636,,,,,3.97,6.83,,9.04,8.6,5.73,4.41,3.08,21.6,6.17,3.75,10.14,4.41,,4.19,3.31,5.29,5.95,35.26,5.07,7.05,3.08,4.41,6.61,33.94,,7.27,4.41,4.41,5.29,4.180556,2.284722,10.729167,11.303,,2.597222,89.637745
